Orthogroup	MHP_154B_proteins	MHP_232_proteins
OG0000580	WP_258555565.1	WP_044284840.1
OG0000581	WP_404924164.1	WP_011206175.1
OG0000582	WP_404924122.1	WP_011205984.1
OG0000583	WP_404924154.1	WP_011206158.1
OG0000584	WP_404923921.1	WP_011206363.1
OG0000586	WP_404924151.1	WP_238374144.1
OG0000587	WP_308507028.1	WP_173670106.1
OG0000588	WP_404924147.1	WP_173670105.1
OG0000590	WP_404912404.1	WP_238374140.1
OG0000591	WP_258555396.1	WP_165255037.1
OG0000592	WP_404923984.1	WP_011206323.1
OG0000594	WP_404924189.1	WP_044284777.1
OG0000600	WP_404923922.1	WP_011206362.1
OG0000602	WP_404924633.1	WP_011206220.1
OG0000603	WP_011206361.1	WP_011206361.1
OG0000605	WP_404923923.1	WP_011206360.1
OG0000606	WP_404924165.1	WP_011206176.1
OG0000609	WP_157696717.1	WP_158209056.1
OG0000610	WP_269076320.1	WP_258556638.1
OG0000611	WP_225973003.1	WP_232039500.1
OG0000616	WP_011206358.1	WP_011206358.1
OG0000619	WP_404924166.1	WP_011206177.1
OG0000621	WP_258555395.1	WP_258555395.1
