Orthogroup	MFC_MF29_genes	MHP_1257_genes
OG0000535	DR095_RS01070	ABKJ22_RS00045
OG0000536	DR095_RS01195	ABKJ22_RS03430
OG0000537	DR095_RS02100	ABKJ22_RS00975
OG0000538	DR095_RS02220	ABKJ22_RS01140
OG0000539	DR095_RS00940	ABKJ22_RS00210
OG0000541	DR095_RS00385	ABKJ22_RS02655
OG0000542	DR095_RS00805	ABKJ22_RS00345
OG0000547	DR095_RS00180	ABKJ22_RS02860
OG0000548	DR095_RS02700	ABKJ22_RS01595
OG0000549	DR095_RS02670	ABKJ22_RS03200
OG0000550	DR095_RS02545	ABKJ22_RS03345
OG0000551	DR095_RS01730	ABKJ22_RS02925
OG0000585	DR095_RS03450	ABKJ22_RS02200
OG0000589	DR095_RS03040	ABKJ22_RS02245
OG0000632	DR095_RS03775	ABKJ22_RS01725
