Seq_id	Size	Description
1	897405	IDJ
2	956514	IDES2
3	927216	ID133A
4	927172	ID131B
5	921541	ID111A
6	920587	IDLH
7	920420	ID154B
8	920392	ID153B
9	918900	IDES2L
10	901311	ID116
11	900736	IDUe273
12	894983	IDF72C
13	891138	ID1257
14	886877	ID4284
15	960532	IDNCTC10127
16	925576	ID168
17	921093	ID168L
18	920079	ID7448
19	898495	ID7422
20	892758	ID232
21	923612	ID112B
22	910816	IDUFV01
23	898336	ID11
24	882420	ID98
25	960219	IDUFV02
26	902476	IDMHP691
27	879752	IDMHP696
28	923878	IDMHP699
29	871408	IDMHP694
30	880293	IDMHP709
31	909216	IDMHP650
32	898402	IDMHP653
33	912568	IDMHP682
34	906915	IDMHP679
35	913664	IDTB1
36	964503	IDKM014
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
35	+	651710	702581	50872
36	+	903761	954727	50967
--------------------------------------------------------------------------------
Block #27
Seq_id	Strand	Start	End	Length
1	+	26533	94733	68201
2	+	32152	100194	68043
3	+	33157	101242	68086
4	+	33160	101260	68101
5	+	27355	95717	68363
6	+	34545	102626	68082
7	+	32710	100801	68092
8	+	32708	100798	68091
9	+	31989	100007	68019
10	+	28851	96922	68072
11	+	33128	101346	68219
12	+	34533	102620	68088
13	+	33164	101284	68121
14	+	34588	102853	68266
15	+	34531	104587	70057
16	+	26453	94664	68212
17	+	26464	94601	68138
18	+	33344	101477	68134
19	+	33366	101367	68002
20	+	34529	104603	70075
21	+	27350	95689	68340
22	+	129709	197690	67982
23	+	567360	637380	70021
24	+	6592	74655	68064
25	+	187982	256213	68232
26	+	53111	121817	68707
27	+	10608	78791	68184
28	+	57865	126093	68229
29	+	14337	83045	68709
30	+	50235	118570	68336
31	+	191131	259261	68131
32	+	47054	115270	68217
33	+	33815	101936	68122
34	+	9635	77829	68195
35	+	11966	80286	68321
36	+	224833	294065	69233
--------------------------------------------------------------------------------
Block #28
Seq_id	Strand	Start	End	Length
1	-	450583	431613	18971
2	-	490470	471506	18965
3	-	478675	459702	18974
4	-	478675	459704	18972
5	+	454456	473443	18988
6	-	475178	456200	18979
7	-	454840	435871	18970
8	-	454825	435853	18973
9	-	453804	434836	18969
10	-	454985	435982	19004
11	-	471415	452422	18994
12	+	427863	446829	18967
13	-	464628	445632	18997
14	-	448309	429333	18977
15	-	235490	216524	18967
16	-	482360	462756	19605
17	-	483381	463776	19606
18	-	467122	448157	18966
19	-	475568	456604	18965
20	-	457052	438086	18967
21	+	456358	475350	18993
22	-	569626	550651	18976
23	-	115525	96554	18972
24	-	390494	371523	18972
25	-	627769	608800	18970
26	-	467722	448743	18980
27	-	418047	399059	18989
28	-	481880	462339	19542
29	-	460089	441122	18968
30	-	458123	439135	18989
31	-	605691	586720	18972
32	-	471542	452539	19004
33	-	470866	451862	19005
34	-	445197	426202	18996
35	-	452158	433318	18841
36	-	688170	669209	18962
--------------------------------------------------------------------------------
Block #29
Seq_id	Strand	Start	End	Length
1	+	877466	882741	5276
2	+	936451	941729	5279
3	+	907082	912363	5282
4	+	907038	912319	5282
5	+	901400	906674	5275
6	+	900411	905691	5281
7	+	900282	905551	5270
8	+	900257	905527	5271
9	+	898793	904051	5259
10	+	874810	880079	5270
11	+	880606	885874	5269
12	+	874853	880123	5271
13	+	871047	876321	5275
14	+	866643	871918	5276
15	+	632140	637416	5277
16	+	905233	910707	5475
17	+	900956	906221	5266
18	+	898214	903475	5262
19	+	878546	883821	5276
20	+	872618	877892	5275
21	+	903369	908642	5274
22	+	77437	82709	5273
23	+	512659	517935	5277
24	+	841104	846392	5289
25	+	135875	141141	5267
26	+	5457	10716	5260
27	+	828925	834207	5283
28	+	5478	10749	5272
29	-	440135	434864	5272
30	+	867445	872726	5282
31	+	144735	150011	5277
32	+	885552	890817	5266
33	+	878025	883448	5424
34	+	843529	848952	5424
35	+	861837	866978	5142
--------------------------------------------------------------------------------
Block #30
Seq_id	Strand	Start	End	Length
1	+	539035	552947	13913
2	+	603617	617394	13778
3	+	571557	585209	13653
4	+	571524	585173	13650
5	+	570332	583973	13642
6	+	565627	579493	13867
7	+	572220	585950	13731
8	+	572201	585931	13731
9	+	544425	558429	14005
10	+	546331	559978	13648
11	+	544180	557835	13656
12	+	546229	559870	13642
13	+	551951	565384	13434
14	+	539564	553212	13649
15	+	305969	319597	13629
16	+	559584	573342	13759
17	+	560629	574628	14000
18	+	562664	576320	13657
19	+	560375	574005	13631
20	+	527525	541155	13631
21	+	572243	585886	13644
22	+	656794	670724	13931
23	+	185875	199500	13626
25	+	714942	728787	13846
26	+	574620	588275	13656
27	+	507881	521623	13743
28	+	568213	581870	13658
29	+	528887	542607	13721
30	+	545384	559127	13744
31	+	694976	708848	13873
32	+	564358	578018	13661
33	+	559447	573278	13832
34	+	529927	537002	7076
35	+	524507	538170	13664
36	+	777133	790797	13665
--------------------------------------------------------------------------------
Block #31
Seq_id	Strand	Start	End	Length
1	-	398565	390540	8026
2	-	440639	434889	5751
3	-	428759	422508	6252
4	-	428760	422509	6252
5	+	504390	512154	7765
6	-	425333	419223	6111
7	-	404951	398914	6038
8	-	404927	398889	6039
9	-	401748	394148	7601
10	-	407868	397174	10695
11	-	421484	415738	5747
12	+	477807	483429	5623
13	-	414784	407377	7408
14	-	398408	392309	6100
15	-	185729	179628	6102
16	-	431877	425761	6117
17	-	432895	426778	6118
19	-	425687	420200	5488
20	-	407293	401192	6102
21	+	506291	514055	7765
22	-	519740	513628	6113
23	-	65766	59665	6102
25	-	577885	571782	6104
26	-	417534	410851	6684
27	-	368181	362061	6121
29	-	374207	369013	5195
30	-	408256	402136	6121
31	-	555713	549539	6175
32	-	422008	416556	5453
33	-	421273	414600	6674
35	-	402433	396318	6116
36	-	636415	628770	7646
--------------------------------------------------------------------------------
Block #32
Seq_id	Strand	Start	End	Length
3	+	901688	907060	5373
4	+	901644	907017	5374
--------------------------------------------------------------------------------
Block #33
Seq_id	Strand	Start	End	Length
1	+	21395	26532	5138
2	+	22142	32151	10010
3	+	23143	33156	10014
4	+	23144	33159	10016
5	+	22204	27354	5151
6	+	24533	34544	10012
7	+	21267	32709	11443
8	+	21264	32707	11444
9	+	22023	31988	9966
10	+	23697	28850	5154
11	+	23117	33127	10011
12	+	24548	34532	9985
13	+	23170	33163	9994
14	+	24588	34587	10000
15	+	24525	34530	10006
16	+	21215	26452	5238
17	+	21217	26463	5247
18	+	23338	33343	10006
19	+	23361	33365	10005
20	+	24525	34528	10004
21	+	22203	27349	5147
22	+	119699	129708	10010
23	+	557420	567359	9940
25	+	178090	187981	9892
26	+	47852	53110	5259
27	+	429	10607	10179
28	+	47694	57864	10171
29	+	9009	14336	5328
30	+	39784	50234	10451
31	+	185714	191130	5417
32	+	36885	47053	10169
33	+	23577	33814	10238
36	+	214160	224153	9994
--------------------------------------------------------------------------------
Block #34
Seq_id	Strand	Start	End	Length
1	+	16298	21394	5097
2	+	16168	22141	5974
3	+	16399	23142	6744
4	+	16396	23143	6748
5	+	16355	22203	5849
6	+	16396	24532	8137
9	+	16053	22022	5970
10	+	16413	23696	7284
11	+	16399	23116	6718
12	+	16400	24547	8148
13	+	16434	23169	6736
14	+	16436	24587	8152
15	+	16390	24524	8135
16	+	16092	21214	5123
17	+	16091	21216	5126
18	+	16601	23337	6737
19	+	16615	23360	6746
20	+	16391	24524	8134
21	+	16354	22202	5849
22	+	113716	119698	5983
23	+	549288	557419	8132
25	+	172105	178089	5985
26	+	41973	47851	5879
28	+	41702	47693	5992
29	+	1750	9008	7259
30	+	31302	39767	8466
31	+	180253	185713	5461
32	+	30373	36884	6512
33	+	15239	23576	8338
35	+	1546	9920	8375
36	+	205980	214159	8180
--------------------------------------------------------------------------------
Block #35
Seq_id	Strand	Start	End	Length
1	+	136278	143514	7237
2	+	141813	149086	7274
3	+	166215	173423	7209
4	+	166228	173436	7209
5	+	137327	144587	7261
6	+	145408	152631	7224
7	-	224531	217401	7131
8	-	224496	217367	7130
9	+	142044	149260	7217
10	-	219541	214471	5071
11	+	142937	150391	7455
13	-	230899	225814	5086
14	-	223793	218692	5102
15	-	865282	860182	5101
16	-	221657	214958	6700
17	-	221612	214913	6700
18	+	141594	148855	7262
19	+	162531	169789	7259
20	-	305785	300685	5101
21	+	137290	144550	7261
22	+	237536	244776	7241
23	-	856814	851714	5101
25	+	297842	305114	7273
26	-	247291	242127	5165
27	-	196076	191034	5043
28	+	162176	169425	7250
30	-	235603	230561	5043
31	+	296730	303817	7088
32	+	156394	163859	7466
33	+	161073	168234	7162
34	+	116454	123917	7464
35	-	200079	193833	6247
--------------------------------------------------------------------------------
Block #36
Seq_id	Strand	Start	End	Length
1	-	390539	384676	5864
3	-	422507	416450	6058
4	-	422508	416450	6059
5	+	512155	518185	6031
6	-	419222	413501	5722
7	-	398913	392028	6886
8	-	398888	392004	6885
9	-	394147	388516	5632
14	-	392308	386451	5858
15	-	179627	173772	5856
16	-	425760	419894	5867
17	-	426777	420911	5867
18	-	416114	410503	5612
20	-	401191	395336	5856
21	+	514056	520085	6030
22	-	513627	507770	5858
23	-	59664	53809	5856
25	-	571781	565924	5858
27	-	362060	356202	5859
30	-	402135	396277	5859
31	-	549538	543915	5624
34	-	369543	357715	11829
35	-	396317	390328	5990
36	-	628769	623164	5606
--------------------------------------------------------------------------------
Block #37
Seq_id	Strand	Start	End	Length
5	+	895946	901398	5453
6	+	894956	900352	5397
7	+	894866	900281	5416
8	+	894842	900256	5415
9	+	893346	898792	5447
10	+	869397	874809	5413
11	+	875161	880556	5396
12	+	869463	874852	5390
13	+	865633	871027	5395
14	+	861212	866641	5430
15	+	626680	632132	5453
18	+	892775	898213	5439
19	+	873115	878545	5431
20	+	867158	872610	5453
21	+	897917	903368	5452
23	+	507199	512651	5453
24	+	835692	841103	5412
26	+	13	5443	5431
27	+	823488	828924	5437
28	+	1	5477	5477
30	+	862008	867444	5437
31	+	139295	144726	5432
32	+	880136	885525	5390
33	+	872407	877832	5426
36	+	164005	169465	5461
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
2	+	349502	358158	8657
3	+	367297	373507	6211
4	+	367310	373523	6214
5	+	360892	367224	6333
6	+	366845	373061	6217
7	+	344228	352382	8155
8	+	344204	352358	8155
9	+	341195	349335	8141
10	+	338903	345096	6194
11	+	348266	358470	10205
12	+	358176	364359	6184
13	+	351250	357456	6207
14	+	341281	348022	6742
18	+	349505	357574	8070
19	+	362361	369994	7634
21	+	362816	369137	6322
24	+	273959	282283	8325
26	+	364652	371247	6596
27	+	313790	319442	5653
28	+	366257	375497	9241
30	+	352763	358288	5526
31	+	500150	508396	8247
32	+	358633	364308	5676
33	+	360183	368475	8293
34	+	314919	320586	5668
36	+	577167	586437	9271
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
7	+	14719	20519	5801
8	+	14719	20516	5798
24	+	876009	881781	5773
27	+	863791	870994	7204
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
2	+	782531	787746	5216
3	+	752231	757448	5218
4	+	752184	757404	5221
5	+	748801	754015	5215
6	+	743564	748789	5226
7	+	754491	759705	5215
8	+	754475	759692	5218
9	+	725176	730387	5212
10	+	724911	730122	5212
12	+	724651	729873	5223
14	+	717579	722795	5217
18	+	743208	748422	5215
21	+	750776	755991	5216
22	+	835939	841646	5708
24	+	627539	632539	5001
29	-	868538	862600	5939
29	+	707815	712890	5076
32	+	741164	746546	5383
36	+	955325	960546	5222
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
1	-	482226	473984	8243
2	-	524628	516721	7908
3	-	511395	504081	7315
4	-	511391	504078	7314
6	-	512184	504848	7337
7	-	510502	502500	8003
8	-	510499	502495	8005
9	-	489477	480679	8799
10	-	489110	480527	8584
13	+	519648	528475	8828
14	+	503482	512304	8823
19	-	505539	498324	7216
22	-	601843	593031	8813
25	-	659875	651179	8697
26	+	542722	550615	7894
27	-	450838	443389	7450
28	-	512672	505421	7252
30	-	490416	480791	9626
31	-	635747	627769	7979
32	-	500207	492261	7947
33	-	500285	493829	6457
34	-	475031	467521	7511
36	-	721995	714283	7713
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
10	+	251122	256712	5591
13	+	262447	267864	5418
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
1	-	487579	482227	5353
2	-	530006	524629	5378
9	-	494807	489478	5330
10	-	494442	489111	5332
12	+	213886	219345	5460
13	+	514319	519629	5311
14	+	498136	503476	5341
19	-	510875	505540	5336
21	+	218263	223715	5453
22	-	607211	601844	5368
25	-	665244	659876	5369
26	+	537204	542715	5512
27	-	456647	451590	5058
30	-	495746	490417	5330
31	-	641189	635748	5442
32	-	505592	500208	5385
33	-	506284	500286	5999
34	-	480369	475032	5338
36	-	727345	721996	5350
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
6	+	513004	518078	5075
33	+	506729	513792	7064
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
11	+	400781	406878	6098
12	-	497296	491175	6122
--------------------------------------------------------------------------------
Block #46
Seq_id	Strand	Start	End	Length
5	+	419042	427856	8815
6	-	260830	251990	8841
7	+	469065	477880	8816
8	+	469056	477871	8816
15	-	121029	112171	8859
15	+	911573	920438	8866
15	+	925156	934014	8859
20	-	670540	661698	8843
21	+	420944	429758	8815
23	-	653806	644964	8843
24	+	736649	745445	8797
36	+	320420	329188	8769
--------------------------------------------------------------------------------
Block #47
Seq_id	Strand	Start	End	Length
5	-	433550	427857	5694
6	+	246498	251989	5492
7	-	483401	477881	5521
8	-	483392	477872	5521
15	+	106537	112170	5634
15	-	662637	656997	5641
20	+	656064	661697	5634
21	-	435453	429759	5695
23	+	639330	644963	5634
24	-	750895	745446	5450
36	-	334701	329189	5513
--------------------------------------------------------------------------------
Block #48
Seq_id	Strand	Start	End	Length
16	+	364488	369650	5163
17	+	364607	372040	7434
35	+	339766	347191	7426
--------------------------------------------------------------------------------
Block #49
Seq_id	Strand	Start	End	Length
2	+	422366	431925	9560
10	+	384029	393910	9882
11	+	406879	412774	5896
13	+	394472	404113	9642
18	+	400315	409822	9508
19	+	409426	419392	9967
24	+	323313	333009	9697
28	+	417622	426602	8981
29	+	358655	367729	9075
32	+	405307	413926	8620
33	+	402934	411573	8640
--------------------------------------------------------------------------------
Block #50
Seq_id	Strand	Start	End	Length
16	+	497073	502466	5394
17	+	498092	503482	5391
--------------------------------------------------------------------------------
Block #51
Seq_id	Strand	Start	End	Length
15	-	138033	132338	5696
20	-	359597	353902	5696
23	-	18051	12203	5849
--------------------------------------------------------------------------------
Block #52
Seq_id	Strand	Start	End	Length
9	+	743513	748982	5470
15	-	943631	936314	7318
16	-	896508	890891	5618
17	-	893983	888366	5618
35	-	854618	848999	5620
--------------------------------------------------------------------------------
Block #53
Seq_id	Strand	Start	End	Length
1	+	379009	384467	5459
19	+	404203	409298	5096
--------------------------------------------------------------------------------
Block #54
Seq_id	Strand	Start	End	Length
2	+	563054	574913	11860
2	-	384076	372301	11776
3	-	123182	110966	12217
4	-	123187	110970	12218
9	-	763387	751590	11798
26	-	534410	523359	11052
28	-	795127	782906	12222
31	-	885290	872623	12668
33	-	160130	149116	11015
36	-	315319	303160	12160
--------------------------------------------------------------------------------
Block #55
Seq_id	Strand	Start	End	Length
3	-	414594	408173	6422
4	-	414594	406526	8069
5	-	410301	401816	8486
12	-	403873	397045	6829
16	+	371034	377150	6117
17	+	372959	380358	7400
21	-	412212	403727	8486
32	-	404518	397316	7203
35	+	347722	354968	7247
--------------------------------------------------------------------------------
Block #56
Seq_id	Strand	Start	End	Length
16	+	254331	277221	22891
17	+	254286	277175	22890
18	-	540702	517895	22808
19	+	139706	162530	22825
22	-	502247	479439	22809
25	-	560519	537711	22809
34	-	395042	372164	22879
35	+	230668	253576	22909
36	-	24023	1150	22874
--------------------------------------------------------------------------------
Block #57
Seq_id	Strand	Start	End	Length
2	+	509137	516254	7118
3	+	497376	502559	5184
4	+	497374	502554	5181
6	+	493870	499065	5196
7	+	495010	502122	7113
8	+	495002	502117	7116
9	+	472432	477623	5192
27	+	437034	442831	5798
--------------------------------------------------------------------------------
Block #58
Seq_id	Strand	Start	End	Length
22	+	441078	446310	5233
25	+	499339	504576	5238
29	+	315220	320390	5171
35	-	389314	384157	5158
--------------------------------------------------------------------------------
Block #59
Seq_id	Strand	Start	End	Length
1	+	336758	342752	5995
15	+	126368	132337	5970
20	+	347940	353901	5962
23	+	6094	12063	5970
--------------------------------------------------------------------------------
Block #60
Seq_id	Strand	Start	End	Length
3	+	104443	110791	6349
4	+	104447	110795	6349
28	+	776439	782731	6293
31	+	887296	893573	6278
33	+	142668	148941	6274
--------------------------------------------------------------------------------
Block #61
Seq_id	Strand	Start	End	Length
3	+	511396	523842	12447
4	+	511392	523822	12431
7	+	510503	524541	14039
8	+	510500	524535	14036
--------------------------------------------------------------------------------
Block #62
Seq_id	Strand	Start	End	Length
2	+	363622	372126	8505
2	-	583590	575088	8503
26	+	514887	523184	8298
--------------------------------------------------------------------------------
Block #63
Seq_id	Strand	Start	End	Length
16	+	896509	903461	6953
17	+	893984	900936	6953
35	+	854619	861747	7129
--------------------------------------------------------------------------------
Block #64
Seq_id	Strand	Start	End	Length
5	+	410302	415372	5071
21	+	412213	417274	5062
--------------------------------------------------------------------------------
Block #65
Seq_id	Strand	Start	End	Length
5	+	198874	204277	5404
12	+	199923	205328	5406
21	+	198878	204283	5406
--------------------------------------------------------------------------------
Block #66
Seq_id	Strand	Start	End	Length
16	+	880111	885712	5602
17	+	877583	883187	5605
35	+	838110	843815	5706
--------------------------------------------------------------------------------
Block #67
Seq_id	Strand	Start	End	Length
5	+	207757	213954	6198
21	+	207766	213963	6198
--------------------------------------------------------------------------------
Block #68
Seq_id	Strand	Start	End	Length
24	+	22	6591	6570
34	+	3216	9631	6416
--------------------------------------------------------------------------------
