Orthogroup	MHP_153B_genes	MHP_131B_genes
OG0000576	NB625_RS01655	NB627_RS01780
OG0000577	NB625_RS02815	NB627_RS02850
OG0000578	NB625_RS02840	NB627_RS02870
OG0000579	NB625_RS01785	NB627_RS01920
OG0000580	NB625_RS02950	NB627_RS02980
OG0000581	NB625_RS01770	NB627_RS01915
OG0000582	NB625_RS01260	NB627_RS01380
OG0000583	NB625_RS01690	NB627_RS01815
OG0000584	NB625_RS02095	NB627_RS00485
OG0000585	NB625_RS02355	NB627_RS02370
OG0000586	NB625_RS01675	NB627_RS01800
OG0000587	NB625_RS01880	NB627_RS02020
OG0000588	NB625_RS01645	NB627_RS01770
OG0000589	NB625_RS02245	NB627_RS02300
OG0000590	NB625_RS02085	NB627_RS00495
OG0000591	NB625_RS01895	NB627_RS02035
OG0000594	NB625_RS01225	NB627_RS01340
OG0000595	NB625_RS03165	NB627_RS03195
OG0000597	NB625_RS03160	NB627_RS03190
OG0000600	NB625_RS02100	NB627_RS00480
OG0000603	NB625_RS02105	NB627_RS00475
OG0000605	NB625_RS02110	NB627_RS00470
OG0000607	NB625_RS01210	NB627_RS01325
OG0000610	NB625_RS01010	NB627_RS00785
OG0000611	NB625_RS00095	NB627_RS00095
OG0000616	NB625_RS02120	NB627_RS00455
OG0000617	NB625_RS01660	NB627_RS01785
OG0000622	NB625_RS02320	NB627_RS02340
OG0000624	NB625_RS03310	NB627_RS03345
OG0000632	NB625_RS01735	NB627_RS01890
OG0000648	NB625_RS02750	NB627_RS02785
OG0000650	NB625_RS03300	NB627_RS03335
OG0000651	NB625_RS02285, NB625_RS02270	NB627_RS02305
OG0000659	NB625_RS03515	NB627_RS03570
OG0000660	NB625_RS02275	NB627_RS02310
OG0000661	NB625_RS02295	NB627_RS02320
OG0000662	NB625_RS02280	NB627_RS02315
OG0000693	NB625_RS02430	NB627_RS02445
