Orthogroup	MHP_153B_genes	MHP_98_genes
OG0000551	NB625_RS03140	GOM18_RS01075
OG0000552	NB625_RS03305	GOM18_RS00945
OG0000553	NB625_RS02850, NB625_RS02845	GOM18_RS04405
OG0000554	NB625_RS02535	GOM18_RS02530
OG0000555	NB625_RS03075	GOM18_RS03930
OG0000556	NB625_RS02115	GOM18_RS00060
OG0000556	NB625_RS02130	GOM18_RS00075
OG0000557	NB625_RS01265	GOM18_RS03215
OG0000558	NB625_RS01230	GOM18_RS03185
OG0000559	NB625_RS01705	GOM18_RS03000
OG0000560	NB625_RS01805	GOM18_RS03405
OG0000561	NB625_RS01115	GOM18_RS02895
OG0000562	NB625_RS01810	GOM18_RS03400
OG0000563	NB625_RS01800	GOM18_RS03415
OG0000564	NB625_RS01290	GOM18_RS02875
OG0000565	NB625_RS01875	GOM18_RS03330
OG0000566	NB625_RS01855	GOM18_RS03355
OG0000567	NB625_RS01820	GOM18_RS03385
OG0000568	NB625_RS01000	GOM18_RS00115
OG0000569	NB625_RS01235	GOM18_RS03190
OG0000570	NB625_RS01240	GOM18_RS04520
OG0000571	NB625_RS01245	GOM18_RS03200
OG0000572	NB625_RS01270	GOM18_RS03220
OG0000573	NB625_RS01700	GOM18_RS03005
OG0000574	NB625_RS01310	GOM18_RS02845
OG0000575	NB625_RS01220	GOM18_RS03175
OG0000576	NB625_RS01655	GOM18_RS03050
OG0000577	NB625_RS02815	GOM18_RS02105
OG0000578	NB625_RS02840	GOM18_RS02125
OG0000579	NB625_RS01785	GOM18_RS03500
OG0000581	NB625_RS01770	GOM18_RS03495
OG0000582	NB625_RS01260	GOM18_RS04530
OG0000583	NB625_RS01690	GOM18_RS03015
OG0000584	NB625_RS02095	GOM18_RS00040
OG0000585	NB625_RS02355	GOM18_RS02355
OG0000586	NB625_RS01675	GOM18_RS03030
OG0000587	NB625_RS01880	GOM18_RS04190
OG0000588	NB625_RS01645	GOM18_RS03055
OG0000590	NB625_RS02085	GOM18_RS00030
OG0000591	NB625_RS01895	GOM18_RS04175
OG0000592	NB625_RS02805	GOM18_RS03985
OG0000594	NB625_RS01225	GOM18_RS03180
OG0000595	NB625_RS03165	GOM18_RS01055
OG0000597	NB625_RS03160	GOM18_RS01060
OG0000600	NB625_RS02100	GOM18_RS00045
OG0000603	NB625_RS02105	GOM18_RS00050
OG0000605	NB625_RS02110	GOM18_RS00055
OG0000607	NB625_RS01210	GOM18_RS03165
OG0000609	NB625_RS01835	GOM18_RS03365
OG0000610	NB625_RS01010	GOM18_RS03695
OG0000611	NB625_RS00095	GOM18_RS00670
OG0000616	NB625_RS02120	GOM18_RS00065
OG0000617	NB625_RS01660	GOM18_RS03045
