Orthogroup	MHP_MHP699_genes	MHP_UFV02_genes
OG0000537	DR100_RS00825	FEF31_RS00380
OG0000538	DR100_RS00040	FEF31_RS00780
OG0000539	DR100_RS00635	FEF31_RS03485
OG0000540	DR100_RS01830	FEF31_RS02380
OG0000541	DR100_RS02495	FEF31_RS02460
OG0000542	DR100_RS00495	FEF31_RS00015
OG0000544	DR100_RS04560	FEF31_RS04410
OG0000545	DR100_RS02100	FEF31_RS01570
OG0000546	DR100_RS04445	FEF31_RS02530
OG0000547	DR100_RS01680	FEF31_RS02650
OG0000548	DR100_RS03425	FEF31_RS01255
OG0000549	DR100_RS04865	FEF31_RS04580
OG0000550	DR100_RS01340	FEF31_RS03135
OG0000552	DR100_RS01555	FEF31_RS03710
OG0000553	DR100_RS04780	FEF31_RS04535
OG0000554	DR100_RS02285	FEF31_RS02125
OG0000555	DR100_RS04155	FEF31_RS02655
OG0000556	DR100_RS04710	FEF31_RS04460
OG0000557	DR100_RS00185	FEF31_RS00920
OG0000558	DR100_RS00155	FEF31_RS00890
OG0000559	DR100_RS02180	FEF31_RS01360
OG0000560	DR100_RS02115	FEF31_RS01560
OG0000561	DR100_RS00025	FEF31_RS00765
OG0000562	DR100_RS02110	FEF31_RS01565
OG0000563	DR100_RS02125	FEF31_RS01550
OG0000564	DR100_RS03935	FEF31_RS00945
OG0000565	DR100_RS02050	FEF31_RS01620
OG0000566	DR100_RS02065	FEF31_RS01605
OG0000567	DR100_RS02095	FEF31_RS01580
OG0000568	DR100_RS00785	FEF31_RS00340
OG0000569	DR100_RS00160	FEF31_RS00895
OG0000570	DR100_RS04555	FEF31_RS04405
OG0000571	DR100_RS00170	FEF31_RS00905
OG0000572	DR100_RS00190	FEF31_RS00925
OG0000573	DR100_RS02185	FEF31_RS01355
OG0000574	DR100_RS00230	FEF31_RS00965
OG0000575	DR100_RS00145	FEF31_RS00880
OG0000576	DR100_RS02230	FEF31_RS01315
OG0000577	DR100_RS01810	FEF31_RS02400
OG0000578	DR100_RS02465	FEF31_RS02420
OG0000579	DR100_RS03380	FEF31_RS01540
OG0000580	DR100_RS04170	FEF31_RS02535
OG0000581	DR100_RS03395	FEF31_RS01530
OG0000582	DR100_RS04565	FEF31_RS04415
OG0000583	DR100_RS02195	FEF31_RS01345
OG0000584	DR100_RS01610	FEF31_RS01425
OG0000585	DR100_RS03870	FEF31_RS01950
OG0000586	DR100_RS02210	FEF31_RS01330
OG0000587	DR100_RS04190	FEF31_RS04780
OG0000588	DR100_RS02235	FEF31_RS01305
OG0000589	DR100_RS03530	FEF31_RS01890
OG0000591	DR100_RS04185	FEF31_RS04065
OG0000593	DR100_RS01275	FEF31_RS03200
OG0000594	DR100_RS00150	FEF31_RS00885
OG0000595	DR100_RS03575	FEF31_RS02735
OG0000596	DR100_RS02145	FEF31_RS01490
OG0000597	DR100_RS03565	FEF31_RS02730
OG0000598	DR100_RS02140	FEF31_RS01495
OG0000599	DR100_RS02135	FEF31_RS01500
OG0000600	DR100_RS01605	FEF31_RS01430
OG0000601	DR100_RS02120	FEF31_RS01555
OG0000603	DR100_RS01600	FEF31_RS01440
OG0000604	DR100_RS04165	FEF31_RS04155
OG0000605	DR100_RS01595	FEF31_RS01445
OG0000606	DR100_RS03390	FEF31_RS01535
OG0000607	DR100_RS00135	FEF31_RS00870
OG0000612	DR100_RS04200	FEF31_RS01505
OG0000614	DR100_RS04525	FEF31_RS01905
