Orthogroup	MHP_112B_genes	MHP_111A_genes
OG0000499	NBX26_RS02875	NB623_RS02865
OG0000500	NBX26_RS02170	NB623_RS02165
OG0000501	NBX26_RS03235	NB623_RS03220
OG0000502	NBX26_RS01325	NB623_RS01320
OG0000503	NBX26_RS00770	NB623_RS00765
OG0000504	NBX26_RS00905	NB623_RS00905
OG0000505	NBX26_RS01070	NB623_RS01065
OG0000507	NBX26_RS01115	NB623_RS01110
OG0000511	NBX26_RS00425	NB623_RS00420
OG0000512	NBX26_RS02715	NB623_RS02715
OG0000514	NBX26_RS03035	NB623_RS03025
OG0000516	NBX26_RS02090	NB623_RS02090
OG0000517	NBX26_RS00065	NB623_RS00065
OG0000522	NBX26_RS00295	NB623_RS00290
OG0000523	NBX26_RS03560	NB623_RS03540
OG0000525	NBX26_RS03520	NB623_RS03505
OG0000526	NBX26_RS02270	NB623_RS02260
OG0000527	NBX26_RS02325	NB623_RS02315
OG0000528	NBX26_RS02085	NB623_RS02080
OG0000532	NBX26_RS01750	NB623_RS01745
OG0000533	NBX26_RS00600	NB623_RS00595
OG0000534	NBX26_RS00375	NB623_RS00370
OG0000536	NBX26_RS03740	NB623_RS03735
OG0000540	NBX26_RS02805	NB623_RS02805
OG0000543	NBX26_RS01930	NB623_RS01930
OG0000544	NBX26_RS01380	NB623_RS01375
OG0000545	NBX26_RS02280	NB623_RS02270
OG0000546	NBX26_RS02960	NB623_RS02950
OG0000552	NBX26_RS03320	NB623_RS03300
OG0000553	NBX26_RS02865	NB623_RS02855
OG0000554	NBX26_RS02545	NB623_RS02535
OG0000555	NBX26_RS03090	NB623_RS03080
OG0000556	NBX26_RS01975	NB623_RS01970
OG0000557	NBX26_RS01390	NB623_RS01385
OG0000558	NBX26_RS01360	NB623_RS01355
OG0000559	NBX26_RS01830	NB623_RS01825
OG0000560	NBX26_RS02300	NB623_RS02290
OG0000561	NBX26_RS01245	NB623_RS01240
OG0000562	NBX26_RS02290	NB623_RS02280
OG0000563	NBX26_RS02305	NB623_RS02295
OG0000564	NBX26_RS01410	NB623_RS01405
OG0000565	NBX26_RS02225	NB623_RS02220
OG0000566	NBX26_RS02245	NB623_RS02240
OG0000567	NBX26_RS02275	NB623_RS02265
OG0000568	NBX26_RS00690	NB623_RS00685
OG0000569	NBX26_RS01365	NB623_RS01360
OG0000570	NBX26_RS01370	NB623_RS01365
OG0000571	NBX26_RS01375	NB623_RS01370
OG0000572	NBX26_RS01395	NB623_RS01390
OG0000573	NBX26_RS01825	NB623_RS01820
OG0000574	NBX26_RS01430	NB623_RS01425
OG0000575	NBX26_RS01355	NB623_RS01350
OG0000576	NBX26_RS01780	NB623_RS01775
OG0000577	NBX26_RS02830	NB623_RS02825
OG0000578	NBX26_RS02860	NB623_RS02850
OG0000579	NBX26_RS02315	NB623_RS02305
OG0000580	NBX26_RS02965	NB623_RS02955
OG0000581	NBX26_RS02320	NB623_RS02310
OG0000582	NBX26_RS01385	NB623_RS01380
OG0000583	NBX26_RS01815	NB623_RS01810
OG0000584	NBX26_RS01955	NB623_RS01955
OG0000585	NBX26_RS02360	NB623_RS02350
OG0000586	NBX26_RS01800	NB623_RS01795
OG0000587	NBX26_RS02220	NB623_RS02215
OG0000588	NBX26_RS01770	NB623_RS01765
OG0000589	NBX26_RS01005	NB623_RS01010
OG0000590	NBX26_RS01945	NB623_RS01945
OG0000591	NBX26_RS02205	NB623_RS02200
OG0000592	NBX26_RS02820	NB623_RS02815
OG0000593	NBX26_RS03725	NB623_RS03720
OG0000595	NBX26_RS03175	NB623_RS03160
OG0000596	NBX26_RS01865	NB623_RS01870
OG0000597	NBX26_RS03170	NB623_RS03155
OG0000598	NBX26_RS01870	NB623_RS01875
OG0000599	NBX26_RS01875	NB623_RS01880
OG0000600	NBX26_RS01960	NB623_RS01960
OG0000603	NBX26_RS01965	NB623_RS01965
OG0000604	NBX26_RS02975	NB623_RS02965
OG0000607	NBX26_RS01340	NB623_RS01335
OG0000608	NBX26_RS02285	NB623_RS02275
OG0000609	NBX26_RS02260	NB623_RS02250
OG0000610	NBX26_RS00675	NB623_RS00675
OG0000611	NBX26_RS00100	NB623_RS00100
OG0000612	NBX26_RS01880	NB623_RS01885
OG0000613	NBX26_RS02210	NB623_RS02205
OG0000614	NBX26_RS00970	NB623_RS00975
OG0000616	NBX26_RS01980	NB623_RS01975
OG0000617	NBX26_RS01785	NB623_RS01780
OG0000622	NBX26_RS00955	NB623_RS00960
OG0000623	NBX26_RS01890	NB623_RS01895
OG0000623	NBX26_RS02345	NB623_RS02335
OG0000624	NBX26_RS03325	NB623_RS03305
OG0000644	NBX26_RS03180	NB623_RS03165
OG0000649	NBX26_RS01505	NB623_RS01495
OG0000656	NBX26_RS02435	NB623_RS02425
OG0000657	NBX26_RS02565	NB623_RS02555
OG0000658	NBX26_RS02835	NB623_RS02830
OG0000668	NBX26_RS02230	NB623_RS02225
