Orthogroup	MHP_153B_proteins	MHP_MHP679_proteins
OG0000586	WP_404924151.1	WP_160590239.1
OG0000587	WP_308507028.1	WP_308507028.1
OG0000588	WP_404924147.1	WP_308704703.1
OG0000589	WP_404923935.1	WP_160590515.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000592	WP_404923984.1	WP_160590121.1
OG0000594	WP_404924189.1	WP_160590379.1
OG0000595	WP_404924014.1	WP_160590418.1
OG0000597	WP_404924013.1	WP_167871266.1
OG0000600	WP_404923922.1	WP_160581237.1
OG0000605	WP_404923923.1	WP_258555661.1, WP_258555662.1
OG0000606	WP_404924165.1	WP_160590079.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000610	WP_269076320.1	WP_160590370.1, WP_160590549.1, WP_160590537.1
OG0000614	WP_020835740.1	WP_094521688.1
OG0000617	WP_371863322.1	WP_308507007.1
