Orthogroup	MHP_153B_proteins	MHP_116_proteins
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_041361678.1	WP_348602568.1
OG0000579	WP_404924167.1	WP_146379623.1
OG0000580	WP_258555565.1	WP_041361798.1
OG0000581	WP_404924164.1	WP_348602821.1
OG0000582	WP_404924122.1	WP_348602771.1
OG0000583	WP_404924154.1	WP_348602811.1
OG0000585	WP_404923950.1	WP_348602511.1
OG0000586	WP_404924151.1	WP_348602809.1
OG0000587	WP_308507028.1	WP_348602838.1
OG0000588	WP_404924147.1	WP_348602805.1
OG0000589	WP_404923935.1	WP_348602506.1
OG0000592	WP_404923984.1	WP_347952251.1
OG0000594	WP_404924189.1	WP_348602766.1
OG0000595	WP_404924014.1	WP_348602602.1
OG0000597	WP_404924013.1	WP_348602601.1
OG0000606	WP_404924165.1	WP_020835692.1
OG0000609	WP_157696717.1	WP_348602832.1
OG0000611	WP_225973003.1	WP_348602672.1
OG0000621	WP_258555395.1	WP_348602841.1
