Orthogroup	MHP_153B_proteins	MHP_MHP653_proteins
OG0000578	WP_041361678.1	WP_160615681.1
OG0000579	WP_404924167.1	WP_160585817.1
OG0000580	WP_258555565.1	WP_020835830.1
OG0000581	WP_404924164.1	WP_160585815.1
OG0000582	WP_404924122.1	WP_233688696.1
OG0000583	WP_404924154.1	WP_160615768.1
OG0000585	WP_404923950.1	WP_160615873.1
OG0000586	WP_404924151.1	WP_258555937.1
OG0000587	WP_308507028.1	WP_308507028.1
OG0000588	WP_404924147.1	WP_308507038.1
OG0000589	WP_404923935.1	WP_160615957.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000592	WP_404923984.1	WP_160615816.1
OG0000594	WP_404924189.1	WP_160615797.1
OG0000595	WP_404924014.1	WP_160615601.1
OG0000597	WP_404924013.1	WP_220191267.1
OG0000606	WP_404924165.1	WP_160615965.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000611	WP_225973003.1	WP_258555949.1
OG0000614	WP_020835740.1	WP_094521688.1
OG0000617	WP_371863322.1	WP_334199373.1
OG0000619	WP_404924166.1	WP_160585816.1
OG0000622	WP_404923945.1	WP_225973020.1
