Orthogroup	MHP_153B_proteins	MHP_MHP650_proteins
OG0000579	WP_404924167.1	WP_160601051.1
OG0000580	WP_258555565.1	WP_258556623.1
OG0000581	WP_404924164.1	WP_160601048.1
OG0000582	WP_404924122.1	WP_308704762.1
OG0000583	WP_404924154.1	WP_160601012.1
OG0000584	WP_404923921.1	WP_160601156.1, WP_318026602.1
OG0000585	WP_404923950.1	WP_258556676.1
OG0000586	WP_404924151.1	WP_146379577.1
OG0000587	WP_308507028.1	WP_011284111.1
OG0000588	WP_404924147.1	WP_308704758.1
OG0000589	WP_404923935.1	WP_160601265.1
OG0000590	WP_404912404.1	WP_160601159.1
OG0000591	WP_258555396.1	WP_258556645.1
OG0000592	WP_404923984.1	WP_160601046.1
OG0000594	WP_404924189.1	WP_160601089.1
OG0000600	WP_404923922.1	WP_160584945.1
OG0000603	WP_011206361.1	WP_135618745.1
OG0000605	WP_404923923.1	WP_160585712.1
OG0000606	WP_404924165.1	WP_011206176.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_157696717.1	WP_220190677.1
OG0000610	WP_269076320.1	WP_258556638.1
OG0000611	WP_225973003.1	WP_258556691.1
OG0000614	WP_020835740.1	WP_094521688.1
OG0000616	WP_011206358.1	WP_011206358.1
OG0000617	WP_371863322.1	WP_371863322.1
OG0000624	WP_041361696.1	WP_044284705.1
OG0000632	WP_371807679.1	WP_371863323.1
