Orthogroup	MHP_153B_genes	MHP_11_genes
OG0000559	NB625_RS01705	B5C39_RS03210
OG0000560	NB625_RS01805	B5C39_RS03320
OG0000561	NB625_RS01115	B5C39_RS01800
OG0000562	NB625_RS01810	B5C39_RS03325
OG0000563	NB625_RS01800	B5C39_RS03310
OG0000564	NB625_RS01290	B5C39_RS03805
OG0000565	NB625_RS01875	B5C39_RS03365
OG0000566	NB625_RS01855	B5C39_RS03355
OG0000567	NB625_RS01820	B5C39_RS03335
OG0000568	NB625_RS01000	B5C39_RS02220
OG0000569	NB625_RS01235	B5C39_RS01660
OG0000570	NB625_RS01240	B5C39_RS01655
OG0000571	NB625_RS01245	B5C39_RS01650
OG0000572	NB625_RS01270	B5C39_RS01630
OG0000573	NB625_RS01700	B5C39_RS03205
OG0000574	NB625_RS01310	B5C39_RS01590
OG0000575	NB625_RS01220	B5C39_RS01675
OG0000576	NB625_RS01655	B5C39_RS03165
OG0000577	NB625_RS02815	B5C39_RS02935
OG0000578	NB625_RS02840	B5C39_RS02955
OG0000579	NB625_RS01785	B5C39_RS03300
OG0000580	NB625_RS02950	B5C39_RS03870
OG0000581	NB625_RS01770	B5C39_RS03285
OG0000582	NB625_RS01260	B5C39_RS03810
OG0000583	NB625_RS01690	B5C39_RS03195
OG0000584	NB625_RS02095	B5C39_RS01300
OG0000586	NB625_RS01675	B5C39_RS03180
OG0000587	NB625_RS01880	B5C39_RS03705
OG0000588	NB625_RS01645	B5C39_RS03155
OG0000590	NB625_RS02085	B5C39_RS01310
OG0000591	NB625_RS01895	B5C39_RS03720
OG0000592	NB625_RS02805	B5C39_RS02925
OG0000594	NB625_RS01225	B5C39_RS01670
OG0000600	NB625_RS02100	B5C39_RS01295
OG0000603	NB625_RS02105	B5C39_RS01290
OG0000605	NB625_RS02110	B5C39_RS01285
OG0000606	NB625_RS01775	B5C39_RS03290
OG0000607	NB625_RS01210	B5C39_RS03645
OG0000609	NB625_RS01835	B5C39_RS03660
OG0000610	NB625_RS01010	B5C39_RS03900
OG0000611	NB625_RS00095	B5C39_RS00905
OG0000616	NB625_RS02120	B5C39_RS01275
OG0000619	NB625_RS01780	B5C39_RS03295
OG0000621	NB625_RS01890	B5C39_RS03925
