Orthogroup	MHP_153B_genes	MHP_133A_genes
OG0000575	NB625_RS01220	NB626_RS01345
OG0000576	NB625_RS01655	NB626_RS01765
OG0000577	NB625_RS02815	NB626_RS02840
OG0000578	NB625_RS02840	NB626_RS02865
OG0000579	NB625_RS01785	NB626_RS01910
OG0000580	NB625_RS02950	NB626_RS02975
OG0000581	NB625_RS01770	NB626_RS01905
OG0000582	NB625_RS01260	NB626_RS01375
OG0000583	NB625_RS01690	NB626_RS01800
OG0000584	NB625_RS02095	NB626_RS00475
OG0000585	NB625_RS02355	NB626_RS02365
OG0000586	NB625_RS01675	NB626_RS01785
OG0000587	NB625_RS01880	NB626_RS02010
OG0000588	NB625_RS01645	NB626_RS01755
OG0000589	NB625_RS02245	NB626_RS02290
OG0000590	NB625_RS02085	NB626_RS00485
OG0000591	NB625_RS01895	NB626_RS02025
OG0000595	NB625_RS03165	NB626_RS03190
OG0000597	NB625_RS03160	NB626_RS03185
OG0000600	NB625_RS02100	NB626_RS00470
OG0000603	NB625_RS02105	NB626_RS00465
OG0000605	NB625_RS02110	NB626_RS00460
OG0000607	NB625_RS01210	NB626_RS01330
OG0000610	NB625_RS01010	NB626_RS00775
OG0000611	NB625_RS00095	NB626_RS00095
OG0000616	NB625_RS02120	NB626_RS00445
OG0000617	NB625_RS01660	NB626_RS01770
OG0000622	NB625_RS02320	NB626_RS02335
OG0000624	NB625_RS03310	NB626_RS03340
OG0000632	NB625_RS01735	NB626_RS01880
OG0000648	NB625_RS02750	NB626_RS02780
OG0000650	NB625_RS03300	NB626_RS03330
OG0000651	NB625_RS02285, NB625_RS02270	NB626_RS02295
OG0000658	NB625_RS02820	NB626_RS02845
OG0000659	NB625_RS03515	NB626_RS03570
OG0000660	NB625_RS02275	NB626_RS02300
OG0000661	NB625_RS02295	NB626_RS02310
OG0000662	NB625_RS02280	NB626_RS02305
OG0000672	NB625_RS02300	NB626_RS02315
