Orthogroup	MHP_153B_genes	MHP_ES2_genes
OG0000539	NB625_RS00220	E5E95_RS00210
OG0000540	NB625_RS02795	E5E95_RS02840
OG0000541	NB625_RS02875	E5E95_RS02920
OG0000543	NB625_RS02070	E5E95_RS02460
OG0000544	NB625_RS01250	E5E95_RS01270
OG0000545	NB625_RS01815	E5E95_RS01945
OG0000546	NB625_RS02945	E5E95_RS02990
OG0000552	NB625_RS03305	E5E95_RS03350
OG0000553	NB625_RS02850, NB625_RS02845	E5E95_RS02890
OG0000554	NB625_RS02535	E5E95_RS02600
OG0000555	NB625_RS03075	E5E95_RS04170
OG0000556	NB625_RS02115, NB625_RS02130	E5E95_RS02515
OG0000557	NB625_RS01265	E5E95_RS01280
OG0000558	NB625_RS01230	E5E95_RS01250
OG0000559	NB625_RS01705	E5E95_RS01810
OG0000560	NB625_RS01805	E5E95_RS01930
OG0000561	NB625_RS01115	E5E95_RS01125
OG0000562	NB625_RS01810	E5E95_RS01935
OG0000563	NB625_RS01800	E5E95_RS01920
OG0000564	NB625_RS01290	E5E95_RS03980
OG0000565	NB625_RS01875	E5E95_RS01985
OG0000566	NB625_RS01855	E5E95_RS01975
OG0000567	NB625_RS01820	E5E95_RS01950
OG0000568	NB625_RS01000	E5E95_RS00685
OG0000569	NB625_RS01235	E5E95_RS01255
OG0000570	NB625_RS01240	E5E95_RS01260
OG0000571	NB625_RS01245	E5E95_RS01265
OG0000572	NB625_RS01270	E5E95_RS01285
OG0000573	NB625_RS01700	E5E95_RS01805
OG0000574	NB625_RS01310	E5E95_RS01325
OG0000575	NB625_RS01220	E5E95_RS01240
OG0000576	NB625_RS01655	E5E95_RS01765
OG0000577	NB625_RS02815	E5E95_RS02860
OG0000578	NB625_RS02840	E5E95_RS02885
OG0000579	NB625_RS01785	E5E95_RS01900
OG0000580	NB625_RS02950	E5E95_RS04160
OG0000581	NB625_RS01770	E5E95_RS01885
OG0000582	NB625_RS01260	E5E95_RS03970
OG0000583	NB625_RS01690	E5E95_RS01795
OG0000584	NB625_RS02095	E5E95_RS02485, E5E95_RS01705
OG0000585	NB625_RS02355	E5E95_RS02325
OG0000586	NB625_RS01675	E5E95_RS01780
OG0000587	NB625_RS01880	E5E95_RS04030
OG0000588	NB625_RS01645	E5E95_RS01755
OG0000589	NB625_RS02245	E5E95_RS02260
OG0000590	NB625_RS02085	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475
OG0000591	NB625_RS01895	E5E95_RS04205
OG0000592	NB625_RS02805	E5E95_RS02850
OG0000594	NB625_RS01225	E5E95_RS01245
OG0000597	NB625_RS03160	E5E95_RS03200
OG0000600	NB625_RS02100	E5E95_RS02490
OG0000603	NB625_RS02105	E5E95_RS02495
OG0000605	NB625_RS02110	E5E95_RS02500
OG0000606	NB625_RS01775	E5E95_RS01890
OG0000607	NB625_RS01210	E5E95_RS03855
OG0000609	NB625_RS01835	E5E95_RS03860
OG0000610	NB625_RS01010	E5E95_RS04190
OG0000614	NB625_RS02265	E5E95_RS02285
OG0000619	NB625_RS01780	E5E95_RS01895
OG0000622	NB625_RS02320	E5E95_RS03960
