Orthogroup	MHP_153B_genes	MHP_111A_genes
OG0000572	NB625_RS01270	NB623_RS01390
OG0000573	NB625_RS01700	NB623_RS01820
OG0000574	NB625_RS01310	NB623_RS01425
OG0000575	NB625_RS01220	NB623_RS01350
OG0000576	NB625_RS01655	NB623_RS01775
OG0000577	NB625_RS02815	NB623_RS02825
OG0000578	NB625_RS02840	NB623_RS02850
OG0000579	NB625_RS01785	NB623_RS02305
OG0000580	NB625_RS02950	NB623_RS02955
OG0000581	NB625_RS01770	NB623_RS02310
OG0000582	NB625_RS01260	NB623_RS01380
OG0000583	NB625_RS01690	NB623_RS01810
OG0000584	NB625_RS02095	NB623_RS01955
OG0000585	NB625_RS02355	NB623_RS02350
OG0000586	NB625_RS01675	NB623_RS01795
OG0000587	NB625_RS01880	NB623_RS02215
OG0000588	NB625_RS01645	NB623_RS01765
OG0000589	NB625_RS02245	NB623_RS01010
OG0000590	NB625_RS02085	NB623_RS01945
OG0000591	NB625_RS01895	NB623_RS02200
OG0000592	NB625_RS02805	NB623_RS02815
OG0000595	NB625_RS03165	NB623_RS03160
OG0000597	NB625_RS03160	NB623_RS03155
OG0000600	NB625_RS02100	NB623_RS01960
OG0000603	NB625_RS02105	NB623_RS01965
OG0000607	NB625_RS01210	NB623_RS01335
OG0000609	NB625_RS01835	NB623_RS02250
OG0000610	NB625_RS01010	NB623_RS00675
OG0000611	NB625_RS00095	NB623_RS00100
OG0000614	NB625_RS02265	NB623_RS00975
OG0000616	NB625_RS02120	NB623_RS01975
OG0000617	NB625_RS01660	NB623_RS01780
OG0000622	NB625_RS02320	NB623_RS00960
OG0000624	NB625_RS03310	NB623_RS03305
OG0000648	NB625_RS02750	NB623_RS02760
OG0000658	NB625_RS02820	NB623_RS02830
OG0000659	NB625_RS03515	NB623_RS03550
