Orthogroup	MHP_4284_proteins	MHP_154B_proteins
OG0000580	WP_258555240.1	WP_258555565.1
OG0000581	WP_406823276.1	WP_404924164.1
OG0000582	WP_404924434.1	WP_404924122.1
OG0000583	WP_406823269.1	WP_404924154.1
OG0000585	WP_160588364.1	WP_404924577.1
OG0000586	WP_406823267.1	WP_404924151.1
OG0000587	WP_406823285.1	WP_308507028.1
OG0000588	WP_406823265.1	WP_404924147.1
OG0000589	WP_002557988.1	WP_404923935.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000592	WP_011290298.1	WP_404923984.1
OG0000594	WP_406823294.1	WP_404924189.1
OG0000595	WP_406823171.1	WP_404924598.1
OG0000597	WP_044272591.1	WP_404924013.1
OG0000602	WP_406823089.1	WP_404924633.1
OG0000606	WP_160587871.1	WP_404924165.1
OG0000609	WP_157696717.1	WP_157696717.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000614	WP_020835740.1	WP_020835740.1
OG0000617	WP_406823296.1	WP_371863322.1
OG0000621	WP_258555395.1	WP_258555395.1
OG0000624	WP_044284705.1	WP_041361696.1
OG0000632	WP_371863323.1	WP_371807679.1
