Orthogroup	MHP_MHP691_proteins	MHP_LH_proteins
OG0000572	WP_160608028.1	WP_233688697.1
OG0000573	WP_160590232.1	WP_014579759.1
OG0000574	WP_014579714.1	WP_011284018.1
OG0000575	WP_146379542.1	WP_233688693.1
OG0000576	WP_160607939.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_233688486.1
OG0000578	WP_160607816.1	WP_233688490.1
OG0000580	WP_258555565.1	WP_233688498.1
OG0000582	WP_308704689.1	WP_233688696.1
OG0000583	WP_160607949.1	WP_011290150.1
OG0000584	WP_160607694.1	WP_233688681.1
OG0000585	WP_160607668.1	WP_160585768.1
OG0000586	WP_258555590.1	WP_233688733.1
OG0000587	WP_240536501.1	WP_011284111.1
OG0000588	WP_308704681.1	WP_233688730.1
OG0000589	WP_002557988.1	WP_002557988.1
OG0000590	WP_160585709.1	WP_233688682.1
OG0000592	WP_160607826.1	WP_233688484.1
OG0000593	WP_160607753.1	WP_233688572.1
OG0000594	WP_160608025.1	WP_233688694.1
OG0000595	WP_160608096.1	WP_233688515.1
OG0000600	WP_160584945.1	WP_011206362.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000602	WP_160607664.1	WP_233688413.1
OG0000603	WP_135618745.1	WP_011206361.1
OG0000605	WP_160585712.1	WP_233688680.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_158520147.1	WP_157696717.1
OG0000611	WP_225973003.1	WP_232039500.1
OG0000613	WP_258555572.1	WP_233688753.1
OG0000614	WP_094521688.1	WP_233688425.1
