Orthogroup	MHP_MHP691_proteins	MHP_153B_proteins
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_160607816.1	WP_041361678.1
OG0000580	WP_258555565.1	WP_258555565.1
OG0000582	WP_308704689.1	WP_404924122.1
OG0000583	WP_160607949.1	WP_404924154.1
OG0000584	WP_160607694.1	WP_404923921.1
OG0000585	WP_160607668.1	WP_404923950.1
OG0000586	WP_258555590.1	WP_404924151.1
OG0000587	WP_240536501.1	WP_308507028.1
OG0000588	WP_308704681.1	WP_404924147.1
OG0000589	WP_002557988.1	WP_404923935.1
OG0000590	WP_160585709.1	WP_404912404.1
OG0000592	WP_160607826.1	WP_404923984.1
OG0000594	WP_160608025.1	WP_404924189.1
OG0000595	WP_160608096.1	WP_404924014.1
OG0000597	WP_167871266.1	WP_404924013.1
OG0000600	WP_160584945.1	WP_404923922.1
OG0000603	WP_135618745.1	WP_011206361.1
OG0000605	WP_160585712.1	WP_404923923.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_158520147.1	WP_157696717.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000614	WP_094521688.1	WP_020835740.1
OG0000617	WP_308704682.1	WP_371863322.1
OG0000622	WP_225973020.1	WP_404923945.1
OG0000624	WP_041361696.1	WP_041361696.1
