Orthogroup	MHP_MHP650_genes	MHP_153B_genes
OG0000579	DR083_RS02240	NB625_RS01785
OG0000580	DR083_RS03955	NB625_RS02950
OG0000581	DR083_RS02225	NB625_RS01770
OG0000582	DR083_RS04800	NB625_RS01260
OG0000583	DR083_RS02080	NB625_RS01690
OG0000584	DR083_RS02920, DR083_RS03400	NB625_RS02095
OG0000585	DR083_RS04315	NB625_RS02355
OG0000586	DR083_RS02065	NB625_RS01675
OG0000587	DR083_RS05025	NB625_RS01880
OG0000588	DR083_RS02040	NB625_RS01645
OG0000589	DR083_RS03545	NB625_RS02245
OG0000590	DR083_RS02930	NB625_RS02085
OG0000591	DR083_RS04130	NB625_RS01895
OG0000592	DR083_RS02200	NB625_RS02805
OG0000594	DR083_RS02465	NB625_RS01225
OG0000600	DR083_RS03395	NB625_RS02100
OG0000603	DR083_RS03390	NB625_RS02105
OG0000605	DR083_RS03385	NB625_RS02110
OG0000606	DR083_RS02230	NB625_RS01775
OG0000607	DR083_RS02480	NB625_RS01210
OG0000609	DR083_RS05095	NB625_RS01835
OG0000610	DR083_RS04080	NB625_RS01010
OG0000611	DR083_RS04405	NB625_RS00095
OG0000614	DR083_RS03615	NB625_RS02265
OG0000616	DR083_RS03370	NB625_RS02120
OG0000617	DR083_RS05085	NB625_RS01660
OG0000624	DR083_RS05075	NB625_RS03310
OG0000632	DR083_RS05090	NB625_RS01735
