Orthogroup	MHP_MHP650_genes	MHP_UFV01_genes
OG0000545	DR083_RS04260	FEF30_RS02225
OG0000546	DR083_RS00580	FEF30_RS03165
OG0000547	DR083_RS05065	FEF30_RS03290
OG0000548	DR083_RS03570	FEF30_RS01910
OG0000549	DR083_RS04845	FEF30_RS04100
OG0000550	DR083_RS00490	FEF30_RS00180
OG0000552	DR083_RS01755	FEF30_RS03490
OG0000553	DR083_RS04775	FEF30_RS04365
OG0000554	DR083_RS03145	FEF30_RS02765
OG0000556	DR083_RS04895	FEF30_RS04300
OG0000557	DR083_RS02430	FEF30_RS01575
OG0000558	DR083_RS02460	FEF30_RS01545
OG0000559	DR083_RS02095	FEF30_RS02015
OG0000560	DR083_RS02260	FEF30_RS02215
OG0000561	DR083_RS02015	FEF30_RS01420
OG0000562	DR083_RS02265	FEF30_RS02220
OG0000563	DR083_RS02250	FEF30_RS02205
OG0000564	DR083_RS01195	FEF30_RS01600
OG0000565	DR083_RS02325	FEF30_RS02260
OG0000566	DR083_RS02310	FEF30_RS02245
OG0000567	DR083_RS02280	FEF30_RS02230
OG0000568	DR083_RS01245	FEF30_RS00995
OG0000569	DR083_RS02455	FEF30_RS01550
OG0000570	DR083_RS04810	FEF30_RS04240
OG0000571	DR083_RS02445	FEF30_RS01560
OG0000572	DR083_RS02425	FEF30_RS01580
OG0000573	DR083_RS02090	FEF30_RS02010
OG0000574	DR083_RS01175	FEF30_RS01620
OG0000575	DR083_RS02470	FEF30_RS01535
OG0000576	DR083_RS05080	FEF30_RS01970
OG0000577	DR083_RS02190	FEF30_RS03035
OG0000578	DR083_RS02170	FEF30_RS03055
OG0000579	DR083_RS02240	FEF30_RS02195
OG0000580	DR083_RS03955	FEF30_RS03170
OG0000581	DR083_RS02225	FEF30_RS02180
OG0000582	DR083_RS04800	FEF30_RS04250
OG0000583	DR083_RS02080	FEF30_RS02000
OG0000584	DR083_RS02920, DR083_RS03400	FEF30_RS02075
OG0000585	DR083_RS04315	FEF30_RS02585
OG0000586	DR083_RS02065	FEF30_RS01985
OG0000587	DR083_RS05025	FEF30_RS04465
OG0000588	DR083_RS02040	FEF30_RS01960
OG0000589	DR083_RS03545	FEF30_RS02520
OG0000591	DR083_RS04130	FEF30_RS03985
OG0000592	DR083_RS02200	FEF30_RS03025
OG0000593	DR083_RS00810	FEF30_RS00245
OG0000594	DR083_RS02465	FEF30_RS01540
OG0000600	DR083_RS03395	FEF30_RS02080
OG0000601	DR083_RS02255	FEF30_RS02210
OG0000603	DR083_RS03390	FEF30_RS02090
OG0000604	DR083_RS03960	FEF30_RS04060
OG0000605	DR083_RS03385	FEF30_RS02095
OG0000606	DR083_RS02230	FEF30_RS02185
OG0000607	DR083_RS02480	FEF30_RS01525
OG0000610	DR083_RS04080	FEF30_RS03840
OG0000614	DR083_RS03615	FEF30_RS02535
OG0000615	DR083_RS02160	FEF30_RS03065
