NZ_CP098238.1	+	1	1392	ID153B	+	1	1392
NZ_CP098238.1	+	522626	524032	ID153B	+	520785	521294
NZ_CP098238.1	+	524032	524184	ID153B	+	521396	521593
NZ_CP098238.1	+	524160	524318	ID153B	+	522247	522651
NZ_CP098238.1	+	524585	524791	ID153B	+	522626	524032
NZ_CP098238.1	+	524742	524975	ID153B	+	524032	524184
NZ_CP098238.1	-	525184	526563	ID153B	-	524160	524318
NZ_CP098238.1	+	527336	527776	ID153B	+	524585	524791
NZ_CP098238.1	+	527778	528668	ID153B	+	524742	524975
NZ_CP098238.1	+	528699	529682	ID153B	+	525184	526563
NZ_CP098238.1	+	529911	530924	ID153B	+	527336	527776
NZ_CP098238.1	+	530914	531684	ID153B	+	527778	528668
NZ_CP098238.1	+	531677	533218	ID153B	+	528699	529682
NZ_CP098238.1	-	533215	534084	ID153B	-	529911	530924
NZ_CP098238.1	-	534291	534974	ID153B	-	530914	531684
NZ_CP098238.1	-	535038	535565	ID153B	-	531677	533218
NZ_CP098238.1	+	535754	537427	ID153B	+	533215	534084
NZ_CP098238.1	+	538045	539394	ID153B	+	534291	534974
NZ_CP098238.1	+	539408	540049	ID153B	+	535038	535565
NZ_CP098238.1	+	540051	541670	ID153B	+	535754	537427
NZ_CP098238.1	+	541601	542311	ID153B	+	538045	539394
NZ_CP098238.1	+	542313	543737	ID153B	+	539408	540049
NZ_CP098238.1	+	543841	544506	ID153B	+	540051	541670
NZ_CP098238.1	+	544484	545440	ID153B	+	541601	542311
NZ_CP098238.1	-	545456	547348	ID153B	-	542313	543737
NZ_CP098238.1	-	547375	548523	ID153B	-	543841	544506
NZ_CP098238.1	-	548647	549498	ID153B	-	544484	545440
NZ_CP098238.1	-	549631	551328	ID153B	-	545456	547348
NZ_CP098238.1	-	551658	551975	ID153B	-	547375	548523
NZ_CP098238.1	+	552262	552819	ID153B	+	548647	549498
NZ_CP098238.1	+	552857	554704	ID153B	+	549631	551328
NZ_CP098238.1	+	554889	555785	ID153B	+	551658	551975
NZ_CP098238.1	+	555785	556903	ID153B	+	552262	552819
NZ_CP098238.1	-	557305	558168	ID153B	-	552857	554704
NZ_CP098238.1	-	558565	559965	ID153B	-	554889	555785
NZ_CP098238.1	-	560173	562074	ID153B	-	555785	556903
NZ_CP098238.1	-	562197	562709	ID153B	-	557305	558168
NZ_CP098238.1	-	562702	563598	ID153B	-	558565	559965
NZ_CP098238.1	-	563582	564304	ID153B	-	560173	562074
NZ_CP098238.1	-	564294	565184	ID153B	-	562197	562709
NZ_CP098238.1	-	565159	565827	ID153B	-	562702	563598
NZ_CP098238.1	-	566141	568351	ID153B	-	563582	564304
NZ_CP098238.1	-	568425	570173	ID153B	-	564294	565184
NZ_CP098238.1	-	570373	572214	ID153B	-	565159	565827
NZ_CP098238.1	-	572718	575042	ID153B	-	566141	568351
NZ_CP098238.1	-	575027	578137	ID153B	-	568425	570173
NZ_CP098238.1	-	578022	584222	ID153B	-	570373	572214
NZ_CP098238.1	-	584323	596196	ID153B	-	572718	575042
NZ_CP098238.1	-	596538	597134	ID153B	-	575027	578137
NZ_CP098238.1	-	597276	598073	ID153B	-	578022	584222
NZ_CP098238.1	-	598150	598225	ID153B	-	584323	596196
NZ_CP098238.1	-	598320	599456	ID153B	-	596538	597134
NZ_CP098238.1	-	599544	600443	ID153B	-	597276	598073
NZ_CP098238.1	-	600553	608508	ID153B	-	598150	598225
NZ_CP098238.1	+	608700	609284	ID153B	+	598320	599456
NZ_CP098238.1	+	609298	609903	ID153B	+	599544	600443
NZ_CP098238.1	+	609962	610183	ID153B	+	600553	608508
NZ_CP098238.1	+	610201	610638	ID153B	+	608700	609284
NZ_CP098238.1	+	610616	611530	ID153B	+	609298	609903
NZ_CP098238.1	-	611591	612286	ID153B	-	609962	610183
NZ_CP098238.1	-	612288	612737	ID153B	-	610201	610638
NZ_CP098238.1	-	612947	613031	ID153B	-	610616	611530
NZ_CP098238.1	-	613037	613129	ID153B	-	611591	612286
NZ_CP098238.1	+	613369	613494	ID153B	+	612288	612737
NZ_CP098238.1	+	613817	614653	ID153B	+	612947	613031
NZ_CP098238.1	-	615367	617025	ID153B	-	613037	613129
NZ_CP098238.1	+	617122	619257	ID153B	+	613369	613494
NZ_CP098238.1	-	619422	620801	ID153B	-	613817	614653
NZ_CP098238.1	-	620945	621550	ID153B	-	30892	32550
NZ_CP098238.1	-	621574	622353	ID153B	-	615367	617025
NZ_CP098238.1	-	622506	623447	seqID	+	start	end
NZ_CP098238.1	-	623452	625515	seqID	+	start	end
NZ_CP098238.1	-	625515	626231	seqID	+	start	end
NZ_CP098238.1	-	626231	628012	seqID	+	start	end
NZ_CP098238.1	+	628186	629100	seqID	-	start	end
NZ_CP098238.1	+	629175	630911	seqID	-	start	end
NZ_CP098238.1	+	631086	631826	seqID	-	start	end
NZ_CP098238.1	+	631826	632554	seqID	-	start	end
NZ_CP098238.1	-	632584	633240	seqID	+	start	end
NZ_CP098238.1	-	633221	634306	seqID	+	start	end
NZ_CP098238.1	-	634310	635230	seqID	+	start	end
NZ_CP098238.1	-	635790	637163	seqID	+	start	end
NZ_CP098238.1	-	637166	638704	seqID	+	start	end
NZ_CP098238.1	-	638704	640524	seqID	+	start	end
NZ_CP098238.1	-	640419	640937	seqID	+	start	end
NZ_CP098238.1	-	640930	641400	seqID	+	start	end
NZ_CP098238.1	-	641401	642267	seqID	+	start	end
NZ_CP098238.1	-	642286	642846	seqID	+	start	end
NZ_CP098238.1	-	642865	644406	seqID	+	start	end
NZ_CP098238.1	+	644738	645541	seqID	-	start	end
NZ_CP098238.1	-	645586	646281	seqID	+	start	end
NZ_CP098238.1	-	646392	647852	seqID	+	start	end
NZ_CP098238.1	-	647862	648470	seqID	+	start	end
NZ_CP098238.1	-	648705	651353	seqID	+	start	end
NZ_CP098238.1	+	651704	652918	seqID	-	start	end
NZ_CP098238.1	+	653005	653349	seqID	-	start	end
NZ_CP098238.1	+	653461	655443	seqID	-	start	end
NZ_CP098238.1	+	655446	655724	seqID	-	start	end
NZ_CP098238.1	+	655727	656002	seqID	-	start	end
NZ_CP098238.1	+	655939	656658	seqID	-	start	end
NZ_CP098238.1	-	656984	662632	seqID	+	start	end
NZ_CP098238.1	-	662758	666996	seqID	+	start	end
NZ_CP098238.1	-	667286	668566	seqID	+	start	end
NZ_CP098238.1	-	668550	669395	seqID	+	start	end
NZ_CP098238.1	-	669364	670179	seqID	+	start	end
NZ_CP098238.1	-	670592	672916	seqID	+	start	end
NZ_CP098238.1	-	672916	673968	seqID	+	start	end
NZ_CP098238.1	-	673968	675125	seqID	+	start	end
NZ_CP098238.1	-	675118	676158	seqID	+	start	end
NZ_CP098238.1	-	676158	678974	seqID	+	start	end
NZ_CP098238.1	+	680018	680935	seqID	-	start	end
NZ_CP098238.1	+	680935	682782	seqID	-	start	end
NZ_CP098238.1	+	683108	684766	seqID	-	start	end
NZ_CP098238.1	-	684942	686150	seqID	+	start	end
NZ_CP098238.1	-	686161	687114	seqID	+	start	end
NZ_CP098238.1	-	687233	688246	seqID	+	start	end
NZ_CP098238.1	-	688251	689630	seqID	+	start	end
NZ_CP098238.1	-	689611	690501	ID153B	+	615367	617025
NZ_CP098238.1	+	690743	692002	ID153B	-	30892	32550
NZ_CP098238.1	+	692129	693667	ID153B	+	684942	686150
NZ_CP098238.1	+	693667	694917	ID153B	+	686161	687114
NZ_CP098238.1	+	694889	695485	ID153B	+	687233	688246
NZ_CP098238.1	+	695472	696365	ID153B	+	688251	689630
NZ_CP098238.1	-	696605	697633	ID153B	-	689611	690501
NZ_CP098238.1	-	697669	698556	ID153B	-	690743	692002
NZ_CP098238.1	-	698664	698846	ID153B	-	692129	693667
NZ_CP098238.1	-	700048	701871	ID153B	-	693667	694917
NZ_CP098238.1	+	702100	708021	ID153B	+	694889	695485
NZ_CP098238.1	-	708123	709331	ID153B	-	695472	696365
NZ_CP098238.1	-	709630	712241	ID153B	-	696605	697633
NZ_CP098238.1	-	712412	713107	ID153B	-	697669	698556
NZ_CP098238.1	-	713110	713724	ID153B	-	698664	698846
NZ_CP098238.1	-	713817	714482	ID153B	-	700048	701871
NZ_CP098238.1	+	714923	717484	ID153B	+	702100	708021
NZ_CP098238.1	-	717525	717962	ID153B	-	708123	709331
NZ_CP098238.1	-	718037	718498	ID153B	-	709630	712241
NZ_CP098238.1	-	718558	719847	ID153B	-	712412	713107
NZ_CP098238.1	-	719986	724392	ID153B	-	713110	713724
NZ_CP098238.1	-	724426	725352	ID153B	-	713817	714482
NZ_CP098238.1	-	725354	725914	ID153B	-	714923	717484
NZ_CP098238.1	-	725918	726628	ID153B	-	717525	717962
NZ_CP098238.1	+	726788	728137	ID153B	+	718037	718498
NZ_CP098238.1	+	728176	728703	ID153B	+	718558	719847
NZ_CP098238.1	-	728723	729559	ID153B	-	719986	724392
NZ_CP098238.1	-	729595	731310	ID153B	-	724426	725352
NZ_CP098238.1	-	731295	732119	ID153B	-	725354	725914
NZ_CP098238.1	-	732112	732972	ID153B	-	725918	726628
NZ_CP098238.1	-	732959	734291	ID153B	-	726788	728137
NZ_CP098238.1	-	734408	734542	ID153B	-	728176	728703
NZ_CP098238.1	+	734724	736073	ID153B	+	728723	729559
NZ_CP098238.1	+	736048	737778	ID153B	+	729595	731310
NZ_CP098238.1	-	737860	738555	ID153B	-	731295	732119
NZ_CP098238.1	+	738853	740337	ID153B	+	732112	732972
NZ_CP098238.1	-	740580	744701	ID153B	-	732959	734291
NZ_CP098238.1	-	745022	745450	ID153B	-	734408	734542
NZ_CP098238.1	-	745441	746544	ID153B	-	734724	736073
NZ_CP098238.1	-	746544	748019	ID153B	-	736048	737778
NZ_CP098238.1	+	748052	748831	ID153B	+	737860	738555
NZ_CP098238.1	-	749150	750664	ID153B	-	738853	740337
NZ_CP098238.1	-	750680	750955	ID153B	-	740580	744701
NZ_CP098238.1	-	750945	751400	ID153B	-	745022	745450
NZ_CP098238.1	-	751387	751701	ID153B	-	745441	746544
NZ_CP098238.1	-	751702	752370	ID153B	-	746544	748019
NZ_CP098238.1	-	752363	752986	ID153B	-	748052	748831
NZ_CP098238.1	-	752973	753629	ID153B	-	749150	750664
NZ_CP098238.1	-	754143	754373	ID153B	-	750680	750955
NZ_CP098238.1	-	754436	754858	ID153B	-	750945	751400
NZ_CP098238.1	-	754845	756737	ID153B	-	751387	751701
NZ_CP098238.1	-	757579	759267	ID153B	-	751702	752370
NZ_CP098238.1	-	759329	760762	ID153B	-	752363	752986
NZ_CP098238.1	-	761469	763148	ID153B	-	752973	753629
NZ_CP098238.1	-	763210	764643	ID153B	-	754143	754373
NZ_CP098238.1	-	765393	767072	ID153B	-	754436	754858
NZ_CP098238.1	-	767187	768566	ID153B	-	754845	756737
NZ_CP098238.1	+	769213	769875	ID153B	+	757579	759267
NZ_CP098238.1	-	770005	771369	ID153B	-	759329	760762
NZ_CP098238.1	+	771545	772699	ID153B	+	761469	763148
NZ_CP098238.1	-	772754	773584	ID153B	-	763210	764643
NZ_CP098238.1	-	773584	775365	ID153B	-	765393	767072
NZ_CP098238.1	-	775389	776153	ID153B	-	767187	768566
NZ_CP098238.1	+	776522	777139	ID153B	+	769213	769875
NZ_CP098238.1	+	777253	777687	ID153B	+	770005	771369
NZ_CP098238.1	+	777687	778514	ID153B	+	771545	772699
NZ_CP098238.1	-	778625	779296	ID153B	-	772754	773584
NZ_CP098238.1	-	779323	780456	ID153B	-	773584	775365
NZ_CP098238.1	-	780478	781362	ID153B	-	775389	776153
NZ_CP098238.1	-	781365	784070	ID153B	-	776522	777139
NZ_CP098238.1	-	784004	784309	ID153B	-	777253	777687
NZ_CP098238.1	-	784359	784688	ID153B	-	777687	778514
NZ_CP098238.1	-	784700	786499	ID153B	-	778625	779296
NZ_CP098238.1	-	786466	786756	ID153B	-	779323	780456
NZ_CP098238.1	-	786766	788610	ID153B	-	780478	781362
NZ_CP098238.1	-	788603	788830	ID153B	-	781365	784070
NZ_CP098238.1	+	789137	790489	ID153B	+	784004	784309
NZ_CP098238.1	+	790603	791136	ID153B	+	784359	784688
NZ_CP098238.1	-	791246	792409	ID153B	-	784700	786499
NZ_CP098238.1	-	792470	792889	ID153B	-	786466	786756
NZ_CP098238.1	-	792882	794621	ID153B	-	786766	788610
NZ_CP098238.1	-	794625	795608	ID153B	-	788603	788830
NZ_CP098238.1	+	795675	796031	ID153B	+	789137	790489
NZ_CP098238.1	+	796068	799267	ID153B	+	790603	791136
NZ_CP098238.1	+	799254	800000	ID153B	+	791246	792409
NZ_CP098238.1	+	799984	800286	ID153B	+	792470	792889
NZ_CP098238.1	+	800294	801811	ID153B	+	792882	794621
NZ_CP098238.1	+	801966	803358	ID153B	+	794625	795608
NZ_CP098238.1	+	803330	805120	ID153B	+	795675	796031
NZ_CP098238.1	+	805341	807125	ID153B	+	796068	799267
NZ_CP098238.1	+	807326	808702	ID153B	+	799254	800000
NZ_CP098238.1	+	808804	810591	ID153B	+	799984	800286
NZ_CP098238.1	+	810820	810925	ID153B	+	800294	801811
NZ_CP098238.1	+	810974	811837	ID153B	+	801966	803358
NZ_CP098238.1	+	811827	812630	ID153B	+	803330	805120
NZ_CP098238.1	+	812681	813238	ID153B	+	805341	807125
NZ_CP098238.1	+	813492	814847	ID153B	+	807326	808702
NZ_CP098238.1	+	815009	816523	ID153B	+	808804	810591
NZ_CP098238.1	+	816526	818238	ID153B	+	810820	810925
NZ_CP098238.1	+	818238	819149	ID153B	+	810974	811837
NZ_CP098238.1	+	819208	819762	ID153B	+	811827	812630
NZ_CP098238.1	+	819833	819906	ID153B	+	812681	813238
NZ_CP098238.1	+	820003	820272	ID153B	+	813492	814847
NZ_CP098238.1	+	820490	821086	ID153B	+	815009	816523
NZ_CP098238.1	-	821413	823869	ID153B	-	816526	818238
NZ_CP098238.1	-	823892	825979	ID153B	-	818238	819149
NZ_CP098238.1	-	826467	826664	ID153B	-	819208	819762
NZ_CP098238.1	-	826749	827717	ID153B	-	819833	819906
NZ_CP098238.1	-	827779	828198	ID153B	-	820003	820272
NZ_CP098238.1	-	828205	832443	ID153B	-	820490	821086
NZ_CP098238.1	-	832500	836162	ID153B	-	821413	823869
NZ_CP098238.1	-	836369	836734	ID153B	-	823892	825979
NZ_CP098238.1	-	836746	837243	ID153B	-	826467	826664
NZ_CP098238.1	+	837661	840159	ID153B	+	826749	827717
NZ_CP098238.1	+	840173	842641	ID153B	+	827779	828198
NZ_CP098238.1	-	842679	844328	ID153B	-	828205	832443
NZ_CP098238.1	+	844983	846593	ID153B	+	832500	836162
NZ_CP098238.1	+	846604	848214	ID153B	+	836369	836734
NZ_CP098238.1	-	848302	850053	ID153B	-	836746	837243
NZ_CP098238.1	-	850169	851965	ID153B	-	837661	840159
NZ_CP098238.1	-	851920	852312	ID153B	-	840173	842641
NZ_CP098238.1	+	852660	853397	ID153B	+	842679	844328
NZ_CP098238.1	+	853397	854146	ID153B	+	844983	846593
NZ_CP098238.1	+	854136	854723	ID153B	+	846604	848214
NZ_CP098238.1	+	854730	857567	ID153B	+	848302	850053
NZ_CP098238.1	-	857551	858519	ID153B	-	850169	851965
NZ_CP098238.1	+	858603	858693	ID153B	+	851920	852312
NZ_CP098238.1	-	859054	859626	ID153B	-	852660	853397
NZ_CP098238.1	-	859646	859792	ID153B	-	853397	854146
NZ_CP098238.1	-	859883	860023	ID153B	-	854136	854723
NZ_CP098238.1	-	860074	860619	ID153B	-	854730	857567
NZ_CP098238.1	-	860669	861340	ID153B	-	857551	858519
NZ_CP098238.1	-	861374	862588	ID153B	-	858603	858693
NZ_CP098238.1	-	862575	863258	ID153B	-	859054	859626
NZ_CP098238.1	-	863242	864474	ID153B	-	859646	859792
NZ_CP098238.1	-	864474	865865	ID153B	-	859883	860023
NZ_CP098238.1	-	865858	866295	ID153B	-	860074	860619
NZ_CP098238.1	-	866276	868273	ID153B	-	860669	861340
NZ_CP098238.1	-	868277	870649	ID153B	-	861374	862588
NZ_CP098238.1	+	870851	872835	ID153B	+	862575	863258
NZ_CP098238.1	+	872857	873720	ID153B	+	863242	864474
NZ_CP098238.1	-	873761	873837	ID153B	-	864474	865865
NZ_CP098238.1	-	873908	874306	ID153B	-	865858	866295
NZ_CP098238.1	-	874310	874744	ID153B	-	866276	868273
NZ_CP098238.1	-	874873	875652	ID153B	-	868277	870649
NZ_CP098238.1	-	875633	876880	ID153B	-	870851	872835
NZ_CP098238.1	+	876976	877968	ID153B	+	872857	873720
NZ_CP098238.1	+	877991	878599	ID153B	+	873761	873837
NZ_CP098238.1	+	878732	880615	ID153B	+	873908	874306
NZ_CP098238.1	+	880813	883752	ID153B	+	874310	874744
NZ_CP098238.1	+	883874	884026	ID153B	+	874873	875652
NZ_CP098238.1	+	884028	885065	ID153B	+	875633	876880
NZ_CP098238.1	+	885119	886804	ID153B	+	876976	877968
NZ_CP098238.1	+	886868	888430	ID153B	+	877991	878599
NZ_CP098238.1	-	888888	892523	ID153B	-	878732	880615
NZ_CP098238.1	-	892552	896454	ID153B	-	880813	883752
NZ_CP098238.1	+	896977	900180	ID153B	+	883874	884026
NZ_CP098238.1	-	900487	903390	ID153B	-	884028	885065
NZ_CP098238.1	-	903876	905406	ID153B	-	885119	886804
NZ_CP098238.1	+	905958	906572	ID153B	+	886868	888430
NZ_CP098238.1	+	906613	907095	ID153B	+	888888	892523
NZ_CP098238.1	+	907095	908657	ID153B	+	892552	896454
NZ_CP098238.1	+	908738	909703	ID153B	+	896977	900180
NZ_CP098238.1	+	909716	911629	ID153B	+	900487	903390
NZ_CP098238.1	+	911640	914108	ID153B	+	903876	905406
NZ_CP098238.1	-	914115	915155	ID153B	-	905958	906572
NZ_CP098238.1	-	915172	917775	ID153B	-	906613	907095
NZ_CP098238.1	-	917869	919698	ID153B	-	907095	908657
NZ_CP098238.1	-	919688	920026	ID153B	-	908738	909703
NZ_CP098238.1	-	920044	920187	ID153B	-	909716	911629
ID153B	+	911640	914108	-			
ID153B	+	914115	915155	-			
ID153B	+	915172	917775	-			
ID153B	+	917869	919698	-			
ID153B	+	919688	920026	-			
ID153B	+	920044	920187	-			
