Orthogroup	MHP_4284_genes	MHP_133A_genes
OG0000534	ABLE99_RS00380	NB626_RS00385
OG0000536	ABLE99_RS03405	NB626_RS03750
OG0000540	ABLE99_RS02535	NB626_RS02825
OG0000544	ABLE99_RS01225	NB626_RS01370
OG0000545	ABLE99_RS01745	NB626_RS01945
OG0000546	ABLE99_RS02680	NB626_RS02970
OG0000551	ABLE99_RS02875	NB626_RS03165
OG0000552	ABLE99_RS03030	NB626_RS03335
OG0000553	ABLE99_RS02580	NB626_RS02870
OG0000554	ABLE99_RS02295	NB626_RS02560
OG0000557	ABLE99_RS01235	NB626_RS01380
OG0000558	ABLE99_RS01205	NB626_RS01350
OG0000559	ABLE99_RS01650	NB626_RS01815
OG0000560	ABLE99_RS01735	NB626_RS01930
OG0000561	ABLE99_RS01080	NB626_RS01230
OG0000562	ABLE99_RS01740	NB626_RS01935
OG0000563	ABLE99_RS01725	NB626_RS01925
OG0000564	ABLE99_RS01255	NB626_RS01410
OG0000565	ABLE99_RS01790	NB626_RS02000
OG0000566	ABLE99_RS01775	NB626_RS01980
OG0000567	ABLE99_RS01750	NB626_RS01950
OG0000568	ABLE99_RS00990	NB626_RS00785
OG0000569	ABLE99_RS01210	NB626_RS01355
OG0000570	ABLE99_RS01215	NB626_RS01360
OG0000571	ABLE99_RS01220	NB626_RS01365
OG0000572	ABLE99_RS01240	NB626_RS01385
OG0000573	ABLE99_RS01645	NB626_RS01810
OG0000574	ABLE99_RS01275	NB626_RS01425
OG0000575	ABLE99_RS01195	NB626_RS01345
OG0000576	ABLE99_RS01600	NB626_RS01765
OG0000577	ABLE99_RS02555	NB626_RS02840
OG0000578	ABLE99_RS02575	NB626_RS02865
OG0000579	ABLE99_RS01715	NB626_RS01910
OG0000580	ABLE99_RS02685	NB626_RS02975
OG0000581	ABLE99_RS01705	NB626_RS01905
OG0000582	ABLE99_RS01230	NB626_RS01375
OG0000583	ABLE99_RS01635	NB626_RS01800
OG0000585	ABLE99_RS02045	NB626_RS02365
OG0000586	ABLE99_RS01620	NB626_RS01785
OG0000587	ABLE99_RS01795	NB626_RS02010
OG0000588	ABLE99_RS01595	NB626_RS01755
OG0000589	ABLE99_RS02205	NB626_RS02290
OG0000591	ABLE99_RS01810	NB626_RS02025
OG0000593	ABLE99_RS03390	NB626_RS03735
OG0000595	ABLE99_RS02890	NB626_RS03190
OG0000597	ABLE99_RS02885	NB626_RS03185
OG0000604	ABLE99_RS02695	NB626_RS02985
OG0000607	ABLE99_RS01180	NB626_RS01330
OG0000611	ABLE99_RS00095	NB626_RS00095
OG0000615	ABLE99_RS02585	NB626_RS02875
OG0000617	ABLE99_RS01605	NB626_RS01770
OG0000624	ABLE99_RS03035	NB626_RS03340
OG0000632	ABLE99_RS01680	NB626_RS01880
