Orthogroup	MHP_4284_genes	MHP_ES2L_genes
OG0000498	ABLE99_RS02630	HZK19_RS02705
OG0000499	ABLE99_RS02595	HZK19_RS02670
OG0000500	ABLE99_RS01845	HZK19_RS01890
OG0000501	ABLE99_RS02955	HZK19_RS03010
OG0000502	ABLE99_RS01165	HZK19_RS01165
OG0000503	ABLE99_RS00915	HZK19_RS00735
OG0000504	ABLE99_RS00780	HZK19_RS00870
OG0000505	ABLE99_RS00745	HZK19_RS00905
OG0000506	ABLE99_RS00735	HZK19_RS00915
OG0000507	ABLE99_RS00700	HZK19_RS00950
OG0000508	ABLE99_RS00250	HZK19_RS00235
OG0000509	ABLE99_RS00285	HZK19_RS00270
OG0000510	ABLE99_RS00295	HZK19_RS00280
OG0000511	ABLE99_RS00430	HZK19_RS00415
OG0000513	ABLE99_RS03290	HZK19_RS03475
OG0000514	ABLE99_RS02755	HZK19_RS02825
OG0000516	ABLE99_RS01925	HZK19_RS01975
OG0000517	ABLE99_RS00065	HZK19_RS00065
OG0000518	ABLE99_RS02995	HZK19_RS03145
OG0000519	ABLE99_RS00890	HZK19_RS00760
OG0000520	ABLE99_RS00765	HZK19_RS00885
OG0000521	ABLE99_RS00265	HZK19_RS00250
OG0000522	ABLE99_RS00300	HZK19_RS00285
OG0000523	ABLE99_RS03225	HZK19_RS03410
OG0000524	ABLE99_RS02565	HZK19_RS02640
OG0000525	ABLE99_RS03210	HZK19_RS03375
OG0000527	ABLE99_RS01700	HZK19_RS01730
OG0000528	ABLE99_RS01930	HZK19_RS01980
OG0000529	ABLE99_RS02075	HZK19_RS02210
OG0000530	ABLE99_RS02250	HZK19_RS02315
OG0000531	ABLE99_RS01365	HZK19_RS01365
OG0000532	ABLE99_RS01580	HZK19_RS01590
OG0000534	ABLE99_RS00380	HZK19_RS00365
OG0000535	ABLE99_RS00045	HZK19_RS00045
OG0000536	ABLE99_RS03405	HZK19_RS03590
OG0000537	ABLE99_RS00950	HZK19_RS00700
OG0000538	ABLE99_RS01095	HZK19_RS01100
OG0000539	ABLE99_RS00215	HZK19_RS00200
OG0000540	ABLE99_RS02535	HZK19_RS02605
OG0000542	ABLE99_RS00350	HZK19_RS00335
OG0000544	ABLE99_RS01225	HZK19_RS01215
OG0000545	ABLE99_RS01745	HZK19_RS01785
OG0000546	ABLE99_RS02680	HZK19_RS02755
OG0000547	ABLE99_RS02810	HZK19_RS02875
OG0000548	ABLE99_RS01545	HZK19_RS01560
OG0000549	ABLE99_RS03200	HZK19_RS03365
OG0000550	ABLE99_RS03325	HZK19_RS03510
OG0000551	ABLE99_RS02875	HZK19_RS02945
OG0000552	ABLE99_RS03030	HZK19_RS03180
OG0000553	ABLE99_RS02580	HZK19_RS02655
OG0000554	ABLE99_RS02295	HZK19_RS02360
OG0000557	ABLE99_RS01235	HZK19_RS01230
OG0000558	ABLE99_RS01205	HZK19_RS01195
OG0000559	ABLE99_RS01650	HZK19_RS01670
OG0000560	ABLE99_RS01735	HZK19_RS01770
OG0000561	ABLE99_RS01080	HZK19_RS01085
OG0000562	ABLE99_RS01740	HZK19_RS01775
OG0000563	ABLE99_RS01725	HZK19_RS01760
OG0000564	ABLE99_RS01255	HZK19_RS03725
OG0000565	ABLE99_RS01790	HZK19_RS01835
OG0000566	ABLE99_RS01775	HZK19_RS01815
OG0000567	ABLE99_RS01750	HZK19_RS01790
OG0000568	ABLE99_RS00990	HZK19_RS00660
OG0000569	ABLE99_RS01210	HZK19_RS01200
OG0000570	ABLE99_RS01215	HZK19_RS01205
OG0000571	ABLE99_RS01220	HZK19_RS01210
OG0000572	ABLE99_RS01240	HZK19_RS01235
OG0000573	ABLE99_RS01645	HZK19_RS01665
OG0000574	ABLE99_RS01275	HZK19_RS01275
OG0000575	ABLE99_RS01195	HZK19_RS01185
OG0000576	ABLE99_RS01600	HZK19_RS01615
OG0000577	ABLE99_RS02555	HZK19_RS02625
OG0000578	ABLE99_RS02575	HZK19_RS02650
OG0000579	ABLE99_RS01715	HZK19_RS01750
OG0000580	ABLE99_RS02685	HZK19_RS02760
OG0000581	ABLE99_RS01705	HZK19_RS01735
OG0000582	ABLE99_RS01230	HZK19_RS01225
OG0000583	ABLE99_RS01635	HZK19_RS01655
OG0000585	ABLE99_RS02045	HZK19_RS02180
OG0000586	ABLE99_RS01620	HZK19_RS01635
OG0000587	ABLE99_RS01795	HZK19_RS03875
OG0000588	ABLE99_RS01595	HZK19_RS01610
OG0000589	ABLE99_RS02205	HZK19_RS02120
OG0000591	ABLE99_RS01810	HZK19_RS03885
OG0000592	ABLE99_RS02545	HZK19_RS02615
OG0000593	ABLE99_RS03390	HZK19_RS03575
OG0000594	ABLE99_RS01200	HZK19_RS01190
OG0000595	ABLE99_RS02890	HZK19_RS02965
OG0000597	ABLE99_RS02885	HZK19_RS02960
OG0000601	ABLE99_RS01730	HZK19_RS01765
OG0000602	ABLE99_RS01955	HZK19_RS02005
OG0000604	ABLE99_RS02695	HZK19_RS03900
OG0000606	ABLE99_RS01710	HZK19_RS01740
OG0000609	ABLE99_RS01765	HZK19_RS01805
OG0000614	ABLE99_RS02180	HZK19_RS02140
OG0000615	ABLE99_RS02585	HZK19_RS02660
OG0000617	ABLE99_RS01605	HZK19_RS01620
OG0000621	ABLE99_RS01805	HZK19_RS03880
