Orthogroup	MHP_4284_genes	MHP_NCTC10127_genes
OG0000497	ABLE99_RS02715	EXC50_RS01660
OG0000498	ABLE99_RS02630	EXC50_RS01580
OG0000499	ABLE99_RS02595	EXC50_RS01545
OG0000500	ABLE99_RS01845	EXC50_RS00875
OG0000501	ABLE99_RS02955	EXC50_RS01905
OG0000502	ABLE99_RS01165	EXC50_RS02885
OG0000503	ABLE99_RS00915	EXC50_RS03325
OG0000504	ABLE99_RS00780	EXC50_RS03190
OG0000505	ABLE99_RS00745	EXC50_RS03155
OG0000506	ABLE99_RS00735	EXC50_RS03145
OG0000507	ABLE99_RS00700	EXC50_RS03110
OG0000508	ABLE99_RS00250	EXC50_RS00260
OG0000509	ABLE99_RS00285	EXC50_RS00295
OG0000510	ABLE99_RS00295	EXC50_RS00305
OG0000511	ABLE99_RS00430	EXC50_RS03655
OG0000512	ABLE99_RS02450	EXC50_RS01400
OG0000513	ABLE99_RS03290	EXC50_RS02270
OG0000514	ABLE99_RS02755	EXC50_RS01700
OG0000516	ABLE99_RS01925	EXC50_RS00955
OG0000517	ABLE99_RS00065	EXC50_RS00065
OG0000518	ABLE99_RS02995	EXC50_RS01945
OG0000519	ABLE99_RS00890	EXC50_RS03300
OG0000520	ABLE99_RS00765	EXC50_RS03175
OG0000521	ABLE99_RS00265	EXC50_RS00275
OG0000522	ABLE99_RS00300	EXC50_RS00310
OG0000523	ABLE99_RS03225	EXC50_RS02205
OG0000524	ABLE99_RS02565	EXC50_RS01515
OG0000525	ABLE99_RS03210	EXC50_RS02170
OG0000527	ABLE99_RS01700	EXC50_RS00720
OG0000528	ABLE99_RS01930	EXC50_RS00960
OG0000529	ABLE99_RS02075	EXC50_RS01090
OG0000530	ABLE99_RS02250	EXC50_RS01200
OG0000531	ABLE99_RS01365	EXC50_RS02690
OG0000532	ABLE99_RS01580	EXC50_RS00575
OG0000534	ABLE99_RS00380	EXC50_RS00395
OG0000535	ABLE99_RS00045	EXC50_RS00045
OG0000536	ABLE99_RS03405	EXC50_RS02385
OG0000537	ABLE99_RS00950	EXC50_RS03360
OG0000538	ABLE99_RS01095	EXC50_RS02965
OG0000539	ABLE99_RS00215	EXC50_RS00220
OG0000540	ABLE99_RS02535	EXC50_RS01485
OG0000542	ABLE99_RS00350	EXC50_RS00365
OG0000544	ABLE99_RS01225	EXC50_RS02835
OG0000545	ABLE99_RS01745	EXC50_RS00770
OG0000546	ABLE99_RS02680	EXC50_RS01630
OG0000547	ABLE99_RS02810	EXC50_RS01750
OG0000548	ABLE99_RS01545	EXC50_RS00535
OG0000549	ABLE99_RS03200	EXC50_RS02160
OG0000550	ABLE99_RS03325	EXC50_RS02305
OG0000551	ABLE99_RS02875	EXC50_RS01825
OG0000552	ABLE99_RS03030	EXC50_RS01980
OG0000553	ABLE99_RS02580	EXC50_RS01530
OG0000554	ABLE99_RS02295	EXC50_RS01245
OG0000557	ABLE99_RS01235	EXC50_RS02825
OG0000558	ABLE99_RS01205	EXC50_RS02855
OG0000559	ABLE99_RS01650	EXC50_RS00655
OG0000560	ABLE99_RS01735	EXC50_RS00760
OG0000561	ABLE99_RS01080	EXC50_RS02980
OG0000562	ABLE99_RS01740	EXC50_RS00765
OG0000563	ABLE99_RS01725	EXC50_RS00750
OG0000564	ABLE99_RS01255	EXC50_RS04095
OG0000565	ABLE99_RS01790	EXC50_RS00810
OG0000566	ABLE99_RS01775	EXC50_RS00800
OG0000567	ABLE99_RS01750	EXC50_RS00775
OG0000568	ABLE99_RS00990	EXC50_RS03400
OG0000569	ABLE99_RS01210	EXC50_RS02850
OG0000570	ABLE99_RS01215	EXC50_RS02845
OG0000571	ABLE99_RS01220	EXC50_RS02840
OG0000572	ABLE99_RS01240	EXC50_RS02820
OG0000573	ABLE99_RS01645	EXC50_RS00650
OG0000574	ABLE99_RS01275	EXC50_RS02780
OG0000575	ABLE99_RS01195	EXC50_RS02865
OG0000576	ABLE99_RS01600	EXC50_RS00610
OG0000577	ABLE99_RS02555	EXC50_RS01505
OG0000578	ABLE99_RS02575	EXC50_RS01525
OG0000579	ABLE99_RS01715	EXC50_RS00740
OG0000580	ABLE99_RS02685	EXC50_RS04050
OG0000581	ABLE99_RS01705	EXC50_RS00725
OG0000582	ABLE99_RS01230	EXC50_RS04100
OG0000583	ABLE99_RS01635	EXC50_RS00640
OG0000586	ABLE99_RS01620	EXC50_RS00625
OG0000587	ABLE99_RS01795	EXC50_RS03910
OG0000588	ABLE99_RS01595	EXC50_RS00600
OG0000591	ABLE99_RS01810	EXC50_RS03890
OG0000592	ABLE99_RS02545	EXC50_RS01495
OG0000593	ABLE99_RS03390	EXC50_RS02370
OG0000594	ABLE99_RS01200	EXC50_RS02860
OG0000601	ABLE99_RS01730	EXC50_RS00755
OG0000602	ABLE99_RS01955	EXC50_RS00980
OG0000604	ABLE99_RS02695	EXC50_RS04240
OG0000606	ABLE99_RS01710	EXC50_RS00730
OG0000607	ABLE99_RS01180	EXC50_RS04105
OG0000609	ABLE99_RS01765	EXC50_RS03905
OG0000611	ABLE99_RS00095	EXC50_RS00090
OG0000615	ABLE99_RS02585	EXC50_RS01535
OG0000621	ABLE99_RS01805	EXC50_RS04230
