Orthogroup	MHP_MHP650_proteins	MHP_111A_proteins
OG0000585	WP_258556676.1	WP_146379626.1
OG0000586	WP_146379577.1	WP_044272424.1
OG0000587	WP_011284111.1	WP_258555257.1
OG0000588	WP_308704758.1	WP_404912371.1
OG0000589	WP_160601265.1	WP_002557988.1
OG0000590	WP_160601159.1	WP_404912404.1
OG0000591	WP_258556645.1	WP_258555396.1
OG0000592	WP_160601046.1	WP_404911928.1
OG0000593	WP_160600808.1	WP_404912088.1
OG0000600	WP_160584945.1	WP_404912410.1
OG0000603	WP_135618745.1	WP_011206361.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_146379617.1	WP_020835697.1
OG0000609	WP_220190677.1	WP_220190677.1
OG0000610	WP_258556638.1	WP_269076320.1
OG0000611	WP_258556691.1	WP_404912129.1
OG0000613	WP_258556644.1	WP_225972966.1
OG0000614	WP_094521688.1	WP_404912236.1
OG0000616	WP_011206358.1	WP_011206358.1
OG0000617	WP_371863322.1	WP_404912373.1
OG0000624	WP_044284705.1	WP_044284705.1
