Orthogroup	MHP_7422_proteins	MHP_7448_proteins
OG0000550	WP_020835913.1	WP_187145660.1
OG0000551	WP_011206407.1	WP_011206407.1
OG0000552	WP_020835874.1	WP_044272617.1
OG0000553	WP_020835815.1	WP_011290306.1
OG0000554	WP_236607950.1	WP_044272517.1
OG0000556	WP_041361557.1	WP_044272507.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_020835624.1	WP_020835624.1
OG0000559	WP_020835677.1	WP_011290153.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_011290073.1	WP_011290073.1
OG0000562	WP_020835696.1	WP_020835696.1
OG0000563	WP_011290172.1	WP_011290172.1
OG0000564	WP_041361605.1	WP_041361605.1
OG0000565	WP_011290181.1	WP_011290181.1
OG0000566	WP_236607971.1	WP_228366135.1
OG0000567	WP_020835699.1	WP_228366133.1
OG0000568	WP_020835571.1	WP_044272325.1
OG0000569	WP_020835625.1	WP_044272385.1
OG0000570	WP_011290093.1	WP_011290093.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_020835628.1	WP_011290097.1
OG0000573	WP_020835676.1	WP_020835676.1
OG0000574	WP_011284018.1	WP_011284018.1
OG0000575	WP_011290089.1	WP_011290089.1
OG0000576	WP_011290145.1	WP_011290145.1
OG0000577	WP_020835810.1	WP_011290300.1
OG0000578	WP_041361678.1	WP_044272556.1
OG0000579	WP_020835691.1	WP_011290167.1
OG0000580	WP_236607953.1	WP_044272727.1
OG0000581	WP_020835690.1	WP_020835690.1
OG0000582	WP_020835627.1	WP_228366129.1
OG0000583	WP_020835674.1	WP_011290150.1
OG0000584	WP_020835557.1	WP_228366097.1, WP_228366096.1
OG0000586	WP_020835672.1	WP_228366131.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000590	WP_011290233.1	WP_011290233.1
OG0000591	WP_258555396.1	WP_160585604.1
OG0000592	WP_011290298.1	WP_011290298.1
OG0000593	WP_020835922.1	WP_044272673.1
OG0000594	WP_011290090.1	WP_011290090.1
OG0000595	WP_020835859.1	WP_011290355.1
OG0000596	WP_020835683.1	WP_044272436.1
OG0000597	WP_051129933.1	WP_044272591.1
OG0000598	WP_020835684.1	WP_020835684.1
OG0000599	WP_041361623.1	WP_044272437.1
OG0000600	WP_014579686.1	WP_014579686.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000602	WP_041361769.1	WP_044272715.1
OG0000603	WP_014579683.1	WP_014579683.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000605	WP_011290237.1	WP_011290237.1
OG0000606	WP_020835692.1	WP_020835692.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_020835697.1	WP_187145663.1
OG0000609	WP_158520147.1	WP_187145664.1
OG0000610	WP_269076320.1	WP_269076320.1
OG0000611	WP_236607962.1	WP_225973003.1
OG0000612	WP_041361626.1	WP_041361626.1
OG0000613	WP_225972966.1	WP_044272456.1
OG0000620	WP_143826160.1	WP_143826160.1
OG0000625	WP_308704619.1	WP_308704619.1
OG0000626	WP_179221224.1	WP_179221224.1
OG0000628	WP_041361554.1	WP_041361554.1
OG0000629	WP_187145657.1	WP_187145657.1
OG0000630	WP_041361551.1	WP_041361551.1
OG0000631	WP_020835551.1	WP_020835551.1
OG0000633	WP_041361634.1	WP_041361634.1
