Orthogroup	MHP_MHP696_proteins	MHP_7422_proteins
OG0000554	WP_160585727.1	WP_236607950.1, WP_318023953.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_160587995.1	WP_020835624.1
OG0000559	WP_011206161.1	WP_020835677.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_160584672.1	WP_011290073.1
OG0000562	WP_146379618.1	WP_020835696.1
OG0000563	WP_160587877.1	WP_011290172.1
OG0000564	WP_308507055.1	WP_041361605.1
OG0000565	WP_011290181.1	WP_011290181.1
OG0000566	WP_258555256.1	WP_236607971.1
OG0000567	WP_258555255.1	WP_020835699.1
OG0000568	WP_044272325.1	WP_020835571.1
OG0000569	WP_160587997.1	WP_020835625.1
OG0000570	WP_160587999.1	WP_011290093.1
OG0000571	WP_135618664.1	WP_011205986.1
OG0000572	WP_160588001.1	WP_020835628.1
OG0000573	WP_135618777.1	WP_020835676.1
OG0000574	WP_011284018.1	WP_011284018.1
OG0000575	WP_014579697.1	WP_011290089.1
OG0000576	WP_160585066.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_020835810.1
OG0000578	WP_041361678.1	WP_041361678.1
OG0000579	WP_160587875.1	WP_020835691.1
OG0000580	WP_258555240.1	WP_236607953.1
OG0000581	WP_094521657.1	WP_020835690.1
OG0000582	WP_233688696.1	WP_020835627.1
OG0000583	WP_011290150.1	WP_020835674.1
OG0000585	WP_160588364.1	WP_148285449.1
OG0000586	WP_044272424.1	WP_020835672.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000589	WP_220191121.1	WP_002557988.1
OG0000591	WP_160585604.1	WP_258555396.1
OG0000592	WP_160587824.1	WP_011290298.1
OG0000593	WP_160584886.1	WP_020835922.1
OG0000594	WP_160587992.1	WP_011290090.1
OG0000595	WP_160588352.1	WP_020835859.1
OG0000597	WP_220191129.1	WP_051129933.1
OG0000601	WP_160587878.1	WP_020835695.1
OG0000602	WP_160617491.1	WP_041361769.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000606	WP_160587871.1	WP_020835692.1
OG0000607	WP_160587988.1	WP_158209054.1
OG0000608	WP_160587880.1	WP_020835697.1
OG0000609	WP_158520147.1	WP_158520147.1
OG0000611	WP_225973003.1	WP_236607962.1
OG0000614	WP_094521688.1	WP_020835740.1
OG0000620	WP_143826160.1	WP_143826160.1
OG0000626	WP_220191077.1	WP_179221224.1
