Orthogroup	MHP_7422_genes	MHP_TB1_genes
OG0000544	MHL_RS01335	B5M19_RS04410
OG0000545	MHL_RS01905	B5M19_RS00645
OG0000546	MHL_RS02835	B5M19_RS02545
OG0000547	MHL_RS02955	B5M19_RS01355
OG0000548	MHL_RS01675	B5M19_RS03295
OG0000549	MHL_RS03320	B5M19_RS00585
OG0000550	MHL_RS03460	B5M19_RS04055
OG0000551	MHL_RS03030	B5M19_RS01275
OG0000553	MHL_RS02740	B5M19_RS00885
OG0000554	MHL_RS04060, MHL_RS02455	B5M19_RS02655
OG0000556	MHL_RS00615	B5M19_RS02255
OG0000557	MHL_RS01345	B5M19_RS02615
OG0000558	MHL_RS01315	B5M19_RS03655
OG0000559	MHL_RS01775	B5M19_RS02075
OG0000560	MHL_RS01890	B5M19_RS00635
OG0000561	MHL_RS01190	B5M19_RS02205
OG0000562	MHL_RS01895	B5M19_RS00640
OG0000563	MHL_RS01880	B5M19_RS00625
OG0000564	MHL_RS01370	B5M19_RS03930
OG0000565	MHL_RS01945	B5M19_RS00685
OG0000566	MHL_RS01935	B5M19_RS00675
OG0000567	MHL_RS01910	B5M19_RS00650
OG0000568	MHL_RS00775	B5M19_RS01860
OG0000569	MHL_RS01320	B5M19_RS03665
OG0000570	MHL_RS01325	B5M19_RS02635
OG0000571	MHL_RS01330	B5M19_RS02630
OG0000572	MHL_RS01350	B5M19_RS02610
OG0000573	MHL_RS01770	B5M19_RS02070
OG0000574	MHL_RS01390	B5M19_RS02570
OG0000575	MHL_RS01305	B5M19_RS03670
OG0000576	MHL_RS03700	B5M19_RS02030
OG0000577	MHL_RS02715	B5M19_RS00910
OG0000578	MHL_RS02735	B5M19_RS00890
OG0000579	MHL_RS01850	B5M19_RS00615
OG0000580	MHL_RS02840	B5M19_RS02550
OG0000581	MHL_RS01845	B5M19_RS00600
OG0000582	MHL_RS03975	B5M19_RS04400
OG0000583	MHL_RS01765	B5M19_RS02060
OG0000584	MHL_RS00660	B5M19_RS02310
OG0000585	MHL_RS03810	B5M19_RS02965
OG0000590	MHL_RS00670	B5M19_RS02320
OG0000591	MHL_RS04150	B5M19_RS04575
OG0000592	MHL_RS02705	B5M19_RS04115
OG0000593	MHL_RS03525	B5M19_RS00380
OG0000594	MHL_RS01310	B5M19_RS03650
OG0000596	MHL_RS01805	B5M19_RS02110
OG0000598	MHL_RS01810	B5M19_RS02115
OG0000599	MHL_RS01815	B5M19_RS02120
OG0000600	MHL_RS00655	B5M19_RS02305
OG0000601	MHL_RS01885	B5M19_RS00630
OG0000603	MHL_RS00640	B5M19_RS02285
OG0000604	MHL_RS04155	B5M19_RS04585
OG0000605	MHL_RS00635	B5M19_RS02280
OG0000606	MHL_RS01860	B5M19_RS00605
OG0000612	MHL_RS01830	B5M19_RS04320
OG0000620	MHL_RS03795	B5M19_RS03820
OG0000626	MHL_RS03880	B5M19_RS03905
OG0000628	MHL_RS00605	B5M19_RS02245
OG0000629	MHL_RS03820	B5M19_RS03875
OG0000630	MHL_RS00595	B5M19_RS02235
OG0000631	MHL_RS00600	B5M19_RS02240
