Orthogroup	MHP_7422_genes	MHP_133A_genes
OG0000582	MHL_RS03975	NB626_RS01375
OG0000583	MHL_RS01765	NB626_RS01800
OG0000584	MHL_RS00660	NB626_RS00475
OG0000585	MHL_RS03810	NB626_RS02365
OG0000586	MHL_RS01750	NB626_RS01785
OG0000587	MHL_RS04145	NB626_RS02010
OG0000589	MHL_RS03730	NB626_RS02290
OG0000591	MHL_RS04150	NB626_RS02025
OG0000593	MHL_RS03525	NB626_RS03735
OG0000595	MHL_RS03050	NB626_RS03190
OG0000596	MHL_RS01805	NB626_RS01860
OG0000597	MHL_RS03045	NB626_RS03185
OG0000598	MHL_RS01810	NB626_RS01865
OG0000599	MHL_RS01815	NB626_RS01870
OG0000600	MHL_RS00655	NB626_RS00470
OG0000603	MHL_RS00640	NB626_RS00465
OG0000604	MHL_RS04155	NB626_RS02985
OG0000605	MHL_RS00635	NB626_RS00460
OG0000607	MHL_RS03830	NB626_RS01330
OG0000608	MHL_RS01900	NB626_RS01940
OG0000610	MHL_RS04130	NB626_RS00775
OG0000611	MHL_RS03910	NB626_RS00095
OG0000612	MHL_RS01830	NB626_RS01875
OG0000613	MHL_RS04030	NB626_RS02020
OG0000620	MHL_RS03795	NB626_RS02005
