Orthogroup	MHP_7422_genes	MHP_F72C_genes
OG0000537	MHL_RS00815	EHI52_RS00725
OG0000538	MHL_RS01205	EHI52_RS01195
OG0000539	MHL_RS00215	EHI52_RS00220
OG0000540	MHL_RS02695	EHI52_RS02635
OG0000541	MHL_RS02765	EHI52_RS02710
OG0000542	MHL_RS00355	EHI52_RS00365
OG0000544	MHL_RS01335	EHI52_RS01315
OG0000545	MHL_RS01905	EHI52_RS02110
OG0000546	MHL_RS02835	EHI52_RS02780
OG0000547	MHL_RS02955	EHI52_RS02900
OG0000548	MHL_RS01675	EHI52_RS01650
OG0000549	MHL_RS03320	EHI52_RS03335
OG0000550	MHL_RS03460	EHI52_RS03460
OG0000551	MHL_RS03030	EHI52_RS02975
OG0000552	MHL_RS03150	EHI52_RS03160
OG0000553	MHL_RS02740	EHI52_RS02680
OG0000554	MHL_RS04060, MHL_RS02455	EHI52_RS02400
OG0000557	MHL_RS01345	EHI52_RS01325
OG0000558	MHL_RS01315	EHI52_RS01295
OG0000559	MHL_RS01775	EHI52_RS01755
OG0000560	MHL_RS01890	EHI52_RS02125
OG0000561	MHL_RS01190	EHI52_RS01180
OG0000562	MHL_RS01895	EHI52_RS02120
OG0000563	MHL_RS01880	EHI52_RS02135
OG0000564	MHL_RS01370	EHI52_RS03770
OG0000565	MHL_RS01945	EHI52_RS02070
OG0000566	MHL_RS01935	EHI52_RS02080
OG0000567	MHL_RS01910	EHI52_RS02105
OG0000568	MHL_RS00775	EHI52_RS00685
OG0000569	MHL_RS01320	EHI52_RS01300
OG0000570	MHL_RS01325	EHI52_RS01305
OG0000571	MHL_RS01330	EHI52_RS01310
OG0000572	MHL_RS01350	EHI52_RS01330
OG0000573	MHL_RS01770	EHI52_RS01750
OG0000574	MHL_RS01390	EHI52_RS01370
OG0000575	MHL_RS01305	EHI52_RS01285
OG0000576	MHL_RS03700	EHI52_RS01710
OG0000577	MHL_RS02715	EHI52_RS02655
OG0000578	MHL_RS02735	EHI52_RS02675
OG0000579	MHL_RS01850	EHI52_RS02170
OG0000580	MHL_RS02840	EHI52_RS03845
OG0000581	MHL_RS01845	EHI52_RS02175
OG0000582	MHL_RS03975	EHI52_RS03765
OG0000583	MHL_RS01765	EHI52_RS01740
OG0000585	MHL_RS03810	EHI52_RS02220
OG0000586	MHL_RS01750	EHI52_RS01725
OG0000587	MHL_RS04145	EHI52_RS03915
OG0000589	MHL_RS03730	EHI52_RS00950
OG0000591	MHL_RS04150	EHI52_RS02045
OG0000592	MHL_RS02705	EHI52_RS02645
OG0000593	MHL_RS03525	EHI52_RS03525
OG0000594	MHL_RS01310	EHI52_RS01290
OG0000595	MHL_RS03050	EHI52_RS03000
OG0000596	MHL_RS01805	EHI52_RS01785
OG0000597	MHL_RS03045	EHI52_RS02995
OG0000598	MHL_RS01810	EHI52_RS01790
OG0000599	MHL_RS01815	EHI52_RS01795
OG0000601	MHL_RS01885	EHI52_RS02130
OG0000602	MHL_RS02110	EHI52_RS01900
OG0000604	MHL_RS04155	EHI52_RS03890
OG0000606	MHL_RS01860	EHI52_RS02160
OG0000607	MHL_RS03830	EHI52_RS03630
OG0000608	MHL_RS01900	EHI52_RS02115
OG0000609	MHL_RS03840	EHI52_RS03640
OG0000611	MHL_RS03910	EHI52_RS00090
OG0000612	MHL_RS01830	EHI52_RS01800
OG0000613	MHL_RS04030	EHI52_RS03785
OG0000625	MHL_RS04225	EHI52_RS03920
OG0000626	MHL_RS03880	EHI52_RS03695
OG0000633	MHL_RS04015	EHI52_RS03870
