Orthogroup	MHP_7422_genes	MHP_ES2_genes
OG0000535	MHL_RS00050	E5E95_RS00045
OG0000536	MHL_RS03540	E5E95_RS03765
OG0000537	MHL_RS00815	E5E95_RS00725
OG0000538	MHL_RS01205	E5E95_RS01140
OG0000539	MHL_RS00215	E5E95_RS00210
OG0000540	MHL_RS02695	E5E95_RS02840
OG0000541	MHL_RS02765	E5E95_RS02920
OG0000543	MHL_RS01650	E5E95_RS02460
OG0000544	MHL_RS01335	E5E95_RS01270
OG0000545	MHL_RS01905	E5E95_RS01945
OG0000546	MHL_RS02835	E5E95_RS02990
OG0000547	MHL_RS02955	E5E95_RS03110
OG0000548	MHL_RS01675	E5E95_RS01615
OG0000549	MHL_RS03320	E5E95_RS03535
OG0000550	MHL_RS03460	E5E95_RS03680
OG0000552	MHL_RS03150	E5E95_RS03350
OG0000553	MHL_RS02740	E5E95_RS02890
OG0000554	MHL_RS04060	E5E95_RS02600
OG0000556	MHL_RS00615	E5E95_RS02515
OG0000557	MHL_RS01345	E5E95_RS01280
OG0000558	MHL_RS01315	E5E95_RS01250
OG0000559	MHL_RS01775	E5E95_RS01810
OG0000560	MHL_RS01890	E5E95_RS01930
OG0000561	MHL_RS01190	E5E95_RS01125
OG0000562	MHL_RS01895	E5E95_RS01935
OG0000563	MHL_RS01880	E5E95_RS01920
OG0000564	MHL_RS01370	E5E95_RS03980
OG0000565	MHL_RS01945	E5E95_RS01985
OG0000566	MHL_RS01935	E5E95_RS01975
OG0000567	MHL_RS01910	E5E95_RS01950
OG0000568	MHL_RS00775	E5E95_RS00685
OG0000569	MHL_RS01320	E5E95_RS01255
OG0000570	MHL_RS01325	E5E95_RS01260
OG0000571	MHL_RS01330	E5E95_RS01265
OG0000572	MHL_RS01350	E5E95_RS01285
OG0000573	MHL_RS01770	E5E95_RS01805
OG0000574	MHL_RS01390	E5E95_RS01325
OG0000575	MHL_RS01305	E5E95_RS01240
OG0000576	MHL_RS03700	E5E95_RS01765
OG0000577	MHL_RS02715	E5E95_RS02860
OG0000578	MHL_RS02735	E5E95_RS02885
OG0000579	MHL_RS01850	E5E95_RS01900
OG0000580	MHL_RS02840	E5E95_RS04160
OG0000581	MHL_RS01845	E5E95_RS01885
OG0000582	MHL_RS03975	E5E95_RS03970
OG0000583	MHL_RS01765	E5E95_RS01795
OG0000584	MHL_RS00660	E5E95_RS02485, E5E95_RS01705
OG0000585	MHL_RS03810	E5E95_RS02325
OG0000586	MHL_RS01750	E5E95_RS01780
OG0000587	MHL_RS04145	E5E95_RS04030
OG0000589	MHL_RS03730	E5E95_RS02260
OG0000591	MHL_RS04150	E5E95_RS04205
OG0000592	MHL_RS02705	E5E95_RS02850
OG0000593	MHL_RS03525	E5E95_RS03745
OG0000594	MHL_RS01310	E5E95_RS01245
OG0000595	MHL_RS03050	E5E95_RS03205
OG0000596	MHL_RS01805	E5E95_RS01845
OG0000597	MHL_RS03045	E5E95_RS03200
OG0000598	MHL_RS01810	E5E95_RS01850
OG0000599	MHL_RS01815	E5E95_RS01855
OG0000600	MHL_RS00655	E5E95_RS02490
OG0000601	MHL_RS01885	E5E95_RS01925
OG0000602	MHL_RS02110	E5E95_RS02155
OG0000603	MHL_RS00640	E5E95_RS02495
OG0000604	MHL_RS04155	E5E95_RS04220
OG0000605	MHL_RS00635	E5E95_RS02500
OG0000606	MHL_RS01860	E5E95_RS01890
OG0000607	MHL_RS03830	E5E95_RS03855
OG0000608	MHL_RS01900	E5E95_RS01940
OG0000609	MHL_RS03840	E5E95_RS03860
OG0000610	MHL_RS04130	E5E95_RS04190
OG0000612	MHL_RS01830	E5E95_RS04010
OG0000613	MHL_RS04030	E5E95_RS04035
OG0000614	MHL_RS03735	E5E95_RS02285
OG0000620	MHL_RS03795	E5E95_RS04025
OG0000625	MHL_RS04225	E5E95_RS04295
OG0000626	MHL_RS03880	E5E95_RS03950
