Orthogroup	MHP_116_proteins	MHP_ES2_proteins
OG0000560	WP_348602826.1	WP_011206182.1
OG0000561	WP_094521603.1	WP_240536365.1
OG0000562	WP_146379618.1	WP_135618812.1
OG0000563	WP_348602824.1	WP_135618808.1
OG0000564	WP_348602775.1	WP_240536375.1
OG0000565	WP_348602837.1	WP_135618820.1
OG0000566	WP_348602834.1	WP_094521668.1
OG0000567	WP_348602828.1	WP_240536393.1
OG0000568	WP_044272325.1	WP_135618569.1
OG0000569	WP_348602768.1	WP_135618660.1
OG0000570	WP_348602769.1	WP_135618662.1
OG0000571	WP_011205986.1	WP_135618664.1
OG0000572	WP_348602772.1	WP_135618666.1
OG0000573	WP_348602814.1	WP_135618777.1
OG0000574	WP_348602779.1	WP_014579714.1
OG0000575	WP_348602765.1	WP_135618654.1
OG0000576	WP_348602806.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_348602568.1	WP_044284684.1
OG0000579	WP_146379623.1	WP_135618805.1
OG0000580	WP_041361798.1	WP_240536345.1
OG0000581	WP_348602821.1	WP_135618801.1
OG0000582	WP_348602771.1	WP_240536369.1
OG0000583	WP_348602811.1	WP_135618773.1
OG0000585	WP_348602511.1	WP_135618874.1
OG0000586	WP_348602809.1	WP_044284628.1
OG0000587	WP_348602838.1	WP_318026027.1
OG0000588	WP_348602805.1	WP_228729172.1
OG0000589	WP_348602506.1	WP_002557988.1
OG0000592	WP_347952251.1	WP_011206323.1
OG0000593	WP_348602653.1	WP_135619160.1
OG0000594	WP_348602766.1	WP_135618656.1
OG0000595	WP_348602602.1	WP_135619047.1
OG0000597	WP_348602601.1	WP_167871266.1
OG0000601	WP_348602825.1	WP_135618810.1
OG0000606	WP_020835692.1	WP_011206176.1
OG0000609	WP_348602832.1	WP_158520147.1
OG0000618	WP_348602630.1	WP_135619112.1
OG0000625	WP_308704619.1	WP_308507051.1
