Orthogroup	MHP_116_proteins	MHP_ES2L_proteins
OG0000566	WP_348602834.1	WP_240536656.1
OG0000567	WP_348602828.1	WP_240536653.1
OG0000568	WP_044272325.1	WP_160585617.1
OG0000569	WP_348602768.1	WP_179221060.1
OG0000570	WP_348602769.1	WP_179221061.1
OG0000571	WP_011205986.1	WP_179221062.1
OG0000572	WP_348602772.1	WP_179221064.1
OG0000573	WP_348602814.1	WP_011206160.1
OG0000574	WP_348602779.1	WP_014579714.1
OG0000575	WP_348602765.1	WP_135618654.1
OG0000576	WP_348602806.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_348602568.1	WP_041361678.1
OG0000579	WP_146379623.1	WP_240536652.1
OG0000580	WP_041361798.1	WP_160600802.1
OG0000581	WP_348602821.1	WP_094521657.1
OG0000582	WP_348602771.1	WP_240536638.1
OG0000583	WP_348602811.1	WP_179221104.1
OG0000585	WP_348602511.1	WP_179221137.1
OG0000586	WP_348602809.1	WP_240536648.1
OG0000587	WP_348602838.1	WP_258555257.1
OG0000588	WP_348602805.1	WP_179221099.1
OG0000589	WP_348602506.1	WP_002557988.1
OG0000592	WP_347952251.1	WP_011206323.1
OG0000593	WP_348602653.1	WP_179221271.1
OG0000594	WP_348602766.1	WP_160584731.1
OG0000595	WP_348602602.1	WP_020835859.1
OG0000597	WP_348602601.1	WP_179221200.1
OG0000601	WP_348602825.1	WP_014579787.1
OG0000606	WP_020835692.1	WP_160587871.1
OG0000609	WP_348602832.1	WP_179221113.1
OG0000618	WP_348602630.1	WP_179221241.1
OG0000621	WP_348602841.1	WP_258555395.1
