Orthogroup	MHP_7448_genes	MHP_ES2_genes
OG0000481	MHP7448_RS00820	E5E95_RS00815
OG0000482	MHP7448_RS01215	E5E95_RS01230
OG0000483	MHP7448_RS02090	E5E95_RS02190
OG0000484	MHP7448_RS00195	E5E95_RS00195
OG0000485	MHP7448_RS01170	E5E95_RS01185
OG0000486	MHP7448_RS02235	E5E95_RS02420
OG0000487	MHP7448_RS02025	E5E95_RS02125
OG0000488	MHP7448_RS02060	E5E95_RS02160
OG0000489	MHP7448_RS00050	E5E95_RS00050
OG0000490	MHP7448_RS03645	E5E95_RS03830
OG0000491	MHP7448_RS01365	E5E95_RS01365
OG0000492	MHP7448_RS01440	E5E95_RS01440
OG0000493	MHP7448_RS00580	E5E95_RS00580
OG0000494	MHP7448_RS00650	E5E95_RS00640
OG0000495	MHP7448_RS02855	E5E95_RS03035
OG0000496	MHP7448_RS02845	E5E95_RS03025
OG0000497	MHP7448_RS02840	E5E95_RS03020
OG0000500	MHP7448_RS01950	E5E95_RS02045
OG0000501	MHP7448_RS03100	E5E95_RS04280, E5E95_RS04275
OG0000502	MHP7448_RS01205	E5E95_RS01220
OG0000503	MHP7448_RS00765	E5E95_RS00760
OG0000504	MHP7448_RS00900	E5E95_RS00895
OG0000506	MHP7448_RS00945	E5E95_RS00960
OG0000508	MHP7448_RS00250	E5E95_RS00250
OG0000509	MHP7448_RS00285	E5E95_RS00285
OG0000510	MHP7448_RS00295	E5E95_RS00295
OG0000511	MHP7448_RS00430	E5E95_RS00430
OG0000512	MHP7448_RS02575	E5E95_RS02755
OG0000513	MHP7448_RS03460	E5E95_RS03645
OG0000514	MHP7448_RS02885	E5E95_RS03060
OG0000516	MHP7448_RS02030	E5E95_RS02130
OG0000517	MHP7448_RS00065	E5E95_RS00065
OG0000518	MHP7448_RS03145	E5E95_RS03315
OG0000519	MHP7448_RS00790	E5E95_RS00785
OG0000520	MHP7448_RS00915	E5E95_RS00910
OG0000521	MHP7448_RS00265	E5E95_RS00265
OG0000522	MHP7448_RS00300	E5E95_RS00300
OG0000523	MHP7448_RS03395	E5E95_RS03580
OG0000525	MHP7448_RS03365	E5E95_RS03545
OG0000526	MHP7448_RS03985	E5E95_RS04020
OG0000527	MHP7448_RS01795	E5E95_RS01880
OG0000528	MHP7448_RS02035	E5E95_RS02135
OG0000529	MHP7448_RS02170	E5E95_RS02355
OG0000531	MHP7448_RS01415	E5E95_RS01415
OG0000532	MHP7448_RS01645	E5E95_RS01740
OG0000533	MHP7448_RS00600	E5E95_RS00600
OG0000534	MHP7448_RS00380	E5E95_RS00380
OG0000535	MHP7448_RS00045	E5E95_RS00045
OG0000536	MHP7448_RS03575	E5E95_RS03765
OG0000537	MHP7448_RS00735	E5E95_RS00725
OG0000538	MHP7448_RS01125	E5E95_RS01140
OG0000539	MHP7448_RS00210	E5E95_RS00210
OG0000540	MHP7448_RS02660	E5E95_RS02840
OG0000541	MHP7448_RS02740	E5E95_RS02920
OG0000543	MHP7448_RS01585	E5E95_RS02460
OG0000544	MHP7448_RS01265	E5E95_RS01270
OG0000546	MHP7448_RS02810	E5E95_RS02990
OG0000547	MHP7448_RS02935	E5E95_RS03110
OG0000548	MHP7448_RS01610	E5E95_RS01615
OG0000549	MHP7448_RS03355	E5E95_RS03535
OG0000550	MHP7448_RS03495	E5E95_RS03680
OG0000552	MHP7448_RS03180	E5E95_RS03350
OG0000553	MHP7448_RS02710	E5E95_RS02890
OG0000554	MHP7448_RS02415	E5E95_RS02600
OG0000555	MHP7448_RS04050	E5E95_RS04170
OG0000556	MHP7448_RS02330	E5E95_RS02515
OG0000557	MHP7448_RS01275	E5E95_RS01280
OG0000558	MHP7448_RS01245	E5E95_RS01250
OG0000559	MHP7448_RS01715	E5E95_RS01810
OG0000560	MHP7448_RS01845	E5E95_RS01930
OG0000561	MHP7448_RS01110	E5E95_RS01125
OG0000562	MHP7448_RS01850	E5E95_RS01935
OG0000563	MHP7448_RS01835	E5E95_RS01920
OG0000564	MHP7448_RS03960	E5E95_RS03980
OG0000565	MHP7448_RS01900	E5E95_RS01985
OG0000566	MHP7448_RS01890	E5E95_RS01975
OG0000567	MHP7448_RS01865	E5E95_RS01950
OG0000568	MHP7448_RS00695	E5E95_RS00685
OG0000569	MHP7448_RS01250	E5E95_RS01255
OG0000570	MHP7448_RS01255	E5E95_RS01260
OG0000571	MHP7448_RS01260	E5E95_RS01265
OG0000572	MHP7448_RS01280	E5E95_RS01285
OG0000573	MHP7448_RS01710	E5E95_RS01805
OG0000574	MHP7448_RS01325	E5E95_RS01325
OG0000575	MHP7448_RS01235	E5E95_RS01240
OG0000576	MHP7448_RS03735	E5E95_RS01765
OG0000577	MHP7448_RS02680	E5E95_RS02860
OG0000578	MHP7448_RS02705	E5E95_RS02885
OG0000579	MHP7448_RS01805	E5E95_RS01900
OG0000580	MHP7448_RS02815	E5E95_RS04160
OG0000581	MHP7448_RS01800	E5E95_RS01885
OG0000582	MHP7448_RS03955	E5E95_RS03970
OG0000583	MHP7448_RS01700	E5E95_RS01795
OG0000584	MHP7448_RS02280, MHP7448_RS04015	E5E95_RS02485, E5E95_RS01705
OG0000586	MHP7448_RS01690	E5E95_RS01780
OG0000587	MHP7448_RS04085	E5E95_RS04030
OG0000588	MHP7448_RS01670	E5E95_RS01755
OG0000591	MHP7448_RS03890	E5E95_RS04205
OG0000592	MHP7448_RS02670	E5E95_RS02850
OG0000593	MHP7448_RS03560	E5E95_RS03745
OG0000594	MHP7448_RS01240	E5E95_RS01245
OG0000595	MHP7448_RS03030	E5E95_RS03205
OG0000596	MHP7448_RS01750	E5E95_RS01845
OG0000598	MHP7448_RS01755	E5E95_RS01850
OG0000599	MHP7448_RS01760	E5E95_RS01855
OG0000600	MHP7448_RS02285	E5E95_RS02490
OG0000601	MHP7448_RS01840	E5E95_RS01925
OG0000602	MHP7448_RS02055	E5E95_RS02155
OG0000603	MHP7448_RS02300	E5E95_RS02495
OG0000604	MHP7448_RS04090	E5E95_RS04220
OG0000605	MHP7448_RS02305	E5E95_RS02500
OG0000606	MHP7448_RS01815	E5E95_RS01890
OG0000607	MHP7448_RS03855	E5E95_RS03855
OG0000608	MHP7448_RS03865	E5E95_RS01940
OG0000609	MHP7448_RS03875	E5E95_RS03860
OG0000610	MHP7448_RS04080	E5E95_RS04190
OG0000612	MHP7448_RS01770	E5E95_RS04010
OG0000613	MHP7448_RS01910	E5E95_RS04035
OG0000615	MHP7448_RS02715	E5E95_RS02895
OG0000618	MHP7448_RS03320	E5E95_RS03500
OG0000620	MHP7448_RS03820	E5E95_RS04025
OG0000625	MHP7448_RS04130	E5E95_RS04295
OG0000626	MHP7448_RS03935	E5E95_RS03950
