Orthogroup	MHP_7448_genes	MHP_111A_genes
OG0000522	MHP7448_RS00300	NB623_RS00290
OG0000523	MHP7448_RS03395	NB623_RS03540
OG0000524	MHP7448_RS02695	NB623_RS02840
OG0000525	MHP7448_RS03365	NB623_RS03505
OG0000526	MHP7448_RS03985	NB623_RS02260
OG0000527	MHP7448_RS01795	NB623_RS02315
OG0000528	MHP7448_RS02035	NB623_RS02080
OG0000531	MHP7448_RS01415	NB623_RS01520
OG0000532	MHP7448_RS01645	NB623_RS01745
OG0000533	MHP7448_RS00600	NB623_RS00595
OG0000534	MHP7448_RS00380	NB623_RS00370
OG0000536	MHP7448_RS03575	NB623_RS03735
OG0000540	MHP7448_RS02660	NB623_RS02805
OG0000541	MHP7448_RS02740	NB623_RS02880
OG0000543	MHP7448_RS01585	NB623_RS01930
OG0000544	MHP7448_RS01265	NB623_RS01375
OG0000545	MHP7448_RS01860	NB623_RS02270
OG0000546	MHP7448_RS02810	NB623_RS02950
OG0000552	MHP7448_RS03180	NB623_RS03300
OG0000553	MHP7448_RS02710	NB623_RS02855
OG0000554	MHP7448_RS02415	NB623_RS02535
OG0000555	MHP7448_RS04050	NB623_RS03080
OG0000557	MHP7448_RS01275	NB623_RS01385
OG0000558	MHP7448_RS01245	NB623_RS01355
OG0000559	MHP7448_RS01715	NB623_RS01825
OG0000560	MHP7448_RS01845	NB623_RS02290
OG0000561	MHP7448_RS01110	NB623_RS01240
OG0000562	MHP7448_RS01850	NB623_RS02280
OG0000563	MHP7448_RS01835	NB623_RS02295
OG0000564	MHP7448_RS03960	NB623_RS01405
OG0000565	MHP7448_RS01900	NB623_RS02220
OG0000566	MHP7448_RS01890	NB623_RS02240
OG0000567	MHP7448_RS01865	NB623_RS02265
OG0000568	MHP7448_RS00695	NB623_RS00685
OG0000569	MHP7448_RS01250	NB623_RS01360
OG0000570	MHP7448_RS01255	NB623_RS01365
OG0000571	MHP7448_RS01260	NB623_RS01370
OG0000572	MHP7448_RS01280	NB623_RS01390
OG0000573	MHP7448_RS01710	NB623_RS01820
OG0000574	MHP7448_RS01325	NB623_RS01425
OG0000575	MHP7448_RS01235	NB623_RS01350
OG0000576	MHP7448_RS03735	NB623_RS01775
OG0000577	MHP7448_RS02680	NB623_RS02825
OG0000578	MHP7448_RS02705	NB623_RS02850
OG0000579	MHP7448_RS01805	NB623_RS02305
OG0000580	MHP7448_RS02815	NB623_RS02955
OG0000581	MHP7448_RS01800	NB623_RS02310
OG0000582	MHP7448_RS03955	NB623_RS01380
OG0000583	MHP7448_RS01700	NB623_RS01810
OG0000584	MHP7448_RS02280, MHP7448_RS04015	NB623_RS01955
OG0000586	MHP7448_RS01690	NB623_RS01795
OG0000587	MHP7448_RS04085	NB623_RS02215
OG0000588	MHP7448_RS01670	NB623_RS01765
OG0000591	MHP7448_RS03890	NB623_RS02200
OG0000592	MHP7448_RS02670	NB623_RS02815
OG0000593	MHP7448_RS03560	NB623_RS03720
OG0000595	MHP7448_RS03030	NB623_RS03160
OG0000596	MHP7448_RS01750	NB623_RS01870
OG0000597	MHP7448_RS03025	NB623_RS03155
OG0000598	MHP7448_RS01755	NB623_RS01875
OG0000599	MHP7448_RS01760	NB623_RS01880
OG0000600	MHP7448_RS02285	NB623_RS01960
OG0000604	MHP7448_RS04090	NB623_RS02965
OG0000607	MHP7448_RS03855	NB623_RS01335
OG0000608	MHP7448_RS03865	NB623_RS02275
OG0000609	MHP7448_RS03875	NB623_RS02250
OG0000610	MHP7448_RS04080	NB623_RS00675
OG0000611	MHP7448_RS00090	NB623_RS00100
OG0000612	MHP7448_RS01770	NB623_RS01885
OG0000613	MHP7448_RS01910	NB623_RS02205
OG0000623	MHP7448_RS03940	NB623_RS01895, NB623_RS02335
