Orthogroup	MHP_7448_genes	MHP_F72C_genes
OG0000484	MHP7448_RS00195	EHI52_RS00205
OG0000485	MHP7448_RS01170	EHI52_RS01240
OG0000486	MHP7448_RS02235	EHI52_RS02315
OG0000487	MHP7448_RS02025	EHI52_RS01930
OG0000488	MHP7448_RS02060	EHI52_RS01895
OG0000489	MHP7448_RS00050	EHI52_RS00050
OG0000490	MHP7448_RS03645	EHI52_RS03610
OG0000491	MHP7448_RS01365	EHI52_RS01410
OG0000492	MHP7448_RS01440	EHI52_RS01485
OG0000493	MHP7448_RS00580	EHI52_RS00595
OG0000494	MHP7448_RS00650	EHI52_RS00655
OG0000495	MHP7448_RS02855	EHI52_RS02825
OG0000496	MHP7448_RS02845	EHI52_RS02815
OG0000497	MHP7448_RS02840	EHI52_RS02810
OG0000498	MHP7448_RS02760	EHI52_RS02730
OG0000499	MHP7448_RS02725	EHI52_RS02695
OG0000500	MHP7448_RS01950	EHI52_RS02005
OG0000501	MHP7448_RS03100	EHI52_RS03080
OG0000502	MHP7448_RS01205	EHI52_RS01265
OG0000503	MHP7448_RS00765	EHI52_RS00760
OG0000504	MHP7448_RS00900	EHI52_RS00895
OG0000505	MHP7448_RS00935	EHI52_RS01000
OG0000506	MHP7448_RS00945	EHI52_RS01010
OG0000507	MHP7448_RS00980	EHI52_RS01045
OG0000508	MHP7448_RS00250	EHI52_RS00260
OG0000509	MHP7448_RS00285	EHI52_RS00295
OG0000510	MHP7448_RS00295	EHI52_RS00305
OG0000511	MHP7448_RS00430	EHI52_RS00445
OG0000512	MHP7448_RS02575	EHI52_RS02550
OG0000513	MHP7448_RS03460	EHI52_RS03425
OG0000514	MHP7448_RS02885	EHI52_RS02850
OG0000516	MHP7448_RS02030	EHI52_RS01925
OG0000517	MHP7448_RS00065	EHI52_RS00065
OG0000518	MHP7448_RS03145	EHI52_RS03125
OG0000519	MHP7448_RS00790	EHI52_RS00785
OG0000520	MHP7448_RS00915	EHI52_RS00910
OG0000521	MHP7448_RS00265	EHI52_RS00275
OG0000522	MHP7448_RS00300	EHI52_RS00310
OG0000523	MHP7448_RS03395	EHI52_RS03360
OG0000524	MHP7448_RS02695	EHI52_RS02665
OG0000525	MHP7448_RS03365	EHI52_RS03345
OG0000526	MHP7448_RS03985	EHI52_RS03800
OG0000527	MHP7448_RS01795	EHI52_RS02185
OG0000528	MHP7448_RS02035	EHI52_RS01920
OG0000529	MHP7448_RS02170	EHI52_RS02250
OG0000530	MHP7448_RS02370	EHI52_RS02355
OG0000531	MHP7448_RS01415	EHI52_RS01460
OG0000532	MHP7448_RS01645	EHI52_RS01685
OG0000534	MHP7448_RS00380	EHI52_RS00395
OG0000535	MHP7448_RS00045	EHI52_RS00045
OG0000536	MHP7448_RS03575	EHI52_RS03545
OG0000537	MHP7448_RS00735	EHI52_RS00725
OG0000538	MHP7448_RS01125	EHI52_RS01195
OG0000539	MHP7448_RS00210	EHI52_RS00220
OG0000540	MHP7448_RS02660	EHI52_RS02635
OG0000541	MHP7448_RS02740	EHI52_RS02710
OG0000542	MHP7448_RS00350	EHI52_RS00365
OG0000544	MHP7448_RS01265	EHI52_RS01315
OG0000545	MHP7448_RS01860	EHI52_RS02110
OG0000546	MHP7448_RS02810	EHI52_RS02780
OG0000547	MHP7448_RS02935	EHI52_RS02900
OG0000548	MHP7448_RS01610	EHI52_RS01650
OG0000549	MHP7448_RS03355	EHI52_RS03335
OG0000550	MHP7448_RS03495	EHI52_RS03460
OG0000551	MHP7448_RS03010	EHI52_RS02975
OG0000552	MHP7448_RS03180	EHI52_RS03160
OG0000553	MHP7448_RS02710	EHI52_RS02680
OG0000554	MHP7448_RS02415	EHI52_RS02400
OG0000555	MHP7448_RS04050	EHI52_RS03850
OG0000557	MHP7448_RS01275	EHI52_RS01325
OG0000558	MHP7448_RS01245	EHI52_RS01295
OG0000559	MHP7448_RS01715	EHI52_RS01755
OG0000560	MHP7448_RS01845	EHI52_RS02125
OG0000561	MHP7448_RS01110	EHI52_RS01180
OG0000562	MHP7448_RS01850	EHI52_RS02120
OG0000563	MHP7448_RS01835	EHI52_RS02135
OG0000564	MHP7448_RS03960	EHI52_RS03770
OG0000565	MHP7448_RS01900	EHI52_RS02070
OG0000566	MHP7448_RS01890	EHI52_RS02080
OG0000567	MHP7448_RS01865	EHI52_RS02105
OG0000568	MHP7448_RS00695	EHI52_RS00685
OG0000569	MHP7448_RS01250	EHI52_RS01300
OG0000570	MHP7448_RS01255	EHI52_RS01305
OG0000571	MHP7448_RS01260	EHI52_RS01310
OG0000572	MHP7448_RS01280	EHI52_RS01330
OG0000573	MHP7448_RS01710	EHI52_RS01750
OG0000574	MHP7448_RS01325	EHI52_RS01370
OG0000575	MHP7448_RS01235	EHI52_RS01285
OG0000576	MHP7448_RS03735	EHI52_RS01710
OG0000577	MHP7448_RS02680	EHI52_RS02655
OG0000578	MHP7448_RS02705	EHI52_RS02675
OG0000579	MHP7448_RS01805	EHI52_RS02170
OG0000580	MHP7448_RS02815	EHI52_RS03845
OG0000581	MHP7448_RS01800	EHI52_RS02175
OG0000582	MHP7448_RS03955	EHI52_RS03765
OG0000583	MHP7448_RS01700	EHI52_RS01740
OG0000586	MHP7448_RS01690	EHI52_RS01725
OG0000587	MHP7448_RS04085	EHI52_RS03915
OG0000588	MHP7448_RS01670	EHI52_RS01700
OG0000591	MHP7448_RS03890	EHI52_RS02045
OG0000592	MHP7448_RS02670	EHI52_RS02645
OG0000593	MHP7448_RS03560	EHI52_RS03525
OG0000594	MHP7448_RS01240	EHI52_RS01290
OG0000595	MHP7448_RS03030	EHI52_RS03000
OG0000596	MHP7448_RS01750	EHI52_RS01785
OG0000597	MHP7448_RS03025	EHI52_RS02995
OG0000598	MHP7448_RS01755	EHI52_RS01790
OG0000599	MHP7448_RS01760	EHI52_RS01795
OG0000601	MHP7448_RS01840	EHI52_RS02130
OG0000602	MHP7448_RS02055	EHI52_RS01900
OG0000604	MHP7448_RS04090	EHI52_RS03890
OG0000606	MHP7448_RS01815	EHI52_RS02160
OG0000607	MHP7448_RS03855	EHI52_RS03630
OG0000608	MHP7448_RS03865	EHI52_RS02115
OG0000609	MHP7448_RS03875	EHI52_RS03640
OG0000611	MHP7448_RS00090	EHI52_RS00090
OG0000612	MHP7448_RS01770	EHI52_RS01800
OG0000613	MHP7448_RS01910	EHI52_RS03785
OG0000615	MHP7448_RS02715	EHI52_RS02685
OG0000618	MHP7448_RS03320	EHI52_RS03300
OG0000623	MHP7448_RS03940	EHI52_RS03895, EHI52_RS03875, EHI52_RS03645, EHI52_RS03625
OG0000625	MHP7448_RS04130	EHI52_RS03920
OG0000626	MHP7448_RS03935	EHI52_RS03695
OG0000633	MHP7448_RS04075	EHI52_RS03870
