Orthogroup	MHP_7448_genes	MHP_TB1_genes
OG0000493	MHP7448_RS00580	B5M19_RS02430
OG0000494	MHP7448_RS00650	B5M19_RS03075
OG0000495	MHP7448_RS02855	B5M19_RS01430
OG0000497	MHP7448_RS02840	B5M19_RS01445
OG0000498	MHP7448_RS02760	B5M19_RS02495
OG0000499	MHP7448_RS02725	B5M19_RS00870
OG0000500	MHP7448_RS01950	B5M19_RS00750
OG0000501	MHP7448_RS03100	B5M19_RS01470
OG0000502	MHP7448_RS01205	B5M19_RS02350
OG0000503	MHP7448_RS00765	B5M19_RS04250
OG0000504	MHP7448_RS00900	B5M19_RS01650
OG0000505	MHP7448_RS00935	B5M19_RS03420
OG0000506	MHP7448_RS00945	B5M19_RS03410
OG0000507	MHP7448_RS00980	B5M19_RS03375
OG0000508	MHP7448_RS00250	B5M19_RS00170
OG0000509	MHP7448_RS00285	B5M19_RS00205
OG0000510	MHP7448_RS00295	B5M19_RS00215
OG0000511	MHP7448_RS00430	B5M19_RS03685
OG0000512	MHP7448_RS02575	B5M19_RS01015
OG0000513	MHP7448_RS03460	B5M19_RS00480
OG0000514	MHP7448_RS02885	B5M19_RS01405
OG0000516	MHP7448_RS02030	B5M19_RS00835
OG0000517	MHP7448_RS00065	B5M19_RS01870
OG0000518	MHP7448_RS03145	B5M19_RS01515
OG0000519	MHP7448_RS00790	B5M19_RS01760
OG0000520	MHP7448_RS00915	B5M19_RS01635
OG0000521	MHP7448_RS00265	B5M19_RS00185
OG0000522	MHP7448_RS00300	B5M19_RS00220
OG0000523	MHP7448_RS03395	B5M19_RS00545
OG0000524	MHP7448_RS02695	B5M19_RS00900
OG0000525	MHP7448_RS03365	B5M19_RS00575
OG0000526	MHP7448_RS03985	B5M19_RS04070
OG0000527	MHP7448_RS01795	B5M19_RS04065
OG0000528	MHP7448_RS02035	B5M19_RS00840
OG0000529	MHP7448_RS02170	B5M19_RS02935
OG0000530	MHP7448_RS02370	B5M19_RS02705
OG0000531	MHP7448_RS01415	B5M19_RS01175
OG0000532	MHP7448_RS01645	B5M19_RS04500
OG0000533	MHP7448_RS00600	B5M19_RS04515
OG0000535	MHP7448_RS00045	B5M19_RS04610
OG0000536	MHP7448_RS03575	B5M19_RS00365
OG0000537	MHP7448_RS00735	B5M19_RS01820
OG0000538	MHP7448_RS01125	B5M19_RS04340
OG0000539	MHP7448_RS00210	B5M19_RS00130
OG0000540	MHP7448_RS02660	B5M19_RS00930
OG0000541	MHP7448_RS02740	B5M19_RS00855
OG0000542	MHP7448_RS00350	B5M19_RS00275
OG0000543	MHP7448_RS01585	B5M19_RS04430
OG0000544	MHP7448_RS01265	B5M19_RS04410
OG0000546	MHP7448_RS02810	B5M19_RS02545
OG0000547	MHP7448_RS02935	B5M19_RS01355
OG0000548	MHP7448_RS01610	B5M19_RS03295
OG0000549	MHP7448_RS03355	B5M19_RS00585
OG0000550	MHP7448_RS03495	B5M19_RS04055
OG0000551	MHP7448_RS03010	B5M19_RS01275
OG0000552	MHP7448_RS03180	B5M19_RS01550
OG0000553	MHP7448_RS02710	B5M19_RS00885
OG0000554	MHP7448_RS02415	B5M19_RS02655
OG0000555	MHP7448_RS04050	B5M19_RS01350
OG0000556	MHP7448_RS02330	B5M19_RS02255
OG0000557	MHP7448_RS01275	B5M19_RS02615
OG0000558	MHP7448_RS01245	B5M19_RS03655
OG0000559	MHP7448_RS01715	B5M19_RS02075
OG0000560	MHP7448_RS01845	B5M19_RS00635
OG0000561	MHP7448_RS01110	B5M19_RS02205
OG0000562	MHP7448_RS01850	B5M19_RS00640
OG0000563	MHP7448_RS01835	B5M19_RS00625
OG0000564	MHP7448_RS03960	B5M19_RS03930
OG0000565	MHP7448_RS01900	B5M19_RS00685
OG0000566	MHP7448_RS01890	B5M19_RS00675
OG0000567	MHP7448_RS01865	B5M19_RS00650
OG0000568	MHP7448_RS00695	B5M19_RS01860
OG0000569	MHP7448_RS01250	B5M19_RS03665
OG0000570	MHP7448_RS01255	B5M19_RS02635
OG0000571	MHP7448_RS01260	B5M19_RS02630
OG0000572	MHP7448_RS01280	B5M19_RS02610
OG0000573	MHP7448_RS01710	B5M19_RS02070
OG0000574	MHP7448_RS01325	B5M19_RS02570
OG0000575	MHP7448_RS01235	B5M19_RS03670
OG0000576	MHP7448_RS03735	B5M19_RS02030
OG0000577	MHP7448_RS02680	B5M19_RS00910
OG0000578	MHP7448_RS02705	B5M19_RS00890
OG0000579	MHP7448_RS01805	B5M19_RS00615
OG0000580	MHP7448_RS02815	B5M19_RS02550
OG0000581	MHP7448_RS01800	B5M19_RS00600
OG0000582	MHP7448_RS03955	B5M19_RS04400
OG0000583	MHP7448_RS01700	B5M19_RS02060
OG0000584	MHP7448_RS02280, MHP7448_RS04015	B5M19_RS02310
OG0000588	MHP7448_RS01670	B5M19_RS02025
OG0000590	MHP7448_RS02270	B5M19_RS02320
OG0000591	MHP7448_RS03890	B5M19_RS04575
OG0000592	MHP7448_RS02670	B5M19_RS04115
OG0000593	MHP7448_RS03560	B5M19_RS00380
OG0000594	MHP7448_RS01240	B5M19_RS03650
OG0000596	MHP7448_RS01750	B5M19_RS02110
OG0000598	MHP7448_RS01755	B5M19_RS02115
OG0000599	MHP7448_RS01760	B5M19_RS02120
OG0000600	MHP7448_RS02285	B5M19_RS02305
OG0000601	MHP7448_RS01840	B5M19_RS00630
OG0000603	MHP7448_RS02300	B5M19_RS02285
OG0000604	MHP7448_RS04090	B5M19_RS04585
OG0000605	MHP7448_RS02305	B5M19_RS02280
OG0000606	MHP7448_RS01815	B5M19_RS00605
OG0000612	MHP7448_RS01770	B5M19_RS04320
OG0000615	MHP7448_RS02715	B5M19_RS00880
OG0000620	MHP7448_RS03820	B5M19_RS03820
OG0000626	MHP7448_RS03935	B5M19_RS03905
OG0000628	MHP7448_RS02340	B5M19_RS02245
OG0000629	MHP7448_RS03905	B5M19_RS03875
OG0000630	MHP7448_RS02350	B5M19_RS02235
OG0000631	MHP7448_RS02345	B5M19_RS02240
