Orthogroup	MHP_MHP653_genes	MHP_Ue273_genes
OG0000546	DR096_RS01200, DR096_RS04090	VQY17_RS02765
OG0000547	DR096_RS01080	VQY17_RS02895
OG0000548	DR096_RS01360	VQY17_RS01625
OG0000549	DR096_RS04755	VQY17_RS03315
OG0000550	DR096_RS00975	VQY17_RS03465
OG0000552	DR096_RS00675	VQY17_RS03130
OG0000553	DR096_RS04625	VQY17_RS02675
OG0000554	DR096_RS01730	VQY17_RS02395
OG0000557	DR096_RS02225	VQY17_RS01285
OG0000558	DR096_RS02255	VQY17_RS01255
OG0000559	DR096_RS02035	VQY17_RS01745
OG0000560	DR096_RS03410	VQY17_RS01880
OG0000561	DR096_RS01900	VQY17_RS01140
OG0000562	DR096_RS03405	VQY17_RS01885
OG0000563	DR096_RS03420	VQY17_RS01870
OG0000564	DR096_RS01675	VQY17_RS01305
OG0000565	DR096_RS00410	VQY17_RS01945
OG0000566	DR096_RS00400	VQY17_RS01925
OG0000567	DR096_RS00370	VQY17_RS01900
OG0000568	DR096_RS02070	VQY17_RS00685
OG0000569	DR096_RS02250	VQY17_RS01260
OG0000570	DR096_RS04685	VQY17_RS01265
OG0000571	DR096_RS02240	VQY17_RS01270
OG0000572	DR096_RS02220	VQY17_RS01290
OG0000573	DR096_RS02030	VQY17_RS01740
OG0000574	DR096_RS01655	VQY17_RS01325
OG0000575	DR096_RS02265	VQY17_RS01245
OG0000576	DR096_RS01985	VQY17_RS01690
OG0000578	DR096_RS01430	VQY17_RS02670
OG0000579	DR096_RS03475	VQY17_RS01845
OG0000580	DR096_RS04010	VQY17_RS02770
OG0000581	DR096_RS03460	VQY17_RS01830
OG0000582	DR096_RS04675	VQY17_RS01280
OG0000583	DR096_RS02020	VQY17_RS01730
OG0000585	DR096_RS02895	VQY17_RS02215
OG0000586	DR096_RS04145	VQY17_RS01705
OG0000587	DR096_RS04830	VQY17_RS01950
OG0000588	DR096_RS01980	VQY17_RS01680
OG0000591	DR096_RS03895	VQY17_RS01970
OG0000592	DR096_RS02445	VQY17_RS02640
OG0000593	DR096_RS01040	VQY17_RS03530
OG0000594	DR096_RS02260	VQY17_RS01250
OG0000596	DR096_RS03350	VQY17_RS01785
OG0000598	DR096_RS03355	VQY17_RS01790
OG0000599	DR096_RS03360	VQY17_RS01795
OG0000601	DR096_RS03415	VQY17_RS01875
OG0000604	DR096_RS04005	VQY17_RS02780
OG0000606	DR096_RS03465	VQY17_RS01840
OG0000608	DR096_RS04805	VQY17_RS01890
OG0000611	DR096_RS02585	VQY17_RS00090
OG0000612	DR096_RS03365	VQY17_RS01800
OG0000613	DR096_RS03890	VQY17_RS01965
OG0000618	DR096_RS04300	VQY17_RS03275
OG0000622	DR096_RS04235	VQY17_RS00950
OG0000625	DR096_RS03630	VQY17_RS01850
