Orthogroup	MHP_MHP653_genes	MHP_168L_genes
OG0000533	DR096_RS03320	MHP168L_RS01060
OG0000534	DR096_RS00125	MHP168L_RS00360
OG0000535	DR096_RS04655	MHP168L_RS00045
OG0000537	DR096_RS02110	MHP168L_RS00935
OG0000538	DR096_RS01915	MHP168L_RS01105
OG0000539	DR096_RS00295	MHP168L_RS00190
OG0000540	DR096_RS02455	MHP168L_RS02670
OG0000541	DR096_RS01465	MHP168L_RS02750
OG0000542	DR096_RS00155	MHP168L_RS00330
OG0000543	DR096_RS03760	MHP168L_RS03870, MHP168L_RS03535, MHP168L_RS01675
OG0000544	DR096_RS04680	MHP168L_RS01335
OG0000545	DR096_RS03395	MHP168L_RS01925
OG0000546	DR096_RS01200	MHP168L_RS02820
OG0000547	DR096_RS01080	MHP168L_RS02940
OG0000548	DR096_RS01360	MHP168L_RS01840
OG0000549	DR096_RS04755	MHP168L_RS03310
OG0000550	DR096_RS00975	MHP168L_RS03445
OG0000551	DR096_RS00810	MHP168L_RS03015
OG0000552	DR096_RS00675	MHP168L_RS03140
OG0000553	DR096_RS04625	MHP168L_RS02720
OG0000554	DR096_RS01730	MHP168L_RS02415
OG0000555	DR096_RS04580	MHP168L_RS02945
OG0000557	DR096_RS02225	MHP168L_RS01345
OG0000558	DR096_RS02255	MHP168L_RS01315
OG0000559	DR096_RS02035	MHP168L_RS01740
OG0000560	DR096_RS03410	MHP168L_RS01915
OG0000561	DR096_RS01900	MHP168L_RS01090
OG0000562	DR096_RS03405	MHP168L_RS01920
OG0000563	DR096_RS03420	MHP168L_RS01905
OG0000564	DR096_RS01675	MHP168L_RS03955
OG0000565	DR096_RS00410	MHP168L_RS01965
OG0000566	DR096_RS00400	MHP168L_RS01955
OG0000567	DR096_RS00370	MHP168L_RS01930
OG0000568	DR096_RS02070	MHP168L_RS00975
OG0000569	DR096_RS02250	MHP168L_RS01320
OG0000570	DR096_RS04685	MHP168L_RS01325
OG0000571	DR096_RS02240	MHP168L_RS01330
OG0000572	DR096_RS02220	MHP168L_RS01350
OG0000573	DR096_RS02030	MHP168L_RS01745
OG0000574	DR096_RS01655	MHP168L_RS01395
OG0000575	DR096_RS02265	MHP168L_RS01305
OG0000576	DR096_RS01985	MHP168L_RS01780
OG0000578	DR096_RS01430	MHP168L_RS02715
OG0000579	DR096_RS03475	MHP168L_RS01890
OG0000580	DR096_RS04010	MHP168L_RS04050
OG0000581	DR096_RS03460	MHP168L_RS01875
OG0000582	DR096_RS04675	MHP168L_RS03935
OG0000583	DR096_RS02020	MHP168L_RS01755
OG0000585	DR096_RS02895	MHP168L_RS02180
OG0000586	DR096_RS04145	MHP168L_RS01765
OG0000587	DR096_RS04830	MHP168L_RS04085
OG0000588	DR096_RS01980	MHP168L_RS01785
OG0000591	DR096_RS03895	MHP168L_RS04095
OG0000592	DR096_RS02445	MHP168L_RS02680
OG0000593	DR096_RS01040	MHP168L_RS03510
OG0000594	DR096_RS02260	MHP168L_RS01310
OG0000596	DR096_RS03350	MHP168L_RS01705
OG0000598	DR096_RS03355	MHP168L_RS01700
OG0000599	DR096_RS03360	MHP168L_RS01695
OG0000601	DR096_RS03415	MHP168L_RS01910
OG0000604	DR096_RS04005	MHP168L_RS04100
OG0000606	DR096_RS03465	MHP168L_RS01880
OG0000612	DR096_RS03365	MHP168L_RS04070
OG0000615	DR096_RS01440	MHP168L_RS02725
OG0000619	DR096_RS03470	MHP168L_RS01885
