Orthogroup	MHP_MHP650_genes	MHP_TB1_genes
OG0000548	DR083_RS03570	B5M19_RS03295
OG0000549	DR083_RS04845	B5M19_RS00585
OG0000550	DR083_RS00490	B5M19_RS04055
OG0000552	DR083_RS01755	B5M19_RS01550
OG0000553	DR083_RS04775	B5M19_RS00885
OG0000554	DR083_RS03145	B5M19_RS02655
OG0000556	DR083_RS04895	B5M19_RS02885, B5M19_RS02255
OG0000557	DR083_RS02430	B5M19_RS02615
OG0000558	DR083_RS02460	B5M19_RS03655
OG0000559	DR083_RS02095	B5M19_RS02075
OG0000560	DR083_RS02260	B5M19_RS00635
OG0000561	DR083_RS02015	B5M19_RS02205
OG0000562	DR083_RS02265	B5M19_RS00640
OG0000563	DR083_RS02250	B5M19_RS00625
OG0000564	DR083_RS01195	B5M19_RS03930
OG0000565	DR083_RS02325	B5M19_RS00685
OG0000566	DR083_RS02310	B5M19_RS00675
OG0000567	DR083_RS02280	B5M19_RS00650
OG0000568	DR083_RS01245	B5M19_RS01860
OG0000569	DR083_RS02455	B5M19_RS03665
OG0000570	DR083_RS04810	B5M19_RS02635
OG0000571	DR083_RS02445	B5M19_RS02630
OG0000572	DR083_RS02425	B5M19_RS02610
OG0000573	DR083_RS02090	B5M19_RS02070
OG0000574	DR083_RS01175	B5M19_RS02570
OG0000575	DR083_RS02470	B5M19_RS03670
OG0000576	DR083_RS05080	B5M19_RS02030
OG0000577	DR083_RS02190	B5M19_RS00910
OG0000578	DR083_RS02170	B5M19_RS00890
OG0000579	DR083_RS02240	B5M19_RS00615
OG0000580	DR083_RS03955	B5M19_RS02550
OG0000581	DR083_RS02225	B5M19_RS00600
OG0000582	DR083_RS04800	B5M19_RS04400
OG0000583	DR083_RS02080	B5M19_RS02060
OG0000584	DR083_RS02920, DR083_RS03400	B5M19_RS02310
OG0000585	DR083_RS04315	B5M19_RS02965
OG0000588	DR083_RS02040	B5M19_RS02025
OG0000590	DR083_RS02930	B5M19_RS02875
OG0000591	DR083_RS04130	B5M19_RS04575
OG0000592	DR083_RS02200	B5M19_RS04115
OG0000593	DR083_RS00810	B5M19_RS00380
OG0000594	DR083_RS02465	B5M19_RS03650
OG0000600	DR083_RS03395	B5M19_RS02305
OG0000601	DR083_RS02255	B5M19_RS00630
OG0000603	DR083_RS03390	B5M19_RS02285
OG0000604	DR083_RS03960	B5M19_RS04585
OG0000605	DR083_RS03385	B5M19_RS02280
OG0000606	DR083_RS02230	B5M19_RS00605
OG0000615	DR083_RS02160	B5M19_RS00880
OG0000616	DR083_RS03370	B5M19_RS02890
OG0000620	DR083_RS04270	B5M19_RS03820
OG0000632	DR083_RS05090	B5M19_RS04325
