Orthogroup	MHP_MHP650_genes	MHP_LH_genes
OG0000544	DR083_RS04805	KUD10_RS01325
OG0000545	DR083_RS04250	KUD10_RS01885
OG0000546	DR083_RS00580	KUD10_RS02865
OG0000547	DR083_RS05065	KUD10_RS02985
OG0000548	DR083_RS03570	KUD10_RS01655
OG0000549	DR083_RS04845	KUD10_RS03385
OG0000550	DR083_RS00490	KUD10_RS03530
OG0000552	DR083_RS01755	KUD10_RS03210
OG0000553	DR083_RS04775	KUD10_RS02770
OG0000554	DR083_RS03145	KUD10_RS02455
OG0000556	DR083_RS04895	KUD10_RS01170, KUD10_RS01160
OG0000557	DR083_RS02430	KUD10_RS01335
OG0000558	DR083_RS02460	KUD10_RS01305
OG0000559	DR083_RS02095	KUD10_RS01760
OG0000560	DR083_RS02260	KUD10_RS01875
OG0000561	DR083_RS02015	KUD10_RS01105
OG0000562	DR083_RS02265	KUD10_RS01880
OG0000563	DR083_RS02250	KUD10_RS01865
OG0000564	DR083_RS01195	KUD10_RS01360
OG0000565	DR083_RS02325	KUD10_RS01930
OG0000566	DR083_RS02310	KUD10_RS01915
OG0000567	DR083_RS02280	KUD10_RS01890
OG0000568	DR083_RS01245	KUD10_RS00680
OG0000569	DR083_RS02455	KUD10_RS01310
OG0000570	DR083_RS04810	KUD10_RS01315
OG0000571	DR083_RS02445	KUD10_RS01320
OG0000572	DR083_RS02425	KUD10_RS01340
OG0000573	DR083_RS02090	KUD10_RS01755
OG0000574	DR083_RS01175	KUD10_RS01380
OG0000575	DR083_RS02470	KUD10_RS01295
OG0000576	DR083_RS05080	KUD10_RS01715
OG0000577	DR083_RS02190	KUD10_RS02745
OG0000578	DR083_RS02170	KUD10_RS02765
OG0000579	DR083_RS02240	KUD10_RS01855
OG0000580	DR083_RS03955	KUD10_RS02870
OG0000581	DR083_RS02225	KUD10_RS01835
OG0000582	DR083_RS04800	KUD10_RS01330
OG0000583	DR083_RS02080	KUD10_RS01745
OG0000584	DR083_RS02920, DR083_RS03400	KUD10_RS01190
OG0000585	DR083_RS04315	KUD10_RS02275
OG0000586	DR083_RS02065	KUD10_RS01730
OG0000587	DR083_RS05025	KUD10_RS03745
OG0000588	DR083_RS02040	KUD10_RS01705
OG0000589	DR083_RS03545	KUD10_RS02220
OG0000590	DR083_RS02930	KUD10_RS01200
OG0000591	DR083_RS04130	KUD10_RS03705
OG0000592	DR083_RS02200	KUD10_RS02735
OG0000593	DR083_RS00810	KUD10_RS03595
OG0000594	DR083_RS02465	KUD10_RS01300
OG0000600	DR083_RS03395	KUD10_RS01185
OG0000601	DR083_RS02255	KUD10_RS01870
OG0000603	DR083_RS03390	KUD10_RS01180
OG0000604	DR083_RS03960	KUD10_RS03715
OG0000605	DR083_RS03385	KUD10_RS01175
OG0000606	DR083_RS02230	KUD10_RS01840
OG0000607	DR083_RS02480	KUD10_RS01285
OG0000609	DR083_RS05095	KUD10_RS01905
OG0000611	DR083_RS04405	KUD10_RS00090
OG0000613	DR083_RS04125	KUD10_RS01945
OG0000614	DR083_RS03615	KUD10_RS02240
