Orthogroup	MHP_MHP650_genes	MHP_Ue273_genes
OG0000559	DR083_RS02095	VQY17_RS01745
OG0000560	DR083_RS02260	VQY17_RS01880
OG0000561	DR083_RS02015	VQY17_RS01140
OG0000562	DR083_RS02265	VQY17_RS01885
OG0000563	DR083_RS02250	VQY17_RS01870
OG0000564	DR083_RS01195	VQY17_RS01305
OG0000565	DR083_RS02325	VQY17_RS01945
OG0000566	DR083_RS02310	VQY17_RS01925
OG0000567	DR083_RS02280	VQY17_RS01900
OG0000568	DR083_RS01245	VQY17_RS00685
OG0000569	DR083_RS02455	VQY17_RS01260
OG0000570	DR083_RS04810	VQY17_RS01265
OG0000571	DR083_RS02445	VQY17_RS01270
OG0000572	DR083_RS02425	VQY17_RS01290
OG0000573	DR083_RS02090	VQY17_RS01740
OG0000574	DR083_RS01175	VQY17_RS01325
OG0000575	DR083_RS02470	VQY17_RS01245
OG0000576	DR083_RS05080	VQY17_RS01690
OG0000577	DR083_RS02190	VQY17_RS02650
OG0000578	DR083_RS02170	VQY17_RS02670
OG0000579	DR083_RS02240	VQY17_RS01845
OG0000580	DR083_RS03955	VQY17_RS02770
OG0000581	DR083_RS02225	VQY17_RS01830
OG0000582	DR083_RS04800	VQY17_RS01280
OG0000583	DR083_RS02080	VQY17_RS01730
OG0000585	DR083_RS04315	VQY17_RS02215
OG0000586	DR083_RS02065	VQY17_RS01705
OG0000587	DR083_RS05025	VQY17_RS01950
OG0000588	DR083_RS02040	VQY17_RS01680
OG0000591	DR083_RS04130	VQY17_RS01970
OG0000592	DR083_RS02200	VQY17_RS02640
OG0000593	DR083_RS00810	VQY17_RS03530
OG0000594	DR083_RS02465	VQY17_RS01250
OG0000601	DR083_RS02255	VQY17_RS01875
OG0000604	DR083_RS03960	VQY17_RS02780
OG0000606	DR083_RS02230	VQY17_RS01840
OG0000608	DR083_RS02270	VQY17_RS01890
OG0000609	DR083_RS05095	VQY17_RS01915
OG0000610	DR083_RS04080	VQY17_RS00675
OG0000611	DR083_RS04405	VQY17_RS00090
OG0000613	DR083_RS04125	VQY17_RS01965
