Orthogroup	MHP_MHP650_genes	MHP_UFV02_genes
OG0000545	DR083_RS04260	FEF31_RS01575
OG0000545	DR083_RS04250	FEF31_RS01570
OG0000546	DR083_RS00580	FEF31_RS02530
OG0000547	DR083_RS05065	FEF31_RS02650
OG0000548	DR083_RS03570	FEF31_RS01255
OG0000549	DR083_RS04845	FEF31_RS04580
OG0000550	DR083_RS00490	FEF31_RS03135
OG0000552	DR083_RS01755	FEF31_RS03710
OG0000553	DR083_RS04775	FEF31_RS04535
OG0000554	DR083_RS03145	FEF31_RS02125
OG0000556	DR083_RS04895	FEF31_RS04460
OG0000557	DR083_RS02430	FEF31_RS00920
OG0000558	DR083_RS02460	FEF31_RS00890
OG0000559	DR083_RS02095	FEF31_RS01360
OG0000560	DR083_RS02260	FEF31_RS01560
OG0000561	DR083_RS02015	FEF31_RS00765
OG0000562	DR083_RS02265	FEF31_RS01565
OG0000563	DR083_RS02250	FEF31_RS01550
OG0000564	DR083_RS01195	FEF31_RS00945
OG0000565	DR083_RS02325	FEF31_RS01620
OG0000566	DR083_RS02310	FEF31_RS01605
OG0000567	DR083_RS02280	FEF31_RS01580
OG0000568	DR083_RS01245	FEF31_RS00340
OG0000569	DR083_RS02455	FEF31_RS00895
OG0000570	DR083_RS04810	FEF31_RS04405
OG0000571	DR083_RS02445	FEF31_RS00905
OG0000572	DR083_RS02425	FEF31_RS00925
OG0000573	DR083_RS02090	FEF31_RS01355
OG0000574	DR083_RS01175	FEF31_RS00965
OG0000575	DR083_RS02470	FEF31_RS00880
OG0000576	DR083_RS05080	FEF31_RS01315
OG0000577	DR083_RS02190	FEF31_RS02400
OG0000578	DR083_RS02170	FEF31_RS02420
OG0000579	DR083_RS02240	FEF31_RS01540
OG0000580	DR083_RS03955	FEF31_RS02535
OG0000581	DR083_RS02225	FEF31_RS01530
OG0000582	DR083_RS04800	FEF31_RS04415
OG0000583	DR083_RS02080	FEF31_RS01345
OG0000584	DR083_RS02920, DR083_RS03400	FEF31_RS01425
OG0000585	DR083_RS04315	FEF31_RS01950
OG0000586	DR083_RS02065	FEF31_RS01330
OG0000587	DR083_RS05025	FEF31_RS04780
OG0000588	DR083_RS02040	FEF31_RS01305
OG0000589	DR083_RS03545	FEF31_RS01890
OG0000591	DR083_RS04130	FEF31_RS04065
OG0000592	DR083_RS02200	FEF31_RS02390
OG0000593	DR083_RS00810	FEF31_RS03200
OG0000594	DR083_RS02465	FEF31_RS00885
OG0000600	DR083_RS03395	FEF31_RS01430
OG0000601	DR083_RS02255	FEF31_RS01555
OG0000603	DR083_RS03390	FEF31_RS01440
OG0000604	DR083_RS03960	FEF31_RS04155
OG0000605	DR083_RS03385	FEF31_RS01445
OG0000606	DR083_RS02230	FEF31_RS01535
OG0000607	DR083_RS02480	FEF31_RS00870
OG0000610	DR083_RS04080	FEF31_RS03930
OG0000613	DR083_RS04125	FEF31_RS01640
OG0000614	DR083_RS03615	FEF31_RS01905
OG0000615	DR083_RS02160	FEF31_RS02430
