Orthogroup	MHP_98_proteins	MHP_153B_proteins
OG0000573	WP_020835676.1	WP_020835676.1
OG0000574	WP_014579714.1	WP_011284018.1
OG0000575	WP_179696090.1	WP_011290089.1
OG0000576	WP_011290145.1	WP_404924148.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_179695994.1	WP_041361678.1
OG0000579	WP_179696112.1	WP_404924167.1
OG0000581	WP_179696111.1	WP_404924164.1
OG0000582	WP_233688696.1	WP_404924122.1
OG0000583	WP_179696072.1	WP_404924154.1
OG0000584	WP_179695832.1	WP_404923921.1
OG0000585	WP_160585768.1	WP_404923950.1
OG0000586	WP_228366131.1	WP_404924151.1
OG0000587	WP_308705296.1	WP_308507028.1
OG0000588	WP_179696076.1	WP_404924147.1
OG0000590	WP_258556509.1	WP_404912404.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000592	WP_258556545.1	WP_404923984.1
OG0000594	WP_179696096.1	WP_404924189.1
OG0000595	WP_179695915.1	WP_404924014.1
OG0000597	WP_044272591.1	WP_404924013.1
OG0000600	WP_179695833.1	WP_404923922.1
OG0000603	WP_011206361.1	WP_011206361.1
OG0000605	WP_258556510.1	WP_404923923.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_157696717.1	WP_157696717.1
OG0000610	WP_258556511.1	WP_269076320.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000616	WP_179695835.1	WP_011206358.1
OG0000617	WP_308705295.1	WP_371863322.1
