Orthogroup	MHP_98_proteins	MHP_116_proteins
OG0000568	WP_179695840.1	WP_044272325.1
OG0000569	WP_094521615.1	WP_348602768.1
OG0000570	WP_179696091.1	WP_348602769.1
OG0000571	WP_179696092.1	WP_011205986.1
OG0000572	WP_179696093.1	WP_348602772.1
OG0000573	WP_020835676.1	WP_348602814.1
OG0000574	WP_014579714.1	WP_348602779.1
OG0000575	WP_179696090.1	WP_348602765.1
OG0000576	WP_011290145.1	WP_348602806.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_179695994.1	WP_348602568.1
OG0000579	WP_179696112.1	WP_146379623.1
OG0000581	WP_179696111.1	WP_348602821.1
OG0000582	WP_233688696.1	WP_348602771.1
OG0000583	WP_179696072.1	WP_348602811.1
OG0000585	WP_160585768.1	WP_348602511.1
OG0000586	WP_228366131.1	WP_348602809.1
OG0000587	WP_308705296.1	WP_348602838.1
OG0000588	WP_179696076.1	WP_348602805.1
OG0000592	WP_258556545.1	WP_347952251.1
OG0000593	WP_179695862.1	WP_348602653.1
OG0000594	WP_179696096.1	WP_348602766.1
OG0000595	WP_179695915.1	WP_348602602.1
OG0000601	WP_179696108.1	WP_348602825.1
OG0000609	WP_157696717.1	WP_348602832.1
OG0000611	WP_225973003.1	WP_348602672.1
OG0000618	WP_179695894.1	WP_348602630.1
OG0000625	WP_308704619.1	WP_308704619.1
OG0000633	WP_041361634.1	WP_041361634.1
