Orthogroup	MFC_Ms42_genes	MHP_1257_genes
OG0000521	MYF_RS00230	ABKJ22_RS00260
OG0000522	MYF_RS00265	ABKJ22_RS00295
OG0000523	MYF_RS02830	ABKJ22_RS03245
OG0000524	MYF_RS00890	ABKJ22_RS02615
OG0000528	MYF_RS01435	ABKJ22_RS01990
OG0000529	MYF_RS01565	ABKJ22_RS02170
OG0000530	MYF_RS01630	ABKJ22_RS02300
OG0000531	MYF_RS01750	ABKJ22_RS01415
OG0000532	MYF_RS00620	ABKJ22_RS01625
OG0000533	MYF_RS02365	ABKJ22_RS01100
OG0000534	MYF_RS00345	ABKJ22_RS00375
OG0000535	MYF_RS00045	ABKJ22_RS00045
OG0000536	MYF_RS03070	ABKJ22_RS03430
OG0000537	MYF_RS02025	ABKJ22_RS00975
OG0000538	MYF_RS02395	ABKJ22_RS01140
OG0000539	MYF_RS00175	ABKJ22_RS00210
OG0000540	MYF_RS00910	ABKJ22_RS02585
OG0000541	MYF_RS00850	ABKJ22_RS02655
OG0000542	MYF_RS00315	ABKJ22_RS00345
OG0000547	MYF_RS00660	ABKJ22_RS02860
OG0000548	MYF_RS01205	ABKJ22_RS01595
OG0000549	MYF_RS02805	ABKJ22_RS03200
OG0000550	MYF_RS02925	ABKJ22_RS03345
OG0000551	MYF_RS02505	ABKJ22_RS02925
OG0000589	MYF_RS03220	ABKJ22_RS02245
