Orthogroup	MFC_ATCC27716_genes	MHP_1257_genes
OG0000524	MFC_RS03015	ABKJ22_RS02615
OG0000525	MFC_RS01685	ABKJ22_RS03210
OG0000528	MFC_RS00035	ABKJ22_RS01990
OG0000529	MFC_RS00430	ABKJ22_RS02170
OG0000530	MFC_RS00495	ABKJ22_RS02300
OG0000531	MFC_RS00615	ABKJ22_RS01415
OG0000532	MFC_RS00940	ABKJ22_RS01625
OG0000533	MFC_RS02185	ABKJ22_RS01100
OG0000534	MFC_RS02605	ABKJ22_RS00375
OG0000535	MFC_RS00190	ABKJ22_RS00045
OG0000536	MFC_RS00315	ABKJ22_RS03430
OG0000537	MFC_RS01840	ABKJ22_RS00975
OG0000538	MFC_RS02215	ABKJ22_RS01140
OG0000539	MFC_RS02435	ABKJ22_RS00210
OG0000540	MFC_RS03035	ABKJ22_RS02585
OG0000541	MFC_RS01170	ABKJ22_RS02655
OG0000542	MFC_RS02575	ABKJ22_RS00345
OG0000547	MFC_RS00980	ABKJ22_RS02860
OG0000548	MFC_RS01285	ABKJ22_RS01595
OG0000549	MFC_RS01675	ABKJ22_RS03200
OG0000550	MFC_RS02750	ABKJ22_RS03345
OG0000551	MFC_RS02325	ABKJ22_RS02925
OG0000589	MFC_RS03260	ABKJ22_RS02245
