Orthogroup	MHP_111A_genes	MHP_7448_genes
OG0000522	NB623_RS00290	MHP7448_RS00300
OG0000523	NB623_RS03540	MHP7448_RS03395
OG0000524	NB623_RS02840	MHP7448_RS02695
OG0000525	NB623_RS03505	MHP7448_RS03365
OG0000526	NB623_RS02260	MHP7448_RS03985
OG0000527	NB623_RS02315	MHP7448_RS01795
OG0000528	NB623_RS02080	MHP7448_RS02035
OG0000531	NB623_RS01520	MHP7448_RS01415
OG0000532	NB623_RS01745	MHP7448_RS01645
OG0000533	NB623_RS00595	MHP7448_RS00600
OG0000534	NB623_RS00370	MHP7448_RS00380
OG0000536	NB623_RS03735	MHP7448_RS03575
OG0000540	NB623_RS02805	MHP7448_RS02660
OG0000541	NB623_RS02880	MHP7448_RS02740
OG0000543	NB623_RS01930	MHP7448_RS01585
OG0000544	NB623_RS01375	MHP7448_RS01265
OG0000545	NB623_RS02270	MHP7448_RS01860
OG0000546	NB623_RS02950	MHP7448_RS02810
OG0000552	NB623_RS03300	MHP7448_RS03180
OG0000553	NB623_RS02855	MHP7448_RS02710
OG0000554	NB623_RS02535	MHP7448_RS02415
OG0000555	NB623_RS03080	MHP7448_RS04050
OG0000557	NB623_RS01385	MHP7448_RS01275
OG0000558	NB623_RS01355	MHP7448_RS01245
OG0000559	NB623_RS01825	MHP7448_RS01715
OG0000560	NB623_RS02290	MHP7448_RS01845
OG0000561	NB623_RS01240	MHP7448_RS01110
OG0000562	NB623_RS02280	MHP7448_RS01850
OG0000563	NB623_RS02295	MHP7448_RS01835
OG0000564	NB623_RS01405	MHP7448_RS03960
OG0000565	NB623_RS02220	MHP7448_RS01900
OG0000566	NB623_RS02240	MHP7448_RS01890
OG0000567	NB623_RS02265	MHP7448_RS01865
OG0000568	NB623_RS00685	MHP7448_RS00695
OG0000569	NB623_RS01360	MHP7448_RS01250
OG0000570	NB623_RS01365	MHP7448_RS01255
OG0000571	NB623_RS01370	MHP7448_RS01260
OG0000572	NB623_RS01390	MHP7448_RS01280
OG0000573	NB623_RS01820	MHP7448_RS01710
OG0000574	NB623_RS01425	MHP7448_RS01325
OG0000575	NB623_RS01350	MHP7448_RS01235
OG0000576	NB623_RS01775	MHP7448_RS03735
OG0000577	NB623_RS02825	MHP7448_RS02680
OG0000578	NB623_RS02850	MHP7448_RS02705
OG0000579	NB623_RS02305	MHP7448_RS01805
OG0000580	NB623_RS02955	MHP7448_RS02815
OG0000581	NB623_RS02310	MHP7448_RS01800
OG0000582	NB623_RS01380	MHP7448_RS03955
OG0000583	NB623_RS01810	MHP7448_RS01700
OG0000584	NB623_RS01955	MHP7448_RS02280, MHP7448_RS04015
OG0000586	NB623_RS01795	MHP7448_RS01690
OG0000587	NB623_RS02215	MHP7448_RS04085
OG0000588	NB623_RS01765	MHP7448_RS01670
OG0000591	NB623_RS02200	MHP7448_RS03890
OG0000592	NB623_RS02815	MHP7448_RS02670
OG0000593	NB623_RS03720	MHP7448_RS03560
OG0000595	NB623_RS03160	MHP7448_RS03030
OG0000596	NB623_RS01870	MHP7448_RS01750
OG0000597	NB623_RS03155	MHP7448_RS03025
OG0000598	NB623_RS01875	MHP7448_RS01755
OG0000599	NB623_RS01880	MHP7448_RS01760
OG0000600	NB623_RS01960	MHP7448_RS02285
OG0000604	NB623_RS02965	MHP7448_RS04090
OG0000607	NB623_RS01335	MHP7448_RS03855
OG0000608	NB623_RS02275	MHP7448_RS03865
OG0000609	NB623_RS02250	MHP7448_RS03875
OG0000610	NB623_RS00675	MHP7448_RS04080
OG0000611	NB623_RS00100	MHP7448_RS00090
OG0000612	NB623_RS01885	MHP7448_RS01770
OG0000613	NB623_RS02205	MHP7448_RS01910
OG0000623	NB623_RS01895, NB623_RS02335	MHP7448_RS03940
