Orthogroup	MHP_111A_genes	MHP_MHP699_genes
OG0000574	NB623_RS01425	DR100_RS00230
OG0000575	NB623_RS01350	DR100_RS00145
OG0000576	NB623_RS01775	DR100_RS02230
OG0000577	NB623_RS02825	DR100_RS01810
OG0000578	NB623_RS02850	DR100_RS02465
OG0000579	NB623_RS02305	DR100_RS03380
OG0000580	NB623_RS02955	DR100_RS04170
OG0000581	NB623_RS02310	DR100_RS03395
OG0000582	NB623_RS01380	DR100_RS04565
OG0000583	NB623_RS01810	DR100_RS02195
OG0000584	NB623_RS01955	DR100_RS01610
OG0000585	NB623_RS02350	DR100_RS03870
OG0000586	NB623_RS01795	DR100_RS02210
OG0000587	NB623_RS02215	DR100_RS04190
OG0000588	NB623_RS01765	DR100_RS02235
OG0000589	NB623_RS01010	DR100_RS03530
OG0000590	NB623_RS01945	DR100_RS01620
OG0000591	NB623_RS02200	DR100_RS04185
OG0000593	NB623_RS03720	DR100_RS01275
OG0000596	NB623_RS01870	DR100_RS02145
OG0000598	NB623_RS01875	DR100_RS02140
OG0000599	NB623_RS01880	DR100_RS02135
OG0000600	NB623_RS01960	DR100_RS01605
OG0000603	NB623_RS01965	DR100_RS01600
OG0000604	NB623_RS02965	DR100_RS04165
OG0000607	NB623_RS01335	DR100_RS00135
OG0000608	NB623_RS02275	DR100_RS02105
OG0000612	NB623_RS01885	DR100_RS04200
OG0000614	NB623_RS00975	DR100_RS04525
OG0000616	NB623_RS01975	DR100_RS01580
OG0000617	NB623_RS01780	DR100_RS02225
OG0000622	NB623_RS00960	DR100_RS04015
OG0000668	NB623_RS02225	DR100_RS02055
