HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N3.HOG0000306	OG0000076	n7																						WP_011289987.1	WP_011289987.1																					
N3.HOG0000307	OG0000076	n19									WP_404912160.1	WP_404913700.1						WP_160607908.1	WP_160607908.1															WP_160607908.1			WP_160607908.1									WP_160607908.1
N3.HOG0000308	OG0000077	n0									WP_404912169.1	WP_404912169.1						WP_404924080.1	WP_404924080.1					WP_011289996.1	WP_011289996.1				WP_146379479.1					WP_160615512.1	WP_160590009.1	WP_160585806.1	WP_146379479.1			WP_146379479.1						WP_347952370.1
N3.HOG0000309	OG0000078	n3																																	WP_160590237.1	WP_160585694.1				WP_160585058.1						
N3.HOG0000310	OG0000078	n7																											WP_146379578.1																	WP_347952448.1
N3.HOG0000311	OG0000078	n12									WP_404912379.1	WP_404913744.1						WP_404924153.1	WP_404924153.1						WP_044272427.1									WP_258555939.1			WP_160607947.1									
N3.HOG0000312	OG0000078	n23																																WP_258555938.1												
N3.HOG0000313	OG0000078	n40																						WP_020835673.1																						
N3.HOG0000314	OG0000079	n0									WP_404911913.1	WP_404911913.1						WP_404923976.1	WP_404923976.1					WP_020835797.1	WP_011206305.1				WP_146379663.1					WP_160608044.1	WP_020835797.1	WP_011206305.1	WP_160608044.1			WP_011206305.1						WP_146379663.1
N3.HOG0000315	OG0000080	n0									WP_011206314.1	WP_011206314.1						WP_404923980.1	WP_404923980.1					WP_011206314.1	WP_011206314.1				WP_192894279.1					WP_011206314.1	WP_179695988.1	WP_179695988.1	WP_011206314.1			WP_280996592.1						WP_179695988.1
N3.HOG0000316	OG0000081	n0									WP_160615521.1	WP_160615521.1						WP_404924076.1	WP_404924076.1					WP_011289985.1	WP_011289985.1				WP_225973010.1					WP_160615521.1	WP_160590000.1	WP_160585534.1	WP_135618515.1			WP_160584758.1						WP_347952367.1
N3.HOG0000317	OG0000082	n3																WP_404923966.1																												
N3.HOG0000318	OG0000082	n9																																						WP_280996671.1						
N3.HOG0000319	OG0000082	n11																						WP_236607951.1										WP_258555932.1		WP_371807680.1	WP_258555583.1			WP_280996673.1						
N3.HOG0000320	OG0000082	n29																							WP_081420852.1				WP_225972983.1																	
N3.HOG0000321	OG0000083	n0									WP_011206216.1	WP_011206216.1						WP_014579823.1	WP_014579823.1					WP_014579823.1	WP_014579823.1				WP_146379599.1					WP_160585593.1	WP_160590043.1	WP_160585593.1	WP_160590043.1			WP_011206216.1						WP_011206216.1
N3.HOG0000322	OG0000084	n0									WP_011284142.1	WP_011284142.1						WP_011284142.1	WP_011284142.1					WP_011284142.1	WP_011284142.1				WP_011284142.1					WP_011206222.1	WP_011284142.1	WP_011206222.1	WP_011284142.1			WP_011284142.1						WP_011284142.1
N3.HOG0000323	OG0000085	n0									WP_011206223.1	WP_011206223.1						WP_011206223.1	WP_011206223.1					WP_020835729.1	WP_011206223.1				WP_146379595.1					WP_011206223.1	WP_160590049.1	WP_011206223.1	WP_160590049.1			WP_011206223.1						WP_011206223.1
N3.HOG0000324	OG0000086	n0									WP_404912428.1	WP_404913754.1						WP_011290207.1	WP_404924571.1					WP_011290207.1	WP_011290207.1				WP_146379593.1					WP_160615566.1	WP_160590052.1	WP_160585778.1	WP_160590052.1			WP_160585130.1						WP_347952209.1
N3.HOG0000325	OG0000087	n0									WP_404912425.1	WP_404912425.1						WP_404912425.1	WP_404912425.1					WP_020835732.1	WP_044272477.1				WP_020835732.1					WP_020835732.1	WP_020835732.1	WP_044272477.1	WP_020835732.1			WP_044272477.1						WP_020835732.1
N3.HOG0000326	OG0000088	n0									WP_020835733.1	WP_020835733.1						WP_020835733.1	WP_020835733.1					WP_020835733.1	WP_044272480.1				WP_146379590.1					WP_020835733.1	WP_160590058.1	WP_044272480.1	WP_160590058.1			WP_044272480.1						WP_020835733.1
N3.HOG0000327	OG0000089	n0									WP_011206231.1	WP_011206231.1						WP_011290212.1	WP_011290212.1					WP_011290212.1	WP_011290212.1				WP_011290212.1					WP_011206231.1	WP_011206231.1	WP_011206231.1	WP_011290212.1			WP_011206231.1						WP_347952211.1
N3.HOG0000328	OG0000090	n0									WP_020835488.1	WP_020835488.1						WP_404924059.1	WP_404924059.1					WP_020835488.1	WP_011289936.1				WP_094521535.1					WP_094521535.1	WP_094521535.1	WP_160585750.1	WP_020835488.1			WP_011283835.1						WP_020835488.1
N3.HOG0000329	OG0000091	n0									WP_020835487.1	WP_020835487.1						WP_020835487.1	WP_020835487.1					WP_020835487.1	WP_020835487.1				WP_020835487.1					WP_160615746.1	WP_160584849.1	WP_020835487.1	WP_020835487.1			WP_160584849.1						WP_020835487.1
N3.HOG0000330	OG0000092	n0									WP_404912119.1	WP_404912119.1						WP_011205847.1	WP_011205847.1					WP_020835485.1	WP_011205847.1				WP_011205847.1					WP_011205847.1	WP_011205847.1	WP_011205847.1	WP_011205847.1			WP_011205847.1						WP_011205847.1
N3.HOG0000331	OG0000093	n0									WP_011205846.1	WP_011205846.1						WP_011205846.1	WP_011205846.1					WP_020835484.1	WP_044272266.1				WP_020835484.1					WP_160584856.1	WP_020835484.1	WP_020835484.1	WP_160584856.1			WP_160584856.1						WP_020835484.1
N3.HOG0000332	OG0000094	n0									WP_014579519.1	WP_014579519.1						WP_014579519.1	WP_014579519.1					WP_020835483.1	WP_020835483.1				WP_014579519.1					WP_014579519.1	WP_014579519.1	WP_014579519.1	WP_160606485.1			WP_014579519.1						WP_020835483.1
N3.HOG0000333	OG0000095	n0									WP_044272251.1	WP_044272251.1						WP_044272251.1	WP_044272251.1					WP_020835480.1	WP_044272251.1				WP_044272251.1					WP_044272251.1	WP_044272251.1	WP_160585829.1	WP_044272251.1			WP_044272251.1						WP_347952339.1
N3.HOG0000334	OG0000096	n0									WP_404912113.1	WP_404912113.1						WP_011206529.1	WP_011206529.1					WP_011206529.1	WP_011206529.1				WP_011206529.1					WP_160615742.1	WP_011206529.1	WP_011206529.1	WP_011206529.1			WP_011206529.1						WP_011206529.1
N3.HOG0000335	OG0000097	n0									WP_404912105.1	WP_404912105.1						WP_404924056.1	WP_404924056.1					WP_041361816.1	WP_228366118.1				WP_146379771.1					WP_258555934.1	WP_146379771.1	WP_258555535.1	WP_258555535.1			WP_258555934.1						WP_347952335.1
N3.HOG0000336	OG0000098	n0									WP_011290444.1	WP_011290444.1						WP_160588100.1	WP_160588100.1					WP_020835932.1	WP_011290444.1				WP_146379769.1					WP_146379769.1	WP_146379769.1	WP_160585760.1	WP_146379769.1			WP_160584867.1						WP_347952333.1
N3.HOG0000337	OG0000099	n0									WP_404912092.1	WP_404912092.1						WP_404924051.1	WP_404924605.1					WP_020835924.1	WP_044272675.1				WP_146379765.1					WP_160615967.1	WP_160590366.1	WP_160585573.1, WP_308507019.1	WP_160607759.1			WP_160585306.1						WP_347952328.1
N3.HOG0000338	OG0000100	n0									WP_011290432.1	WP_011290432.1						WP_404924049.1	WP_404924049.1					WP_020835921.1	WP_011290432.1				WP_146379762.1					WP_011290432.1	WP_011290432.1	WP_160585575.1	WP_011290432.1			WP_160584888.1						WP_347952325.1
N3.HOG0000339	OG0000101	n0									WP_011206510.1	WP_011206510.1						WP_011206510.1	WP_011206510.1					WP_011206510.1	WP_011206510.1				WP_011206510.1					WP_011206510.1	WP_011206510.1	WP_011206510.1	WP_011206510.1			WP_011206510.1						WP_011206510.1
N3.HOG0000340	OG0000102	n0									WP_404912445.1	WP_404912445.1						WP_020835678.1	WP_020835678.1					WP_020835678.1	WP_044272430.1				WP_225973035.1					WP_020835678.1	WP_135619192.1	WP_160585050.1	WP_135619192.1			WP_160585050.1						WP_347952452.1
N3.HOG0000341	OG0000103	n0									WP_146379627.1	WP_146379627.1						WP_011290214.1	WP_011290214.1					WP_011290214.1	WP_011290214.1				WP_146379627.1					WP_160615871.1	WP_160590311.1	WP_160585769.1	WP_160585202.1			WP_160585202.1						WP_011290214.1
N3.HOG0000342	OG0000104	n0									WP_011206239.1	WP_011206239.1						WP_011206239.1	WP_011206239.1					WP_011206239.1	WP_011206239.1				WP_011206239.1					WP_011206239.1	WP_011206239.1	WP_011206239.1	WP_160607672.1			WP_011206239.1						WP_011206239.1
N3.HOG0000343	OG0000105	n0									WP_146379630.1	WP_146379630.1						WP_146379630.1	WP_146379630.1					WP_011290216.1	WP_011290216.1				WP_146379630.1					WP_011206242.1	WP_160588282.1	WP_135618882.1	WP_160607676.1			WP_146379630.1						WP_347952214.1
N3.HOG0000344	OG0000106	n0									WP_146379631.1	WP_146379631.1						WP_404923951.1	WP_404923951.1					WP_011290218.1	WP_011290218.1				WP_146379631.1					WP_135618884.1	WP_146379631.1	WP_160585771.1	WP_146379631.1			WP_160585203.1						WP_146379631.1
N3.HOG0000345	OG0000107	n0									WP_011284169.1	WP_011284169.1						WP_011284169.1	WP_011284169.1					WP_020835753.1	WP_011284169.1				WP_011284169.1					WP_011284169.1	WP_011284169.1	WP_011284169.1	WP_011284169.1			WP_011284169.1						WP_011284169.1
N3.HOG0000346	OG0000108	n0									WP_404911836.1	WP_404911836.1						WP_192894278.1	WP_192894278.1					WP_011206247.1	WP_011206247.1				WP_192894278.1					WP_308507045.1	WP_192894278.1	WP_192894278.1	WP_308704677.1			WP_308506995.1						WP_192894278.1
N3.HOG0000347	OG0000109	n0									WP_146379632.1	WP_146379632.1						WP_220200503.1	WP_220200503.1					WP_020835754.1	WP_020835754.1				WP_146379632.1					WP_146379632.1	WP_160590309.1	WP_146379632.1	WP_160607678.1			WP_160585205.1						WP_347952216.1
N3.HOG0000348	OG0000110	n0									WP_020835772.1	WP_020835772.1						WP_020835772.1	WP_020835772.1					WP_020835772.1	WP_011290256.1				WP_146379648.1					WP_146379648.1	WP_146379648.1	WP_160585726.1	WP_146379648.1			WP_146379648.1						WP_347952231.1
N3.HOG0000349	OG0000111	n0									WP_020835771.1	WP_020835771.1						WP_020835771.1	WP_020835771.1					WP_020835771.1	WP_044272514.1				WP_225972982.1					WP_225972982.1	WP_258555712.1	WP_258555345.1	WP_258555584.1			WP_280996668.1						WP_347952230.1
N3.HOG0000350	OG0000112	n0									WP_404911866.1	WP_404911866.1						WP_404923963.1	WP_404923963.1					WP_020835769.1	WP_228366098.1				WP_225972981.1					WP_258555931.1	WP_258555585.1	WP_237697204.1	WP_258555585.1			WP_280996666.1						WP_347952229.1
N3.HOG0000351	OG0000113	n0									WP_404911858.1	WP_404911858.1						WP_404923959.1	WP_160585296.1					WP_020835765.1	WP_014579864.1				WP_146379641.1					WP_020835765.1	WP_160590507.1	WP_160585296.1	WP_160585296.1			WP_160585296.1						WP_347952226.1
N3.HOG0000352	OG0000114	n0									WP_404911856.1	WP_404911856.1						WP_404923958.1	WP_404923958.1					WP_236607949.1	WP_044272509.1				WP_225972979.1					WP_258555964.1	WP_258555347.1	WP_258555347.1	WP_258555588.1			WP_243216202.1						WP_347952224.1
N3.HOG0000353	OG0000115	n0									WP_011290245.1	WP_011290245.1						WP_011284183.1	WP_011284183.1					WP_011284183.1	WP_011290245.1				WP_011290245.1					WP_011290245.1	WP_011290245.1	WP_160585718.1	WP_011290245.1			WP_160585302.1						WP_011284183.1
N3.HOG0000354	OG0000116	n0									WP_404912315.1	WP_404912315.1						WP_011290103.1	WP_011290103.1					WP_011290103.1	WP_011290103.1				WP_146379549.1					WP_160615716.1	WP_160590505.1	WP_135618674.1	WP_160608082.1			WP_135618674.1						WP_347952415.1
N3.HOG0000355	OG0000117	n0									WP_160615714.1	WP_160615714.1						WP_044272388.1	WP_044272388.1					WP_020835633.1	WP_044272388.1				WP_146379550.1					WP_160615714.1	WP_160590503.1	WP_160585555.1	WP_160608080.1			WP_160584714.1						WP_347952416.1
N3.HOG0000356	OG0000118	n0									WP_404912325.1	WP_404912325.1						WP_404924127.1	WP_404924127.1					WP_011290108.1	WP_011290108.1				WP_011290108.1					WP_308507037.1	WP_179696056.1	WP_011290108.1	WP_011290108.1			WP_011290108.1						WP_179696056.1
N3.HOG0000357	OG0000119	n0									WP_160585678.1	WP_160585678.1						WP_160585678.1	WP_160585678.1					WP_020835638.1	WP_011290109.1				WP_135618686.1					WP_160615708.1	WP_135618686.1	WP_160585678.1	WP_135618686.1			WP_135618686.1						WP_135618686.1
N3.HOG0000358	OG0000120	n0									WP_011284027.1	WP_011284027.1						WP_011284027.1	WP_011284027.1					WP_011284027.1	WP_011284027.1				WP_011284027.1					WP_160585676.1	WP_160590292.1	WP_160585676.1	WP_160590292.1			WP_011284027.1						WP_011284027.1
N3.HOG0000359	OG0000121	n0									WP_011284032.1	WP_011284032.1						WP_146379557.1	WP_146379557.1					WP_011284032.1	WP_011290114.1				WP_146379557.1					WP_011284032.1	WP_011284032.1	WP_011284032.1	WP_011284032.1			WP_011284032.1						WP_011284032.1
N3.HOG0000360	OG0000122	n0									WP_020835643.1	WP_020835643.1						WP_020835643.1	WP_020835643.1					WP_020835643.1	WP_044272399.1				WP_020835643.1					WP_020835643.1	WP_020835643.1	WP_160585674.1	WP_020835643.1			WP_020835643.1						WP_020835643.1
N3.HOG0000361	OG0000123	n0									WP_011205954.1	WP_011205954.1						WP_011205954.1	WP_011205954.1					WP_011205954.1	WP_011205954.1				WP_011205954.1					WP_011205954.1	WP_011205954.1	WP_011205954.1	WP_011205954.1			WP_011205954.1						WP_011205954.1
N3.HOG0000362	OG0000124	n0									WP_011290118.1	WP_011290118.1						WP_404924132.1	WP_404924132.1					WP_011290118.1	WP_011290118.1				WP_011205953.1					WP_011290118.1	WP_011205953.1	WP_011205953.1	WP_011290118.1			WP_011290118.1						WP_347952423.1
N3.HOG0000363	OG0000125	n0									WP_011205952.1	WP_011205952.1						WP_011205952.1	WP_011205952.1					WP_011205952.1	WP_011205952.1				WP_011205952.1					WP_011205952.1	WP_011205952.1	WP_011205952.1	WP_011205952.1			WP_011205952.1						WP_347952424.1
N3.HOG0000364	OG0000126	n0									WP_160606641.1	WP_160606641.1						WP_160606641.1	WP_160606641.1					WP_011290120.1	WP_011290120.1				WP_146379560.1					WP_011290120.1	WP_011290120.1	WP_160585671.1	WP_011290120.1			WP_160585089.1						WP_011290120.1
N3.HOG0000365	OG0000127	n0									WP_011290122.1	WP_011290122.1						WP_160590282.1	WP_160590282.1					WP_011290122.1	WP_011290122.1				WP_146379562.1					WP_011290122.1	WP_160590282.1	WP_011290122.1	WP_160590282.1			WP_011290122.1						WP_011290122.1
N3.HOG0000366	OG0000128	n0									WP_404912339.1	WP_404912339.1						WP_146379564.1	WP_146379564.1					WP_020835650.1	WP_044272408.1				WP_146379564.1					WP_160585820.1	WP_160590278.1	WP_160585820.1	WP_160607796.1			WP_160585095.1						WP_347952426.1
N3.HOG0000367	OG0000129	n0									WP_020835651.1	WP_020835651.1						WP_014579732.1	WP_014579732.1					WP_020835651.1	WP_014579732.1				WP_014579732.1					WP_014579732.1	WP_014579732.1	WP_014579732.1	WP_014579732.1			WP_014579732.1						WP_014579732.1
N3.HOG0000368	OG0000130	n0									WP_011284046.1	WP_011284046.1						WP_011284046.1	WP_011284046.1					WP_011284046.1	WP_011284046.1				WP_011284046.1					WP_011284046.1	WP_160590274.1	WP_011284046.1	WP_011284046.1			WP_011284046.1						WP_011284046.1
N3.HOG0000369	OG0000131	n0									WP_094521635.1	WP_094521635.1						WP_160585099.1	WP_160585099.1					WP_011284047.1	WP_011284047.1				WP_146379566.1					WP_146379566.1	WP_146379566.1	WP_146379566.1	WP_160585099.1			WP_160585099.1						WP_146379566.1
N3.HOG0000370	OG0000132	n0									WP_404912347.1	WP_404912347.1						WP_011205939.1	WP_011205939.1					WP_011205939.1	WP_044272410.1				WP_135618714.1					WP_094521636.1	WP_160590270.1	WP_094521636.1	WP_094521636.1			WP_094521636.1						WP_011205939.1
N3.HOG0000371	OG0000133	n0									WP_014579589.1	WP_014579589.1						WP_014579589.1	WP_014579589.1					WP_014579589.1	WP_014579589.1				WP_014579589.1					WP_094521764.1	WP_014579589.1	WP_094521764.1	WP_094521764.1			WP_014579589.1						WP_014579589.1
N3.HOG0000372	OG0000134	n0									WP_404912178.1	WP_404912178.1						WP_225973012.1	WP_225973012.1					WP_020835541.1	WP_228366123.1				WP_225973012.1					WP_308507044.1	WP_233688635.1	WP_308507009.1	WP_308704690.1			WP_228365407.1						WP_347952377.1
N3.HOG0000373	OG0000135	n0									WP_011206120.1	WP_011206120.1						WP_160585148.1	WP_160585148.1					WP_011206120.1	WP_011206120.1				WP_011206120.1					WP_160585148.1	WP_011206120.1	WP_011206120.1	WP_011206120.1			WP_160585148.1						WP_347952378.1
N3.HOG0000374	OG0000136	n0									WP_179695961.1	WP_179695961.1						WP_179695961.1	WP_179695961.1					WP_020835542.1	WP_011290005.1				WP_011206119.1					WP_135618546.1	WP_135618546.1	WP_011206119.1	WP_135618546.1			WP_011206119.1						WP_347952379.1
N3.HOG0000375	OG0000137	n0									WP_011206113.1	WP_011206113.1						WP_011206113.1	WP_011206113.1					WP_011206113.1	WP_011206113.1				WP_011206113.1					WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1			WP_011206113.1						WP_011206113.1
N3.HOG0000376	OG0000138	n0									WP_160584793.1	WP_160584793.1						WP_404924103.1	WP_404924103.1					WP_020835566.1	WP_011290014.1				WP_146379494.1					WP_160584793.1	WP_160584793.1	WP_160585793.1	WP_160608058.1			WP_160584793.1						WP_160584793.1
N3.HOG0000377	OG0000139	n0									WP_011290017.1	WP_011290017.1						WP_011206102.1	WP_011206102.1					WP_011290017.1	WP_011290017.1				WP_011206102.1					WP_011290017.1	WP_011206102.1	WP_011206102.1	WP_011206102.1			WP_011290017.1						WP_011290017.1
N3.HOG0000378	OG0000140	n0									WP_011206101.1	WP_011206101.1						WP_160584795.1	WP_160584795.1					WP_011206101.1	WP_011206101.1				WP_146379496.1					WP_160584795.1	WP_160584795.1	WP_011206101.1	WP_160608056.1			WP_160584795.1						WP_011206101.1
N3.HOG0000379	OG0000141	n0									WP_011284290.1	WP_011284290.1						WP_011284290.1	WP_011284290.1					WP_011284290.1	WP_011290345.1				WP_146379698.1					WP_011290345.1	WP_011290345.1	WP_146379698.1	WP_011284290.1			WP_160584965.1						WP_146379698.1
N3.HOG0000380	OG0000142	n0									WP_011284289.1	WP_160607860.1						WP_011284289.1	WP_011284289.1					WP_020835848.1	WP_011290344.1				WP_011284289.1					WP_160615645.1	WP_160587865.1	WP_160585625.1	WP_160607860.1			WP_011284289.1						WP_011284289.1
N3.HOG0000381	OG0000143	n0									WP_135619026.1	WP_404913770.1						WP_135619026.1	WP_135619026.1					WP_011206391.1	WP_011206391.1				WP_011206391.1					WP_011206391.1	WP_135619026.1	WP_011206391.1	WP_011206391.1			WP_011206391.1						WP_011206391.1
N3.HOG0000382	OG0000144	n0									WP_404911973.1	WP_404911973.1						WP_404924007.1	WP_404924007.1					WP_020835844.1	WP_044272582.1				WP_146379694.1					WP_160615647.1	WP_044272582.1	WP_160585623.1	WP_160607856.1			WP_160584969.1						WP_020835844.1
N3.HOG0000383	OG0000145	n0									WP_225972996.1	WP_225972996.1						WP_225972996.1	WP_225972996.1					WP_225972996.1	WP_225972996.1				WP_225972996.1					WP_228365394.1	WP_258555674.1	WP_225972996.1	WP_225972996.1			WP_225972996.1						WP_228365394.1
N3.HOG0000384	OG0000146	n0									WP_011206385.1	WP_011206385.1						WP_011206385.1	WP_011206385.1					WP_011206385.1	WP_011206385.1				WP_146379692.1					WP_160615649.1	WP_011206385.1	WP_011206385.1	WP_011206385.1			WP_011206385.1						WP_011206385.1
N3.HOG0000385	OG0000147	n0									WP_011206384.1	WP_011206384.1						WP_011206384.1	WP_011206384.1					WP_011206384.1	WP_011206384.1				WP_011206384.1					WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1			WP_011206384.1						WP_011206384.1
N3.HOG0000386	OG0000148	n0									WP_404911967.1	WP_404911967.1						WP_135619012.1	WP_135619012.1					WP_041361684.1	WP_011290333.1				WP_135619012.1					WP_135619012.1	WP_160587854.1	WP_135619012.1	WP_160607848.1			WP_135619012.1						WP_135619012.1
N3.HOG0000387	OG0000149	n0									WP_011290331.1	WP_011290331.1						WP_011290331.1	WP_011290331.1					WP_011290331.1	WP_011290331.1				WP_011290331.1					WP_011290331.1	WP_011290331.1	WP_011290331.1	WP_011290331.1			WP_011290331.1						WP_011290331.1
N3.HOG0000388	OG0000150	n0									WP_011206376.1	WP_011206376.1						WP_135619006.1	WP_135619006.1					WP_011206376.1	WP_011290328.1				WP_135619006.1					WP_135619006.1	WP_160590153.1	WP_135619006.1	WP_011206376.1			WP_160584978.1						WP_011206376.1
N3.HOG0000389	OG0000151	n0									WP_020835828.1	WP_020835828.1						WP_404923997.1	WP_404923997.1					WP_020835828.1	WP_020835828.1				WP_020835828.1					WP_020835828.1	WP_160590464.1	WP_160585685.1	WP_160608076.1			WP_135618994.1						WP_020835828.1
N3.HOG0000390	OG0000152	n0									WP_020835827.1	WP_020835827.1						WP_404923996.1	WP_404924594.1					WP_228366106.1	WP_228366106.1				WP_020835827.1					WP_020835827.1	WP_160590462.1	WP_160585686.1	WP_160585269.1			WP_280996773.1						WP_280996773.1
N3.HOG0000391	OG0000153	n0									WP_011206347.1	WP_011206347.1						WP_011206347.1	WP_011206347.1					WP_011206347.1	WP_011206347.1				WP_146379685.1					WP_160615699.1	WP_011206347.1	WP_011206347.1	WP_160608074.1			WP_160585267.1						WP_160615699.1
N3.HOG0000392	OG0000154	n0									WP_160587842.1	WP_160587842.1						WP_011290318.1	WP_011290318.1					WP_041361682.1	WP_011290318.1				WP_011206345.1					WP_011206345.1	WP_160587842.1	WP_011206345.1	WP_160587842.1			WP_160585263.1						WP_011206345.1
N3.HOG0000393	OG0000155	n0									WP_020835820.1	WP_020835820.1						WP_020835820.1	WP_020835820.1					WP_020835820.1	WP_011290311.1				WP_020835820.1					WP_020835820.1	WP_020835820.1	WP_020835820.1	WP_020835820.1			WP_160585119.1						WP_020835820.1
N3.HOG0000394	OG0000156	n0									WP_011206335.1	WP_011206335.1						WP_011206335.1	WP_011206335.1					WP_011206335.1	WP_011206335.1				WP_011206335.1					WP_011206335.1	WP_011206335.1	WP_160585658.1	WP_011206335.1			WP_011206335.1						WP_179221181.1
N3.HOG0000395	OG0000157	n0									WP_011290309.1	WP_011290309.1						WP_020835818.1	WP_020835818.1					WP_020835818.1	WP_011290309.1				WP_011206334.1					WP_020835818.1	WP_014579918.1	WP_014579918.1	WP_020835818.1			WP_020835818.1						WP_011206334.1
N3.HOG0000396	OG0000158	n0									WP_404911941.1	WP_404911941.1						WP_404911941.1	WP_404911941.1					WP_020835816.1	WP_044272559.1				WP_146379680.1					WP_160615687.1	WP_160590424.1	WP_146379680.1	WP_160607812.1			WP_160585117.1						WP_347952256.1
N3.HOG0000397	OG0000159	n0									WP_011206289.1	WP_011206289.1						WP_011206289.1	WP_011206289.1					WP_011206289.1	WP_011206289.1				WP_011206289.1					WP_011206289.1	WP_160590317.1	WP_011206289.1	WP_160590317.1			WP_011206289.1						WP_011206289.1
N3.HOG0000398	OG0000160	n0									WP_179221158.1	WP_179221158.1						WP_179221158.1	WP_179221158.1					WP_020835785.1	WP_011290271.1				WP_179221158.1					WP_160590318.1	WP_160590318.1	WP_160590318.1	WP_179221158.1			WP_179221158.1						WP_179221158.1
N3.HOG0000399	OG0000161	n0									WP_014579880.1	WP_014579880.1						WP_146379654.1	WP_146379654.1					WP_014579880.1	WP_011206287.1				WP_146379654.1					WP_011206287.1	WP_011206287.1	WP_011206287.1	WP_011206287.1			WP_011206287.1						WP_014579880.1
N3.HOG0000400	OG0000162	n0									WP_044272532.1	WP_044272532.1						WP_167871270.1	WP_167871270.1					WP_081430781.1	WP_044272532.1				WP_044272532.1					WP_044272532.1	WP_135619210.1	WP_135619210.1	WP_160608004.1			WP_160585163.1						WP_347952489.1
N3.HOG0000401	OG0000163	n0									WP_404911888.1	WP_404911888.1						WP_044272529.1	WP_044272529.1					WP_020835782.1	WP_044272529.1				WP_044272529.1					WP_160615892.1	WP_160590321.1	WP_160585701.1	WP_160607997.1			WP_160585155.1						WP_347952237.1
N3.HOG0000402	OG0000164	n0									WP_160601269.1	WP_160601269.1						WP_404924143.1	WP_146379571.1					WP_020835663.1	WP_011290138.1				WP_146379571.1					WP_146379571.1	WP_146379571.1	WP_135618732.1	WP_135618732.1			WP_135618732.1						WP_347952440.1
N3.HOG0000403	OG0000165	n0									WP_011206200.1	WP_011206200.1						WP_020835712.1	WP_020835712.1					WP_020835712.1	WP_011206200.1				WP_011206200.1					WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1			WP_011206200.1						WP_011206200.1
N3.HOG0000404	OG0000166	n0									WP_404911786.1	WP_404911786.1						WP_404924182.1	WP_404924182.1					WP_020835717.1	WP_011290193.1				WP_011290193.1					WP_160615554.1	WP_160590029.1	WP_011284126.1	WP_160590029.1			WP_160585013.1						WP_347952199.1
N3.HOG0000405	OG0000167	n0									WP_011206207.1	WP_011206207.1						WP_011206207.1	WP_011206207.1					WP_011206207.1	WP_011206207.1				WP_011206207.1					WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1			WP_011206207.1						WP_011206207.1
N3.HOG0000406	OG0000168	n0									WP_404911779.1	WP_404911779.1						WP_135618848.1	WP_135618848.1					WP_236607945.1	WP_044272464.1				WP_146379604.1					WP_160585173.1	WP_160585173.1	WP_160585173.1	WP_160585173.1			WP_160585173.1						WP_160606591.1
N3.HOG0000407	OG0000169	n0									WP_002557698.1	WP_002557698.1						WP_179221201.1	WP_179221201.1					WP_002557698.1	WP_002557698.1				WP_094521497.1					WP_160615597.1	WP_160585654.1	WP_160585654.1	WP_160607789.1			WP_160584919.1						WP_002557698.1
N3.HOG0000408	OG0000170	n0									WP_020835862.1	WP_020835862.1						WP_020835862.1	WP_020835862.1					WP_020835862.1	WP_020835862.1				WP_146379716.1					WP_020835862.1	WP_160585651.1	WP_160585651.1	WP_020835862.1			WP_020835862.1						WP_020835862.1
N3.HOG0000409	OG0000171	n0									WP_404911998.1	WP_404911998.1						WP_011206422.1	WP_011206422.1					WP_020835864.1	WP_011290367.1				WP_146379717.1					WP_146379717.1	WP_160590197.1	WP_160585650.1	WP_160585650.1			WP_160584923.1						WP_146379717.1
N3.HOG0000410	OG0000172	n0									WP_011206424.1	WP_011206424.1						WP_011206424.1	WP_011206424.1					WP_011206424.1	WP_011206424.1				WP_011206424.1					WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1			WP_160584925.1						WP_347952285.1
N3.HOG0000411	OG0000173	n0									WP_011206425.1	WP_011206425.1						WP_011290368.1	WP_011290368.1					WP_020835865.1	WP_011290368.1				WP_011284312.1					WP_011290368.1	WP_160585649.1	WP_160585649.1	WP_160585649.1			WP_011290368.1						WP_347952286.1
