HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N21.HOG0000337	OG0000249	n0																																		WP_160585548.1				WP_160584778.1						
N21.HOG0000338	OG0000250	n0																																		WP_160584772.1				WP_160584772.1						
N21.HOG0000339	OG0000251	n0																																		WP_318023737.1				WP_020835507.1						
N21.HOG0000340	OG0000252	n0																																		WP_011205883.1				WP_011205883.1						
N21.HOG0000341	OG0000253	n0																																		WP_135618489.1				WP_160584769.1						
N21.HOG0000342	OG0000254	n0																																		WP_160585543.1				WP_160584767.1						
N21.HOG0000343	OG0000255	n0																																		WP_014579550.1				WP_014579550.1						
N21.HOG0000344	OG0000256	n0																																		WP_011205889.1				WP_011205889.1						
N21.HOG0000345	OG0000257	n0																																		WP_160585540.1				WP_011289973.1						
N21.HOG0000346	OG0000258	n0																																		WP_011289974.1				WP_011289974.1						
N21.HOG0000347	OG0000259	n0																																		WP_318026429.1				WP_020835520.1						
N21.HOG0000348	OG0000260	n0																																		WP_011289982.1				WP_011289982.1						
N21.HOG0000349	OG0000261	n0																																		WP_160585535.1				WP_160584760.1						
N21.HOG0000350	OG0000262	n0																																		WP_135618519.1				WP_135618519.1						
N21.HOG0000351	OG0000263	n0																																		WP_160585532.1				WP_160584754.1						
N21.HOG0000352	OG0000264	n0																																		WP_011283887.1				WP_160584751.1						
N21.HOG0000353	OG0000265	n0																																		WP_146379476.1				WP_044284579.1						
N21.HOG0000354	OG0000266	n0																																		WP_011205923.1				WP_011205923.1						
N21.HOG0000355	OG0000267	n0																																		WP_014579577.1				WP_044284773.1						
N21.HOG0000356	OG0000268	n0																																		WP_160585530.1				WP_160584745.1						
N21.HOG0000357	OG0000269	n0																																		WP_011206134.1				WP_160584741.1						
N21.HOG0000358	OG0000270	n0																																		WP_160585579.1				WP_020835916.1						
N21.HOG0000359	OG0000271	n0																																		WP_020835915.1				WP_160584898.1						
N21.HOG0000360	OG0000272	n0																																		WP_011284373.1				WP_011284373.1						
N21.HOG0000361	OG0000273	n0																																		WP_011206502.1				WP_011206502.1						
N21.HOG0000362	OG0000274	n0																																		WP_011290423.1				WP_160584902.1						
N21.HOG0000363	OG0000275	n0																																		WP_308507002.1				WP_228366117.1						
N21.HOG0000364	OG0000276	n0																																		WP_011290421.1				WP_011290421.1						
N21.HOG0000365	OG0000277	n0																																		WP_011206494.1				WP_011206494.1						
N21.HOG0000366	OG0000278	n0																																		WP_011206493.1				WP_011206493.1						
N21.HOG0000367	OG0000279	n0																																		WP_011290418.1				WP_011290418.1						
N21.HOG0000368	OG0000280	n0																																		WP_094521520.1				WP_094521520.1						
N21.HOG0000369	OG0000281	n0																																		WP_014580012.1				WP_014580012.1						
N21.HOG0000370	OG0000282	n0																																		WP_160585584.1				WP_160584906.1						
N21.HOG0000371	OG0000283	n0																																		WP_014580009.1				WP_160584907.1						
N21.HOG0000372	OG0000284	n0																																		WP_160585585.1				WP_011206484.1						
N21.HOG0000373	OG0000285	n0																																		WP_160585586.1				WP_160584909.1						
N21.HOG0000374	OG0000286	n0																																		WP_160585702.1				WP_044272526.1						
N21.HOG0000375	OG0000287	n0																																		WP_160585766.1				WP_160585011.1						
N21.HOG0000376	OG0000288	n0																																		WP_160585765.1				WP_160585009.1						
N21.HOG0000377	OG0000289	n0																																		WP_160585764.1				WP_160585008.1						
N21.HOG0000378	OG0000290	n0																																		WP_160585665.1				WP_160584996.1						
N21.HOG0000379	OG0000291	n0																																		WP_011206320.1				WP_011206320.1						
N21.HOG0000380	OG0000292	n0																																		WP_160585667.1				WP_044272553.1						
N21.HOG0000381	OG0000293	n0																																		WP_160585668.1				WP_160584999.1						
N21.HOG0000382	OG0000294	n0																																		WP_160585803.1				WP_160585001.1						
N21.HOG0000383	OG0000295	n0																																		WP_011206315.1				WP_011206315.1						
N21.HOG0000384	OG0000296	n0																																		WP_044272552.1				WP_041361673.1						
N21.HOG0000385	OG0000297	n0																																		WP_146379664.1				WP_160585005.1						
N21.HOG0000386	OG0000298	n0																																		WP_160585546.1				WP_160584774.1						
N21.HOG0000387	OG0000299	n0																																		WP_094521545.1				WP_094521545.1						
N21.HOG0000388	OG0000300	n0																																		WP_041361533.1				WP_041361533.1						
N21.HOG0000389	OG0000301	n0																																		WP_011283891.1				WP_011283891.1						
N21.HOG0000390	OG0000302	n0																																		WP_014579576.1				WP_011205925.1						
N21.HOG0000391	OG0000303	n0																																		WP_160585146.1				WP_160585146.1						
N21.HOG0000392	OG0000304	n0																																		WP_011283978.1				WP_220190741.1						
N21.HOG0000393	OG0000305	n0																																		WP_160585622.1				WP_135619020.1						
N21.HOG0000394	OG0000306	n0																																		WP_146379686.1				WP_044272563.1						
N21.HOG0000395	OG0000307	n0																																		WP_020835826.1				WP_160585265.1						
N21.HOG0000396	OG0000308	n0																																		WP_020835811.1				WP_160584992.1						
N21.HOG0000397	OG0000309	n0																																		WP_146379668.1				WP_011206313.1						
N21.HOG0000398	OG0000310	n0																																		WP_011206298.1				WP_011206298.1						
N21.HOG0000399	OG0000311	n0																																		WP_011206293.1				WP_011206293.1						
N21.HOG0000400	OG0000312	n0																																		WP_160585159.1				WP_160585159.1						
N21.HOG0000401	OG0000313	n0																																		WP_011206141.1				WP_011206141.1						
N21.HOG0000402	OG0000314	n0																																		WP_160585599.1				WP_160585015.1						
N21.HOG0000403	OG0000315	n0																																		WP_160585171.1				WP_160585171.1						
N21.HOG0000404	OG0000316	n0																																		WP_160585596.1				WP_160585167.1						
N21.HOG0000405	OG0000317	n0																																		WP_160585126.1				WP_160585126.1						
N21.HOG0000406	OG0000318	n0																																		WP_220190711.1				WP_220190711.1						
N21.HOG0000407	OG0000319	n0																																		WP_044272490.1				WP_135618880.1						
N21.HOG0000408	OG0000320	n0																																		WP_160585723.1				WP_160585076.1						
N21.HOG0000409	OG0000321	n0																																		WP_011205969.1				WP_011205969.1						
N21.HOG0000410	OG0000322	n0																																		WP_020835642.1				WP_160584725.1						
N21.HOG0000411	OG0000323	n0																																		WP_160585808.1				WP_041361746.1						
N21.HOG0000412	OG0000324	n0																																		WP_094521693.1				WP_094521693.1						
N21.HOG0000413	OG0000325	n0																																		WP_011206094.1				WP_011206094.1						
N21.HOG0000414	OG0000326	n0																																		WP_160585612.1				WP_160584805.1						
N21.HOG0000415	OG0000327	n0																																		WP_160584807.1				WP_160584807.1						
N21.HOG0000416	OG0000328	n0																																		WP_041361583.1				WP_041361583.1						
N21.HOG0000417	OG0000329	n0																																		WP_160585607.1				WP_225973017.1						
N21.HOG0000418	OG0000330	n0																																		WP_011206016.1				WP_160584670.1						
N21.HOG0000419	OG0000331	n0																																		WP_011206405.1				WP_160585235.1						
N21.HOG0000420	OG0000332	n0																																		WP_011290372.1				WP_011290372.1						
N21.HOG0000421	OG0000333	n0																																		WP_011206433.1				WP_011206433.1						
N21.HOG0000422	OG0000334	n0																																		WP_160585797.1				WP_160585209.1						
N21.HOG0000423	OG0000335	n0																																		WP_160585799.1				WP_160585213.1						
N21.HOG0000424	OG0000336	n0																																		WP_011206488.1				WP_011206488.1						
N21.HOG0000425	OG0000337	n0																																		WP_050195472.1				WP_011290441.1						
N21.HOG0000426	OG0000338	n0																																		WP_011284394.1				WP_160584861.1						
N21.HOG0000427	OG0000339	n0																																		WP_160585719.1				WP_160585300.1						
N21.HOG0000428	OG0000340	n0																																		WP_011205973.1				WP_146379551.1						
N21.HOG0000429	OG0000341	n0																																		WP_011290226.1				WP_160585246.1						
N21.HOG0000430	OG0000342	n0																																		WP_011290029.1				WP_011290029.1						
N21.HOG0000431	OG0000343	n0																																		WP_011206435.1				WP_011206435.1						
N21.HOG0000432	OG0000344	n0																																		WP_160585738.1				WP_160585140.1						
N21.HOG0000433	OG0000345	n0																																		WP_014579611.1				WP_014579611.1						
N21.HOG0000434	OG0000346	n0																																		WP_232039558.1				WP_232039558.1						
N21.HOG0000435	OG0000347	n0																																		WP_011205955.1				WP_011205955.1						
N21.HOG0000436	OG0000348	n0																																		WP_240536364.1				WP_240536364.1						
N21.HOG0000437	OG0000349	n0																																		WP_094521522.1				WP_094521522.1						
N21.HOG0000438	OG0000350	n0																																		WP_146379684.1				WP_146379684.1						
N21.HOG0000439	OG0000351	n0																																		WP_308507015.1				WP_160584739.1						
N21.HOG0000440	OG0000352	n0																																		WP_160585602.1				WP_160585020.1						
N21.HOG0000441	OG0000353	n0																																		WP_146379556.1				WP_160584724.1						
N21.HOG0000442	OG0000354	n0																																		WP_308507014.1				WP_225973014.1						
N21.HOG0000443	OG0000355	n0																																		WP_020835708.1				WP_011206194.1						
N21.HOG0000444	OG0000356	n0																																		WP_308506994.1				WP_308506994.1						
N21.HOG0000445	OG0000357	n0																																		WP_308507005.1				WP_011206427.1						
N21.HOG0000446	OG0000358	n0																																		WP_160585646.1				WP_160584929.1						
N21.HOG0000447	OG0000359	n0																																		WP_160585614.1				WP_308506986.1						
N21.HOG0000448	OG0000360	n0																																		WP_225973008.1				WP_225973008.1						
N21.HOG0000449	OG0000361	n0																																		WP_011289979.1				WP_011289979.1						
N21.HOG0000450	OG0000362	n0																																		WP_160585763.1				WP_011290282.1						
N21.HOG0000451	OG0000363	n0																																		WP_308507006.1				WP_269076322.1						
N21.HOG0000452	OG0000364	n3																																		WP_044272453.1										
N21.HOG0000453	OG0000364	n6																																						WP_160585026.1						
N21.HOG0000454	OG0000365	n0																																		WP_160585592.1				WP_160585132.1						
N21.HOG0000455	OG0000366	n0																																		WP_011206224.1				WP_011206224.1						
N21.HOG0000456	OG0000367	n0																																		WP_220190703.1				WP_220190703.1						
N21.HOG0000457	OG0000368	n0																																		WP_160585774.1				WP_160584847.1						
N21.HOG0000458	OG0000369	n0																																		WP_160585775.1				WP_011289930.1						
N21.HOG0000459	OG0000370	n0																																		WP_160585776.1				WP_044272260.1						
N21.HOG0000460	OG0000371	n0																																		WP_146379443.1				WP_160584858.1						
N21.HOG0000461	OG0000372	n0																																		WP_160584860.1				WP_160584860.1						
N21.HOG0000462	OG0000373	n0																																		WP_160585758.1				WP_160584865.1						
N21.HOG0000463	OG0000374	n0																																		WP_160585759.1				WP_160584866.1						
N21.HOG0000464	OG0000375	n0																																		WP_011284163.1				WP_146379628.1						
N21.HOG0000465	OG0000376	n0																																		WP_160585724.1				WP_160585080.1						
N21.HOG0000466	OG0000377	n0																																		WP_011206271.1				WP_041361661.1						
N21.HOG0000467	OG0000378	n0																																		WP_160585556.1				WP_160584712.1						
N21.HOG0000468	OG0000379	n0																																		WP_011205962.1				WP_011205962.1						
N21.HOG0000469	OG0000380	n0																																		WP_146379558.1				WP_160584727.1						
N21.HOG0000470	OG0000381	n0																																		WP_160585670.1				WP_160585091.1						
N21.HOG0000471	OG0000382	n0																																		WP_160585810.1				WP_160585097.1						
N21.HOG0000472	OG0000383	n0																																		WP_160585809.1				WP_014579735.1						
N21.HOG0000473	OG0000384	n0																																		WP_160585832.1				WP_041361727.1						
N21.HOG0000474	OG0000385	n0																																		WP_160585716.1				WP_044272311.1						
N21.HOG0000475	OG0000386	n0																																		WP_011206121.1				WP_011290004.1						
N21.HOG0000476	OG0000387	n0																																		WP_160585739.1				WP_160585144.1						
N21.HOG0000477	OG0000388	n0																																		WP_160585142.1				WP_160585142.1						
N21.HOG0000478	OG0000389	n0																																		WP_160584791.1				WP_160584791.1						
N21.HOG0000479	OG0000390	n0																																		WP_011290340.1				WP_160584967.1						
N21.HOG0000480	OG0000391	n0																																		WP_020835843.1				WP_020835843.1						
N21.HOG0000481	OG0000392	n0																																		WP_160585621.1				WP_160584971.1						
N21.HOG0000482	OG0000393	n0																																		WP_160585683.1				WP_160584982.1						
N21.HOG0000483	OG0000394	n0																																		WP_160585688.1				WP_160585123.1						
N21.HOG0000484	OG0000395	n0																																		WP_160585121.1				WP_160585121.1						
N21.HOG0000485	OG0000396	n0																																		WP_014579876.1				WP_160585153.1						
N21.HOG0000486	OG0000397	n0																																		WP_011206196.1				WP_160585022.1						
N21.HOG0000487	OG0000398	n0																																		WP_146379611.1				WP_146379611.1						
N21.HOG0000488	OG0000399	n0																																		WP_160585597.1				WP_160585175.1						
N21.HOG0000489	OG0000400	n0																																		WP_160585652.1				WP_044272610.1						
N21.HOG0000490	OG0000401	n0																																		WP_011206432.1				WP_135619070.1						
N21.HOG0000491	OG0000402	n0																																		WP_160585643.1				WP_020835872.1						
N21.HOG0000492	OG0000403	n0																																		WP_220191162.1				WP_187145658.1						
N21.HOG0000493	OG0000404	n0																																		WP_160585640.1				WP_160585277.1						
N21.HOG0000494	OG0000405	n0																																		WP_160585637.1				WP_160585278.1						
N21.HOG0000495	OG0000406	n0																																		WP_160585802.1				WP_160585215.1						
N21.HOG0000496	OG0000407	n0																																		WP_160585800.1				WP_160585217.1						
N21.HOG0000497	OG0000408	n0																																		WP_044284717.1				WP_011206457.1						
N21.HOG0000498	OG0000409	n0																																						WP_011206458.1						
N21.HOG0000499	OG0000410	n0																																		WP_011206469.1				WP_011206469.1						
N21.HOG0000500	OG0000411	n0																																		WP_160585787.1				WP_011290400.1						
N21.HOG0000501	OG0000412	n0																																		WP_146379741.1				WP_011290399.1						
N21.HOG0000502	OG0000413	n0																																		WP_146379568.1				WP_160585101.1						
N21.HOG0000503	OG0000414	n0																																		WP_011290131.1				WP_011284053.1						
N21.HOG0000504	OG0000415	n0																																		WP_135618720.1				WP_160585105.1						
N21.HOG0000505	OG0000416	n0																																		WP_011284056.1				WP_160585107.1						
N21.HOG0000506	OG0000417	n0																																		WP_160585790.1				WP_160585244.1						
N21.HOG0000507	OG0000418	n0																																		WP_160585789.1				WP_160585242.1						
N21.HOG0000508	OG0000419	n0																																		WP_160585616.1				WP_020835572.1						
N21.HOG0000509	OG0000420	n0																																		WP_020835574.1				WP_020835574.1						
N21.HOG0000510	OG0000421	n0																																		WP_011290034.1				WP_011290034.1						
N21.HOG0000511	OG0000422	n0																																		WP_146379504.1				WP_146379504.1						
N21.HOG0000512	OG0000423	n0																																		WP_135618585.1				WP_160584813.1						
N21.HOG0000513	OG0000424	n0																																		WP_011290043.1				WP_160584816.1						
N21.HOG0000514	OG0000425	n0																																		WP_011206065.1				WP_011206065.1						
N21.HOG0000515	OG0000426	n0																																		WP_011206064.1				WP_011206064.1						
N21.HOG0000516	OG0000427	n0																																		WP_160585608.1				WP_135618593.1						
N21.HOG0000517	OG0000428	n0																																		WP_135618601.1				WP_011206054.1						
N21.HOG0000518	OG0000429	n0																																		WP_011206036.1				WP_011290062.1						
N21.HOG0000519	OG0000430	n0																																		WP_011290066.1				WP_011290066.1						
N21.HOG0000520	OG0000431	n0																																		WP_011290067.1				WP_011283976.1						
N21.HOG0000521	OG0000432	n0																																		WP_160585570.1				WP_160584668.1						
N21.HOG0000522	OG0000433	n0																																		WP_011206014.1				WP_011206014.1						
N21.HOG0000523	OG0000434	n0																																		WP_160585569.1				WP_160584674.1						
N21.HOG0000524	OG0000435	n0																																		WP_160584678.1				WP_160584678.1						
N21.HOG0000525	OG0000436	n0																																		WP_011206005.1				WP_011206005.1						
N21.HOG0000526	OG0000437	n0																																		WP_014579672.1				WP_160584684.1						
N21.HOG0000527	OG0000438	n0																																		WP_160585565.1				WP_160584686.1						
N21.HOG0000528	OG0000439	n0																																		WP_160585564.1				WP_160584688.1						
N21.HOG0000529	OG0000440	n0																																		WP_160585628.1				WP_160585229.1						
N21.HOG0000530	OG0000441	n0																																		WP_011284299.1				WP_011284299.1						
N21.HOG0000531	OG0000442	n0																																		WP_160585550.1				WP_280996517.1						
N21.HOG0000532	OG0000443	n0																																		WP_044272282.1				WP_044272282.1						
N21.HOG0000533	OG0000444	n0																																		WP_011205880.1				WP_011205880.1						
N21.HOG0000534	OG0000445	n0																																		WP_160585544.1				WP_044284571.1						
N21.HOG0000535	OG0000446	n0																																		WP_160585542.1				WP_135618497.1						
N21.HOG0000536	OG0000447	n0																																		WP_014579553.1				WP_160584765.1						
N21.HOG0000537	OG0000448	n0																																		WP_011205897.1				WP_011289976.1						
N21.HOG0000538	OG0000449	n0																																		WP_160585537.1				WP_160584763.1						
N21.HOG0000539	OG0000450	n0																																		WP_160585536.1				WP_160584761.1						
N21.HOG0000540	OG0000451	n0																																		WP_160585531.1				WP_160584753.1						
N21.HOG0000541	OG0000452	n0																																		WP_011205921.1				WP_160584747.1						
N21.HOG0000542	OG0000453	n0																																						WP_160584743.1						
N21.HOG0000543	OG0000454	n5																																		WP_258555855.1				WP_160584957.1						
N21.HOG0000544	OG0000455	n0																																		WP_160585576.1				WP_160584890.1						
N21.HOG0000545	OG0000456	n0																																		WP_160585583.1				WP_011206487.1						
N21.HOG0000546	OG0000457	n0																																		WP_160585587.1				WP_160584911.1						
N21.HOG0000547	OG0000458	n0																																		WP_020835790.1				WP_020835790.1						
N21.HOG0000548	OG0000459	n0																																		WP_014579890.1				WP_160585007.1						
N21.HOG0000549	OG0000460	n0																																		WP_044272549.1				WP_044272549.1						
N21.HOG0000550	OG0000461	n0																																		WP_220191203.1				WP_160585002.1						
N21.HOG0000551	OG0000462	n0																																		WP_011284228.1				WP_011284228.1						
N21.HOG0000552	OG0000463	n0																																		WP_011206310.1				WP_160585003.1						
N21.HOG0000553	OG0000464	n0																																		WP_011206309.1				WP_011206309.1						
N21.HOG0000554	OG0000465	n0																																		WP_160585762.1				WP_160585004.1						
N21.HOG0000555	OG0000466	n0																																		WP_011205922.1				WP_011205922.1						
N21.HOG0000556	OG0000467	n0																																		WP_160585660.1				WP_160585113.1						
N21.HOG0000557	OG0000468	n0																																		WP_160585598.1				WP_160585177.1						
N21.HOG0000558	OG0000469	n0																																		WP_014579824.1				WP_014579824.1						
N21.HOG0000559	OG0000470	n0																																		WP_011206069.1				WP_011206069.1						
N21.HOG0000560	OG0000471	n0																																						WP_135618603.1						
N21.HOG0000561	OG0000472	n0																																		WP_160585784.1				WP_160585257.1						
N21.HOG0000562	OG0000473	n0																																		WP_044272671.1				WP_160584896.1						
N21.HOG0000563	OG0000474	n0																																		WP_160585578.1				WP_160584894.1						
N21.HOG0000564	OG0000475	n0																																		WP_160585577.1				WP_160584892.1						
N21.HOG0000565	OG0000476	n0																																		WP_011205931.1				WP_160585109.1						
N21.HOG0000566	OG0000477	n0																																		WP_011290293.1				WP_160585000.1						
N21.HOG0000567	OG0000478	n0																																		WP_146379753.1				WP_011284367.1						
N21.HOG0000568	OG0000479	n0																																		WP_160585679.1				WP_160584722.1						
N21.HOG0000569	OG0000480	n0																																		WP_011206218.1				WP_011206218.1						
N21.HOG0000570	OG0000481	n0																																		WP_228729169.1				WP_228729169.1						
N21.HOG0000571	OG0000482	n0																																		WP_160585562.1				WP_160584696.1						
N21.HOG0000572	OG0000483	n0																																		WP_011206227.1				WP_160585128.1						
N21.HOG0000573	OG0000484	n0																																		WP_135618485.1				WP_225973007.1						
N21.HOG0000574	OG0000485	n0																																		WP_020835615.1				WP_020835615.1						
N21.HOG0000575	OG0000486	n0																																		WP_160585249.1				WP_160585249.1						
N21.HOG0000576	OG0000487	n0																																		WP_220191148.1				WP_220190710.1						
N21.HOG0000577	OG0000488	n0																																						WP_011284141.1						
N21.HOG0000578	OG0000489	n0																																		WP_160584852.1				WP_160584852.1						
N21.HOG0000579	OG0000490	n0																																		WP_160585828.1				WP_160584863.1						
N21.HOG0000580	OG0000491	n0																																		WP_160585677.1				WP_020835639.1						
N21.HOG0000581	OG0000492	n0																																		WP_160585672.1										
N21.HOG0000582	OG0000493	n0																																		WP_160585737.1				WP_160585138.1						
N21.HOG0000583	OG0000494	n0																																		WP_020835567.1				WP_052269169.1						
N21.HOG0000584	OG0000495	n0																																		WP_146379689.1				WP_135619008.1						
N21.HOG0000585	OG0000496	n0																																		WP_011206375.1				WP_160584980.1						
N21.HOG0000586	OG0000497	n0																																		WP_160585682.1				WP_011206374.1						
N21.HOG0000587	OG0000498	n0																																		WP_011290314.1				WP_011290314.1						
N21.HOG0000588	OG0000499	n0																																		WP_011284249.1				WP_020835817.1						
N21.HOG0000589	OG0000500	n0																																		WP_160585603.1				WP_146379610.1						
N21.HOG0000590	OG0000501	n0																																		WP_220191163.1				WP_220190663.1						
N21.HOG0000591	OG0000502	n0																																		WP_160585563.1				WP_160584692.1						
N21.HOG0000592	OG0000503	n0																																		WP_020835576.1				WP_020835576.1						
N21.HOG0000593	OG0000504	n0																																		WP_011283955.1				WP_011283955.1						
N21.HOG0000594	OG0000505	n0																																		WP_011290053.1				WP_011290053.1						
N21.HOG0000595	OG0000506	n0																																		WP_011206049.1				WP_011206049.1						
N21.HOG0000596	OG0000507	n0																																		WP_020835590.1				WP_160585191.1						
N21.HOG0000597	OG0000508	n0																																		WP_044272682.1				WP_044272682.1						
N21.HOG0000598	OG0000509	n0																																		WP_020835518.1				WP_020835518.1						
N21.HOG0000599	OG0000510	n0																																		WP_160585539.1				WP_011289977.1						
N21.HOG0000600	OG0000511	n0																																		WP_160585807.1				WP_011206135.1						
N21.HOG0000601	OG0000512	n0																																		WP_160585006.1				WP_160585006.1						
N21.HOG0000602	OG0000513	n0																																		WP_160585582.1				WP_041361708.1						
N21.HOG0000603	OG0000514	n0																																		WP_160585620.1				WP_160584973.1						
N21.HOG0000604	OG0000515	n10																																		WP_258555848.1				WP_258555848.1						
N21.HOG0000605	OG0000515	n20																																		WP_258555849.1				WP_258555849.1						
N21.HOG0000606	OG0000516	n0																																		WP_160585595.1				WP_011206214.1						
N21.HOG0000607	OG0000517	n0																																						WP_011283834.1						
N21.HOG0000608	OG0000518	n0																																		WP_160585644.1				WP_160584933.1						
N21.HOG0000609	OG0000519	n0																																		WP_160585613.1				WP_160584803.1						
N21.HOG0000610	OG0000520	n0																																		WP_135618599.1				WP_146379514.1						
N21.HOG0000611	OG0000521	n0																																		WP_160585541.1				WP_020835515.1						
N21.HOG0000612	OG0000522	n0																																		WP_160585538.1				WP_135618505.1						
N21.HOG0000613	OG0000523	n0																																		WP_160585588.1				WP_160584913.1						
N21.HOG0000614	OG0000524	n0																																		WP_160585661.1				WP_160585111.1						
N21.HOG0000615	OG0000525	n0																																		WP_160585785.1				WP_160585255.1						
N21.HOG0000616	OG0000526	n14																																		WP_258555841.1				WP_280996623.1						
N21.HOG0000617	OG0000526	n28																																		WP_258555842.1										
N21.HOG0000618	OG0000527	n5																																		WP_228365424.1				WP_228365424.1						
N21.HOG0000619	OG0000527	n27																																		WP_237697242.1				WP_280996793.1						
N21.HOG0000620	OG0000528	n0																																		WP_160585594.1				WP_160585165.1						
N21.HOG0000621	OG0000529	n0																																		WP_160585770.1				WP_014579831.1						
N21.HOG0000622	OG0000530	n0																																		WP_160585722.1				WP_160585298.1						
N21.HOG0000623	OG0000531	n0																																		WP_160585673.1				WP_020835645.1						
N21.HOG0000624	OG0000532	n0																																		WP_160585826.1				WP_280996806.1						
N21.HOG0000625	OG0000533	n6																																		WP_160584784.1				WP_160584784.1						
N21.HOG0000626	OG0000534	n0																																		WP_014579573.1				WP_160584749.1						
N21.HOG0000627	OG0000535	n0																																		WP_160584854.1				WP_160584854.1						
N21.HOG0000628	OG0000536	n0																																		WP_160585813.1										
N21.HOG0000629	OG0000537	n0																																		WP_011290028.1				WP_011290028.1						
N21.HOG0000630	OG0000538	n0																																		WP_146379532.1				WP_146379532.1						
N21.HOG0000631	OG0000539	n0																																		WP_160585545.1				WP_011289963.1						
N21.HOG0000632	OG0000540	n0																																		WP_160585666.1				WP_160584998.1						
N21.HOG0000633	OG0000541	n0																																		WP_160585657.1				WP_146379681.1						
N21.HOG0000634	OG0000542	n0																																		WP_160585533.1				WP_011289986.1						
N21.HOG0000635	OG0000543	n8																																		WP_160585706.1				WP_094521762.1						
N21.HOG0000636	OG0000544	n0																																		WP_014579703.1				WP_240536637.1						
N21.HOG0000637	OG0000545	n0																																		WP_160585753.1				WP_160585032.1						
N21.HOG0000638	OG0000546	n0																																		WP_160585684.1				WP_258555624.1						
N21.HOG0000639	OG0000547	n0																																		WP_160585624.1				WP_020835845.1						
N21.HOG0000640	OG0000548	n0																																		WP_011290136.1				WP_160585290.1						
N21.HOG0000641	OG0000549	n0																																		WP_160585783.1				WP_160585258.1						
N21.HOG0000642	OG0000550	n0																																		WP_220191147.1				WP_220190660.1						
N21.HOG0000643	OG0000551	n0																																		WP_160585632.1				WP_160585237.1						
N21.HOG0000644	OG0000552	n7																																		WP_160585642.1										
N21.HOG0000645	OG0000552	n27																																						WP_160584935.1						
N21.HOG0000646	OG0000553	n0																																		WP_146379678.1				WP_020835815.1						
N21.HOG0000647	OG0000554	n0																																		WP_160585727.1				WP_160585081.1						
N21.HOG0000648	OG0000555	n0																																						WP_225972997.1						
N21.HOG0000649	OG0000556	n25																																		WP_160585713.1				WP_160584941.1						
N21.HOG0000650	OG0000557	n0																																		WP_146379545.1				WP_011205983.1						
N21.HOG0000651	OG0000558	n0																																		WP_160585560.1				WP_160584701.1						
N21.HOG0000652	OG0000559	n0																																		WP_011206161.1				WP_011206161.1						
N21.HOG0000653	OG0000560	n0																																		WP_011284100.1				WP_011284100.1						
N21.HOG0000654	OG0000561	n0																																		WP_160584672.1				WP_160584672.1						
N21.HOG0000655	OG0000562	n0																																		WP_160585755.1				WP_146379618.1						
N21.HOG0000656	OG0000563	n0																																		WP_160585756.1				WP_160585033.1						
N21.HOG0000657	OG0000564	n0																																		WP_220191137.1				WP_280996375.1						
N21.HOG0000658	OG0000565	n0																																		WP_258555839.1				WP_160585027.1						
N21.HOG0000659	OG0000566	n0																																		WP_258555840.1				WP_280996618.1						
N21.HOG0000660	OG0000567	n0																																		WP_308507010.1				WP_308506990.1						
N21.HOG0000661	OG0000568	n0																																		WP_160585617.1				WP_044272325.1						
N21.HOG0000662	OG0000569	n0																																		WP_160585559.1				WP_160584703.1						
N21.HOG0000663	OG0000570	n0																																		WP_160584704.1				WP_160584704.1						
N21.HOG0000664	OG0000571	n0																																		WP_011205986.1				WP_160584706.1						
N21.HOG0000665	OG0000572	n0																																		WP_160585558.1				WP_160584708.1						
N21.HOG0000666	OG0000573	n0																																		WP_160585052.1				WP_160585052.1						
N21.HOG0000667	OG0000574	n0																																						WP_160584716.1						
N21.HOG0000668	OG0000575	n0																																		WP_135618654.1				WP_160584699.1						
N21.HOG0000669	OG0000576	n0																																		WP_011290145.1				WP_160585066.1						
N21.HOG0000670	OG0000577	n0																																		WP_258555819.1				WP_011290300.1						
N21.HOG0000671	OG0000578	n0																																		WP_160585659.1				WP_160585115.1						
N21.HOG0000672	OG0000579	n0																																		WP_160585817.1				WP_160585282.1						
N21.HOG0000673	OG0000580	n0																																		WP_258555826.1				WP_258555826.1						
N21.HOG0000674	OG0000581	n0																																		WP_160585815.1				WP_160585288.1						
N21.HOG0000675	OG0000582	n0																																		WP_308507001.1				WP_308506985.1						
