HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N5.HOG0000239	OG0000083	n0									WP_011206216.1	WP_011206216.1						WP_014579823.1	WP_014579823.1					WP_014579823.1	WP_014579823.1																					
N5.HOG0000240	OG0000084	n0									WP_011284142.1	WP_011284142.1						WP_011284142.1	WP_011284142.1					WP_011284142.1	WP_011284142.1																					
N5.HOG0000241	OG0000085	n0									WP_011206223.1	WP_011206223.1						WP_011206223.1	WP_011206223.1					WP_020835729.1	WP_011206223.1																					
N5.HOG0000242	OG0000086	n0									WP_404912428.1	WP_404913754.1						WP_011290207.1	WP_404924571.1					WP_011290207.1	WP_011290207.1																					
N5.HOG0000243	OG0000087	n0									WP_404912425.1	WP_404912425.1						WP_404912425.1	WP_404912425.1					WP_020835732.1	WP_044272477.1																					
N5.HOG0000244	OG0000088	n0									WP_020835733.1	WP_020835733.1						WP_020835733.1	WP_020835733.1					WP_020835733.1	WP_044272480.1																					
N5.HOG0000245	OG0000089	n0									WP_011206231.1	WP_011206231.1						WP_011290212.1	WP_011290212.1					WP_011290212.1	WP_011290212.1																					
N5.HOG0000246	OG0000090	n0									WP_020835488.1	WP_020835488.1						WP_404924059.1	WP_404924059.1					WP_020835488.1	WP_011289936.1																					
N5.HOG0000247	OG0000091	n0									WP_020835487.1	WP_020835487.1						WP_020835487.1	WP_020835487.1					WP_020835487.1	WP_020835487.1																					
N5.HOG0000248	OG0000092	n0									WP_404912119.1	WP_404912119.1						WP_011205847.1	WP_011205847.1					WP_020835485.1	WP_011205847.1																					
N5.HOG0000249	OG0000093	n0									WP_011205846.1	WP_011205846.1						WP_011205846.1	WP_011205846.1					WP_020835484.1	WP_044272266.1																					
N5.HOG0000250	OG0000094	n0									WP_014579519.1	WP_014579519.1						WP_014579519.1	WP_014579519.1					WP_020835483.1	WP_020835483.1																					
N5.HOG0000251	OG0000095	n0									WP_044272251.1	WP_044272251.1						WP_044272251.1	WP_044272251.1					WP_020835480.1	WP_044272251.1																					
N5.HOG0000252	OG0000096	n0									WP_404912113.1	WP_404912113.1						WP_011206529.1	WP_011206529.1					WP_011206529.1	WP_011206529.1																					
N5.HOG0000253	OG0000097	n0									WP_404912105.1	WP_404912105.1						WP_404924056.1	WP_404924056.1					WP_041361816.1	WP_228366118.1																					
N5.HOG0000254	OG0000098	n0									WP_011290444.1	WP_011290444.1						WP_160588100.1	WP_160588100.1					WP_020835932.1	WP_011290444.1																					
N5.HOG0000255	OG0000099	n0									WP_404912092.1	WP_404912092.1						WP_404924051.1	WP_404924605.1					WP_020835924.1	WP_044272675.1																					
N5.HOG0000256	OG0000100	n0									WP_011290432.1	WP_011290432.1						WP_404924049.1	WP_404924049.1					WP_020835921.1	WP_011290432.1																					
N5.HOG0000257	OG0000101	n0									WP_011206510.1	WP_011206510.1						WP_011206510.1	WP_011206510.1					WP_011206510.1	WP_011206510.1																					
N5.HOG0000258	OG0000102	n0									WP_404912445.1	WP_404912445.1						WP_020835678.1	WP_020835678.1					WP_020835678.1	WP_044272430.1																					
N5.HOG0000259	OG0000103	n0									WP_146379627.1	WP_146379627.1						WP_011290214.1	WP_011290214.1					WP_011290214.1	WP_011290214.1																					
N5.HOG0000260	OG0000104	n0									WP_011206239.1	WP_011206239.1						WP_011206239.1	WP_011206239.1					WP_011206239.1	WP_011206239.1																					
N5.HOG0000261	OG0000105	n0									WP_146379630.1	WP_146379630.1						WP_146379630.1	WP_146379630.1					WP_011290216.1	WP_011290216.1																					
N5.HOG0000262	OG0000106	n0									WP_146379631.1	WP_146379631.1						WP_404923951.1	WP_404923951.1					WP_011290218.1	WP_011290218.1																					
N5.HOG0000263	OG0000107	n0									WP_011284169.1	WP_011284169.1						WP_011284169.1	WP_011284169.1					WP_020835753.1	WP_011284169.1																					
N5.HOG0000264	OG0000108	n0									WP_404911836.1	WP_404911836.1						WP_192894278.1	WP_192894278.1					WP_011206247.1	WP_011206247.1																					
N5.HOG0000265	OG0000109	n0									WP_146379632.1	WP_146379632.1						WP_220200503.1	WP_220200503.1					WP_020835754.1	WP_020835754.1																					
N5.HOG0000266	OG0000110	n0									WP_020835772.1	WP_020835772.1						WP_020835772.1	WP_020835772.1					WP_020835772.1	WP_011290256.1																					
N5.HOG0000267	OG0000111	n0									WP_020835771.1	WP_020835771.1						WP_020835771.1	WP_020835771.1					WP_020835771.1	WP_044272514.1																					
N5.HOG0000268	OG0000112	n0									WP_404911866.1	WP_404911866.1						WP_404923963.1	WP_404923963.1					WP_020835769.1	WP_228366098.1																					
N5.HOG0000269	OG0000113	n0									WP_404911858.1	WP_404911858.1						WP_404923959.1	WP_160585296.1					WP_020835765.1	WP_014579864.1																					
N5.HOG0000270	OG0000114	n0									WP_404911856.1	WP_404911856.1						WP_404923958.1	WP_404923958.1					WP_236607949.1	WP_044272509.1																					
N5.HOG0000271	OG0000115	n0									WP_011290245.1	WP_011290245.1						WP_011284183.1	WP_011284183.1					WP_011284183.1	WP_011290245.1																					
N5.HOG0000272	OG0000116	n0									WP_404912315.1	WP_404912315.1						WP_011290103.1	WP_011290103.1					WP_011290103.1	WP_011290103.1																					
N5.HOG0000273	OG0000117	n0									WP_160615714.1	WP_160615714.1						WP_044272388.1	WP_044272388.1					WP_020835633.1	WP_044272388.1																					
N5.HOG0000274	OG0000118	n0									WP_404912325.1	WP_404912325.1						WP_404924127.1	WP_404924127.1					WP_011290108.1	WP_011290108.1																					
N5.HOG0000275	OG0000119	n0									WP_160585678.1	WP_160585678.1						WP_160585678.1	WP_160585678.1					WP_020835638.1	WP_011290109.1																					
N5.HOG0000276	OG0000120	n0									WP_011284027.1	WP_011284027.1						WP_011284027.1	WP_011284027.1					WP_011284027.1	WP_011284027.1																					
N5.HOG0000277	OG0000121	n0									WP_011284032.1	WP_011284032.1						WP_146379557.1	WP_146379557.1					WP_011284032.1	WP_011290114.1																					
N5.HOG0000278	OG0000122	n0									WP_020835643.1	WP_020835643.1						WP_020835643.1	WP_020835643.1					WP_020835643.1	WP_044272399.1																					
N5.HOG0000279	OG0000123	n0									WP_011205954.1	WP_011205954.1						WP_011205954.1	WP_011205954.1					WP_011205954.1	WP_011205954.1																					
N5.HOG0000280	OG0000124	n0									WP_011290118.1	WP_011290118.1						WP_404924132.1	WP_404924132.1					WP_011290118.1	WP_011290118.1																					
N5.HOG0000281	OG0000125	n0									WP_011205952.1	WP_011205952.1						WP_011205952.1	WP_011205952.1					WP_011205952.1	WP_011205952.1																					
N5.HOG0000282	OG0000126	n0									WP_160606641.1	WP_160606641.1						WP_160606641.1	WP_160606641.1					WP_011290120.1	WP_011290120.1																					
N5.HOG0000283	OG0000127	n0									WP_011290122.1	WP_011290122.1						WP_160590282.1	WP_160590282.1					WP_011290122.1	WP_011290122.1																					
N5.HOG0000284	OG0000128	n0									WP_404912339.1	WP_404912339.1						WP_146379564.1	WP_146379564.1					WP_020835650.1	WP_044272408.1																					
N5.HOG0000285	OG0000129	n0									WP_020835651.1	WP_020835651.1						WP_014579732.1	WP_014579732.1					WP_020835651.1	WP_014579732.1																					
N5.HOG0000286	OG0000130	n0									WP_011284046.1	WP_011284046.1						WP_011284046.1	WP_011284046.1					WP_011284046.1	WP_011284046.1																					
N5.HOG0000287	OG0000131	n0									WP_094521635.1	WP_094521635.1						WP_160585099.1	WP_160585099.1					WP_011284047.1	WP_011284047.1																					
N5.HOG0000288	OG0000132	n0									WP_404912347.1	WP_404912347.1						WP_011205939.1	WP_011205939.1					WP_011205939.1	WP_044272410.1																					
N5.HOG0000289	OG0000133	n0									WP_014579589.1	WP_014579589.1						WP_014579589.1	WP_014579589.1					WP_014579589.1	WP_014579589.1																					
N5.HOG0000290	OG0000134	n0									WP_404912178.1	WP_404912178.1						WP_225973012.1	WP_225973012.1					WP_020835541.1	WP_228366123.1																					
N5.HOG0000291	OG0000135	n0									WP_011206120.1	WP_011206120.1						WP_160585148.1	WP_160585148.1					WP_011206120.1	WP_011206120.1																					
N5.HOG0000292	OG0000136	n0									WP_179695961.1	WP_179695961.1						WP_179695961.1	WP_179695961.1					WP_020835542.1	WP_011290005.1																					
N5.HOG0000293	OG0000137	n0									WP_011206113.1	WP_011206113.1						WP_011206113.1	WP_011206113.1					WP_011206113.1	WP_011206113.1																					
N5.HOG0000294	OG0000138	n0									WP_160584793.1	WP_160584793.1						WP_404924103.1	WP_404924103.1					WP_020835566.1	WP_011290014.1																					
N5.HOG0000295	OG0000139	n0									WP_011290017.1	WP_011290017.1						WP_011206102.1	WP_011206102.1					WP_011290017.1	WP_011290017.1																					
N5.HOG0000296	OG0000140	n0									WP_011206101.1	WP_011206101.1						WP_160584795.1	WP_160584795.1					WP_011206101.1	WP_011206101.1																					
N5.HOG0000297	OG0000141	n0									WP_011284290.1	WP_011284290.1						WP_011284290.1	WP_011284290.1					WP_011284290.1	WP_011290345.1																					
N5.HOG0000298	OG0000142	n0									WP_011284289.1	WP_160607860.1						WP_011284289.1	WP_011284289.1					WP_020835848.1	WP_011290344.1																					
N5.HOG0000299	OG0000143	n0									WP_135619026.1	WP_404913770.1						WP_135619026.1	WP_135619026.1					WP_011206391.1	WP_011206391.1																					
N5.HOG0000300	OG0000144	n0									WP_404911973.1	WP_404911973.1						WP_404924007.1	WP_404924007.1					WP_020835844.1	WP_044272582.1																					
N5.HOG0000301	OG0000145	n0									WP_225972996.1	WP_225972996.1						WP_225972996.1	WP_225972996.1					WP_225972996.1	WP_225972996.1																					
N5.HOG0000302	OG0000146	n0									WP_011206385.1	WP_011206385.1						WP_011206385.1	WP_011206385.1					WP_011206385.1	WP_011206385.1																					
N5.HOG0000303	OG0000147	n0									WP_011206384.1	WP_011206384.1						WP_011206384.1	WP_011206384.1					WP_011206384.1	WP_011206384.1																					
N5.HOG0000304	OG0000148	n0									WP_404911967.1	WP_404911967.1						WP_135619012.1	WP_135619012.1					WP_041361684.1	WP_011290333.1																					
N5.HOG0000305	OG0000149	n0									WP_011290331.1	WP_011290331.1						WP_011290331.1	WP_011290331.1					WP_011290331.1	WP_011290331.1																					
N5.HOG0000306	OG0000150	n0									WP_011206376.1	WP_011206376.1						WP_135619006.1	WP_135619006.1					WP_011206376.1	WP_011290328.1																					
N5.HOG0000307	OG0000151	n0									WP_020835828.1	WP_020835828.1						WP_404923997.1	WP_404923997.1					WP_020835828.1	WP_020835828.1																					
N5.HOG0000308	OG0000152	n0									WP_020835827.1	WP_020835827.1						WP_404923996.1	WP_404924594.1					WP_228366106.1	WP_228366106.1																					
N5.HOG0000309	OG0000153	n0									WP_011206347.1	WP_011206347.1						WP_011206347.1	WP_011206347.1					WP_011206347.1	WP_011206347.1																					
N5.HOG0000310	OG0000154	n0									WP_160587842.1	WP_160587842.1						WP_011290318.1	WP_011290318.1					WP_041361682.1	WP_011290318.1																					
N5.HOG0000311	OG0000155	n0									WP_020835820.1	WP_020835820.1						WP_020835820.1	WP_020835820.1					WP_020835820.1	WP_011290311.1																					
N5.HOG0000312	OG0000156	n0									WP_011206335.1	WP_011206335.1						WP_011206335.1	WP_011206335.1					WP_011206335.1	WP_011206335.1																					
N5.HOG0000313	OG0000157	n0									WP_011290309.1	WP_011290309.1						WP_020835818.1	WP_020835818.1					WP_020835818.1	WP_011290309.1																					
N5.HOG0000314	OG0000158	n0									WP_404911941.1	WP_404911941.1						WP_404911941.1	WP_404911941.1					WP_020835816.1	WP_044272559.1																					
N5.HOG0000315	OG0000159	n0									WP_011206289.1	WP_011206289.1						WP_011206289.1	WP_011206289.1					WP_011206289.1	WP_011206289.1																					
N5.HOG0000316	OG0000160	n0									WP_179221158.1	WP_179221158.1						WP_179221158.1	WP_179221158.1					WP_020835785.1	WP_011290271.1																					
N5.HOG0000317	OG0000161	n0									WP_014579880.1	WP_014579880.1						WP_146379654.1	WP_146379654.1					WP_014579880.1	WP_011206287.1																					
N5.HOG0000318	OG0000162	n0									WP_044272532.1	WP_044272532.1						WP_167871270.1	WP_167871270.1					WP_081430781.1	WP_044272532.1																					
N5.HOG0000319	OG0000163	n0									WP_404911888.1	WP_404911888.1						WP_044272529.1	WP_044272529.1					WP_020835782.1	WP_044272529.1																					
N5.HOG0000320	OG0000164	n0									WP_160601269.1	WP_160601269.1						WP_404924143.1	WP_146379571.1					WP_020835663.1	WP_011290138.1																					
N5.HOG0000321	OG0000165	n0									WP_011206200.1	WP_011206200.1						WP_020835712.1	WP_020835712.1					WP_020835712.1	WP_011206200.1																					
N5.HOG0000322	OG0000166	n0									WP_404911786.1	WP_404911786.1						WP_404924182.1	WP_404924182.1					WP_020835717.1	WP_011290193.1																					
N5.HOG0000323	OG0000167	n0									WP_011206207.1	WP_011206207.1						WP_011206207.1	WP_011206207.1					WP_011206207.1	WP_011206207.1																					
N5.HOG0000324	OG0000168	n0									WP_404911779.1	WP_404911779.1						WP_135618848.1	WP_135618848.1					WP_236607945.1	WP_044272464.1																					
N5.HOG0000325	OG0000169	n0									WP_002557698.1	WP_002557698.1						WP_179221201.1	WP_179221201.1					WP_002557698.1	WP_002557698.1																					
N5.HOG0000326	OG0000170	n0									WP_020835862.1	WP_020835862.1						WP_020835862.1	WP_020835862.1					WP_020835862.1	WP_020835862.1																					
N5.HOG0000327	OG0000171	n0									WP_404911998.1	WP_404911998.1						WP_011206422.1	WP_011206422.1					WP_020835864.1	WP_011290367.1																					
N5.HOG0000328	OG0000172	n0									WP_011206424.1	WP_011206424.1						WP_011206424.1	WP_011206424.1					WP_011206424.1	WP_011206424.1																					
N5.HOG0000329	OG0000173	n0									WP_011206425.1	WP_011206425.1						WP_011290368.1	WP_011290368.1					WP_020835865.1	WP_011290368.1																					
N5.HOG0000330	OG0000174	n0									WP_404912001.1	WP_404912001.1						WP_160600929.1	WP_160600929.1					WP_020835866.1	WP_011290369.1																					
N5.HOG0000331	OG0000175	n0									WP_404912008.1	WP_404913662.1						WP_160585645.1	WP_160585645.1					WP_020835868.1	WP_011206429.1																					
N5.HOG0000332	OG0000176	n0									WP_160607777.1	WP_160607777.1						WP_404924025.1	WP_404924025.1					WP_020835876.1	WP_011290377.1																					
N5.HOG0000333	OG0000177	n0									WP_160585273.1	WP_160585273.1						WP_160585273.1	WP_160585273.1					WP_020835877.1	WP_020835877.1																					
N5.HOG0000334	OG0000178	n0									WP_020835878.1	WP_020835878.1						WP_044272620.1	WP_044272620.1					WP_020835878.1	WP_044272620.1																					
N5.HOG0000335	OG0000179	n0									WP_160585639.1	WP_160585639.1						WP_014579979.1	WP_014579979.1					WP_020835880.1	WP_014579979.1																					
N5.HOG0000336	OG0000180	n0									WP_160585638.1	WP_160585638.1						WP_011206445.1	WP_011206445.1					WP_081642895.1	WP_011206445.1																					
N5.HOG0000337	OG0000181	n0									WP_020835888.1	WP_020835888.1						WP_020835888.1	WP_020835888.1					WP_020835888.1	WP_044272634.1																					
N5.HOG0000338	OG0000182	n0									WP_011284337.1	WP_011284337.1						WP_011206453.1	WP_011206453.1					WP_011206453.1	WP_011290389.1																					
N5.HOG0000339	OG0000183	n0									WP_011206459.1	WP_011206459.1						WP_011206459.1	WP_011206459.1					WP_011206459.1	WP_011206459.1																					
N5.HOG0000340	OG0000184	n0									WP_011206468.1	WP_011206468.1						WP_160585238.1	WP_160585238.1					WP_011290401.1	WP_011290401.1																					
N5.HOG0000341	OG0000185	n0									WP_020835897.1	WP_020835897.1						WP_404924034.1	WP_404924034.1					WP_020835897.1	WP_011290398.1																					
N5.HOG0000342	OG0000186	n0									WP_404912349.1	WP_404912349.1						WP_020835656.1	WP_020835656.1					WP_020835656.1	WP_020835656.1																					
N5.HOG0000343	OG0000187	n0									WP_011284055.1	WP_011284055.1						WP_011284055.1	WP_011284055.1					WP_011284055.1	WP_011284055.1																					
N5.HOG0000344	OG0000188	n0									WP_011205932.1	WP_011205932.1						WP_011205932.1	WP_011205932.1					WP_011205932.1	WP_011205932.1																					
N5.HOG0000345	OG0000189	n0									WP_404911845.1	WP_404911845.1						WP_404923954.1	WP_404923954.1					WP_020835758.1	WP_044272496.1																					
N5.HOG0000346	OG0000190	n0									WP_011206256.1	WP_011206256.1						WP_011206256.1	WP_011206256.1					WP_020835757.1	WP_011206256.1																					
N5.HOG0000347	OG0000191	n0									WP_146379633.1	WP_146379633.1						WP_146379633.1	WP_146379633.1					WP_020835755.1	WP_020835755.1																					
N5.HOG0000348	OG0000192	n0									WP_404912441.1	WP_404912441.1						WP_011205992.1	WP_011205992.1					WP_011290088.1	WP_011290088.1																					
N5.HOG0000349	OG0000193	n0									WP_404912294.1	WP_404912294.1						WP_094521610.1	WP_094521610.1					WP_011283999.1	WP_011283999.1																					
N5.HOG0000350	OG0000194	n0									WP_011290023.1	WP_011290023.1						WP_011290023.1	WP_011290023.1					WP_011290023.1	WP_011290023.1																					
N5.HOG0000351	OG0000195	n0									WP_094521583.1	WP_094521583.1						WP_094521583.1	WP_094521583.1					WP_011290024.1	WP_011290024.1																					
N5.HOG0000352	OG0000196	n0									WP_179221025.1	WP_179221025.1						WP_179695841.1	WP_179695841.1					WP_020835573.1	WP_179695841.1																					
N5.HOG0000353	OG0000197	n0									WP_041361572.1	WP_041361572.1						WP_041361572.1	WP_041361572.1					WP_041361572.1	WP_044272328.1																					
N5.HOG0000354	OG0000198	n0									WP_011283930.1	WP_011283930.1						WP_011283930.1	WP_011283930.1					WP_011283930.1	WP_011283930.1																					
N5.HOG0000355	OG0000199	n0									WP_011206086.1	WP_011206086.1						WP_011206086.1	WP_011206086.1					WP_011206086.1	WP_011206086.1																					
N5.HOG0000356	OG0000200	n0									WP_020835575.1	WP_020835575.1						WP_404924099.1	WP_404924099.1					WP_020835575.1	WP_044272334.1																					
N5.HOG0000357	OG0000201	n0									WP_011283934.1	WP_011283934.1						WP_011283934.1	WP_011283934.1					WP_011283934.1	WP_011283934.1																					
N5.HOG0000358	OG0000202	n0									WP_011290039.1	WP_011290039.1						WP_011290039.1	WP_011290039.1					WP_011290039.1	WP_011290039.1																					
N5.HOG0000359	OG0000203	n0									WP_011206072.1	WP_011206072.1						WP_011206072.1	WP_011206072.1					WP_011206072.1	WP_011206072.1																					
N5.HOG0000360	OG0000204	n0									WP_146379508.1	WP_146379508.1						WP_011206071.1	WP_011206071.1					WP_011206071.1	WP_011206071.1																					
N5.HOG0000361	OG0000205	n0									WP_160606691.1	WP_160606691.1						WP_160606691.1	WP_160606691.1					WP_020835584.1	WP_020835584.1																					
N5.HOG0000362	OG0000206	n0									WP_011290044.1	WP_011290044.1						WP_011290044.1	WP_011290044.1					WP_011290044.1	WP_011290044.1																					
N5.HOG0000363	OG0000207	n0									WP_011206063.1	WP_011206063.1						WP_094521594.1	WP_094521594.1					WP_011206063.1	WP_011206063.1																					
N5.HOG0000364	OG0000208	n0									WP_135618591.1	WP_135618591.1						WP_135618591.1	WP_135618591.1					WP_011290046.1	WP_011290046.1																					
N5.HOG0000365	OG0000209	n0									WP_011206061.1	WP_011206061.1						WP_011206061.1	WP_011206061.1					WP_011206061.1	WP_011206061.1																					
N5.HOG0000366	OG0000210	n0									WP_146379515.1	WP_146379515.1						WP_011206052.1	WP_011206052.1					WP_011206052.1	WP_011206052.1																					
N5.HOG0000367	OG0000211	n0									WP_011290054.1	WP_011290054.1						WP_011290054.1	WP_011290054.1					WP_011290054.1	WP_011290054.1																					
N5.HOG0000368	OG0000212	n0									WP_011206048.1	WP_011206048.1						WP_011206048.1	WP_011206048.1					WP_011206048.1	WP_011206048.1																					
N5.HOG0000369	OG0000213	n0									WP_160585195.1	WP_160585195.1						WP_011283963.1	WP_011283963.1					WP_011283963.1	WP_011283963.1																					
N5.HOG0000370	OG0000214	n0									WP_011206047.1	WP_011206047.1						WP_011206047.1	WP_011206047.1					WP_011206047.1	WP_011206047.1																					
N5.HOG0000371	OG0000215	n0									WP_020835589.1	WP_020835589.1						WP_020835589.1	WP_020835589.1					WP_020835589.1	WP_011290055.1																					
N5.HOG0000372	OG0000216	n0									WP_160585193.1	WP_160585193.1						WP_160585193.1	WP_160585193.1					WP_011290056.1	WP_011290056.1																					
N5.HOG0000373	OG0000217	n0									WP_011206044.1	WP_011206044.1						WP_404924088.1	WP_404924088.1					WP_011206044.1	WP_011206044.1																					
N5.HOG0000374	OG0000218	n0									WP_404912251.1	WP_404912251.1						WP_011290058.1	WP_011290058.1					WP_011290058.1	WP_011290058.1																					
N5.HOG0000375	OG0000219	n0									WP_220190714.1	WP_220190714.1						WP_020835591.1	WP_020835591.1					WP_020835591.1	WP_011206041.1																					
N5.HOG0000376	OG0000220	n0									WP_011206040.1	WP_011206040.1						WP_020835592.1	WP_020835592.1					WP_020835592.1	WP_011290060.1																					
N5.HOG0000377	OG0000221	n0									WP_011206039.1	WP_011206039.1						WP_011206039.1	WP_011206039.1					WP_011206039.1	WP_011206039.1																					
N5.HOG0000378	OG0000222	n0									WP_011206038.1	WP_011206038.1						WP_011206038.1	WP_011206038.1					WP_011206038.1	WP_011206038.1																					
N5.HOG0000379	OG0000223	n0									WP_404912255.1	WP_041361589.1						WP_041361589.1	WP_041361589.1					WP_041361589.1	WP_041361589.1																					
N5.HOG0000380	OG0000224	n0									WP_011206035.1	WP_011206035.1						WP_011206035.1	WP_011206035.1					WP_011206035.1	WP_011206035.1																					
N5.HOG0000381	OG0000225	n0									WP_404912259.1	WP_404912259.1						WP_020835596.1	WP_020835596.1					WP_020835596.1	WP_020835596.1																					
N5.HOG0000382	OG0000226	n0									WP_011206032.1	WP_011206032.1						WP_011206032.1	WP_011206032.1					WP_011206032.1	WP_011206032.1																					
N5.HOG0000383	OG0000227	n0									WP_011206031.1	WP_011206031.1						WP_011206031.1	WP_011206031.1					WP_011290064.1	WP_011290064.1																					
N5.HOG0000384	OG0000228	n0									WP_041361593.1	WP_041361593.1						WP_404924087.1	WP_404924087.1					WP_041361593.1	WP_041361593.1																					
N5.HOG0000385	OG0000229	n0									WP_011206028.1	WP_011206028.1						WP_011206028.1	WP_011206028.1					WP_011206028.1	WP_011206028.1																					
N5.HOG0000386	OG0000230	n0									WP_404912263.1	WP_404912263.1						WP_014579605.1	WP_014579605.1					WP_011206027.1	WP_011206027.1																					
N5.HOG0000387	OG0000231	n0									WP_011206025.1	WP_011206025.1						WP_011206025.1	WP_011206025.1					WP_011206025.1	WP_011206025.1																					
N5.HOG0000388	OG0000232	n0									WP_014579601.1	WP_014579601.1						WP_014579601.1	WP_014579601.1					WP_014579601.1	WP_014579601.1																					
N5.HOG0000389	OG0000233	n0									WP_011290071.1	WP_011290071.1						WP_011290071.1	WP_011290071.1					WP_020835604.1	WP_011290071.1																					
N5.HOG0000390	OG0000234	n0									WP_404912276.1	WP_404912276.1						WP_404924109.1	WP_404924109.1					WP_041361598.1	WP_011290076.1																					
N5.HOG0000391	OG0000235	n0									WP_094521605.1	WP_094521605.1						WP_404924111.1	WP_404924111.1					WP_020835611.1	WP_011290078.1																					
N5.HOG0000392	OG0000236	n0									WP_011283989.1	WP_011283989.1						WP_404924112.1	WP_404924112.1					WP_020835612.1	WP_011283989.1																					
N5.HOG0000393	OG0000237	n0									WP_404912280.1	WP_404912280.1						WP_404924113.1	WP_404924113.1					WP_020835613.1	WP_044272366.1																					
N5.HOG0000394	OG0000238	n0									WP_011206006.1	WP_011206006.1						WP_011206006.1	WP_011206006.1					WP_011283991.1	WP_011283991.1																					
N5.HOG0000395	OG0000239	n0									WP_011290347.1	WP_011290347.1						WP_404924009.1	WP_404924009.1					WP_011290347.1	WP_011290347.1																					
N5.HOG0000396	OG0000240	n0									WP_404911978.1	WP_404911978.1						WP_020835851.1	WP_020835851.1					WP_020835851.1	WP_020835851.1																					
N5.HOG0000397	OG0000241	n0									WP_044272588.1	WP_044272588.1						WP_044284696.1	WP_044284696.1					WP_020835853.1	WP_044272588.1																					
N5.HOG0000398	OG0000242	n0									WP_404911981.1	WP_404911981.1						WP_020835854.1	WP_020835854.1					WP_020835854.1	WP_011290351.1																					
N5.HOG0000399	OG0000243	n0									WP_146379703.1	WP_146379703.1						WP_160608089.1	WP_160608089.1					WP_041361686.1	WP_011290352.1																					
N5.HOG0000400	OG0000244	n0									WP_041361690.1	WP_041361690.1						WP_041361690.1	WP_041361690.1					WP_041361690.1	WP_041361690.1																					
N5.HOG0000401	OG0000245	n0									WP_146379707.1	WP_146379707.1						WP_404924010.1	WP_404924010.1					WP_020835856.1	WP_228366108.1																					
N5.HOG0000402	OG0000246	n0									WP_404912139.1	WP_404912139.1						WP_050195463.1	WP_050195463.1					WP_041361522.1	WP_041361522.1																					
N5.HOG0000403	OG0000247	n0									WP_404912141.1	WP_404912141.1						WP_146379457.1	WP_146379457.1					WP_011289951.1	WP_011289951.1																					
N5.HOG0000404	OG0000248	n0									WP_052259122.1	WP_052259122.1						WP_404924202.1	WP_404924202.1					WP_014579535.1	WP_014579535.1																					
N5.HOG0000405	OG0000249	n0									WP_160588044.1	WP_160588044.1						WP_404924064.1	WP_404924064.1					WP_020835502.1	WP_020835502.1																					
N5.HOG0000406	OG0000250	n0									WP_011289957.1	WP_011289957.1						WP_404924066.1	WP_404924066.1					WP_011289957.1	WP_011289957.1																					
N5.HOG0000407	OG0000251	n0									WP_318023737.1	WP_318023737.1						WP_318023737.1	WP_318023737.1					WP_020835507.1	WP_020835507.1																					
N5.HOG0000408	OG0000252	n0									WP_011205883.1	WP_011205883.1						WP_011205883.1	WP_011205883.1					WP_011205883.1	WP_011205883.1																					
N5.HOG0000409	OG0000253	n0									WP_011289964.1	WP_011289964.1						WP_404924069.1	WP_404924069.1					WP_011289964.1	WP_011289964.1																					
N5.HOG0000410	OG0000254	n0									WP_160584767.1	WP_160584767.1						WP_404924070.1	WP_404924070.1					WP_020835510.1	WP_044272285.1																					
N5.HOG0000411	OG0000255	n0									WP_014579550.1	WP_014579550.1						WP_014579550.1	WP_014579550.1					WP_020835511.1	WP_020835511.1																					
N5.HOG0000412	OG0000256	n0									WP_011205889.1	WP_011205889.1						WP_011205889.1	WP_011205889.1					WP_011205889.1	WP_011289968.1																					
N5.HOG0000413	OG0000257	n0									WP_011289973.1	WP_011289973.1						WP_011289973.1	WP_011289973.1					WP_011289973.1	WP_011289973.1																					
N5.HOG0000414	OG0000258	n0									WP_011289974.1	WP_011289974.1						WP_011289974.1	WP_011289974.1					WP_011289974.1	WP_011289974.1																					
N5.HOG0000415	OG0000259	n0									WP_041361723.1	WP_041361723.1						WP_146379775.1	WP_146379775.1					WP_020835520.1	WP_228366122.1																					
N5.HOG0000416	OG0000260	n0									WP_094521550.1	WP_094521550.1						WP_011289982.1	WP_011289982.1					WP_011289982.1	WP_011289982.1																					
N5.HOG0000417	OG0000261	n0									WP_044272293.1	WP_044272293.1						WP_404924075.1	WP_404924075.1					WP_020835521.1	WP_044272293.1																					
