Orthogroup	MHP_116_genes	MHP_111A_genes
OG0000527	ABJ972_RS01725	NB623_RS02315
OG0000528	ABJ972_RS01980	NB623_RS02080
OG0000531	ABJ972_RS01385	NB623_RS01520
OG0000532	ABJ972_RS01605	NB623_RS01745
OG0000533	ABJ972_RS01070	NB623_RS00595
OG0000534	ABJ972_RS00365	NB623_RS00370
OG0000536	ABJ972_RS03445	NB623_RS03735
OG0000540	ABJ972_RS02575	NB623_RS02805
OG0000544	ABJ972_RS01240	NB623_RS01375
OG0000545	ABJ972_RS01790	NB623_RS02270
OG0000546	ABJ972_RS02710	NB623_RS02950
OG0000552	ABJ972_RS03050	NB623_RS03300
OG0000553	ABJ972_RS02620	NB623_RS02855
OG0000554	ABJ972_RS02340	NB623_RS02535
OG0000555	ABJ972_RS02840	NB623_RS03080
OG0000557	ABJ972_RS01250	NB623_RS01385
OG0000558	ABJ972_RS01220	NB623_RS01355
OG0000559	ABJ972_RS01675	NB623_RS01825
OG0000560	ABJ972_RS01780	NB623_RS02290
OG0000561	ABJ972_RS01095	NB623_RS01240
OG0000562	ABJ972_RS01785	NB623_RS02280
OG0000563	ABJ972_RS01770	NB623_RS02295
OG0000564	ABJ972_RS01275	NB623_RS01405
OG0000565	ABJ972_RS01845	NB623_RS02220
OG0000566	ABJ972_RS01830	NB623_RS02240
OG0000567	ABJ972_RS01795	NB623_RS02265
OG0000568	ABJ972_RS00985	NB623_RS00685
OG0000569	ABJ972_RS01225	NB623_RS01360
OG0000570	ABJ972_RS01230	NB623_RS01365
OG0000571	ABJ972_RS01235	NB623_RS01370
OG0000572	ABJ972_RS01255	NB623_RS01390
OG0000573	ABJ972_RS01670	NB623_RS01820
OG0000574	ABJ972_RS01295	NB623_RS01425
OG0000575	ABJ972_RS01210	NB623_RS01350
OG0000576	ABJ972_RS01630	NB623_RS01775
OG0000577	ABJ972_RS02595	NB623_RS02825
OG0000578	ABJ972_RS02615	NB623_RS02850
OG0000579	ABJ972_RS01735	NB623_RS02305
OG0000580	ABJ972_RS02715	NB623_RS02955
OG0000581	ABJ972_RS01730	NB623_RS02310
OG0000582	ABJ972_RS01245	NB623_RS01380
OG0000583	ABJ972_RS01660	NB623_RS01810
OG0000585	ABJ972_RS02155	NB623_RS02350
OG0000586	ABJ972_RS01645	NB623_RS01795
OG0000587	ABJ972_RS01850	NB623_RS02215
OG0000588	ABJ972_RS01620	NB623_RS01765
OG0000589	ABJ972_RS02110	NB623_RS01010
OG0000592	ABJ972_RS02585	NB623_RS02815
OG0000593	ABJ972_RS03430	NB623_RS03720
OG0000595	ABJ972_RS02925	NB623_RS03160
OG0000609	ABJ972_RS01820	NB623_RS02250
OG0000611	ABJ972_RS00090	NB623_RS00100
