HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N18.HOG0000333	OG0000255	n0														WP_014579550.1	WP_014579550.1																													
N18.HOG0000334	OG0000256	n0														WP_011205889.1	WP_011205889.1																													
N18.HOG0000335	OG0000257	n0														WP_011289973.1	WP_011289973.1																													
N18.HOG0000336	OG0000258	n0														WP_011283871.1	WP_011283871.1																													
N18.HOG0000337	OG0000259	n0														WP_404924364.1	WP_404924364.1																													
N18.HOG0000338	OG0000260	n0														WP_404924365.1	WP_404924365.1																													
N18.HOG0000339	OG0000261	n0														WP_404924542.1	WP_404924366.1																													
N18.HOG0000340	OG0000262	n0														WP_135618519.1	WP_135618519.1																													
N18.HOG0000341	OG0000263	n0														WP_011283885.1	WP_011283885.1																													
N18.HOG0000342	OG0000264	n0														WP_404924371.1	WP_404924371.1																													
N18.HOG0000343	OG0000265	n0														WP_404924372.1	WP_404924372.1																													
N18.HOG0000344	OG0000266	n0														WP_011205923.1	WP_011205923.1																													
N18.HOG0000345	OG0000267	n0														WP_146379477.1	WP_146379477.1																													
N18.HOG0000346	OG0000268	n0														WP_404924385.1	WP_404924385.1																													
N18.HOG0000347	OG0000269	n0														WP_011206134.1	WP_011206134.1																													
N18.HOG0000348	OG0000270	n0														WP_404924335.1	WP_404924335.1																													
N18.HOG0000349	OG0000271	n0														WP_404924334.1	WP_404924334.1																													
N18.HOG0000350	OG0000272	n0														WP_011284373.1	WP_011284373.1																													
N18.HOG0000351	OG0000273	n0														WP_404924333.1	WP_404924333.1																													
N18.HOG0000352	OG0000274	n0														WP_011290423.1	WP_011290423.1																													
N18.HOG0000353	OG0000275	n0														WP_228366117.1	WP_228366117.1																													
N18.HOG0000354	OG0000276	n0														WP_011290421.1	WP_011290421.1																													
N18.HOG0000355	OG0000277	n0														WP_011206494.1	WP_011206494.1																													
N18.HOG0000356	OG0000278	n0														WP_160588182.1	WP_160588182.1																													
N18.HOG0000357	OG0000279	n0														WP_404924043.1	WP_404924330.1																													
N18.HOG0000358	OG0000280	n0														WP_011206490.1	WP_011206490.1																													
N18.HOG0000359	OG0000281	n0														WP_014580012.1	WP_014580012.1																													
N18.HOG0000360	OG0000282	n0														WP_404924327.1	WP_404924327.1																													
N18.HOG0000361	OG0000283	n0														WP_160584907.1	WP_160584907.1																													
N18.HOG0000362	OG0000284	n0														WP_011206484.1	WP_404924501.1																													
N18.HOG0000363	OG0000285	n0														WP_404924325.1	WP_404924325.1																													
N18.HOG0000364	OG0000286	n0														WP_146379652.1	WP_146379652.1																													
N18.HOG0000365	OG0000287	n0														WP_011206297.1	WP_011206297.1																													
N18.HOG0000366	OG0000288	n0														WP_011206299.1	WP_011206299.1																													
N18.HOG0000367	OG0000289	n0														WP_404924251.1	WP_404924251.1																													
N18.HOG0000368	OG0000290	n0														WP_011290297.1	WP_011290297.1																													
N18.HOG0000369	OG0000291	n0														WP_011206320.1	WP_011206320.1																													
N18.HOG0000370	OG0000292	n0														WP_404924261.1	WP_404924261.1																													
N18.HOG0000371	OG0000293	n0														WP_404924260.1	WP_404924260.1																													
N18.HOG0000372	OG0000294	n0														WP_404924259.1	WP_404924259.1																													
N18.HOG0000373	OG0000295	n0														WP_404924258.1	WP_404924258.1																													
N18.HOG0000374	OG0000296	n0														WP_404924255.1	WP_404924255.1																													
N18.HOG0000375	OG0000297	n0														WP_146379664.1	WP_146379664.1																													
N18.HOG0000376	OG0000298	n0														WP_160606533.1	WP_160606533.1																													
N18.HOG0000377	OG0000299	n0														WP_094521545.1	WP_094521545.1																													
N18.HOG0000378	OG0000300	n0														WP_041361533.1	WP_041361533.1																													
N18.HOG0000379	OG0000301	n0														WP_135618529.1	WP_135618529.1																													
N18.HOG0000380	OG0000302	n0														WP_011205925.1	WP_011205925.1																													
N18.HOG0000381	OG0000303	n0														WP_146379484.1	WP_146379484.1																													
N18.HOG0000382	OG0000304	n0														WP_220190741.1	WP_220190741.1																													
N18.HOG0000383	OG0000305	n0														WP_404924282.1	WP_404924282.1																													
N18.HOG0000384	OG0000306	n0														WP_146379686.1	WP_146379686.1																													
N18.HOG0000385	OG0000307	n0														WP_404924275.1	WP_404924275.1																													
N18.HOG0000386	OG0000308	n0														WP_020835811.1	WP_404911934.1																													
N18.HOG0000387	OG0000309	n0														WP_011206313.1	WP_011206313.1																													
N18.HOG0000388	OG0000310	n0														WP_011206298.1	WP_011206298.1																													
N18.HOG0000389	OG0000311	n0														WP_011206293.1	WP_011206293.1																													
N18.HOG0000390	OG0000312	n0														WP_041361671.1	WP_041361671.1																													
N18.HOG0000391	OG0000313	n0														WP_011206141.1	WP_011206141.1																													
N18.HOG0000392	OG0000314	n0														WP_404924483.1	WP_404924483.1																													
N18.HOG0000393	OG0000315	n0														WP_011290197.1	WP_011290197.1																													
N18.HOG0000394	OG0000316	n0														WP_404924204.1	WP_404924204.1																													
N18.HOG0000395	OG0000317	n0														WP_135618864.1	WP_135618864.1																													
N18.HOG0000396	OG0000318	n0														WP_404924205.1	WP_404924205.1																													
N18.HOG0000397	OG0000319	n0														WP_135618880.1	WP_135618880.1																													
N18.HOG0000398	OG0000320	n0														WP_404924234.1	WP_404924234.1																													
N18.HOG0000399	OG0000321	n0														WP_011205969.1	WP_011205969.1																													
N18.HOG0000400	OG0000322	n0														WP_020835642.1	WP_020835642.1																													
N18.HOG0000401	OG0000323	n0														WP_160588227.1	WP_160588227.1																													
N18.HOG0000402	OG0000324	n0														WP_011290222.1	WP_011290222.1																													
N18.HOG0000403	OG0000325	n0														WP_011206094.1	WP_011206094.1																													
N18.HOG0000404	OG0000326	n0														WP_404924411.1	WP_404924411.1																													
N18.HOG0000405	OG0000327	n0														WP_160584807.1	WP_160584807.1																													
N18.HOG0000406	OG0000328	n0														WP_041361583.1	WP_041361583.1																													
N18.HOG0000407	OG0000329	n0														WP_225973017.1	WP_225973017.1																													
N18.HOG0000408	OG0000330	n0														WP_011206016.1	WP_011206016.1																													
N18.HOG0000409	OG0000331	n0														WP_146379704.1	WP_146379704.1																													
N18.HOG0000410	OG0000332	n0														WP_011290372.1	WP_011290372.1																													
N18.HOG0000411	OG0000333	n0														WP_011206433.1	WP_011206433.1																													
N18.HOG0000412	OG0000334	n0														WP_020835889.1	WP_020835889.1																													
N18.HOG0000413	OG0000335	n0														WP_041361699.1	WP_041361699.1																													
N18.HOG0000414	OG0000336	n0														WP_011206488.1	WP_011206488.1																													
N18.HOG0000415	OG0000337	n0														WP_050195472.1	WP_050195472.1																													
N18.HOG0000416	OG0000338	n0														WP_014580051.1	WP_014580051.1																													
N18.HOG0000417	OG0000339	n0														WP_404924230.1	WP_404924230.1																													
N18.HOG0000418	OG0000340	n0														WP_146379551.1	WP_146379551.1																													
N18.HOG0000419	OG0000341	n0														WP_011290226.1	WP_011290226.1																													
N18.HOG0000420	OG0000342	n0														WP_011290029.1	WP_011290029.1																													
N18.HOG0000421	OG0000343	n0														WP_011206435.1	WP_011206435.1																													
N18.HOG0000422	OG0000344	n0														WP_404924394.1	WP_404924394.1																													
N18.HOG0000423	OG0000345	n0														WP_014579611.1	WP_014579611.1																													
N18.HOG0000424	OG0000346	n0														WP_232039558.1	WP_232039558.1																													
N18.HOG0000425	OG0000347	n0														WP_011205955.1	WP_011205955.1																													
N18.HOG0000426	OG0000348	n0														WP_404924412.1	WP_404924412.1																													
N18.HOG0000427	OG0000349	n0														WP_404924332.1	WP_404924332.1																													
N18.HOG0000428	OG0000350	n0														WP_404924274.1	WP_404924274.1																													
N18.HOG0000429	OG0000351	n0														WP_011206131.1	WP_011206131.1																													
N18.HOG0000430	OG0000352	n0														WP_404924481.1	WP_404924481.1																													
N18.HOG0000431	OG0000353	n0														WP_404924440.1	WP_404924440.1																													
N18.HOG0000432	OG0000354	n0														WP_404924550.1	WP_404924402.1																													
N18.HOG0000433	OG0000355	n0														WP_011206194.1	WP_011206194.1																													
N18.HOG0000434	OG0000356	n0														WP_404924505.1	WP_308507057.1																													
N18.HOG0000435	OG0000357	n0														WP_404924531.1	WP_228366113.1																													
N18.HOG0000436	OG0000358	n0														WP_404924299.1	WP_404924299.1																													
N18.HOG0000437	OG0000359	n0														WP_192894285.1	WP_404924408.1																													
N18.HOG0000438	OG0000360	n0														WP_404924361.1	WP_404924361.1																													
N18.HOG0000439	OG0000361	n0														WP_011289979.1	WP_011289979.1																													
N18.HOG0000440	OG0000362	n0														WP_094521719.1	WP_094521719.1																													
N18.HOG0000441	OG0000363	n0														WP_233417364.1	WP_233417364.1																													
N18.HOG0000442	OG0000364	n3														WP_044272453.1	WP_044272453.1																													
N18.HOG0000443	OG0000365	n0														WP_404924207.1	WP_404924207.1																													
N18.HOG0000444	OG0000366	n0														WP_146379594.1	WP_146379594.1																													
N18.HOG0000445	OG0000367	n0														WP_404924210.1	WP_404924210.1																													
N18.HOG0000446	OG0000368	n0														WP_011289935.1	WP_011289935.1																													
N18.HOG0000447	OG0000369	n0														WP_404924349.1	WP_404924349.1																													
N18.HOG0000448	OG0000370	n0														WP_044272260.1	WP_044272260.1																													
N18.HOG0000449	OG0000371	n0														WP_044272256.1	WP_044272256.1																													
N18.HOG0000450	OG0000372	n0														WP_135618439.1	WP_135618439.1																													
N18.HOG0000451	OG0000373	n0														WP_404924348.1	WP_404924348.1																													
N18.HOG0000452	OG0000374	n0														WP_404924346.1	WP_404924346.1																													
N18.HOG0000453	OG0000375	n0														WP_146379628.1	WP_146379628.1																													
N18.HOG0000454	OG0000376	n0														WP_404924237.1	WP_404924237.1																													
N18.HOG0000455	OG0000377	n0														WP_011206271.1	WP_404924235.1																													
N18.HOG0000456	OG0000378	n0														WP_404924557.1																														
N18.HOG0000457	OG0000379	n0														WP_011205962.1	WP_011205962.1																													
N18.HOG0000458	OG0000380	n0														WP_404924442.1	WP_404924442.1																													
N18.HOG0000459	OG0000381	n0														WP_404924443.1	WP_404924443.1																													
N18.HOG0000460	OG0000382	n0														WP_404924558.1	WP_404924447.1																													
N18.HOG0000461	OG0000383	n0														WP_014579735.1	WP_014579735.1																													
N18.HOG0000462	OG0000384	n0														WP_404924391.1	WP_404924391.1																													
N18.HOG0000463	OG0000385	n0														WP_044272311.1	WP_044272311.1																													
N18.HOG0000464	OG0000386	n0														WP_011290004.1	WP_011290004.1																													
N18.HOG0000465	OG0000387	n0														WP_404924392.1	WP_404924392.1																													
N18.HOG0000466	OG0000388	n0														WP_404924393.1	WP_404924393.1																													
N18.HOG0000467	OG0000389	n0														WP_020835565.1	WP_020835565.1																													
N18.HOG0000468	OG0000390	n0														WP_011290340.1	WP_011290340.1																													
N18.HOG0000469	OG0000391	n0														WP_404924283.1	WP_404924283.1																													
N18.HOG0000470	OG0000392	n0														WP_404924281.1	WP_404924281.1																													
N18.HOG0000471	OG0000393	n0														WP_404924279.1	WP_404924279.1																													
N18.HOG0000472	OG0000394	n0														WP_011284253.1	WP_011284253.1																													
N18.HOG0000473	OG0000395	n0														WP_404924270.1	WP_404924270.1																													
N18.HOG0000474	OG0000396	n0														WP_020835781.1	WP_020835781.1																													
N18.HOG0000475	OG0000397	n0														WP_011206196.1	WP_011206196.1																													
N18.HOG0000476	OG0000398	n0														WP_146379611.1	WP_146379611.1																													
N18.HOG0000477	OG0000399	n0														WP_348571612.1	WP_348571612.1																													
N18.HOG0000478	OG0000400	n0														WP_404924530.1	WP_243216310.1																													
N18.HOG0000479	OG0000401	n0														WP_404924302.1	WP_404924302.1																													
N18.HOG0000480	OG0000402	n0														WP_404924303.1	WP_404924303.1																													
N18.HOG0000481	OG0000403	n0														WP_404924022.1	WP_404924022.1																													
N18.HOG0000482	OG0000404	n0															WP_146379727.1																													
N18.HOG0000483	OG0000405	n0														WP_160585278.1	WP_160585278.1																													
N18.HOG0000484	OG0000406	n0														WP_404924308.1	WP_404924308.1																													
N18.HOG0000485	OG0000407	n0														WP_404924309.1	WP_404924309.1																													
N18.HOG0000486	OG0000408	n0														WP_404924310.1	WP_404924310.1																													
N18.HOG0000487	OG0000409	n0														WP_011206458.1	WP_011206458.1																													
N18.HOG0000488	OG0000410	n0														WP_404924318.1	WP_404924318.1																													
N18.HOG0000489	OG0000411	n0														WP_404924317.1	WP_404924317.1																													
N18.HOG0000490	OG0000412	n0														WP_404924316.1	WP_404924316.1																													
N18.HOG0000491	OG0000413	n0														WP_146379568.1	WP_146379568.1																													
N18.HOG0000492	OG0000414	n0														WP_011290131.1	WP_011290131.1																													
N18.HOG0000493	OG0000415	n0														WP_404924448.1	WP_404924448.1																													
N18.HOG0000494	OG0000416	n0														WP_404924449.1	WP_404924449.1																													
N18.HOG0000495	OG0000417	n0														WP_404924514.1	WP_404924226.1																													
N18.HOG0000496	OG0000418	n0														WP_404924512.1	WP_348571647.1																													
N18.HOG0000497	OG0000419	n0														WP_020835572.1	WP_020835572.1																													
N18.HOG0000498	OG0000420	n0														WP_020835574.1	WP_020835574.1																													
N18.HOG0000499	OG0000421	n0														WP_011290034.1	WP_011290034.1																													
N18.HOG0000500	OG0000422	n0														WP_020835580.1	WP_020835580.1																													
N18.HOG0000501	OG0000423	n0														WP_404924415.1	WP_404924415.1																													
N18.HOG0000502	OG0000424	n0														WP_135618587.1	WP_135618587.1																													
N18.HOG0000503	OG0000425	n0														WP_011283949.1	WP_011283949.1																													
N18.HOG0000504	OG0000426	n0														WP_011206064.1	WP_011206064.1																													
N18.HOG0000505	OG0000427	n0														WP_135618593.1	WP_135618593.1																													
N18.HOG0000506	OG0000428	n0															WP_011206054.1																													
N18.HOG0000507	OG0000429	n0														WP_011206036.1	WP_011206036.1																													
N18.HOG0000508	OG0000430	n0														WP_146379523.1																														
N18.HOG0000509	OG0000431	n0														WP_146379524.1	WP_146379524.1																													
N18.HOG0000510	OG0000432	n0														WP_404924424.1	WP_404924424.1																													
N18.HOG0000511	OG0000433	n0														WP_160606761.1	WP_160606761.1																													
N18.HOG0000512	OG0000434	n0														WP_160606763.1	WP_160606763.1																													
N18.HOG0000513	OG0000435	n0														WP_011290077.1	WP_011290077.1																													
N18.HOG0000514	OG0000436	n0														WP_011206005.1	WP_011206005.1																													
N18.HOG0000515	OG0000437	n0														WP_020835616.1	WP_020835616.1																													
N18.HOG0000516	OG0000438	n0														WP_404924427.1	WP_404924427.1																													
N18.HOG0000517	OG0000439	n0														WP_404924428.1	WP_404924428.1																													
N18.HOG0000518	OG0000440	n0														WP_020835852.1	WP_020835852.1																													
N18.HOG0000519	OG0000441	n0														WP_404924290.1	WP_404924290.1																													
N18.HOG0000520	OG0000442	n0														WP_404924355.1	WP_404924355.1																													
N18.HOG0000521	OG0000443	n0														WP_044272282.1	WP_044272282.1																													
N18.HOG0000522	OG0000444	n0														WP_011205880.1	WP_011205880.1																													
N18.HOG0000523	OG0000445	n0														WP_404924360.1	WP_404924360.1																													
N18.HOG0000524	OG0000446	n0														WP_135618497.1	WP_135618497.1																													
N18.HOG0000525	OG0000447	n0														WP_044284573.1	WP_044284573.1																													
N18.HOG0000526	OG0000448	n0														WP_404924362.1	WP_404924362.1																													
N18.HOG0000527	OG0000449	n0														WP_348571941.1	WP_348571941.1																													
N18.HOG0000528	OG0000450	n0														WP_404924074.1	WP_404924074.1																													
N18.HOG0000529	OG0000451	n0														WP_404924370.1	WP_404924370.1																													
N18.HOG0000530	OG0000452	n0														WP_011205921.1	WP_011205921.1																													
N18.HOG0000531	OG0000453	n0														WP_404924386.1	WP_404924386.1																													
N18.HOG0000532	OG0000454	n5														WP_404924547.1	WP_225973031.1																													
N18.HOG0000533	OG0000455	n0														WP_404924337.1	WP_404924337.1																													
N18.HOG0000534	OG0000456	n0														WP_011206487.1	WP_011206487.1																													
N18.HOG0000535	OG0000457	n0														WP_404924500.1	WP_404924500.1																													
N18.HOG0000536	OG0000458	n0														WP_020835790.1	WP_020835790.1																													
N18.HOG0000537	OG0000459	n0														WP_404924252.1	WP_404924252.1																													
N18.HOG0000538	OG0000460	n0														WP_404924253.1	WP_404924253.1																													
N18.HOG0000539	OG0000461	n0														WP_404924496.1	WP_404924496.1																													
N18.HOG0000540	OG0000462	n0														WP_011206311.1	WP_011206311.1																													
N18.HOG0000541	OG0000463	n0														WP_011206310.1	WP_011206310.1																													
N18.HOG0000542	OG0000464	n0														WP_011206309.1	WP_011206309.1																													
N18.HOG0000543	OG0000465	n0														WP_404924256.1	WP_404924256.1																													
N18.HOG0000544	OG0000466	n0														WP_011205922.1	WP_011205922.1																													
N18.HOG0000545	OG0000467	n0														WP_404924266.1	WP_404924266.1																													
N18.HOG0000546	OG0000468	n0														WP_404924484.1	WP_404924484.1																													
N18.HOG0000547	OG0000469	n0														WP_014579824.1	WP_014579824.1																													
N18.HOG0000548	OG0000470	n0														WP_011206069.1	WP_011206069.1																													
N18.HOG0000549	OG0000471	n0														WP_044272348.1	WP_044272348.1																													
N18.HOG0000550	OG0000472	n0														WP_404924319.1	WP_404924319.1																													
N18.HOG0000551	OG0000473	n0															WP_020835917.1																													
N18.HOG0000552	OG0000474	n0														WP_404924336.1	WP_404924336.1																													
N18.HOG0000553	OG0000475	n0														WP_160584892.1	WP_160584892.1																													
N18.HOG0000554	OG0000476	n0														WP_011205931.1	WP_011205931.1																													
N18.HOG0000555	OG0000477	n0														WP_135618962.1	WP_135618962.1																													
N18.HOG0000556	OG0000478	n0														WP_404924331.1	WP_404924331.1																													
N18.HOG0000557	OG0000479	n0														WP_404924439.1	WP_404924439.1																													
N18.HOG0000558	OG0000480	n0														WP_011206218.1	WP_011206218.1																													
N18.HOG0000559	OG0000481	n0														WP_044272343.1	WP_044272343.1																													
N18.HOG0000560	OG0000482	n0														WP_404924553.1	WP_404924431.1																													
N18.HOG0000561	OG0000483	n0														WP_404924211.1	WP_404924211.1																													
N18.HOG0000562	OG0000484	n0														WP_404924359.1	WP_404924359.1																													
N18.HOG0000563	OG0000485	n0														WP_020835615.1	WP_020835615.1																													
N18.HOG0000564	OG0000486	n0														WP_011290228.1	WP_011290228.1																													
N18.HOG0000565	OG0000487	n0															WP_404924490.1																													
N18.HOG0000566	OG0000488	n0														WP_020835728.1	WP_020835728.1																													
N18.HOG0000567	OG0000489	n0															WP_404924350.1																													
N18.HOG0000568	OG0000490	n0														WP_011206527.1	WP_011206527.1																													
N18.HOG0000569	OG0000491	n0														WP_160588241.1	WP_160588241.1																													
N18.HOG0000570	OG0000492	n0														WP_146379559.1	WP_146379559.1																													
N18.HOG0000571	OG0000493	n0														WP_404924395.1	WP_404924395.1																													
N18.HOG0000572	OG0000494	n0														WP_404924551.1	WP_404924403.1																													
N18.HOG0000573	OG0000496	n0														WP_011206375.1	WP_011206375.1																													
N18.HOG0000574	OG0000497	n0														WP_014579936.1	WP_014579936.1																													
N18.HOG0000575	OG0000498	n0														WP_011290314.1	WP_011290314.1																													
N18.HOG0000576	OG0000499	n0														WP_020835817.1	WP_020835817.1																													
N18.HOG0000577	OG0000500	n0														WP_146379610.1																														
N18.HOG0000578	OG0000501	n0														WP_404924297.1	WP_404924297.1																													
N18.HOG0000579	OG0000502	n0															WP_404924430.1																													
N18.HOG0000580	OG0000503	n0															WP_404924406.1																													
N18.HOG0000581	OG0000504	n0														WP_404924485.1	WP_404924485.1																													
N18.HOG0000582	OG0000505	n0														WP_146379519.1	WP_146379519.1																													
N18.HOG0000583	OG0000506	n0														WP_011206049.1																														
N18.HOG0000584	OG0000507	n0														WP_020835590.1	WP_020835590.1																													
N18.HOG0000585	OG0000508	n0														WP_404924540.1																														
N18.HOG0000586	OG0000509	n0														WP_020835518.1	WP_020835518.1																													
N18.HOG0000587	OG0000510	n0														WP_404924363.1	WP_404924363.1																													
N18.HOG0000588	OG0000511	n0														WP_011206135.1	WP_011206135.1																													
N18.HOG0000589	OG0000512	n0														WP_404924254.1	WP_404924254.1																													
N18.HOG0000590	OG0000513	n0														WP_160585582.1	WP_160585582.1																													
N18.HOG0000591	OG0000514	n0														WP_404924527.1	WP_404924280.1																													
N18.HOG0000592	OG0000517	n0														WP_011283834.1	WP_011283834.1																													
N18.HOG0000593	OG0000518	n0														WP_404924301.1	WP_404924301.1																													
N18.HOG0000594	OG0000519	n0															WP_020835579.1																													
N18.HOG0000595	OG0000520	n0														WP_404924090.1																														
N18.HOG0000596	OG0000521	n0														WP_404924541.1																														
N18.HOG0000597	OG0000522	n0															WP_135618505.1																													
N18.HOG0000598	OG0000523	n0														WP_404924324.1	WP_404924324.1																													
N18.HOG0000599	OG0000524	n0														WP_404924265.1	WP_404924265.1																													
N18.HOG0000600	OG0000525	n0														WP_404924320.1	WP_404924320.1																													
N18.HOG0000601	OG0000526	n14														WP_404924477.1	WP_404924477.1																													
N18.HOG0000602	OG0000526	n28														WP_011290177.1	WP_011290177.1																													
N18.HOG0000603	OG0000527	n5														WP_404924472.1	WP_404924472.1																													
N18.HOG0000604	OG0000530	n0															WP_011284186.1																													
N18.HOG0000605	OG0000531	n0														WP_020835645.1																														
N18.HOG0000606	OG0000532	n14														WP_404924453.1	WP_404924453.1																													
N18.HOG0000607	OG0000532	n15														WP_404924454.1	WP_404924454.1																													
N18.HOG0000608	OG0000533	n0														WP_404924398.1	WP_404924398.1																													
N18.HOG0000609	OG0000534	n0															WP_014579573.1																													
N18.HOG0000610	OG0000536	n0															WP_404924342.1																													
N18.HOG0000611	OG0000538	n0														WP_020835608.1																														
N18.HOG0000612	OG0000540	n0														WP_404924523.1	WP_404924262.1																													
N18.HOG0000613	OG0000541	n0															WP_404924269.1																													
N18.HOG0000614	OG0000543	n8														WP_044889050.1	WP_044889050.1																													
N18.HOG0000615	OG0000544	n4															WP_308507042.1																													
N18.HOG0000616	OG0000544	n7														WP_404924555.1																														
N18.HOG0000617	OG0000544	n16														WP_404924556.1																														
N18.HOG0000618	OG0000545	n3														WP_404924475.1	WP_404924475.1																													
N18.HOG0000619	OG0000546	n0														WP_160585684.1	WP_160585684.1																													
N18.HOG0000620	OG0000551	n0														WP_404924287.1	WP_404924287.1																													
N18.HOG0000621	OG0000552	n21														WP_404924304.1	WP_404924304.1																													
N18.HOG0000622	OG0000553	n0														WP_404924267.1	WP_404924267.1																													
N18.HOG0000623	OG0000554	n0														WP_404924240.1	WP_404924240.1																													
N18.HOG0000624	OG0000555	n0														WP_308507032.1	WP_308507032.1																													
N18.HOG0000625	OG0000556	n4														WP_404924376.1	WP_404924376.1																													
N18.HOG0000626	OG0000557	n0														WP_146379545.1	WP_146379545.1																													
N18.HOG0000627	OG0000558	n0														WP_404924432.1	WP_404924432.1																													
N18.HOG0000628	OG0000559	n0														WP_011206161.1	WP_011206161.1																													
N18.HOG0000629	OG0000560	n0														WP_011284100.1	WP_011284100.1																													
N18.HOG0000630	OG0000561	n0														WP_011290073.1	WP_011290073.1																													
N18.HOG0000631	OG0000562	n0														WP_146379618.1	WP_146379618.1																													
N18.HOG0000632	OG0000563	n0														WP_160587877.1	WP_160587877.1																													
N18.HOG0000633	OG0000564	n0														WP_041361605.1	WP_041361605.1																													
N18.HOG0000634	OG0000565	n0														WP_011290181.1	WP_011290181.1																													
N18.HOG0000635	OG0000566	n0														WP_404924480.1	WP_404924480.1																													
N18.HOG0000636	OG0000567	n0														WP_404924476.1	WP_404924476.1																													
N18.HOG0000637	OG0000568	n0														WP_044272325.1	WP_044272325.1																													
N18.HOG0000638	OG0000569	n0														WP_404924433.1	WP_404924433.1																													
N18.HOG0000639	OG0000570	n0														WP_011290093.1	WP_011290093.1																													
N18.HOG0000640	OG0000571	n0														WP_011205986.1	WP_011205986.1																													
N18.HOG0000641	OG0000572	n0														WP_160585558.1	WP_160585558.1																													
N18.HOG0000642	OG0000573	n0														WP_404924463.1	WP_404924463.1																													
N18.HOG0000643	OG0000574	n0														WP_014579714.1	WP_014579714.1																													
N18.HOG0000644	OG0000575	n0															WP_146379542.1																													
N18.HOG0000645	OG0000576	n0														WP_011290145.1	WP_011290145.1																													
N18.HOG0000646	OG0000577	n0														WP_011290300.1	WP_011290300.1																													
N18.HOG0000647	OG0000578	n0														WP_160585659.1	WP_160585659.1																													
N18.HOG0000648	OG0000579	n0														WP_146379623.1	WP_146379623.1																													
N18.HOG0000649	OG0000580	n0														WP_041361798.1	WP_041361798.1																													
N18.HOG0000650	OG0000581	n0														WP_404924473.1	WP_404924473.1																													
N18.HOG0000651	OG0000582	n0														WP_404924434.1	WP_404924434.1																													
N18.HOG0000652	OG0000583	n0														WP_404924462.1	WP_404924462.1																													
N18.HOG0000653	OG0000584	n0														WP_160584947.1	WP_160584947.1																													
N18.HOG0000654	OG0000585	n0														WP_146379626.1	WP_146379626.1																													
N18.HOG0000655	OG0000586	n0														WP_404924460.1	WP_404924460.1																													
N18.HOG0000656	OG0000587	n0														WP_258555257.1	WP_258555257.1																													
N18.HOG0000657	OG0000588	n0														WP_404924457.1	WP_404924457.1																													
N18.HOG0000658	OG0000589	n0														WP_002557988.1	WP_002557988.1																													
N18.HOG0000659	OG0000590	n5														WP_404924380.1	WP_404924380.1																													
N18.HOG0000660	OG0000591	n0														WP_258555396.1	WP_258555396.1																													
N18.HOG0000661	OG0000593	n0														WP_404924339.1	WP_404924339.1																													
N18.HOG0000662	OG0000594	n0														WP_404924554.1																														
N18.HOG0000663	OG0000595	n20														WP_404924292.1	WP_404924292.1																													
N18.HOG0000664	OG0000596	n5															WP_014579752.1																													
N18.HOG0000665	OG0000597	n17														WP_404924291.1	WP_404924291.1																													
N18.HOG0000666	OG0000598	n0														WP_404924468.1	WP_404924468.1																													
N18.HOG0000667	OG0000599	n0														WP_011206170.1	WP_011206170.1																													
N18.HOG0000668	OG0000600	n0														WP_160584945.1	WP_160584945.1																													
N18.HOG0000669	OG0000603	n1														WP_135618745.1	WP_135618745.1																													
N18.HOG0000670	OG0000604	n0														WP_258555242.1	WP_258555242.1																													
N18.HOG0000671	OG0000605	n0														WP_404924378.1	WP_404924378.1																													
N18.HOG0000672	OG0000607	n0														WP_160587988.1	WP_160587988.1																													
N18.HOG0000673	OG0000608	n0														WP_404924474.1	WP_404924474.1																													
N18.HOG0000674	OG0000610	n0														WP_269076320.1	WP_269076320.1																													
N18.HOG0000675	OG0000611	n0														WP_225973003.1	WP_225973003.1																													
N18.HOG0000676	OG0000612	n0														WP_404924564.1	WP_225973036.1																													
N18.HOG0000677	OG0000613	n0														WP_225972966.1	WP_225972966.1																													
N18.HOG0000678	OG0000615	n0														WP_044272557.1	WP_044272557.1																													
N18.HOG0000679	OG0000616	n0														WP_011206358.1	WP_011206358.1																													
N18.HOG0000680	OG0000617	n0														WP_371863322.1	WP_371863322.1																													
N18.HOG0000681	OG0000620	n0														WP_143826160.1	WP_143826160.1																													
N18.HOG0000682	OG0000622	n0														WP_404924220.1	WP_404924220.1																													
N18.HOG0000683	OG0000624	n0														WP_041361696.1	WP_041361696.1																													
