HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N39.HOG0000237	OG0000212	n0		WP_002557815.1	WP_002557815.1	WP_002557815.1		WP_002557815.1																																						
N39.HOG0000238	OG0000213	n0		WP_002557816.1	WP_002557816.1	WP_002557816.1		WP_002557816.1																																						
N39.HOG0000239	OG0000214	n0		WP_002557817.1	WP_002557817.1	WP_002557817.1		WP_002557817.1																																						
N39.HOG0000240	OG0000215	n0		WP_002557818.1	WP_002557818.1	WP_002557818.1		WP_002557818.1																																						
N39.HOG0000241	OG0000216	n0		WP_160581343.1	WP_160581343.1	WP_160583861.1		WP_160581343.1																																						
N39.HOG0000242	OG0000217	n0		WP_002557820.1	WP_160583863.1	WP_160583863.1		WP_160605481.1																																						
N39.HOG0000243	OG0000218	n0		WP_160581339.1	WP_160581339.1	WP_160581339.1		WP_160605485.1																																						
N39.HOG0000244	OG0000219	n0		WP_160603160.1	WP_160583865.1	WP_160583865.1		WP_160603160.1																																						
N39.HOG0000245	OG0000220	n0		WP_002557824.1	WP_002557824.1	WP_160583867.1		WP_002557824.1																																						
N39.HOG0000246	OG0000221	n0		WP_002557825.1	WP_002557825.1	WP_002557825.1		WP_002557825.1																																						
N39.HOG0000247	OG0000222	n0		WP_002557826.1	WP_002557826.1	WP_002557826.1		WP_002557826.1																																						
N39.HOG0000248	OG0000223	n0		WP_002557827.1	WP_002557827.1	WP_002557827.1		WP_002557827.1																																						
N39.HOG0000249	OG0000224	n0		WP_002557829.1	WP_002557829.1	WP_002557829.1		WP_002557829.1																																						
N39.HOG0000250	OG0000225	n0		WP_002557831.1	WP_002557831.1	WP_002557831.1		WP_002557831.1																																						
N39.HOG0000251	OG0000226	n0		WP_002557832.1	WP_160593426.1	WP_002557832.1		WP_002557832.1																																						
N39.HOG0000252	OG0000227	n0		WP_002557833.1	WP_002557833.1	WP_002557833.1		WP_002557833.1																																						
N39.HOG0000253	OG0000228	n0		WP_160603162.1	WP_002557834.1	WP_002557834.1		WP_002557834.1																																						
N39.HOG0000254	OG0000229	n0		WP_002557835.1	WP_002557835.1	WP_002557835.1		WP_002557835.1																																						
N39.HOG0000255	OG0000230	n0		WP_002557836.1	WP_002557836.1	WP_002557836.1		WP_002557836.1																																						
N39.HOG0000256	OG0000231	n0		WP_160581334.1	WP_160581334.1	WP_160581334.1		WP_002557838.1																																						
N39.HOG0000257	OG0000232	n0		WP_002557840.1	WP_002557840.1	WP_002557840.1		WP_002557840.1																																						
N39.HOG0000258	OG0000233	n0		WP_002557842.1	WP_002557842.1	WP_002557842.1		WP_160605487.1																																						
N39.HOG0000259	OG0000234	n0		WP_002557848.1	WP_318026338.1	WP_318026338.1		WP_002557848.1																																						
N39.HOG0000260	OG0000235	n0		WP_002557850.1	WP_002557850.1	WP_002557850.1		WP_002557850.1																																						
N39.HOG0000261	OG0000236	n0		WP_160581215.1	WP_160581215.1	WP_160581215.1		WP_160581215.1																																						
N39.HOG0000262	OG0000237	n0		WP_160593437.1	WP_160593437.1	WP_160583882.1		WP_160583882.1																																						
N39.HOG0000263	OG0000238	n0		WP_160603172.1	WP_002557856.1	WP_002557856.1		WP_160605501.1																																						
N39.HOG0000264	OG0000239	n0		WP_002557863.1	WP_160583887.1	WP_160583887.1		WP_160583887.1																																						
N39.HOG0000265	OG0000240	n0		WP_160603178.1	WP_160583889.1	WP_160583889.1		WP_002557864.1																																						
N39.HOG0000266	OG0000241	n0		WP_002557866.1	WP_002557866.1	WP_002557866.1		WP_002557866.1																																						
N39.HOG0000267	OG0000242	n0		WP_002557867.1	WP_160583893.1	WP_160583893.1		WP_002557867.1																																						
N39.HOG0000268	OG0000243	n0		WP_002557868.1	WP_002557868.1	WP_002557868.1		WP_002557868.1																																						
N39.HOG0000269	OG0000244	n0		WP_002557870.1	WP_002557870.1	WP_002557870.1		WP_002557870.1																																						
N39.HOG0000270	OG0000245	n0		WP_002557872.1	WP_002557872.1	WP_002557872.1		WP_002557872.1																																						
N39.HOG0000271	OG0000246	n0		WP_002557875.1	WP_002557875.1	WP_002557875.1		WP_002557875.1																																						
N39.HOG0000272	OG0000247	n0		WP_160603019.1	WP_160593344.1	WP_160583749.1		WP_160593344.1																																						
N39.HOG0000273	OG0000248	n0		WP_160603024.1	WP_160583743.1	WP_160583743.1		WP_160583743.1																																						
N39.HOG0000274	OG0000249	n0		WP_002557883.1	WP_160583741.1	WP_160583741.1		WP_160605570.1																																						
N39.HOG0000275	OG0000250	n0		WP_002557886.1	WP_002557886.1	WP_002557886.1		WP_002557886.1																																						
N39.HOG0000276	OG0000251	n0		WP_002557891.1	WP_002557891.1	WP_002557891.1		WP_002557891.1																																						
N39.HOG0000277	OG0000252	n0		WP_160581051.1	WP_160581051.1	WP_160581051.1		WP_160581051.1																																						
N39.HOG0000278	OG0000253	n0		WP_160583733.1	WP_160583733.1	WP_160583733.1		WP_160605282.1																																						
N39.HOG0000279	OG0000254	n0		WP_160583731.1	WP_160583731.1	WP_160583731.1		WP_160605284.1																																						
N39.HOG0000280	OG0000255	n0		WP_002557898.1	WP_002557898.1	WP_002557898.1		WP_002557898.1																																						
N39.HOG0000281	OG0000256	n0		WP_002557899.1	WP_002557899.1	WP_002557899.1		WP_002557899.1																																						
N39.HOG0000282	OG0000257	n0		WP_160583725.1	WP_160583725.1	WP_160583725.1		WP_002557904.1																																						
N39.HOG0000283	OG0000258	n0		WP_002557905.1	WP_002557905.1	WP_002557905.1		WP_160605290.1																																						
N39.HOG0000284	OG0000259	n0		WP_160583721.1	WP_160583721.1	WP_160583721.1		WP_160581036.1																																						
N39.HOG0000285	OG0000260	n0		WP_002557913.1	WP_002557913.1	WP_160583717.1		WP_160605298.1																																						
N39.HOG0000286	OG0000261	n0		WP_160603029.1	WP_160593354.1	WP_160583713.1		WP_160605302.1																																						
N39.HOG0000287	OG0000262	n0		WP_002557919.1	WP_160583709.1	WP_160583709.1		WP_002557919.1																																						
N39.HOG0000288	OG0000263	n0		WP_002557922.1	WP_002557922.1	WP_002557922.1		WP_002557922.1																																						
N39.HOG0000289	OG0000264	n0		WP_160581017.1	WP_160581017.1	WP_160581017.1		WP_160581017.1																																						
N39.HOG0000290	OG0000265	n0		WP_160583707.1	WP_002557927.1	WP_160583707.1		WP_002557927.1																																						
N39.HOG0000291	OG0000266	n0		WP_002557930.1	WP_002557930.1	WP_002557930.1		WP_002557930.1																																						
N39.HOG0000292	OG0000267	n0		WP_160581015.1	WP_160581015.1	WP_160581015.1		WP_160581015.1																																						
N39.HOG0000293	OG0000268	n0		WP_160581013.1	WP_160581013.1	WP_160583705.1		WP_160583705.1																																						
N39.HOG0000294	OG0000269	n0		WP_160583703.1	WP_160583703.1	WP_160583703.1		WP_160583703.1																																						
N39.HOG0000295	OG0000270	n0		WP_160583792.1	WP_160593486.1	WP_160583792.1		WP_160605574.1																																						
N39.HOG0000296	OG0000271	n0		WP_002557946.1	WP_002557946.1	WP_002557946.1		WP_002557946.1																																						
N39.HOG0000297	OG0000272	n0		WP_002557947.1	WP_002557947.1	WP_002557947.1		WP_002557947.1																																						
N39.HOG0000298	OG0000273	n0		WP_002557948.1	WP_002557948.1	WP_002557948.1		WP_002557948.1																																						
N39.HOG0000299	OG0000274	n0		WP_160583796.1	WP_160583796.1	WP_160583796.1		WP_160605591.1																																						
N39.HOG0000300	OG0000275	n0		WP_160581377.1	WP_160581377.1	WP_160581377.1		WP_039387710.1																																						
N39.HOG0000301	OG0000276	n0		WP_160593503.1	WP_160593503.1	WP_160583798.1		WP_002557954.1																																						
N39.HOG0000302	OG0000277	n0		WP_002557956.1	WP_160581382.1	WP_160581382.1		WP_160581382.1																																						
N39.HOG0000303	OG0000278	n0		WP_002557957.1	WP_160583802.1	WP_160583802.1		WP_160581384.1																																						
N39.HOG0000304	OG0000279	n0		WP_002557959.1	WP_002557959.1	WP_002557959.1		WP_002557959.1																																						
N39.HOG0000305	OG0000280	n0		WP_002557960.1	WP_002557960.1	WP_002557960.1		WP_002557960.1																																						
N39.HOG0000306	OG0000281	n0		WP_002557961.1	WP_002557961.1	WP_002557961.1		WP_002557961.1																																						
N39.HOG0000307	OG0000282	n0		WP_160583806.1	WP_160593507.1	WP_160583806.1		WP_160605597.1																																						
N39.HOG0000308	OG0000283	n0		WP_002557965.1	WP_002557965.1	WP_002557965.1		WP_002557965.1																																						
N39.HOG0000309	OG0000284	n0		WP_002557966.1	WP_002557966.1	WP_002557966.1		WP_002557966.1																																						
N39.HOG0000310	OG0000285	n0		WP_160583808.1	WP_160583808.1	WP_160583808.1		WP_002557967.1																																						
N39.HOG0000311	OG0000286	n0		WP_160580983.1	WP_002557972.1	WP_002557972.1		WP_160605389.1																																						
N39.HOG0000312	OG0000287	n0		WP_002557978.1	WP_160593397.1	WP_002557978.1		WP_160605383.1																																						
N39.HOG0000313	OG0000288	n0		WP_002557980.1	WP_002557980.1	WP_002557980.1		WP_002557980.1																																						
N39.HOG0000314	OG0000289	n0		WP_160603097.1	WP_160583616.1	WP_160583616.1		WP_160605379.1																																						
N39.HOG0000315	OG0000290	n0		WP_002558003.1	WP_002558003.1	WP_002558003.1		WP_160605363.1																																						
N39.HOG0000316	OG0000291	n0		WP_002558005.1	WP_160593389.1	WP_002558005.1		WP_002558005.1																																						
N39.HOG0000317	OG0000292	n0		WP_002558006.1	WP_160583633.1	WP_160583633.1		WP_002558006.1																																						
N39.HOG0000318	OG0000293	n0		WP_160603077.1	WP_160583631.1	WP_160583631.1		WP_002558007.1																																						
N39.HOG0000319	OG0000294	n0		WP_160603079.1	WP_160583629.1	WP_160583629.1		WP_160605367.1																																						
N39.HOG0000320	OG0000295	n0		WP_160580958.1	WP_160580958.1	WP_160580958.1		WP_160580958.1																																						
N39.HOG0000321	OG0000296	n0		WP_160603089.1	WP_160593391.1	WP_160580964.1		WP_160580964.1																																						
N39.HOG0000322	OG0000297	n0		WP_160603091.1	WP_160593393.1	WP_160580966.1		WP_160580966.1																																						
N39.HOG0000323	OG0000298	n0		WP_160603027.1	WP_160593350.1	WP_160583737.1		WP_160605278.1																																						
N39.HOG0000324	OG0000299	n0		WP_039387487.1	WP_039387487.1	WP_039387487.1		WP_039387487.1																																						
N39.HOG0000325	OG0000300	n0		WP_039387496.1	WP_039387496.1	WP_039387496.1		WP_039387496.1																																						
N39.HOG0000326	OG0000301	n0		WP_039387501.1	WP_039387501.1	WP_039387501.1		WP_039387501.1																																						
N39.HOG0000327	OG0000302	n0		WP_039387504.1	WP_039387504.1	WP_039387504.1		WP_039387504.1																																						
N39.HOG0000328	OG0000303	n0		WP_039387509.1	WP_160580856.1	WP_160580856.1		WP_160580856.1																																						
N39.HOG0000329	OG0000304	n0		WP_039387510.1	WP_160580864.1	WP_160580864.1		WP_160580864.1																																						
N39.HOG0000330	OG0000305	n0		WP_160580890.1	WP_160580890.1	WP_160580890.1		WP_160605330.1																																						
N39.HOG0000331	OG0000306	n0		WP_160583660.1	WP_160583660.1	WP_160583660.1		WP_160583660.1																																						
N39.HOG0000332	OG0000307	n0		WP_160603060.1	WP_160593378.1	WP_160583655.1		WP_160580924.1																																						
N39.HOG0000333	OG0000308	n0		WP_160603075.1	WP_160583637.1	WP_160583637.1		WP_160605361.1																																						
N39.HOG0000334	OG0000309	n0		WP_160603081.1	WP_160580960.1	WP_160580960.1		WP_039387539.1																																						
N39.HOG0000335	OG0000310	n0		WP_160603099.1	WP_160593395.1	WP_160583614.1		WP_160605381.1																																						
N39.HOG0000336	OG0000311	n0		WP_160603109.1	WP_039387548.1	WP_039387548.1		WP_039387548.1																																						
N39.HOG0000337	OG0000312	n0		WP_160603114.1	WP_160580991.1	WP_160580991.1		WP_160605402.1																																						
N39.HOG0000338	OG0000313	n0		WP_039387554.1	WP_039387554.1	WP_039387554.1		WP_039387554.1																																						
N39.HOG0000339	OG0000314	n0		WP_039387562.1	WP_160593518.1	WP_160584054.1		WP_160605424.1																																						
N39.HOG0000340	OG0000315	n0		WP_160581431.1	WP_160581431.1	WP_160581431.1		WP_160581431.1																																						
N39.HOG0000341	OG0000316	n0		WP_160581432.1	WP_160581432.1	WP_160581432.1		WP_160605432.1																																						
N39.HOG0000342	OG0000317	n0		WP_160603246.1	WP_160581441.1	WP_160581441.1		WP_160605615.1																																						
N39.HOG0000343	OG0000318	n0		WP_160603264.1	WP_160593540.1	WP_160584033.1		WP_160605629.1																																						
N39.HOG0000344	OG0000319	n0		WP_039387606.1	WP_236681771.1	WP_039387606.1		WP_039387606.1																																						
N39.HOG0000345	OG0000320	n0		WP_160603194.1	WP_160583953.1	WP_160583953.1		WP_160605516.1																																						
N39.HOG0000346	OG0000321	n0		WP_258554039.1	WP_160583967.1	WP_160583967.1		WP_039387610.1																																						
N39.HOG0000347	OG0000322	n0		WP_039387613.1	WP_039387613.1	WP_039387613.1		WP_039387613.1																																						
N39.HOG0000348	OG0000323	n0		WP_160603206.1	WP_039387619.1	WP_039387619.1		WP_039387619.1																																						
N39.HOG0000349	OG0000324	n0		WP_160603228.1	WP_160581297.1	WP_160581297.1		WP_160605462.1																																						
N39.HOG0000350	OG0000325	n0		WP_039387628.1	WP_039387628.1	WP_039387628.1		WP_039387628.1																																						
N39.HOG0000351	OG0000326	n0		WP_039387636.1	WP_039387636.1	WP_039387636.1		WP_039387636.1																																						
N39.HOG0000352	OG0000327	n0		WP_039387638.1	WP_160581309.1	WP_039387638.1		WP_039387638.1																																						
N39.HOG0000353	OG0000328	n0		WP_039387644.1	WP_039387644.1	WP_039387644.1		WP_039387644.1																																						
N39.HOG0000354	OG0000329	n0		WP_160583857.1	WP_160583857.1	WP_160583857.1		WP_039387648.1																																						
N39.HOG0000355	OG0000330	n0		WP_160603166.1	WP_160593428.1	WP_039387658.1		WP_160605489.1																																						
N39.HOG0000356	OG0000331	n0		WP_039387665.1	WP_039387665.1	WP_039387665.1		WP_039387665.1																																						
N39.HOG0000357	OG0000332	n0		WP_039387681.1	WP_039387681.1	WP_039387681.1		WP_160605543.1																																						
N39.HOG0000358	OG0000333	n0		WP_039387683.1	WP_039387683.1	WP_039387683.1		WP_160605544.1																																						
N39.HOG0000359	OG0000334	n0		WP_160603212.1	WP_039387693.1	WP_039387693.1		WP_039387693.1																																						
N39.HOG0000360	OG0000335	n0		WP_160603216.1	WP_160593451.1	WP_160583914.1		WP_160605548.1																																						
N39.HOG0000361	OG0000336	n0		WP_039387704.1	WP_039387704.1	WP_039387704.1		WP_039387704.1																																						
N39.HOG0000362	OG0000337	n0		WP_160581112.1	WP_160581112.1	WP_160581112.1		WP_160581112.1																																						
N39.HOG0000363	OG0000338	n0		WP_039387723.1	WP_039387723.1	WP_039387723.1		WP_039387723.1																																						
N39.HOG0000364	OG0000339	n0		WP_160583955.1	WP_160593467.1	WP_160583955.1		WP_160605518.1																																						
N39.HOG0000365	OG0000340	n0		WP_039387777.1	WP_039387777.1	WP_039387777.1		WP_039387777.1																																						
N39.HOG0000366	OG0000341	n0		WP_039387782.1	WP_039387782.1	WP_039387782.1		WP_039387782.1																																						
N39.HOG0000367	OG0000342	n0		WP_039387785.1	WP_039387785.1	WP_039387785.1		WP_039387785.1																																						
N39.HOG0000368	OG0000343	n0		WP_039387808.1	WP_039387808.1	WP_039387808.1		WP_039387808.1																																						
N39.HOG0000369	OG0000344	n0		WP_051054279.1	WP_160583688.1	WP_160583688.1		WP_051054279.1																																						
N39.HOG0000370	OG0000345	n0		WP_051054304.1	WP_051054304.1	WP_051054304.1		WP_051054304.1																																						
N39.HOG0000371	OG0000346	n0		WP_051054328.1	WP_051054328.1	WP_081605287.1		WP_081605287.1																																						
N39.HOG0000372	OG0000347	n0		WP_081605280.1	WP_081605280.1	WP_081605280.1		WP_081605280.1																																						
N39.HOG0000373	OG0000348	n0		WP_160583983.1	WP_308507114.1	WP_160583983.1		WP_160605474.1																																						
N39.HOG0000374	OG0000349	n0		WP_155897264.1	WP_155897264.1	WP_155897264.1		WP_155897264.1																																						
N39.HOG0000375	OG0000350	n0		WP_220190179.1	WP_220190179.1	WP_220190179.1		WP_201771011.1																																						
N39.HOG0000376	OG0000351	n0		WP_220190182.1	WP_220190182.1	WP_220190182.1		WP_220190748.1																																						
N39.HOG0000377	OG0000352	n0		WP_220190833.1	WP_220190084.1	WP_220190084.1		WP_220190755.1																																						
N39.HOG0000378	OG0000353	n0		WP_160583969.1	WP_308507110.1	WP_308507110.1		WP_308705452.1																																						
N39.HOG0000379	OG0000354	n0		WP_220190180.1	WP_220190180.1	WP_220190180.1		WP_220190750.1																																						
N39.HOG0000380	OG0000355	n0		WP_231237866.1	WP_308507104.1	WP_231237866.1		WP_231237866.1																																						
N39.HOG0000381	OG0000356	n0		WP_308507120.1	WP_308507120.1	WP_308507120.1		WP_308705446.1																																						
N39.HOG0000382	OG0000357	n0		WP_308705389.1	WP_002557710.1	WP_002557710.1		WP_160605540.1																																						
N39.HOG0000383	OG0000358	n0		WP_160583905.1	WP_160583905.1	WP_160583905.1		WP_002557711.1																																						
N39.HOG0000384	OG0000359	n0		WP_308704658.1	WP_308507113.1	WP_308507113.1		WP_308705450.1																																						
N39.HOG0000385	OG0000360	n0		WP_231237879.1	WP_231237879.1	WP_231237879.1		WP_231237879.1																																						
N39.HOG0000386	OG0000361	n0		WP_255454451.1	WP_255454451.1	WP_255454451.1		WP_258555097.1																																						
N39.HOG0000387	OG0000362	n0		WP_255454460.1	WP_255454460.1	WP_258556596.1		WP_255454460.1																																						
N39.HOG0000388	OG0000363	n0		WP_334199004.1	WP_334296055.1	WP_334199004.1		WP_334199004.1																																						
N39.HOG0000389	OG0000365	n0		WP_160584029.1	WP_160584029.1	WP_160584029.1		WP_160605631.1																																						
N39.HOG0000390	OG0000366	n0		WP_002557453.1	WP_002557453.1	WP_160581449.1		WP_160581449.1																																						
N39.HOG0000391	OG0000367	n0		WP_160603248.1	WP_160584023.1	WP_160584023.1		WP_160605613.1																																						
N39.HOG0000392	OG0000368	n0		WP_160603018.1	WP_160583751.1	WP_160583751.1		WP_160605564.1																																						
N39.HOG0000393	OG0000369	n0			WP_160583756.1	WP_160583756.1		WP_039387473.1																																						
N39.HOG0000394	OG0000370	n0		WP_002557476.1	WP_002557476.1	WP_002557476.1		WP_002557476.1																																						
N39.HOG0000395	OG0000371	n0		WP_002557477.1	WP_160593339.1	WP_160583758.1		WP_002557477.1																																						
N39.HOG0000396	OG0000372	n0		WP_160583760.1	WP_160583760.1	WP_160583760.1		WP_002557478.1																																						
N39.HOG0000397	OG0000373	n0		WP_160583762.1	WP_160583762.1	WP_160583762.1		WP_160605556.1																																						
N39.HOG0000398	OG0000374	n0		WP_160583766.1	WP_160583766.1	WP_160583766.1		WP_160605554.1																																						
N39.HOG0000399	OG0000375	n0		WP_002557511.1	WP_002557511.1	WP_002557511.1		WP_002557511.1																																						
N39.HOG0000400	OG0000376	n0		WP_160603192.1	WP_160583947.1	WP_160583947.1		WP_160605512.1																																						
N39.HOG0000401	OG0000377	n0		WP_002557526.1	WP_160583951.1	WP_160583951.1		WP_160581167.1																																						
N39.HOG0000402	OG0000378	n0		WP_160583959.1	WP_160583959.1	WP_160583959.1		WP_160605520.1																																						
N39.HOG0000403	OG0000379	n0		WP_002557546.1	WP_002557546.1	WP_002557546.1		WP_002557546.1																																						
N39.HOG0000404	OG0000380	n0		WP_002557550.1		WP_002557550.1		WP_002557550.1																																						
N39.HOG0000405	OG0000381	n0		WP_160603198.1	WP_160593534.1	WP_160583974.1		WP_160605534.1																																						
N39.HOG0000406	OG0000382	n0		WP_160603204.1	WP_160581461.1	WP_160581461.1		WP_160605627.1																																						
N39.HOG0000407	OG0000383	n0		WP_002557567.1	WP_002557567.1	WP_002557567.1		WP_002557567.1																																						
N39.HOG0000408	OG0000384	n0		WP_160581005.1	WP_160581005.1	WP_160581005.1		WP_160605310.1																																						
N39.HOG0000409	OG0000385	n0		WP_160580848.1	WP_160580848.1	WP_160580848.1		WP_160605312.1																																						
N39.HOG0000410	OG0000386	n0		WP_002557576.1	WP_002557576.1	WP_002557576.1		WP_002557576.1																																						
N39.HOG0000411	OG0000387	n0		WP_160603040.1	WP_160583691.1	WP_160583691.1		WP_160605318.1																																						
N39.HOG0000412	OG0000388	n0		WP_160583690.1	WP_160593359.1	WP_160583690.1		WP_160605320.1																																						
N39.HOG0000413	OG0000389	n0		WP_002557589.1	WP_002557589.1	WP_002557589.1		WP_002557589.1																																						
N39.HOG0000414	OG0000390	n0		WP_160583674.1	WP_160583674.1	WP_160583674.1		WP_160580882.1																																						
N39.HOG0000415	OG0000391	n0		WP_160583673.1	WP_160583673.1	WP_160583673.1		WP_002557610.1																																						
N39.HOG0000416	OG0000392	n0		WP_160583670.1	WP_160593369.1	WP_160583670.1		WP_160580892.1																																						
N39.HOG0000417	OG0000393	n0		WP_160603057.1	WP_160583663.1	WP_160583663.1		WP_160605338.1																																						
N39.HOG0000418	OG0000394	n0		WP_002557640.1	WP_002557640.1	WP_002557640.1		WP_160605346.1																																						
N39.HOG0000419	OG0000395	n0		WP_160603062.1	WP_160583653.1	WP_160583653.1		WP_160605348.1																																						
N39.HOG0000420	OG0000396	n0		WP_002557673.1	WP_002557673.1	WP_002557673.1		WP_002557673.1																																						
N39.HOG0000421	OG0000397	n0		WP_160584011.1	WP_160584011.1	WP_258556605.1		WP_160605412.1																																						
N39.HOG0000422	OG0000398	n0		WP_160593513.1	WP_160593513.1	WP_160584013.1		WP_160605414.1																																						
N39.HOG0000423	OG0000399	n0		WP_220190081.1	WP_220190081.1	WP_220190081.1		WP_220190081.1																																						
N39.HOG0000424	OG0000400	n0		WP_160603208.1	WP_002557703.1	WP_002557703.1		WP_160603208.1																																						
N39.HOG0000425	OG0000401	n0		WP_160581263.1	WP_160581263.1	WP_160581263.1		WP_160581263.1																																						
N39.HOG0000426	OG0000402	n0		WP_160581265.1	WP_160581265.1	WP_160581265.1		WP_002557715.1																																						
N39.HOG0000427	OG0000403	n0		WP_160583910.1	WP_160583910.1	WP_160583910.1		WP_160605545.1																																						
N39.HOG0000428	OG0000404	n0		WP_039387689.1	WP_039387689.1	WP_039387689.1		WP_160605546.1																																						
N39.HOG0000429	OG0000405	n0		WP_002557726.1	WP_002557726.1	WP_002557726.1		WP_160605547.1																																						
N39.HOG0000430	OG0000406	n0		WP_002557731.1	WP_002557731.1	WP_002557731.1		WP_002557731.1																																						
N39.HOG0000431	OG0000407	n0		WP_160603218.1	WP_160583916.1	WP_160583916.1		WP_160583916.1																																						
N39.HOG0000432	OG0000408	n0		WP_002557733.1	WP_002557733.1	WP_002557733.1		WP_160605549.1																																						
N39.HOG0000433	OG0000409	n0		WP_002557734.1	WP_002557734.1	WP_002557734.1		WP_002557734.1																																						
N39.HOG0000434	OG0000410	n0		WP_002557739.1	WP_002557739.1	WP_002557739.1		WP_002557739.1																																						
N39.HOG0000435	OG0000411	n0		WP_160603258.1	WP_160584046.1	WP_160584046.1		WP_160605635.1																																						
N39.HOG0000436	OG0000412	n0		WP_002557742.1	WP_002557742.1	WP_002557742.1		WP_002557742.1																																						
N39.HOG0000437	OG0000413	n0		WP_002557749.1	WP_002557749.1	WP_002557749.1		WP_002557749.1																																						
N39.HOG0000438	OG0000414	n0		WP_002557751.1	WP_002557751.1	WP_002557751.1		WP_002557751.1																																						
N39.HOG0000439	OG0000415	n0		WP_160603232.1	WP_002557752.1	WP_002557752.1		WP_160603232.1																																						
N39.HOG0000440	OG0000416	n0		WP_002557754.1	WP_002557754.1	WP_002557754.1		WP_002557754.1																																						
N39.HOG0000441	OG0000417	n0		WP_160583991.1	WP_160583991.1	WP_160583991.1		WP_160605460.1																																						
N39.HOG0000442	OG0000418	n0		WP_220190045.1	WP_220190413.1	WP_002557760.1		WP_002557760.1																																						
N39.HOG0000443	OG0000419	n0		WP_002557773.1	WP_002557773.1	WP_002557773.1		WP_002557773.1																																						
N39.HOG0000444	OG0000420	n0		WP_002557780.1	WP_002557780.1	WP_220190229.1		WP_002557780.1																																						
N39.HOG0000445	OG0000421	n0		WP_160583985.1	WP_002557784.1	WP_160583985.1		WP_002557784.1																																						
N39.HOG0000446	OG0000422	n0		WP_160581307.1	WP_160581307.1	WP_160581307.1		WP_160581307.1																																						
N39.HOG0000447	OG0000423	n0		WP_002557796.1	WP_002557796.1	WP_002557796.1		WP_002557796.1																																						
N39.HOG0000448	OG0000424	n0		WP_160583849.1	WP_160583849.1	WP_160583849.1		WP_160581357.1																																						
N39.HOG0000449	OG0000425	n0		WP_160583851.1	WP_160583851.1	WP_160583851.1		WP_002557799.1																																						
N39.HOG0000450	OG0000426	n0		WP_308507107.1	WP_308507107.1	WP_308507107.1		WP_002557800.1																																						
N39.HOG0000451	OG0000427	n0		WP_039387645.1	WP_160583922.1	WP_160583922.1		WP_002557805.1																																						
N39.HOG0000452	OG0000428	n0		WP_160581348.1	WP_160583859.1	WP_160583859.1		WP_160581348.1																																						
N39.HOG0000453	OG0000429	n0		WP_160581337.1	WP_160581337.1	WP_160581337.1		WP_160581337.1																																						
N39.HOG0000454	OG0000430	n0		WP_002557837.1	WP_002557837.1	WP_002557837.1		WP_002557837.1																																						
N39.HOG0000455	OG0000431	n0		WP_002557839.1	WP_002557839.1	WP_002557839.1		WP_002557839.1																																						
N39.HOG0000456	OG0000432	n0		WP_160603164.1	WP_160583869.1	WP_160583869.1		WP_160603164.1																																						
N39.HOG0000457	OG0000433	n0		WP_002557845.1	WP_002557845.1	WP_002557845.1		WP_002557845.1																																						
N39.HOG0000458	OG0000434	n0		WP_160583871.1	WP_160583871.1	WP_160583871.1		WP_160583871.1																																						
N39.HOG0000459	OG0000435	n0		WP_160603168.1	WP_160593430.1	WP_002557849.1		WP_002557849.1																																						
N39.HOG0000460	OG0000436	n0		WP_002557857.1	WP_002557857.1	WP_002557857.1		WP_002557857.1																																						
N39.HOG0000461	OG0000437	n0		WP_160581219.1	WP_160581219.1	WP_160581219.1		WP_002557860.1																																						
N39.HOG0000462	OG0000438	n0		WP_160603174.1	WP_160593439.1	WP_160583883.1		WP_160605495.1																																						
N39.HOG0000463	OG0000439	n0		WP_160603176.1	WP_160583885.1	WP_160583885.1		WP_160603176.1																																						
N39.HOG0000464	OG0000440	n0		WP_160583891.1	WP_160593441.1	WP_160583891.1		WP_160583891.1																																						
N39.HOG0000465	OG0000441	n0		WP_308705387.1	WP_160583926.1	WP_308704669.1		WP_002557873.1																																						
N39.HOG0000466	OG0000442	n0		WP_002557876.1	WP_002557876.1	WP_002557876.1		WP_002557876.1																																						
N39.HOG0000467	OG0000443	n0		WP_002557888.1	WP_002557888.1	WP_002557888.1		WP_160581057.1																																						
N39.HOG0000468	OG0000444	n0		WP_002557890.1	WP_002557890.1	WP_002557890.1		WP_002557890.1																																						
