Orthogroup	MHP_Ue273_genes	MHP_MHP696_genes
OG0000536	VQY17_RS03545	DR090_RS01180
OG0000537	VQY17_RS00725	DR090_RS00105
OG0000538	VQY17_RS01160	DR090_RS00255
OG0000539	VQY17_RS00215	DR090_RS00740
OG0000540	VQY17_RS02630	DR090_RS01420
OG0000541	VQY17_RS02700	DR090_RS01490
OG0000542	VQY17_RS00355	DR090_RS00600
OG0000544	VQY17_RS01275	DR090_RS04340
OG0000545	VQY17_RS01895	DR090_RS00885
OG0000546	VQY17_RS02765	DR090_RS03955
OG0000547	VQY17_RS02895	DR090_RS01685
OG0000548	VQY17_RS01625	DR090_RS03245
OG0000549	VQY17_RS03315	DR090_RS04490
OG0000550	VQY17_RS03465	DR090_RS02340
OG0000552	VQY17_RS03130	DR090_RS02170
OG0000553	VQY17_RS02675	DR090_RS04430
OG0000554	VQY17_RS02395	DR090_RS02650
OG0000557	VQY17_RS01285	DR090_RS00400
OG0000558	VQY17_RS01255	DR090_RS00370
OG0000559	VQY17_RS01745	DR090_RS02375
OG0000560	VQY17_RS01880	DR090_RS00870
OG0000561	VQY17_RS01140	DR090_RS00240
OG0000562	VQY17_RS01885	DR090_RS00875
OG0000563	VQY17_RS01870	DR090_RS00860
OG0000564	VQY17_RS01305	DR090_RS00425
OG0000565	VQY17_RS01945	DR090_RS00935
OG0000566	VQY17_RS01925	DR090_RS00920
OG0000567	VQY17_RS01900	DR090_RS00890
OG0000568	VQY17_RS00685	DR090_RS00145
OG0000569	VQY17_RS01260	DR090_RS00375
OG0000570	VQY17_RS01265	DR090_RS04335
OG0000571	VQY17_RS01270	DR090_RS00385
OG0000572	VQY17_RS01290	DR090_RS00405
OG0000573	VQY17_RS01740	DR090_RS02380
OG0000574	VQY17_RS01325	DR090_RS00445
OG0000575	VQY17_RS01245	DR090_RS00360
OG0000576	VQY17_RS01690	DR090_RS02425
OG0000577	VQY17_RS02650	DR090_RS01440
OG0000578	VQY17_RS02670	DR090_RS01460
OG0000579	VQY17_RS01845	DR090_RS00850
OG0000580	VQY17_RS02770	DR090_RS03960
OG0000581	VQY17_RS01830	DR090_RS00835
OG0000582	VQY17_RS01280	DR090_RS04345
OG0000583	VQY17_RS01730	DR090_RS02390
OG0000585	VQY17_RS02215	DR090_RS03575
OG0000586	VQY17_RS01705	DR090_RS02405
OG0000587	VQY17_RS01950	DR090_RS03815
OG0000588	VQY17_RS01680	DR090_RS02430
OG0000591	VQY17_RS01970	DR090_RS00965
OG0000592	VQY17_RS02640	DR090_RS01430
OG0000593	VQY17_RS03530	DR090_RS01165
OG0000594	VQY17_RS01250	DR090_RS00365
OG0000601	VQY17_RS01875	DR090_RS00865
OG0000602	VQY17_RS02115	DR090_RS03555
OG0000604	VQY17_RS02780	DR090_RS03965
OG0000606	VQY17_RS01840	DR090_RS00840
OG0000608	VQY17_RS01890	DR090_RS00880
OG0000609	VQY17_RS01915	DR090_RS00905
OG0000611	VQY17_RS00090	DR090_RS01345
