Orthogroup	MHP_Ue273_genes	MHP_7422_genes
OG0000545	VQY17_RS01895	MHL_RS01905
OG0000546	VQY17_RS02765	MHL_RS02835
OG0000547	VQY17_RS02895	MHL_RS02955
OG0000548	VQY17_RS01625	MHL_RS01675
OG0000549	VQY17_RS03315	MHL_RS03320
OG0000550	VQY17_RS03465	MHL_RS03460
OG0000553	VQY17_RS02675	MHL_RS02740
OG0000554	VQY17_RS02395	MHL_RS04060
OG0000557	VQY17_RS01285	MHL_RS01345
OG0000558	VQY17_RS01255	MHL_RS01315
OG0000559	VQY17_RS01745	MHL_RS01775
OG0000560	VQY17_RS01880	MHL_RS01890
OG0000561	VQY17_RS01140	MHL_RS01190
OG0000562	VQY17_RS01885	MHL_RS01895
OG0000563	VQY17_RS01870	MHL_RS01880
OG0000564	VQY17_RS01305	MHL_RS01370
OG0000565	VQY17_RS01945	MHL_RS01945
OG0000566	VQY17_RS01925	MHL_RS01935
OG0000567	VQY17_RS01900	MHL_RS01910
OG0000568	VQY17_RS00685	MHL_RS00775
OG0000569	VQY17_RS01260	MHL_RS01320
OG0000570	VQY17_RS01265	MHL_RS01325
OG0000571	VQY17_RS01270	MHL_RS01330
OG0000572	VQY17_RS01290	MHL_RS01350
OG0000573	VQY17_RS01740	MHL_RS01770
OG0000574	VQY17_RS01325	MHL_RS01390
OG0000575	VQY17_RS01245	MHL_RS01305
OG0000576	VQY17_RS01690	MHL_RS03700
OG0000577	VQY17_RS02650	MHL_RS02715
OG0000578	VQY17_RS02670	MHL_RS02735
OG0000579	VQY17_RS01845	MHL_RS01850
OG0000580	VQY17_RS02770	MHL_RS02840
OG0000581	VQY17_RS01830	MHL_RS01845
OG0000582	VQY17_RS01280	MHL_RS03975
OG0000583	VQY17_RS01730	MHL_RS01765
OG0000585	VQY17_RS02215	MHL_RS03810
OG0000586	VQY17_RS01705	MHL_RS01750
OG0000587	VQY17_RS01950	MHL_RS04145
OG0000591	VQY17_RS01970	MHL_RS04150
OG0000592	VQY17_RS02640	MHL_RS02705
OG0000593	VQY17_RS03530	MHL_RS03525
OG0000594	VQY17_RS01250	MHL_RS01310
OG0000596	VQY17_RS01785	MHL_RS01805
OG0000598	VQY17_RS01790	MHL_RS01810
OG0000599	VQY17_RS01795	MHL_RS01815
OG0000601	VQY17_RS01875	MHL_RS01885
OG0000602	VQY17_RS02115	MHL_RS02110
OG0000604	VQY17_RS02780	MHL_RS04155
OG0000606	VQY17_RS01840	MHL_RS01860
OG0000608	VQY17_RS01890	MHL_RS01900
OG0000609	VQY17_RS01915	MHL_RS03840
OG0000610	VQY17_RS00675	MHL_RS04130
OG0000611	VQY17_RS00090	MHL_RS03910
OG0000612	VQY17_RS01800	MHL_RS01830
OG0000613	VQY17_RS01965	MHL_RS04030
OG0000625	VQY17_RS01850	MHL_RS04225
OG0000633	VQY17_RS01855	MHL_RS04015
