Orthogroup	MHP_Ue273_genes	MHP_MHP679_genes
OG0000550	VQY17_RS03465	DR086_RS01445
OG0000553	VQY17_RS02675	DR086_RS04995
OG0000554	VQY17_RS02395	DR086_RS03115
OG0000557	VQY17_RS01285	DR086_RS02560
OG0000558	VQY17_RS01255	DR086_RS02530
OG0000559	VQY17_RS01745	DR086_RS01605
OG0000560	VQY17_RS01880	DR086_RS00670
OG0000561	VQY17_RS01140	DR086_RS01695
OG0000562	VQY17_RS01885	DR086_RS00675
OG0000563	VQY17_RS01870	DR086_RS00660
OG0000564	VQY17_RS01305	DR086_RS03420
OG0000565	VQY17_RS01945	DR086_RS03570
OG0000566	VQY17_RS01925	DR086_RS00815
OG0000567	VQY17_RS01900	DR086_RS00785
OG0000568	VQY17_RS00685	DR086_RS03020
OG0000569	VQY17_RS01260	DR086_RS02535
OG0000570	VQY17_RS01265	DR086_RS04955
OG0000571	VQY17_RS01270	DR086_RS02545
OG0000572	VQY17_RS01290	DR086_RS02570
OG0000573	VQY17_RS01740	DR086_RS01610
OG0000574	VQY17_RS01325	DR086_RS03400
OG0000575	VQY17_RS01245	DR086_RS02520
OG0000576	VQY17_RS01690	DR086_RS01655
OG0000577	VQY17_RS02650	DR086_RS00850
OG0000578	VQY17_RS02670	DR086_RS00830
OG0000579	VQY17_RS01845	DR086_RS00655
OG0000580	VQY17_RS02770	DR086_RS01005
OG0000581	VQY17_RS01830	DR086_RS00640
OG0000582	VQY17_RS01280	DR086_RS04965
OG0000583	VQY17_RS01730	DR086_RS01620
OG0000585	VQY17_RS02215	DR086_RS02120
OG0000586	VQY17_RS01705	DR086_RS01635
OG0000587	VQY17_RS01950	DR086_RS05080
OG0000588	VQY17_RS01680	DR086_RS01660
OG0000591	VQY17_RS01970	DR086_RS04045
OG0000592	VQY17_RS02640	DR086_RS00860
OG0000593	VQY17_RS03530	DR086_RS02450
OG0000594	VQY17_RS01250	DR086_RS02525
OG0000601	VQY17_RS01875	DR086_RS00665
OG0000606	VQY17_RS01840	DR086_RS00645
OG0000608	VQY17_RS01890	DR086_RS04790
OG0000610	VQY17_RS00675	DR086_RS02475, DR086_RS03865, DR086_RS03640
OG0000613	VQY17_RS01965	DR086_RS04040
OG0000618	VQY17_RS03275	DR086_RS02365
