Orthogroup	MHP_Ue273_genes	MHP_112B_genes
OG0000525	VQY17_RS03325	NBX26_RS03520
OG0000526	VQY17_RS01905	NBX26_RS02270
OG0000527	VQY17_RS01825	NBX26_RS02325
OG0000528	VQY17_RS02090	NBX26_RS02085
OG0000530	VQY17_RS02350	NBX26_RS02495
OG0000532	VQY17_RS01660	NBX26_RS01750
OG0000533	VQY17_RS00600	NBX26_RS00600
OG0000534	VQY17_RS00385	NBX26_RS00375
OG0000535	VQY17_RS00045	NBX26_RS00045
OG0000536	VQY17_RS03545	NBX26_RS03740
OG0000540	VQY17_RS02630	NBX26_RS02805
OG0000542	VQY17_RS00355	NBX26_RS00345
OG0000543	VQY17_RS01600	NBX26_RS01930
OG0000544	VQY17_RS01275	NBX26_RS01380
OG0000545	VQY17_RS01895	NBX26_RS02280
OG0000546	VQY17_RS02765	NBX26_RS02960
OG0000552	VQY17_RS03130	NBX26_RS03320
OG0000553	VQY17_RS02675	NBX26_RS02865
OG0000554	VQY17_RS02395	NBX26_RS02545
OG0000557	VQY17_RS01285	NBX26_RS01390
OG0000558	VQY17_RS01255	NBX26_RS01360
OG0000559	VQY17_RS01745	NBX26_RS01830
OG0000560	VQY17_RS01880	NBX26_RS02300
OG0000561	VQY17_RS01140	NBX26_RS01245
OG0000562	VQY17_RS01885	NBX26_RS02290
OG0000563	VQY17_RS01870	NBX26_RS02305
OG0000564	VQY17_RS01305	NBX26_RS01410
OG0000565	VQY17_RS01945	NBX26_RS02225
OG0000566	VQY17_RS01925	NBX26_RS02245
OG0000567	VQY17_RS01900	NBX26_RS02275
OG0000568	VQY17_RS00685	NBX26_RS00690
OG0000569	VQY17_RS01260	NBX26_RS01365
OG0000570	VQY17_RS01265	NBX26_RS01370
OG0000571	VQY17_RS01270	NBX26_RS01375
OG0000572	VQY17_RS01290	NBX26_RS01395
OG0000573	VQY17_RS01740	NBX26_RS01825
OG0000574	VQY17_RS01325	NBX26_RS01430
OG0000575	VQY17_RS01245	NBX26_RS01355
OG0000576	VQY17_RS01690	NBX26_RS01780
OG0000577	VQY17_RS02650	NBX26_RS02830
OG0000578	VQY17_RS02670	NBX26_RS02860
OG0000579	VQY17_RS01845	NBX26_RS02315
OG0000580	VQY17_RS02770	NBX26_RS02965
OG0000581	VQY17_RS01830	NBX26_RS02320
OG0000582	VQY17_RS01280	NBX26_RS01385
OG0000583	VQY17_RS01730	NBX26_RS01815
OG0000585	VQY17_RS02215	NBX26_RS02360
OG0000586	VQY17_RS01705	NBX26_RS01800
OG0000587	VQY17_RS01950	NBX26_RS02220
OG0000588	VQY17_RS01680	NBX26_RS01770
OG0000591	VQY17_RS01970	NBX26_RS02205
OG0000592	VQY17_RS02640	NBX26_RS02820
OG0000593	VQY17_RS03530	NBX26_RS03725
OG0000596	VQY17_RS01785	NBX26_RS01865
OG0000598	VQY17_RS01790	NBX26_RS01870
OG0000599	VQY17_RS01795	NBX26_RS01875
OG0000602	VQY17_RS02115	NBX26_RS02060
OG0000604	VQY17_RS02780	NBX26_RS02975
OG0000608	VQY17_RS01890	NBX26_RS02285
OG0000609	VQY17_RS01915	NBX26_RS02260
OG0000610	VQY17_RS00675	NBX26_RS00675
OG0000611	VQY17_RS00090	NBX26_RS00100
OG0000612	VQY17_RS01800	NBX26_RS01880
OG0000613	VQY17_RS01965	NBX26_RS02210
OG0000622	VQY17_RS00950	NBX26_RS00955
OG0000623	VQY17_RS01720	NBX26_RS01890, NBX26_RS02345
OG0000649	VQY17_RS01395	NBX26_RS01505
