Orthogroup	MHP_168_genes	MHP_ES2_genes
OG0000513	MHP168_RS03395	E5E95_RS03645
OG0000514	MHP168_RS02870	E5E95_RS03060
OG0000515	MHP168_RS01925	E5E95_RS01965
OG0000515	MHP168_RS01650	E5E95_RS01580
OG0000516	MHP168_RS02085	E5E95_RS02130
OG0000518	MHP168_RS03090	E5E95_RS03315
OG0000519	MHP168_RS00875	E5E95_RS00785
OG0000520	MHP168_RS00745	E5E95_RS00910
OG0000521	MHP168_RS00240	E5E95_RS00265
OG0000522	MHP168_RS00275	E5E95_RS00300
OG0000523	MHP168_RS03335	E5E95_RS03580
OG0000525	MHP168_RS03305	E5E95_RS03545
OG0000526	MHP168_RS03975	E5E95_RS04020
OG0000527	MHP168_RS03970	E5E95_RS01880
OG0000528	MHP168_RS02090	E5E95_RS02135
OG0000529	MHP168_RS02135	E5E95_RS02355
OG0000531	MHP168_RS01485	E5E95_RS01415
OG0000532	MHP168_RS01790	E5E95_RS01740
OG0000533	MHP168_RS01060	E5E95_RS00600
OG0000534	MHP168_RS00355	E5E95_RS00380
OG0000535	MHP168_RS00045	E5E95_RS00045
OG0000536	MHP168_RS03515	E5E95_RS03765
OG0000537	MHP168_RS00930	E5E95_RS00725
OG0000538	MHP168_RS01105	E5E95_RS01140
OG0000539	MHP168_RS00185	E5E95_RS00210
OG0000540	MHP168_RS02645	E5E95_RS02840
OG0000541	MHP168_RS02725	E5E95_RS02920
OG0000543	MHP168_RS03525	E5E95_RS02460
OG0000544	MHP168_RS01330	E5E95_RS01270
OG0000545	MHP168_RS01905	E5E95_RS01945
OG0000546	MHP168_RS02795	E5E95_RS02990
OG0000547	MHP168_RS02920	E5E95_RS03110
OG0000548	MHP168_RS01825	E5E95_RS01615
OG0000549	MHP168_RS03295	E5E95_RS03535
OG0000550	MHP168_RS03430	E5E95_RS03680
OG0000553	MHP168_RS02695	E5E95_RS02890
OG0000554	MHP168_RS02390	E5E95_RS02600
OG0000555	MHP168_RS02925	E5E95_RS04170
OG0000556	MHP168_RS03550, MHP168_RS01195	E5E95_RS02515
OG0000557	MHP168_RS01340	E5E95_RS01280
OG0000558	MHP168_RS01310	E5E95_RS01250
OG0000559	MHP168_RS01725	E5E95_RS01810
OG0000560	MHP168_RS01895	E5E95_RS01930
OG0000561	MHP168_RS01090	E5E95_RS01125
OG0000562	MHP168_RS01900	E5E95_RS01935
OG0000563	MHP168_RS01885	E5E95_RS01920
OG0000564	MHP168_RS03865	E5E95_RS03980
OG0000565	MHP168_RS01945	E5E95_RS01985
OG0000566	MHP168_RS01935	E5E95_RS01975
OG0000567	MHP168_RS01910	E5E95_RS01950
OG0000568	MHP168_RS00970	E5E95_RS00685
OG0000569	MHP168_RS01315	E5E95_RS01255
OG0000570	MHP168_RS01320	E5E95_RS01260
OG0000571	MHP168_RS01325	E5E95_RS01265
OG0000572	MHP168_RS01345	E5E95_RS01285
OG0000573	MHP168_RS01730	E5E95_RS01805
OG0000574	MHP168_RS01390	E5E95_RS01325
OG0000575	MHP168_RS01300	E5E95_RS01240
OG0000576	MHP168_RS01765	E5E95_RS01765
OG0000577	MHP168_RS02670	E5E95_RS02860
OG0000578	MHP168_RS02690	E5E95_RS02885
OG0000579	MHP168_RS01875	E5E95_RS01900
OG0000580	MHP168_RS04025	E5E95_RS04160
OG0000581	MHP168_RS01860	E5E95_RS01885
OG0000582	MHP168_RS03935	E5E95_RS03970
OG0000583	MHP168_RS01740	E5E95_RS01795
OG0000584	MHP168_RS01240	E5E95_RS02485, E5E95_RS01705
OG0000585	MHP168_RS02165	E5E95_RS02325
OG0000586	MHP168_RS01750	E5E95_RS01780
OG0000587	MHP168_RS04050	E5E95_RS04030
OG0000588	MHP168_RS01770	E5E95_RS01755
OG0000590	MHP168_RS03540	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475
OG0000591	MHP168_RS04055	E5E95_RS04205
OG0000592	MHP168_RS02655	E5E95_RS02850
OG0000593	MHP168_RS03495	E5E95_RS03745
OG0000594	MHP168_RS01305	E5E95_RS01245
OG0000596	MHP168_RS01680	E5E95_RS01845
OG0000598	MHP168_RS01675	E5E95_RS01850
OG0000599	MHP168_RS01670	E5E95_RS01855
OG0000600	MHP168_RS01235	E5E95_RS02490
OG0000601	MHP168_RS01890	E5E95_RS01925
OG0000602	MHP168_RS02255	E5E95_RS02155
OG0000603	MHP168_RS01220	E5E95_RS02495
OG0000604	MHP168_RS04060	E5E95_RS04220
OG0000605	MHP168_RS01215	E5E95_RS02500
OG0000606	MHP168_RS01865	E5E95_RS01890
OG0000609	MHP168_RS03880	E5E95_RS03860
OG0000610	MHP168_RS04040	E5E95_RS04190
OG0000612	MHP168_RS03735	E5E95_RS04010
OG0000613	MHP168_RS03980	E5E95_RS04035
OG0000615	MHP168_RS02700	E5E95_RS02895
OG0000619	MHP168_RS01870	E5E95_RS01895
OG0000620	MHP168_RS03840	E5E95_RS04025
OG0000664	MHP168_RS03850	E5E95_RS03890
