Orthogroup	MHP_168_genes	MHP_111A_genes
OG0000563	MHP168_RS01885	NB623_RS02295
OG0000564	MHP168_RS03865	NB623_RS01405
OG0000565	MHP168_RS01945	NB623_RS02220
OG0000566	MHP168_RS01935	NB623_RS02240
OG0000567	MHP168_RS01910	NB623_RS02265
OG0000568	MHP168_RS00970	NB623_RS00685
OG0000569	MHP168_RS01315	NB623_RS01360
OG0000570	MHP168_RS01320	NB623_RS01365
OG0000571	MHP168_RS01325	NB623_RS01370
OG0000572	MHP168_RS01345	NB623_RS01390
OG0000573	MHP168_RS01730	NB623_RS01820
OG0000574	MHP168_RS01390	NB623_RS01425
OG0000575	MHP168_RS01300	NB623_RS01350
OG0000576	MHP168_RS01765	NB623_RS01775
OG0000577	MHP168_RS02670	NB623_RS02825
OG0000578	MHP168_RS02690	NB623_RS02850
OG0000579	MHP168_RS01875	NB623_RS02305
OG0000580	MHP168_RS04025	NB623_RS02955
OG0000581	MHP168_RS01860	NB623_RS02310
OG0000582	MHP168_RS03935	NB623_RS01380
OG0000583	MHP168_RS01740	NB623_RS01810
OG0000584	MHP168_RS01240	NB623_RS01955
OG0000585	MHP168_RS02165	NB623_RS02350
OG0000586	MHP168_RS01750	NB623_RS01795
OG0000587	MHP168_RS04050	NB623_RS02215
OG0000588	MHP168_RS01770	NB623_RS01765
OG0000590	MHP168_RS03540	NB623_RS01945
OG0000591	MHP168_RS04055	NB623_RS02200
OG0000592	MHP168_RS02655	NB623_RS02815
OG0000593	MHP168_RS03495	NB623_RS03720
OG0000596	MHP168_RS01680	NB623_RS01870
OG0000598	MHP168_RS01675	NB623_RS01875
OG0000599	MHP168_RS01670	NB623_RS01880
OG0000600	MHP168_RS01235	NB623_RS01960
OG0000604	MHP168_RS04060	NB623_RS02965
OG0000609	MHP168_RS03880	NB623_RS02250
OG0000610	MHP168_RS04040	NB623_RS00675
OG0000612	MHP168_RS03735	NB623_RS01885
OG0000613	MHP168_RS03980	NB623_RS02205
OG0000616	MHP168_RS03555	NB623_RS01975
OG0000623	MHP168_RS03595	NB623_RS01895, NB623_RS02335
