Orthogroup	Species	MHP_REF_protein	Orthologs
OG0000058	MHP_ES2L_protein	WP_011290048.1	WP_179221040.1
OG0000058	MHP_UFV01_protein	WP_011290048.1	WP_011283954.1
OG0000058	MFC_MF18_protein	WP_011290048.1	WP_160583922.1
OG0000058	MFC_MF22_protein	WP_011290048.1	WP_160583922.1
OG0000058	MFC_MF33_protein	WP_011290048.1	WP_160609339.1
OG0000058	MFC_MF11_protein	WP_011290048.1	WP_002557805.1
OG0000058	MFC_MS42_protein	WP_011290048.1	WP_002557805.1
OG0000058	MFC_ATCC27716_protein	WP_011290048.1	WP_002557805.1
OG0000058	MFC_MF30_protein	WP_011290048.1	WP_002557805.1
OG0000058	MFC_MF29_protein	WP_011290048.1	WP_002557805.1
OG0000060	MHP_MHP709_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_98_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_MHP694_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_MHP653_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_MHP679_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_MHP682_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_MHP696_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_F72C_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_7448_protein	WP_011290055.1	WP_011290055.1
OG0000060	MHP_UFV01_protein	WP_011290055.1	WP_020835589.1
OG0000060	MHP_7422_protein	WP_011290055.1	WP_020835589.1
OG0000060	MHP_UFV02_protein	WP_011290055.1	WP_020835589.1
OG0000060	MHP_MHP699_protein	WP_011290055.1	WP_020835589.1
OG0000060	MFC_MF29_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_MF30_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_MS42_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_MF18_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_MF11_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_MF22_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_ATCC27716_protein	WP_011290055.1	WP_002557818.1
OG0000060	MFC_MF33_protein	WP_011290055.1	WP_160609313.1
OG0000060	MHP_MHP691_protein	WP_011290055.1	WP_160608019.1
OG0000060	MHP_168L_protein	WP_011290055.1	WP_014579617.1
OG0000060	MHP_TB1_protein	WP_011290055.1	WP_014579617.1
OG0000060	MHP_168_protein	WP_011290055.1	WP_014579617.1
OG0000060	MHP_ES2L_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_NCTC10127_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_232_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_11_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_J_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_ES2_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_LH_protein	WP_011290055.1	WP_011206046.1
OG0000060	MHP_MHP650_protein	WP_011290055.1	WP_011206046.1
OG0000062	MHP_ES2L_protein	WP_020835608.1	WP_179221054.1
OG0000062	MHP_UFV01_protein	WP_020835608.1	WP_243216013.1
OG0000062	MHP_LH_protein	WP_020835608.1	WP_233688675.1
OG0000062	MHP_UFV02_protein	WP_020835608.1	WP_243216013.1
OG0000062	MHP_MHP694_protein	WP_020835608.1	WP_020835608.1
OG0000062	MHP_MHP650_protein	WP_020835608.1	WP_160600998.1
OG0000062	MHP_MHP679_protein	WP_020835608.1	WP_146379532.1
OG0000062	MHP_MHP682_protein	WP_020835608.1	WP_146379532.1
OG0000062	MHP_F72C_protein	WP_020835608.1	WP_146379532.1
OG0000062	MHP_98_protein	WP_020835608.1	WP_179696065.1
OG0000062	MHP_MHP696_protein	WP_020835608.1	WP_146379532.1
OG0000062	MHP_MHP699_protein	WP_020835608.1	WP_146379532.1
OG0000062	MHP_MHP709_protein	WP_020835608.1	WP_146379532.1
OG0000062	MHP_MHP691_protein	WP_020835608.1	WP_160607930.1
OG0000062	MHP_MHP653_protein	WP_020835608.1	WP_160615750.1
OG0000062	MHP_7448_protein	WP_020835608.1	WP_020835608.1
OG0000062	MHP_7422_protein	WP_020835608.1	WP_020835608.1
OG0000062	MHP_ES2_protein	WP_020835608.1	WP_135618633.1
OG0000062	MHP_J_protein	WP_020835608.1	WP_020835608.1
OG0000062	MHP_11_protein	WP_020835608.1	WP_011206012.1
OG0000062	MHP_NCTC10127_protein	WP_020835608.1	WP_011206012.1
OG0000062	MHP_232_protein	WP_020835608.1	WP_011206012.1
OG0000062	MHP_168L_protein	WP_020835608.1	WP_014579663.1
OG0000062	MHP_168_protein	WP_020835608.1	WP_014579663.1
OG0000062	MHP_TB1_protein	WP_020835608.1	WP_252862167.1
OG0000062	MFC_MF29_protein	WP_020835608.1	WP_160581324.1
OG0000062	MFC_MF11_protein	WP_020835608.1	WP_002557847.1
OG0000062	MFC_ATCC27716_protein	WP_020835608.1	WP_002557847.1
OG0000062	MFC_MF30_protein	WP_020835608.1	WP_160605491.1
OG0000062	MFC_MS42_protein	WP_020835608.1	WP_002557847.1
OG0000062	MFC_MF33_protein	WP_020835608.1	WP_160609319.1
OG0000062	MFC_MF22_protein	WP_020835608.1	WP_160583873.1
OG0000062	MFC_MF18_protein	WP_020835608.1	WP_160583873.1
OG0000063	MHP_LH_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_168_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_MHP650_protein	WP_014579535.1	WP_160600703.1
OG0000063	MHP_UFV02_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_TB1_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_7422_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_168L_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_UFV01_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_7448_protein	WP_014579535.1	WP_014579535.1
OG0000063	MHP_J_protein	WP_014579535.1	WP_044284737.1
OG0000063	MHP_ES2L_protein	WP_014579535.1	WP_179221284.1
OG0000063	MHP_F72C_protein	WP_014579535.1	WP_146379774.1
OG0000063	MHP_MHP691_protein	WP_014579535.1	WP_160585552.1
OG0000063	MHP_MHP679_protein	WP_014579535.1	WP_160585552.1
OG0000063	MHP_MHP682_protein	WP_014579535.1	WP_160585552.1
OG0000063	MHP_MHP696_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_MHP653_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_MHP694_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_MHP709_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_MHP699_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_98_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_ES2_protein	WP_014579535.1	WP_052259122.1
OG0000063	MHP_NCTC10127_protein	WP_014579535.1	WP_011205871.1
OG0000063	MHP_232_protein	WP_014579535.1	WP_011205871.1
OG0000063	MHP_11_protein	WP_014579535.1	WP_011205871.1
OG0000063	MFC_MF11_protein	WP_014579535.1	WP_160603024.1
OG0000063	MFC_MF29_protein	WP_014579535.1	WP_160581067.1
OG0000063	MFC_MF30_protein	WP_014579535.1	WP_160583743.1
OG0000063	MFC_MF18_protein	WP_014579535.1	WP_160583743.1
OG0000063	MFC_MF22_protein	WP_014579535.1	WP_160583743.1
OG0000063	MFC_MF33_protein	WP_014579535.1	WP_002557882.1
OG0000063	MFC_MS42_protein	WP_014579535.1	WP_002557882.1
OG0000063	MFC_ATCC27716_protein	WP_014579535.1	WP_002557882.1
OG0000067	MHP_MHP691_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_MHP682_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_ES2L_protein	WP_011206493.1	WP_179221258.1
OG0000067	MHP_MHP679_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_UFV02_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_11_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_ES2_protein	WP_011206493.1	WP_135619144.1
OG0000067	MHP_168_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_MHP699_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_7422_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_232_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_F72C_protein	WP_011206493.1	WP_146379752.1
OG0000067	MHP_UFV01_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_NCTC10127_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_MHP694_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_LH_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_168L_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_7448_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_J_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_TB1_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_98_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_MHP653_protein	WP_011206493.1	WP_011206493.1
OG0000067	MHP_MHP650_protein	WP_011206493.1	WP_160600739.1
OG0000067	MHP_MHP696_protein	WP_011206493.1	WP_160588182.1
OG0000067	MHP_MHP709_protein	WP_011206493.1	WP_258555327.1
OG0000067	MFC_MF22_protein	WP_011206493.1	WP_160583802.1
OG0000067	MFC_MF18_protein	WP_011206493.1	WP_160583802.1
OG0000067	MFC_ATCC27716_protein	WP_011206493.1	WP_002557957.1
OG0000067	MFC_MF11_protein	WP_011206493.1	WP_002557957.1
OG0000067	MFC_MS42_protein	WP_011206493.1	WP_002557957.1
OG0000067	MFC_MF33_protein	WP_011206493.1	WP_160581384.1
OG0000067	MFC_MF30_protein	WP_011206493.1	WP_160581384.1
OG0000067	MFC_MF29_protein	WP_011206493.1	WP_160581384.1
OG0000068	MHP_7422_protein	WP_020835906.1	WP_020835906.1
OG0000068	MHP_MHP696_protein	WP_020835906.1	WP_020835906.1
OG0000068	MHP_7448_protein	WP_020835906.1	WP_020835906.1
OG0000068	MHP_ES2_protein	WP_020835906.1	WP_240536355.1
OG0000068	MFC_ATCC27716_protein	WP_020835906.1	WP_002557969.1
OG0000068	MFC_MS42_protein	WP_020835906.1	WP_002557969.1
OG0000068	MFC_MF30_protein	WP_020835906.1	WP_160605601.1
OG0000068	MFC_MF29_protein	WP_020835906.1	WP_160581394.1
OG0000068	MFC_MF33_protein	WP_020835906.1	WP_160609413.1
OG0000068	MFC_MF18_protein	WP_020835906.1	WP_160583812.1
OG0000068	MFC_MF11_protein	WP_020835906.1	WP_160583812.1
OG0000068	MFC_MF22_protein	WP_020835906.1	WP_160583812.1
OG0000068	MHP_ES2L_protein	WP_020835906.1	WP_179221252.1
OG0000068	MHP_LH_protein	WP_020835906.1	WP_233688558.1
OG0000068	MHP_J_protein	WP_020835906.1	WP_237697220.1
OG0000068	MHP_MHP650_protein	WP_020835906.1	WP_160601213.1
OG0000068	MHP_TB1_protein	WP_020835906.1	WP_088764582.1
OG0000068	MHP_168L_protein	WP_020835906.1	WP_044278116.1
OG0000068	MHP_168_protein	WP_020835906.1	WP_044278116.1
OG0000068	MHP_UFV02_protein	WP_020835906.1	WP_243215866.1
OG0000068	MHP_UFV01_protein	WP_020835906.1	WP_243215866.1
OG0000068	MHP_98_protein	WP_020835906.1	WP_179695884.1
OG0000068	MHP_232_protein	WP_020835906.1	WP_044284849.1
OG0000068	MHP_NCTC10127_protein	WP_020835906.1	WP_044284849.1
OG0000068	MHP_11_protein	WP_020835906.1	WP_044284849.1
OG0000068	MHP_F72C_protein	WP_020835906.1	WP_146379748.1
OG0000068	MHP_MHP679_protein	WP_020835906.1	WP_258555679.1
OG0000068	MHP_MHP682_protein	WP_020835906.1	WP_160585588.1
OG0000068	MHP_MHP653_protein	WP_020835906.1	WP_258555910.1
OG0000068	MHP_MHP691_protein	WP_020835906.1	WP_160607734.1
OG0000068	MHP_MHP694_protein	WP_020835906.1	WP_160606743.1
OG0000068	MHP_MHP699_protein	WP_020835906.1	WP_160584913.1
OG0000068	MHP_MHP709_protein	WP_020835906.1	WP_020835906.1
OG0000069	MHP_7448_protein	WP_044272542.1	WP_044272542.1
OG0000069	MHP_98_protein	WP_044272542.1	WP_179695977.1
OG0000069	MHP_UFV02_protein	WP_044272542.1	WP_179221160.1
OG0000069	MHP_UFV01_protein	WP_044272542.1	WP_179221160.1
OG0000069	MHP_ES2L_protein	WP_044272542.1	WP_179221160.1
OG0000069	MHP_F72C_protein	WP_044272542.1	WP_146379658.1
OG0000069	MHP_MHP696_protein	WP_044272542.1	WP_160588321.1
OG0000069	MHP_MHP709_protein	WP_044272542.1	WP_160588321.1
OG0000069	MFC_MS42_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_MF33_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_MF30_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_ATCC27716_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_MF18_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_MF22_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_MF11_protein	WP_044272542.1	WP_002557977.1
OG0000069	MFC_MF29_protein	WP_044272542.1	WP_002557977.1
OG0000069	MHP_MHP691_protein	WP_044272542.1	WP_160608038.1
OG0000069	MHP_MHP694_protein	WP_044272542.1	WP_160606447.1
OG0000069	MHP_MHP682_protein	WP_044272542.1	WP_020835790.1
OG0000069	MHP_7422_protein	WP_044272542.1	WP_020835790.1
OG0000069	MHP_MHP679_protein	WP_044272542.1	WP_020835790.1
OG0000069	MHP_LH_protein	WP_044272542.1	WP_020835790.1
OG0000069	MHP_MHP653_protein	WP_044272542.1	WP_020835790.1
OG0000069	MHP_MHP699_protein	WP_044272542.1	WP_020835790.1
OG0000069	MHP_MHP650_protein	WP_044272542.1	WP_160600955.1
OG0000069	MHP_ES2_protein	WP_044272542.1	WP_135618944.1
OG0000069	MHP_NCTC10127_protein	WP_044272542.1	WP_011206296.1
OG0000069	MHP_11_protein	WP_044272542.1	WP_011206296.1
OG0000069	MHP_232_protein	WP_044272542.1	WP_011206296.1
OG0000069	MHP_J_protein	WP_044272542.1	WP_044284676.1
OG0000069	MHP_168L_protein	WP_044272542.1	WP_014579888.1
OG0000069	MHP_TB1_protein	WP_044272542.1	WP_014579888.1
OG0000069	MHP_168_protein	WP_044272542.1	WP_014579888.1
OG0000071	MHP_MHP653_protein	WP_044272563.1	WP_044272563.1
OG0000071	MHP_UFV02_protein	WP_044272563.1	WP_243216282.1
OG0000071	MHP_UFV01_protein	WP_044272563.1	WP_243216282.1
OG0000071	MHP_MHP709_protein	WP_044272563.1	WP_044272563.1
OG0000071	MHP_7448_protein	WP_044272563.1	WP_044272563.1
OG0000071	MHP_MHP696_protein	WP_044272563.1	WP_044272563.1
OG0000071	MHP_MHP699_protein	WP_044272563.1	WP_044272563.1
OG0000071	MHP_7422_protein	WP_044272563.1	WP_020835832.1
OG0000071	MHP_MHP679_protein	WP_044272563.1	WP_160590147.1
OG0000071	MHP_11_protein	WP_044272563.1	WP_011206354.1
OG0000071	MHP_NCTC10127_protein	WP_044272563.1	WP_011206354.1
OG0000071	MHP_232_protein	WP_044272563.1	WP_011206354.1
OG0000071	MHP_MHP650_protein	WP_044272563.1	WP_160600769.1
OG0000071	MHP_168_protein	WP_044272563.1	WP_014579934.1
OG0000071	MHP_TB1_protein	WP_044272563.1	WP_014579934.1
OG0000071	MHP_168L_protein	WP_044272563.1	WP_014579934.1
OG0000071	MHP_ES2L_protein	WP_044272563.1	WP_179221188.1
OG0000071	MHP_ES2_protein	WP_044272563.1	WP_135618998.1
OG0000071	MHP_J_protein	WP_044272563.1	WP_044284691.1
OG0000071	MHP_MHP694_protein	WP_044272563.1	WP_160606583.1
OG0000071	MHP_MHP691_protein	WP_044272563.1	WP_160607838.1
OG0000071	MHP_LH_protein	WP_044272563.1	WP_233688499.1
OG0000071	MHP_MHP682_protein	WP_044272563.1	WP_146379686.1
OG0000071	MHP_F72C_protein	WP_044272563.1	WP_146379686.1
OG0000071	MHP_98_protein	WP_044272563.1	WP_179696084.1
OG0000071	MFC_MF33_protein	WP_044272563.1	WP_160609272.1
OG0000071	MFC_MF11_protein	WP_044272563.1	WP_160583660.1
OG0000071	MFC_MF30_protein	WP_044272563.1	WP_160583660.1
OG0000071	MFC_MF22_protein	WP_044272563.1	WP_160583660.1
OG0000071	MFC_MF18_protein	WP_044272563.1	WP_160583660.1
OG0000071	MFC_MF29_protein	WP_044272563.1	WP_160580911.1
OG0000071	MFC_MS42_protein	WP_044272563.1	WP_039387523.1
OG0000071	MFC_ATCC27716_protein	WP_044272563.1	WP_039387523.1
OG0000072	MHP_7448_protein	WP_044272653.1	WP_044272653.1
OG0000072	MHP_98_protein	WP_044272653.1	WP_179695890.1
OG0000072	MHP_MHP691_protein	WP_044272653.1	WP_160607961.1
OG0000072	MHP_LH_protein	WP_044272653.1	WP_233688554.1
OG0000072	MHP_J_protein	WP_044272653.1	WP_044284722.1
OG0000072	MHP_7422_protein	WP_044272653.1	WP_020835900.1
OG0000072	MHP_UFV02_protein	WP_044272653.1	WP_243215853.1
OG0000072	MHP_UFV01_protein	WP_044272653.1	WP_243215853.1
OG0000072	MHP_168L_protein	WP_044272653.1	WP_044278039.1
OG0000072	MHP_168_protein	WP_044272653.1	WP_044278039.1
OG0000072	MHP_TB1_protein	WP_044272653.1	WP_044278039.1
OG0000072	MHP_MHP694_protein	WP_044272653.1	WP_160606795.1
OG0000072	MHP_MHP650_protein	WP_044272653.1	WP_160601175.1
OG0000072	MHP_MHP696_protein	WP_044272653.1	WP_160588144.1
OG0000072	MHP_MHP709_protein	WP_044272653.1	WP_160588144.1
OG0000072	MHP_MHP679_protein	WP_044272653.1	WP_160590454.1
OG0000072	MHP_232_protein	WP_044272653.1	WP_011206471.1
OG0000072	MHP_11_protein	WP_044272653.1	WP_011206471.1
OG0000072	MHP_NCTC10127_protein	WP_044272653.1	WP_011206471.1
OG0000072	MHP_ES2_protein	WP_044272653.1	WP_135619124.1
OG0000072	MHP_ES2L_protein	WP_044272653.1	WP_179221246.1
OG0000072	MHP_F72C_protein	WP_044272653.1	WP_146379745.1
OG0000072	MHP_MHP699_protein	WP_044272653.1	WP_160585257.1
OG0000072	MHP_MHP682_protein	WP_044272653.1	WP_160585784.1
OG0000072	MHP_MHP653_protein	WP_044272653.1	WP_160615918.1
OG0000072	MFC_MF18_protein	WP_044272653.1	WP_160583820.1
OG0000072	MFC_MF22_protein	WP_044272653.1	WP_160583820.1
OG0000072	MFC_MF29_protein	WP_044272653.1	WP_160581399.1
OG0000072	MFC_MF11_protein	WP_044272653.1	WP_160603150.1
OG0000072	MFC_MS42_protein	WP_044272653.1	WP_039387700.1
OG0000072	MFC_ATCC27716_protein	WP_044272653.1	WP_039387700.1
OG0000072	MFC_MF30_protein	WP_044272653.1	WP_160605607.1
OG0000072	MFC_MF33_protein	WP_044272653.1	WP_160609415.1
OG0000076	MHP_7448_protein	WP_228366125.1	WP_228366125.1
OG0000076	MHP_MHP653_protein	WP_228366125.1	WP_308507041.1
OG0000076	MHP_UFV01_protein	WP_228366125.1	WP_243215998.1
OG0000076	MHP_232_protein	WP_228366125.1	WP_044284823.1
OG0000076	MHP_168L_protein	WP_228366125.1	WP_014579641.1
OG0000076	MHP_MHP682_protein	WP_228366125.1	WP_160585614.1
OG0000076	MHP_MHP650_protein	WP_228366125.1	WP_160600876.1
OG0000076	MHP_NCTC10127_protein	WP_228366125.1	WP_232039586.1
OG0000076	MHP_J_protein	WP_228366125.1	WP_237697229.1
OG0000076	MHP_7422_protein	WP_228366125.1	WP_051129934.1
OG0000076	MHP_98_protein	WP_228366125.1	WP_179695843.1
OG0000076	MHP_UFV02_protein	WP_228366125.1	WP_243234960.1
OG0000076	MHP_MHP699_protein	WP_228366125.1	WP_308506986.1
OG0000076	MHP_MHP696_protein	WP_228366125.1	WP_192894285.1
OG0000076	MHP_F72C_protein	WP_228366125.1	WP_192894285.1
OG0000076	MFC_MF30_protein	WP_228366125.1	WP_308705450.1
OG0000076	MFC_MF18_protein	WP_228366125.1	WP_308507113.1
OG0000076	MFC_MF22_protein	WP_228366125.1	WP_308507113.1
OG0000076	MFC_MF33_protein	WP_228366125.1	WP_308704737.1
OG0000076	MFC_MS42_protein	WP_228366125.1	WP_236681774.1
OG0000076	MFC_MF29_protein	WP_228366125.1	WP_308704658.1
OG0000076	MFC_MF11_protein	WP_228366125.1	WP_308704658.1
OG0000076	MFC_ATCC27716_protein	WP_228366125.1	WP_231237874.1
OG0000076	MHP_MHP709_protein	WP_228366125.1	WP_308507100.1
OG0000076	MHP_MHP694_protein	WP_228366125.1	WP_308704599.1
OG0000076	MHP_MHP691_protein	WP_228366125.1	WP_308704683.1
OG0000076	MHP_ES2_protein	WP_228366125.1	WP_240536363.1
OG0000076	MHP_11_protein	WP_228366125.1	WP_241499460.1
OG0000076	MHP_LH_protein	WP_228366125.1	WP_233688649.1
OG0000076	MHP_168_protein	WP_228366125.1	WP_228365410.1
OG0000076	MHP_TB1_protein	WP_228366125.1	WP_228365410.1
OG0000076	MHP_MHP679_protein	WP_228366125.1	WP_308704713.1
OG0000076	MHP_ES2L_protein	WP_228366125.1	WP_240536635.1
OG0000236	MHP_UFV01_protein	WP_044272642.1	WP_243216342.1
OG0000236	MHP_UFV02_protein	WP_044272642.1	WP_243216342.1
OG0000236	MHP_7448_protein	WP_044272642.1	WP_044272642.1
OG0000236	MHP_LH_protein	WP_044272642.1	WP_233688549.1
OG0000236	MHP_NCTC10127_protein	WP_044272642.1	WP_232039553.1
OG0000236	MHP_11_protein	WP_044272642.1	WP_044284808.1
OG0000236	MHP_232_protein	WP_044272642.1	WP_044284808.1
OG0000236	MHP_MHP650_protein	WP_044272642.1	WP_160601123.1
OG0000236	MHP_MHP691_protein	WP_044272642.1	WP_160607973.1
OG0000236	MFC_MF30_protein	WP_044272642.1	WP_160605550.1
OG0000236	MFC_MF18_protein	WP_044272642.1	WP_160593453.1
OG0000236	MFC_MF11_protein	WP_044272642.1	WP_160603220.1
OG0000236	MFC_MF29_protein	WP_044272642.1	WP_160581284.1
OG0000236	MFC_MF22_protein	WP_044272642.1	WP_160583918.1
OG0000236	MFC_MF33_protein	WP_044272642.1	WP_160609338.1
OG0000236	MFC_MS42_protein	WP_044272642.1	WP_002557737.1
OG0000236	MFC_ATCC27716_protein	WP_044272642.1	WP_002557737.1
OG0000236	MHP_MHP694_protein	WP_044272642.1	WP_160606870.1
OG0000236	MHP_7422_protein	WP_044272642.1	WP_236607956.1
OG0000236	MHP_J_protein	WP_044272642.1	WP_237697216.1
OG0000236	MHP_MHP699_protein	WP_044272642.1	WP_160585221.1
OG0000236	MHP_ES2_protein	WP_044272642.1	WP_135619105.1
OG0000236	MHP_ES2L_protein	WP_044272642.1	WP_240536620.1
OG0000236	MHP_98_protein	WP_044272642.1	WP_308705279.1
OG0000236	MHP_MHP696_protein	WP_044272642.1	WP_160588134.1
OG0000236	MHP_MHP709_protein	WP_044272642.1	WP_160588134.1
OG0000236	MHP_F72C_protein	WP_044272642.1	WP_146379736.1
OG0000236	MHP_MHP679_protein	WP_044272642.1	WP_160590344.1
OG0000236	MHP_MHP653_protein	WP_044272642.1	WP_160615897.1
OG0000236	MHP_168_protein	WP_044272642.1	WP_014579992.1
OG0000236	MHP_168L_protein	WP_044272642.1	WP_014579992.1
OG0000236	MHP_TB1_protein	WP_044272642.1	WP_014579992.1
OG0000503	MHP_UFV02_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_LH_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_ES2_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_MHP694_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_UFV01_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_98_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_7448_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_MHP709_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_MHP696_protein	WP_228366107.1	WP_228366107.1
OG0000503	MHP_NCTC10127_protein	WP_228366107.1	WP_011206393.1
OG0000503	MHP_J_protein	WP_228366107.1	WP_011206393.1
OG0000503	MHP_232_protein	WP_228366107.1	WP_011206393.1
OG0000503	MHP_MHP650_protein	WP_228366107.1	WP_011206393.1
OG0000503	MHP_11_protein	WP_228366107.1	WP_011206393.1
OG0000503	MHP_MHP699_protein	WP_228366107.1	WP_225972997.1
OG0000503	MHP_F72C_protein	WP_228366107.1	WP_225972997.1
OG0000503	MHP_MHP682_protein	WP_228366107.1	WP_225972997.1
OG0000503	MHP_TB1_protein	WP_228366107.1	WP_014579949.1
OG0000503	MHP_168L_protein	WP_228366107.1	WP_014579949.1
OG0000503	MHP_168_protein	WP_228366107.1	WP_014579949.1
OG0000503	MHP_ES2L_protein	WP_228366107.1	WP_179221196.1
OG0000503	MFC_MF30_protein	WP_228366107.1	WP_258555108.1
OG0000503	MHP_MHP691_protein	WP_228366107.1	WP_308507032.1
OG0000503	MHP_MHP653_protein	WP_228366107.1	WP_308507032.1
OG0000503	MFC_MF33_protein	WP_228366107.1	WP_258556752.1
OG0000503	MFC_MF11_protein	WP_228366107.1	WP_002557605.1
OG0000503	MFC_MS42_protein	WP_228366107.1	WP_002557605.1
OG0000503	MFC_MF18_protein	WP_228366107.1	WP_255454458.1
OG0000503	MFC_MF22_protein	WP_228366107.1	WP_255454458.1
OG0000503	MFC_MF29_protein	WP_228366107.1	WP_002557605.1
OG0000503	MFC_ATCC27716_protein	WP_228366107.1	WP_002557605.1
OG0000545	MHP_168L_protein	WP_011290141.1	WP_014579771.1
OG0000545	MHP_168_protein	WP_011290141.1	WP_014579771.1
OG0000545	MHP_TB1_protein	WP_011290141.1	WP_014579771.1
OG0000545	MHP_UFV02_protein	WP_011290141.1	WP_243216074.1
OG0000545	MHP_UFV01_protein	WP_011290141.1	WP_243216074.1
OG0000545	MHP_ES2L_protein	WP_011290141.1	WP_179221096.1
OG0000545	MHP_NCTC10127_protein	WP_011290141.1	WP_011206148.1
OG0000545	MHP_11_protein	WP_011290141.1	WP_011206148.1
OG0000545	MHP_232_protein	WP_011290141.1	WP_011206148.1
OG0000545	MHP_F72C_protein	WP_011290141.1	WP_011284067.1
OG0000545	MHP_MHP696_protein	WP_011290141.1	WP_011284067.1
OG0000545	MHP_J_protein	WP_011290141.1	WP_011284067.1
OG0000545	MHP_98_protein	WP_011290141.1	WP_011284067.1
OG0000545	MHP_MHP653_protein	WP_011290141.1	WP_011284067.1
OG0000545	MHP_MHP650_protein	WP_011290141.1	WP_258556706.1
OG0000545	MHP_MHP699_protein	WP_011290141.1	WP_280996806.1
OG0000545	MFC_MS42_protein	WP_011290141.1	WP_002557598.1
OG0000545	MFC_ATCC27716_protein	WP_011290141.1	WP_002557598.1
OG0000545	MFC_MF33_protein	WP_011290141.1	WP_258556750.1
OG0000545	MHP_7422_protein	WP_011290141.1	WP_236607969.1
OG0000545	MHP_MHP694_protein	WP_011290141.1	WP_308507102.1
OG0000545	MHP_MHP709_protein	WP_011290141.1	WP_308507102.1
OG0000545	MHP_MHP691_protein	WP_011290141.1	WP_160590479.1
OG0000545	MHP_MHP679_protein	WP_011290141.1	WP_160590479.1
OG0000545	MHP_MHP682_protein	WP_011290141.1	WP_160585826.1
OG0000545	MHP_ES2_protein	WP_011290141.1	WP_135618761.1
OG0000545	MHP_7448_protein	WP_011290141.1	WP_011290141.1
