Orthogroup	MHP_MHP679_proteins	MHP_LH_proteins
OG0000573	WP_160590232.1	WP_014579759.1
OG0000574	WP_014579714.1	WP_011284018.1
OG0000575	WP_146379542.1	WP_233688693.1
OG0000576	WP_011290145.1	WP_011206153.1
OG0000577	WP_011206325.1	WP_233688486.1
OG0000578	WP_258555672.1	WP_233688490.1
OG0000579	WP_258555659.1	WP_233688747.1
OG0000580	WP_160587867.1	WP_233688498.1
OG0000581	WP_160590075.1	WP_233688744.1
OG0000582	WP_308704707.1	WP_233688696.1
OG0000583	WP_160590236.1	WP_011290150.1
OG0000584	WP_014579687.1	WP_233688681.1
OG0000585	WP_160590313.1	WP_160585768.1
OG0000586	WP_160590239.1	WP_233688733.1
OG0000587	WP_308507028.1	WP_011284111.1
OG0000588	WP_308704703.1	WP_233688730.1
OG0000589	WP_160590515.1	WP_002557988.1
OG0000591	WP_258555396.1	WP_258556645.1
OG0000592	WP_160590121.1	WP_233688484.1
OG0000593	WP_160590362.1	WP_233688572.1
OG0000594	WP_160590379.1	WP_233688694.1
OG0000595	WP_160590418.1	WP_233688515.1
OG0000600	WP_160581237.1	WP_011206362.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000605	WP_258555661.1, WP_258555662.1	WP_233688680.1
OG0000606	WP_160590079.1	WP_233688745.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000613	WP_258555653.1	WP_233688753.1
OG0000614	WP_094521688.1	WP_233688425.1
OG0000618	WP_258555699.1	WP_135619112.1
