Orthogroup	MHP_LH_genes	MHP_116_genes
OG0000493	KUD10_RS00585	ABJ972_RS00565
OG0000494	KUD10_RS00650	ABJ972_RS01030
OG0000495	KUD10_RS02910	ABJ972_RS02760
OG0000496	KUD10_RS02900	ABJ972_RS02750
OG0000497	KUD10_RS02895	ABJ972_RS02745
OG0000498	KUD10_RS02820	ABJ972_RS02665
OG0000499	KUD10_RS02785	ABJ972_RS02630
OG0000500	KUD10_RS01980	ABJ972_RS01895
OG0000501	KUD10_RS03135	ABJ972_RS02975
OG0000502	KUD10_RS01270	ABJ972_RS01190
OG0000503	KUD10_RS00755	ABJ972_RS00905
OG0000504	KUD10_RS00890	ABJ972_RS00770
OG0000505	KUD10_RS00925	ABJ972_RS00735
OG0000506	KUD10_RS00935	ABJ972_RS00725
OG0000507	KUD10_RS00970	ABJ972_RS00690
OG0000508	KUD10_RS00250	ABJ972_RS00235
OG0000509	KUD10_RS00285	ABJ972_RS00270
OG0000510	KUD10_RS00295	ABJ972_RS00280
OG0000511	KUD10_RS00430	ABJ972_RS00415
OG0000512	KUD10_RS02635	ABJ972_RS02490
OG0000513	KUD10_RS03495	ABJ972_RS03330
OG0000514	KUD10_RS02935	ABJ972_RS02785
OG0000516	KUD10_RS02060	ABJ972_RS01975
OG0000517	KUD10_RS00065	ABJ972_RS00065
OG0000518	KUD10_RS03175	ABJ972_RS03015
OG0000519	KUD10_RS00780	ABJ972_RS00880
OG0000520	KUD10_RS00905	ABJ972_RS00755
OG0000521	KUD10_RS00265	ABJ972_RS00250
OG0000522	KUD10_RS00300	ABJ972_RS00285
OG0000523	KUD10_RS03430	ABJ972_RS03265
OG0000524	KUD10_RS02755	ABJ972_RS02605
OG0000525	KUD10_RS03395	ABJ972_RS03240
OG0000526	KUD10_RS01895	ABJ972_RS01800, ABJ972_RS01810
OG0000527	KUD10_RS01830	ABJ972_RS01725
OG0000528	KUD10_RS02065	ABJ972_RS01980
OG0000529	KUD10_RS02305	ABJ972_RS02190
OG0000530	KUD10_RS02410	ABJ972_RS02295
OG0000531	KUD10_RS01470	ABJ972_RS01385
OG0000532	KUD10_RS01685	ABJ972_RS01605
OG0000533	KUD10_RS00605	ABJ972_RS01070
OG0000534	KUD10_RS00380	ABJ972_RS00365
OG0000535	KUD10_RS00045	ABJ972_RS00045
OG0000536	KUD10_RS03615	ABJ972_RS03445
OG0000537	KUD10_RS00720	ABJ972_RS00945
OG0000538	KUD10_RS01120	ABJ972_RS01110
OG0000539	KUD10_RS00215	ABJ972_RS00200
OG0000540	KUD10_RS02725	ABJ972_RS02575
OG0000542	KUD10_RS00350	ABJ972_RS00335
OG0000544	KUD10_RS01325	ABJ972_RS01240
OG0000545	KUD10_RS01885	ABJ972_RS01790
OG0000546	KUD10_RS02865	ABJ972_RS02710
OG0000547	KUD10_RS02985	ABJ972_RS02835
OG0000548	KUD10_RS01655	ABJ972_RS01570
OG0000549	KUD10_RS03385	ABJ972_RS03230
OG0000550	KUD10_RS03530	ABJ972_RS03365
OG0000552	KUD10_RS03210	ABJ972_RS03050
OG0000553	KUD10_RS02770	ABJ972_RS02620
OG0000554	KUD10_RS02455	ABJ972_RS02340
OG0000555	KUD10_RS02990	ABJ972_RS02840
OG0000557	KUD10_RS01335	ABJ972_RS01250
OG0000558	KUD10_RS01305	ABJ972_RS01220
OG0000559	KUD10_RS01760	ABJ972_RS01675
OG0000560	KUD10_RS01875	ABJ972_RS01780
OG0000561	KUD10_RS01105	ABJ972_RS01095
OG0000562	KUD10_RS01880	ABJ972_RS01785
OG0000563	KUD10_RS01865	ABJ972_RS01770
OG0000564	KUD10_RS01360	ABJ972_RS01275
OG0000565	KUD10_RS01930	ABJ972_RS01845
OG0000566	KUD10_RS01915	ABJ972_RS01830
OG0000567	KUD10_RS01890	ABJ972_RS01795
OG0000568	KUD10_RS00680	ABJ972_RS00985
OG0000569	KUD10_RS01310	ABJ972_RS01225
OG0000570	KUD10_RS01315	ABJ972_RS01230
OG0000571	KUD10_RS01320	ABJ972_RS01235
OG0000572	KUD10_RS01340	ABJ972_RS01255
OG0000573	KUD10_RS01755	ABJ972_RS01670
OG0000574	KUD10_RS01380	ABJ972_RS01295
OG0000575	KUD10_RS01295	ABJ972_RS01210
OG0000576	KUD10_RS01715	ABJ972_RS01630
OG0000577	KUD10_RS02745	ABJ972_RS02595
OG0000578	KUD10_RS02765	ABJ972_RS02615
OG0000579	KUD10_RS01855	ABJ972_RS01735
OG0000580	KUD10_RS02870	ABJ972_RS02715
OG0000581	KUD10_RS01835	ABJ972_RS01730
OG0000582	KUD10_RS01330	ABJ972_RS01245
OG0000583	KUD10_RS01745	ABJ972_RS01660
OG0000585	KUD10_RS02275	ABJ972_RS02155
OG0000586	KUD10_RS01730	ABJ972_RS01645
OG0000587	KUD10_RS03745	ABJ972_RS01850
OG0000588	KUD10_RS01705	ABJ972_RS01620
OG0000589	KUD10_RS02220	ABJ972_RS02110
OG0000592	KUD10_RS02735	ABJ972_RS02585
OG0000593	KUD10_RS03595	ABJ972_RS03430
OG0000594	KUD10_RS01300	ABJ972_RS01215
OG0000595	KUD10_RS03070	ABJ972_RS02925
OG0000601	KUD10_RS01870	ABJ972_RS01775
OG0000606	KUD10_RS01840	ABJ972_RS01740
OG0000609	KUD10_RS01905	ABJ972_RS01820
OG0000611	KUD10_RS00090	ABJ972_RS00090
OG0000618	KUD10_RS03350	ABJ972_RS03195
